no,name,lanes,length,lnChgDist,is_conn,from_link,from_lane,from_pos,to_link,to_pos,n_out,n_in,is_sink,is_source
10362,,1,17.1,1000.0,True,1220012002.0,1220012002 1,77.32016160282107,226.0,0.400565,0,0,False,False
10363,,1,22.5,1000.0,True,1220012002.0,1220012002 2,78.63786611949305,227.0,0.438045,0,0,False,False
10364,,1,14.9,1000.0,True,223.0,223 1,13.54735,1220012001.0,0.212527,0,0,False,False
10365,,2,7.9,1000.0,True,1220012001.0,1220012001 1,412.954737,1210012001.0,0.369258,0,0,False,False
10366,,1,26.3,1000.0,True,1210012001.0,1210012001 1,1.814227,1220011101.0,14.194615441209107,0,0,False,False
10367,,2,33.8,1000.0,True,1210012001.0,1210012001 1,12.073363,1220008203.0,0.6338296113338614,0,0,False,False
10368,,1,60.1,1000.0,True,32.0,32 1,1961.014081190329,39.0,2.4143939852128438,0,0,False,False
10369,,2,8.7,1000.0,True,1220012101.0,1220012101 1,19.41990292834949,1210012101.0,0.371723,0,0,False,False
10370,,2,25.9,1000.0,True,1210008303.0,1210008303 1,73.22872838786964,1220012101.0,0.9006909091845777,0,0,False,False
10371,,2,61.6,1000.0,True,40.0,40 2,1257.905748292309,38.0,7.116287332077074,0,0,False,False
10372,,1,30.5,1000.0,True,1210008303.0,1210008303 2,72.21822276524618,1220011101.0,0.9174606490083915,0,0,False,False
10373,,2,26.4,1000.0,True,1220011001.0,1220011001 1,393.6575684281862,1220008603.0,0.5877285178567756,0,0,False,False
10374,,1,23.2,1000.0,True,1220011001.0,1220011001 1,393.4575375610797,1220008203.0,1.4142011098274037,0,0,False,False
10375,,1,25.5,1000.0,True,1220011001.0,1220011001 2,393.7739704281862,1220012101.0,7.9705859283494895,0,0,False,False
10376,,2,23.9,1000.0,True,1210008703.0,1210008703 1,18.409282298618898,1220011101.0,0.5884671891421472,0,0,False,False
10377,,1,66.1,1000.0,True,40.0,40 1,1249.689207073028,30.0,1.3644093144464402,0,0,False,False
10378,,1,18.7,1000.0,True,1210008703.0,1210008703 2,17.281909095790777,1220008203.0,1.6709978882877214,0,0,False,False
10379,,2,19.4,1000.0,True,1220008203.0,1220008203 1,73.33951888828773,1210008203.0,0.5778080000000071,0,0,False,False
10380,,2,17.8,1000.0,True,1220008303.0,1220008303 1,49.618054,1210008303.0,0.2738319999999858,0,0,False,False
10381,,1,8.0,1000.0,True,236.0,236 1,44.572402,1210008203.0,0.1943420000000071,0,0,False,False
10382,,1,18.7,1000.0,True,236.0,236 1,44.42994,1210008303.0,0.6775579999999858,0,0,False,False
10383,,1,16.6,1000.0,True,1220008303.0,1220008303 2,50.2036,237.0,0.818101,0,0,False,False
10384,,1,12.0,1000.0,True,1220008203.0,1220008203 1,73.21181088828772,237.0,0.819512,0,0,False,False
10385,,2,34.5,1000.0,True,1210008203.0,1210008203 1,39.022096000000005,1220008202.0,0.7669360638020623,0,0,False,False
10386,,1,15.6,1000.0,True,1210008203.0,1210008203 1,40.405989667143146,243.0,0.458276,0,0,False,False
10387,,1,35.0,1000.0,True,1210008203.0,1210008203 2,41.08871068349981,241.0,0.0,0,0,False,False
10388,,2,28.0,1000.0,True,1220008302.0,1220008302 1,163.65951400000003,1220008303.0,0.422721,0,0,False,False
10389,,1,26.0,1000.0,True,1220008302.0,1220008302 2,164.9111554694857,243.0,0.421574,0,0,False,False
10390,,1,12.6,1000.0,True,1220008302.0,1220008302 1,164.603283344653,241.0,0.14675549623675843,0,0,False,False
10391,,1,17.3,1000.0,True,240.0,240 1,60.986833,1220008202.0,0.27061278615460516,0,0,False,False
10392,,1,17.8,1000.0,True,240.0,240 1,61.666112,1220008303.0,0.178482,0,0,False,False
10393,,1,19.2,1000.0,True,242.0,242 1,31.159781,1220008202.0,1.3353356476383318,0,0,False,False
10394,,1,15.8,1000.0,True,242.0,242 1,31.223265,1220008303.0,0.428984,0,0,False,False
10395,,2,14.9,1000.0,True,1220008301.0,1220008301 1,97.89405,245.0,0.438121,0,0,False,False
10396,,2,15.0,1000.0,True,1210008202.0,1210008202 1,33.212921,1220008201.0,0.506542,0,0,False,False
10397,,1,10.1,1000.0,True,251.0,251 1,23.583562,1220008201.0,0.181042,0,0,False,False
10398,,1,15.2,1000.0,True,251.0,251 1,25.73718,245.0,0.186007,0,0,False,False
10399,,1,14.3,1000.0,True,1220008301.0,1220008301 2,97.905633,252.0,0.174481,0,0,False,False
10400,,1,10.5,1000.0,True,1210008202.0,1210008202 1,30.394444,252.0,0.312919,0,0,False,False
10401,,2,13.1,1000.0,True,245.0,245 1,33.147373,255.0,0.114224,0,0,False,False
10402,,2,11.6,1000.0,True,254.0,254 1,8.980205,1210008202.0,0.582649,0,0,False,False
10403,,2,16.0,1000.0,True,1220008202.0,1220008202 1,165.01041864763832,254.0,0.341936,0,0,False,False
10404,,1,12.7,1000.0,True,249.0,249 1,29.953534,254.0,0.179736,0,0,False,False
10405,,1,5.7,1000.0,True,1220008202.0,1220008202 1,162.89939164763834,250.0,0.239335,0,0,False,False
10406,,1,11.9,1000.0,True,245.0,245 1,30.852087,248.0,0.100228,0,0,False,False
10407,,1,8.1,1000.0,True,247.0,247 1,49.098919,255.0,0.278025,0,0,False,False
10408,,2,16.2,1000.0,True,255.0,255 1,6.64191,1220008302.0,0.046573000000028425,0,0,False,False
10409,,3,4.3,1000.0,True,1220014000.0,1220014000 2,105.45444420155646,259.0,0.581971,0,0,False,False
10410,,1,10.3,1000.0,True,1220014000.0,1220014000 1,105.55524020155646,260.0,0.40638,0,0,False,False
10411,,2,11.3,1000.0,True,259.0,259 2,11.095711,1220011003.0,0.322992,0,0,False,False
10412,,1,26.5,1000.0,True,259.0,259 1,10.509654,261.0,0.542337,0,0,False,False
10413,,1,17.4,1000.0,True,257.0,257 1,28.400183,1220011003.0,11.044351,0,0,False,False
10414,,2,13.2,1000.0,True,1220011103.0,1220011103 1,138.51342118659716,1220014100.0,1.24225,0,0,False,False
10415,,1,12.4,1000.0,True,256.0,256 1,201.4149767971898,1220014100.0,0.914769,0,0,False,False
10416,,4,6.9,1000.0,True,265.0,265 1,23.662119,1220014303.0,0.5768790000000285,0,0,False,False
10417,,1,7.7,1000.0,True,265.0,265 4,23.967903,1220014303.0,0.7311230000000284,0,0,False,False
10418,,2,46.2,1000.0,True,1220014100.0,1220014100 1,120.87254159689628,1220019301.0,0.496203,0,0,False,False
10419,,1,39.5,1000.0,True,1220014100.0,1220014100 3,118.42653487298595,1220014203.0,4.477745,0,0,False,False
10420,,1,29.4,1000.0,True,1220014100.0,1220014100 1,120.18657507911269,1220018501.0,0.0,0,0,False,False
10421,,2,57.3,1000.0,True,1220019201.0,1220019201 1,248.78621502900086,1220014000.0,2.810811201556459,0,0,False,False
10422,,1,45.5,1000.0,True,1220019201.0,1220019201 3,249.37115100536906,1220018501.0,0.0,0,0,False,False
10423,,1,42.2,1000.0,True,1220019201.0,1220019201 1,241.89437777224344,1220014203.0,0.105871,0,0,False,False
10424,,4,59.4,1000.0,True,1220014303.0,1220014303 1,165.92865100000003,1220018501.0,0.0,0,0,False,False
10425,,1,50.9,1000.0,True,1220014303.0,1220014303 5,165.92865100000003,1220019301.0,0.459739,0,0,False,False
10426,,1,25.9,1000.0,True,1220014303.0,1220014303 1,159.735917031147,1220014000.0,3.4967092015564587,0,0,False,False
10427,,1,32.9,1000.0,True,461.0,461 1,62.76213973333701,1220021904.0,0.3820855101742121,0,0,False,False
10428,,1,18.0,1000.0,True,1220018401.0,1220018401 1,164.95892593227313,1220019301.0,0.832176,0,0,False,False
10429,,1,50.4,1000.0,True,1220018401.0,1220018401 5,164.628716,1220014000.0,2.9303932015564587,0,0,False,False
10430,,3,11.7,1000.0,True,268.0,268 1,44.833924,1220019201.0,0.96888,0,0,False,False
10431,,3,12.2,1000.0,True,1220019301.0,1220019301 1,256.748123,269.0,0.727185,0,0,False,False
10432,,3,11.0,1000.0,True,269.0,269 1,57.501377,271.0,1.075525,0,0,False,False
10433,,1,10.7,1000.0,True,269.0,269 3,58.001196,271.0,0.696204,0,0,False,False
10434,,3,9.1,1000.0,True,270.0,270 1,145.960288,268.0,0.118911,0,0,False,False
10435,,1,10.6,1000.0,True,270.0,270 3,145.632217,268.0,0.78664,0,0,False,False
10436,,3,10.4,1000.0,True,1210019201.0,1210019201 1,110.509958,270.0,0.563387,0,0,False,False
10437,,2,7.2,1000.0,True,274.0,274 2,46.798593,1220019303.0,1.507572,0,0,False,False
10438,,3,9.2,1000.0,True,271.0,271 1,131.958252,274.0,1.083745,0,0,False,False
10439,,3,16.6,1000.0,True,275.0,275 1,145.7831390151934,276.0,0.277224,0,0,False,False
10440,,1,16.9,1000.0,True,275.0,275 3,145.6804940151934,276.0,0.495042,0,0,False,False
10441,,3,35.1,1000.0,True,114.0,114 2,38.453616,277.0,0.3164821620577841,0,0,False,False
10442,,1,11.2,1000.0,True,1220022504.0,1220022504 1,102.536702,114.0,0.130823,0,0,False,False
10443,,4,32.3,1000.0,True,276.0,276 1,67.732662,116.0,0.419804,0,0,False,False
10444,,3,12.0,1000.0,True,277.0,277 1,229.16990906253952,278.0,0.28112527503950946,0,0,False,False
10445,,3,12.2,1000.0,True,279.0,279 1,120.912047,275.0,0.5474390151933899,0,0,False,False
10446,,3,5.2,1000.0,True,281.0,281 2,32.883617,282.0,0.05527672281272489,0,0,False,False
10447,,4,10.9,1000.0,True,282.0,282 1,16.127456722812724,1220022501.0,0.4647019999999929,0,0,False,False
10448,,1,11.3,1000.0,True,282.0,282 4,16.244278722812727,1220022501.0,0.3530289999999929,0,0,False,False
10449,,4,8.4,1000.0,True,1220022601.0,1220022601 1,84.53965054490091,280.0,0.272145,0,0,False,False
10450,,1,9.7,1000.0,True,1220022601.0,1220022601 4,84.5595000740271,280.0,0.629032,0,0,False,False
10451,,3,35.1,1000.0,True,278.0,278 1,121.12072827503951,281.0,0.207189,0,0,False,False
10452,,1,4.9,1000.0,True,281.0,281 5,33.030702,282.0,0.2239357228127249,0,0,False,False
10453,,3,36.2,1000.0,True,280.0,280 2,36.570079,279.0,0.577133,0,0,False,False
10454,,4,4.2,1000.0,True,289.0,289 1,8.086177,1220020904.0,0.093959,0,0,False,False
10455,,1,5.7,1000.0,True,289.0,289 4,7.943567,1220020904.0,0.373494,0,0,False,False
10456,,3,25.9,1000.0,True,1220020804.0,1220020804 2,117.496158,290.0,0.62529,0,0,False,False
10457,,4,37.9,1000.0,True,1220020904.0,1220020904 1,176.0291314162974,1220022601.0,0.586349,0,0,False,False
10458,,1,32.9,1000.0,True,1220020904.0,1220020904 5,175.65831668524092,1220023201.0,0.196163,0,0,False,False
10459,,1,22.0,1000.0,True,461.0,461 1,63.027312804177846,1220021802.0,5.631746061716025,0,0,False,False
10460,,4,39.1,1000.0,True,1220022501.0,1220022501 1,64.04805800751939,1220020804.0,0.143016,0,0,False,False
10461,,1,22.8,1000.0,True,462.0,462 1,82.54539941570661,1220021904.0,0.8493539612774093,0,0,False,False
10462,,1,20.4,1000.0,True,1220022501.0,1220022501 1,62.136671228056834,1220023201.0,0.811164,0,0,False,False
10463,,1,27.4,1000.0,True,467.0,467 1,53.10618529441163,1210018401.0,0.5174195341875247,0,0,False,False
10464,,1,26.6,1000.0,True,467.0,467 1,60.2976590320586,1220018502.0,3.4983961384889835,0,0,False,False
10465,,1,26.1,1000.0,True,469.0,469 1,40.57882008395384,1220018502.0,0.419020549562255,0,0,False,False
10466,,1,25.5,1000.0,True,469.0,469 1,48.154587013302226,1210018401.0,0.5006044478079463,0,0,False,False
10467,,1,41.8,1000.0,True,1220023101.0,1220023101 3,109.76521630289902,1220022601.0,0.518558,0,0,False,False
10468,,1,21.5,1000.0,True,1220023101.0,1220023101 1,107.88757684670634,1220020804.0,0.203874,0,0,False,False
10469,,3,25.8,1000.0,True,291.0,291 1,123.1458,1220023101.0,0.22848599999998578,0,0,False,False
10470,,3,12.0,1000.0,True,296.0,296 1,81.785317,295.0,0.371011,0,0,False,False
10471,,2,7.9,1000.0,True,293.0,293 1,133.347034,294.0,0.625271,0,0,False,False
10472,,2,20.4,1000.0,True,294.0,294 2,33.247286,291.0,0.290594,0,0,False,False
10473,,1,12.4,1000.0,True,296.0,296 3,82.159157,295.0,0.587943,0,0,False,False
10474,,3,8.5,1000.0,True,290.0,290 1,44.290932,296.0,0.401967,0,0,False,False
10475,,4,9.0,1000.0,True,292.0,292 1,196.497623,289.0,0.050835,0,0,False,False
10476,,4,29.7,1000.0,True,295.0,295 1,102.980269,298.0,0.549007,0,0,False,False
10477,,1,29.5,1000.0,True,295.0,295 4,102.809535,298.0,0.383448,0,0,False,False
10478,,4,27.2,1000.0,True,297.0,297 1,118.363183,292.0,0.397254,0,0,False,False
10479,,1,257.6,1000.0,True,26.0,26 1,3425.400538779528,31.0,871.0986297916834,0,0,False,False
10480,,1,149.3,1000.0,True,31.0,31 1,734.9311908048111,26.0,3525.124449495009,0,0,False,False
10481,,2,454.4,1000.0,True,2.0,2 1,4092.3155526414616,32.0,1543.8564460225894,0,0,False,False
10482,,2,380.8,1000.0,True,32.0,32 1,1028.6207529816324,26.0,3829.7793483727132,0,0,False,False
10483,,1,303.4,1000.0,True,2.0,2 1,4500.507173232713,31.0,614.4681512430382,0,0,False,False
10484,,1,384.2,1000.0,True,31.0,31 1,412.08696861958236,24.0,10.318793452441241,0,0,False,False
10485,,3,6.5,1000.0,True,308.0,308 2,47.698908,309.0,0.290721,0,0,False,False
10486,,1,14.4,1000.0,True,308.0,308 1,41.32541,311.0,0.465591,0,0,False,False
10487,,3,22.1,1000.0,True,1220016101.0,1220016101 1,526.720968,310.0,0.88252,0,0,False,False
10488,,1,23.0,1000.0,True,1220016101.0,1220016101 3,526.926846,310.0,1.010287,0,0,False,False
10489,,1,30.5,1000.0,True,462.0,462 1,79.73233653867291,1220021802.0,5.290231020521607,0,0,False,False
10490,,1,277.3,1000.0,True,32.0,32 1,1330.6435236542127,2.0,4413.602468199086,0,0,False,False
10491,,1,231.1,1000.0,True,26.0,26 1,3650.904900904122,32.0,1270.0422242284392,0,0,False,False
10492,,1,40.8,1000.0,True,425.0,425 1,276.13508457782103,40.0,4.564348796064664,0,0,False,False
10493,,3,43.1,1000.0,True,47.0,47 2,936.4442985959716,40.0,2.3782850831517885,0,0,False,False
10494,,1,36.2,1000.0,True,47.0,47 1,935.9634263067618,426.0,3.3589556635180484,0,0,False,False
10495,,2,37.0,1000.0,True,39.0,39 1,1253.1994619212094,46.0,2.244276178817956,0,0,False,False
10496,,2,54.2,1000.0,True,39.0,39 3,1253.267141946353,426.0,3.807669453351099,0,0,False,False
10497,,2,57.8,1000.0,True,425.0,425 1,281.3089918983595,46.0,3.6570699119674126,0,0,False,False
10498,,2,24.7,1000.0,True,58.0,58 1,402.51641793613817,52.0,2.1212565720107746,0,0,False,False
10499,,2,23.3,1000.0,True,61.0,61 1,446.0683148930611,387.0,2.603441053895208,0,0,False,False
10500,,2,50.6,1000.0,True,1220000102.0,1220000102 1,323.53939852584114,62.0,0.7136845032060088,0,0,False,False
10501,,2,941.4,1000.0,True,1220000102.0,1220000102 3,319.9856009285096,52.0,2.436337264566954,0,0,False,False
10502,,2,4.9,1000.0,True,314.0,314 5,73.113737,1220016001.0,0.731858,0,0,False,False
10503,,3,5.1,1000.0,True,314.0,314 2,72.728203,1220016001.0,0.509494,0,0,False,False
10504,,1,9.3,1000.0,True,314.0,314 1,73.136596,316.0,0.17379,0,0,False,False
10505,,3,18.9,1000.0,True,309.0,309 1,489.682301,314.0,0.540878,0,0,False,False
10506,,1,18.1,1000.0,True,309.0,309 1,489.734969,314.0,0.145336,0,0,False,False
10507,,1,19.6,1000.0,True,309.0,309 3,489.538847,314.0,0.321669,0,0,False,False
10508,,4,38.8,1000.0,True,317.0,317 1,80.682402,1220014201.0,0.0,0,0,False,False
10509,,1,38.7,1000.0,True,317.0,317 4,81.152349,1220014201.0,0.0,0,0,False,False
10510,,1,11.7,1000.0,True,1220014201.0,1220014201 1,154.476171,319.0,0.908142,0,0,False,False
10511,,1,10.2,1000.0,True,319.0,319 1,22.10715,1220016101.0,29.324619200684495,0,0,False,False
10512,,1,12.1,1000.0,True,316.0,316 1,20.057158,321.0,0.54986,0,0,False,False
10513,,4,11.3,1000.0,True,1220012402.0,1220012402 1,15.63614,321.0,0.577617,0,0,False,False
10514,,4,17.1,1000.0,True,321.0,321 2,97.751546,322.0,0.510178,0,0,False,False
10515,,4,20.1,1000.0,True,324.0,324 1,161.835328,1220012502.0,0.858199,0,0,False,False
10516,,1,20.0,1000.0,True,324.0,324 4,161.94985,1220012502.0,0.546244,0,0,False,False
10517,,4,22.5,1000.0,True,322.0,322 1,139.645868,325.0,0.342972,0,0,False,False
10518,,1,22.4,1000.0,True,322.0,322 4,140.117173,325.0,0.542129,0,0,False,False
10519,,4,36.0,1000.0,True,327.0,327 1,137.514103,324.0,0.485386,0,0,False,False
10520,,4,34.8,1000.0,True,325.0,325 1,119.628802,326.0,0.778467,0,0,False,False
10521,,4,10.7,1000.0,True,328.0,328 1,176.553498,327.0,0.866544,0,0,False,False
10522,,1,11.2,1000.0,True,328.0,328 4,176.572687,327.0,0.82072,0,0,False,False
10523,,4,14.0,1000.0,True,326.0,326 1,171.456582,329.0,0.0,0,0,False,False
10524,,1,23.4,1000.0,True,1220021802.0,1220021802 3,119.24507676354258,1220021801.0,0.5363863455246733,0,0,False,False
10525,,4,9.6,1000.0,True,1210014303.0,1210014303 1,301.31574,265.0,1.532077,0,0,False,False
10526,,4,11.6,1000.0,True,1220014203.0,1220014203 1,201.859044,317.0,0.424652,0,0,False,False
10527,,1,14.8,1000.0,True,1220012502.0,1220012502 1,208.519836,332.0,0.430124,0,0,False,False
10528,,1,15.9,1000.0,True,1220011503.0,1220011503 1,193.00471499999998,336.0,0.651921,0,0,False,False
10529,,1,16.0,1000.0,True,336.0,336 1,14.506713,1210014303.0,22.542975,0,0,False,False
10530,,1,4.3,1000.0,True,332.0,332 1,29.439972,1210008402.0,0.37357,0,0,False,False
10531,,3,4.7,1000.0,True,1220011403.0,1220011403 1,32.205485343605815,1210008402.0,0.60111,0,0,False,False
10532,,4,38.5,1000.0,True,1220012502.0,1220012502 1,229.55469196264391,1210014303.0,0.439952,0,0,False,False
10533,,1,35.5,1000.0,True,1220012502.0,1220012502 5,232.2346640276119,1220016101.0,0.107742,0,0,False,False
10534,,4,32.1,1000.0,True,1220014201.0,1220014201 1,176.7770882386085,1220012402.0,0.452545,0,0,False,False
10535,,1,31.3,1000.0,True,1220014201.0,1220014201 5,176.35526615472307,1220011403.0,2.2282150638015668,0,0,False,False
10536,,3,42.7,1000.0,True,1220016001.0,1220016001 1,9.600375327230143,1220011403.0,4.923329343605815,0,0,False,False
10537,,2,38.0,1000.0,True,1220016001.0,1220016001 4,7.759458,1210014303.0,0.702664,0,0,False,False
10538,,3,29.4,1000.0,True,1220011503.0,1220011503 1,221.1392829849103,1220016101.0,0.517127,0,0,False,False
10539,,2,24.3,1000.0,True,1220011503.0,1220011503 4,219.23163708158938,1220012402.0,0.371334,0,0,False,False
10540,,4,20.1,1000.0,True,337.0,337 1,301.539978,1220008402.0,2.74089,0,0,False,False
10541,,1,17.9,1000.0,True,337.0,337 4,302.406339,1220008402.0,0.876209,0,0,False,False
10542,,4,16.2,1000.0,True,1210008402.0,1210008402 1,187.653267,337.0,0.512297,0,0,False,False
10543,,1,16.5,1000.0,True,1210008402.0,1210008402 1,188.485182,334.0,0.0,0,0,False,False
10544,,4,11.9,1000.0,True,1220008502.0,1220008502 1,373.0602112067484,1220011503.0,0.5588649999999715,0,0,False,False
10545,,1,12.4,1000.0,True,1220008502.0,1220008502 4,373.59176820674844,1220011503.0,0.9805479999999716,0,0,False,False
10546,,1,12.7,1000.0,True,340.0,340 1,49.919759,1220011503.0,11.728853999999972,0,0,False,False
10547,,4,24.0,1000.0,True,1220008402.0,1220008402 1,46.48129750923469,1220008401.0,0.014845,0,0,False,False
10548,,1,17.8,1000.0,True,1220008402.0,1220008402 5,43.748482611621995,342.0,0.0,0,0,False,False
10549,,1,16.5,1000.0,True,1220008402.0,1220008402 1,45.69546115056783,344.0,1.9738551769051762,0,0,False,False
10550,,4,31.8,1000.0,True,1210008501.0,1210008501 1,44.391255,1220008502.0,2.8840870032783656,0,0,False,False
10551,,1,28.1,1000.0,True,1210008501.0,1210008501 5,44.391255,344.0,1.7381705749642502,0,0,False,False
10552,,1,28.6,1000.0,True,1210008501.0,1210008501 1,44.391255,342.0,0.0,0,0,False,False
10553,,1,29.6,1000.0,True,343.0,343 1,70.33034749697832,1220008502.0,3.4789089381654734,0,0,False,False
10554,,1,10.7,1000.0,True,343.0,343 1,68.43505936129404,1220008401.0,0.57134,0,0,False,False
10555,,1,39.7,1000.0,True,341.0,341 1,63.23751554207084,1220008401.0,0.709784,0,0,False,False
10556,,1,7.4,1000.0,True,341.0,341 1,63.830870138936405,1220008502.0,6.206854499845487,0,0,False,False
10557,,4,19.7,1000.0,True,1220008401.0,1220008401 1,51.116570033306665,1210008401.0,0.5047810000000285,0,0,False,False
10558,,1,20.9,1000.0,True,1220008401.0,1220008401 4,50.266498,1210008401.0,0.4939880000000284,0,0,False,False
10559,,4,21.7,1000.0,True,1220008501.0,1220008501 1,147.1075137099089,1210008501.0,0.504673,0,0,False,False
10560,,1,21.8,1000.0,True,1220008501.0,1220008501 4,147.35656270990887,1210008501.0,0.584414,0,0,False,False
10561,,2,52.0,1000.0,True,1220007104.0,1220007104 1,291.56734099999994,1220008301.0,0.290383,0,0,False,False
10562,,1,41.4,1000.0,True,1220007104.0,1220007104 2,292.05409499999996,1220008501.0,3.7889017099088838,0,0,False,False
10563,,1,27.1,1000.0,True,1220007104.0,1220007104 1,292.24700245379006,1220006803.0,0.825915,0,0,False,False
10564,,2,56.8,1000.0,True,1220008201.0,1220008201 1,92.86013697239805,1220007004.0,0.501173,0,0,False,False
10565,,1,22.5,1000.0,True,403.0,403 1,276.66217899117606,58.0,3.1701341508544085,0,0,False,False
10566,,1,51.1,1000.0,True,1220008201.0,1220008201 2,92.86013697239805,1220006803.0,0.490146,0,0,False,False
10567,,4,47.4,1000.0,True,1210008401.0,1210008401 1,145.45263451858764,1220006803.0,1.273607,0,0,False,False
10568,,1,33.1,1000.0,True,1210008401.0,1210008401 5,144.4215718865801,1220008301.0,0.619178,0,0,False,False
10569,,1,27.3,1000.0,True,1210008401.0,1210008401 1,144.7480684492824,1220007004.0,0.117537,0,0,False,False
10570,,2,49.8,1000.0,True,403.0,403 2,272.768417269686,61.0,4.82156601222285,0,0,False,False
10571,,1,44.1,1000.0,True,1220006903.0,1220006903 5,100.3751889355403,1220007004.0,0.244051,0,0,False,False
10572,,1,30.6,1000.0,True,1220006903.0,1220006903 1,99.63940647038193,1220008301.0,1.843472,0,0,False,False
10573,,2,14.1,1000.0,True,1220007004.0,1220007004 1,291.965343,354.0,0.149499,0,0,False,False
10574,,2,11.1,1000.0,True,353.0,353 1,137.808066,1220007104.0,0.588294,0,0,False,False
10575,,1,9.7,1000.0,True,355.0,355 1,22.412333,1220007104.0,0.424393,0,0,False,False
10576,,1,6.6,1000.0,True,353.0,353 1,135.293818,356.0,0.414947,0,0,False,False
10577,,1,10.1,1000.0,True,1220007004.0,1220007004 1,292.038313,357.0,0.419362,0,0,False,False
10578,,2,18.4,1000.0,True,354.0,354 1,130.010294,358.0,0.262245,0,0,False,False
10579,,2,17.9,1000.0,True,359.0,359 1,119.003859,353.0,0.033542,0,0,False,False
10580,,1,14.6,1000.0,True,354.0,354 2,130.655017,361.0,0.14146,0,0,False,False
10581,,1,12.3,1000.0,True,359.0,359 1,118.986096,361.0,0.153122,0,0,False,False
10582,,1,18.9,1000.0,True,360.0,360 1,21.127112,358.0,0.38647,0,0,False,False
10583,,1,7.2,1000.0,True,360.0,360 1,20.765596,353.0,0.445659,0,0,False,False
10584,,1,25.8,1000.0,True,364.0,364 1,54.994907,1220007001.0,0.613867,0,0,False,False
10585,,1,25.1,1000.0,True,364.0,364 1,50.122988,359.0,0.959193,0,0,False,False
10586,,2,35.8,1000.0,True,358.0,358 1,113.64399071863201,1220007001.0,0.808269,0,0,False,False
10587,,1,33.2,1000.0,True,358.0,358 2,113.64399071863201,365.0,0.276832,0,0,False,False
10588,,2,37.0,1000.0,True,1220007101.0,1220007101 1,213.437184,359.0,0.444586,0,0,False,False
10589,,1,25.4,1000.0,True,1220007101.0,1220007101 1,213.437184,365.0,0.414303,0,0,False,False
10590,,4,14.4,1000.0,True,1210006903.0,1210006903 1,314.949642,1220006903.0,0.651539,0,0,False,False
10591,,1,15.4,1000.0,True,1210006903.0,1210006903 4,314.92329,1220006903.0,1.03941,0,0,False,False
10592,,1,5.4,1000.0,True,367.0,367 1,192.232812,1220043200.0,0.139389,0,0,False,False
10593,,1,6.0,1000.0,True,367.0,367 2,191.613299,1220043200.0,0.209084,0,0,False,False
10594,,2,46.2,1000.0,True,1220006801.0,1220006801 1,206.34080312488106,1220042200.0,3.3038470572073066,0,0,False,False
10595,,2,50.1,1000.0,True,1220042300.0,1220042300 1,895.4589661984401,100.0,5.95315963963512,0,0,False,False
10596,,2,29.7,1000.0,True,1220006803.0,1220006803 1,407.20614276617295,367.0,1.012568,0,0,False,False
10597,,2,41.6,1000.0,True,1220006803.0,1220006803 3,407.20614276617295,1220006801.0,0.285672,0,0,False,False
10598,,2,21.3,1000.0,True,100.0,100 1,210.66518954043556,1210006903.0,0.38659,0,0,False,False
10599,,2,19.7,1000.0,True,1220043300.0,1220043300 1,204.433082871568,1210006903.0,0.634451,0,0,False,False
10600,,1,12.9,1000.0,True,183.0,183 1,53.237756,374.0,0.3162281472147674,0,0,False,False
10601,,1,2.9,1000.0,True,374.0,374 1,21.521596375904505,1220043300.0,5.7213948715679805,0,0,False,False
10602,,1,10.8,1000.0,True,1220009503.0,1220009503 3,127.035315,1210009503.0,0.564568,0,0,False,False
10603,,1,47.5,1000.0,True,62.0,62 1,391.83413472426645,404.0,0.838509437323169,0,0,False,False
10604,,1,48.5,1000.0,True,379.0,379 1,688.7519174445903,378.0,0.375573,0,0,False,False
10605,,1,48.4,1000.0,True,379.0,379 1,689.0956624445903,378.0,0.693043,0,0,False,False
10606,,1,4.0,1000.0,True,1.0,1 2,139.452742,380.0,0.333663,0,0,False,False
10607,,1,21.3,1000.0,True,381.0,381 1,89.798573,1.0,48.863787,0,0,False,False
10608,,1,37.0,1000.0,True,378.0,378 1,75.766281,383.0,0.751531,0,0,False,False
10609,,1,37.7,1000.0,True,378.0,378 2,75.787227,382.0,0.515218,0,0,False,False
10610,,1,10.5,1000.0,True,1220043200.0,1220043200 1,12.842891411956785,385.0,0.591261,0,0,False,False
10611,,1,13.0,1000.0,True,385.0,385 1,10.829736,1220000102.0,14.137201,0,0,False,False
10612,,2,71.2,1000.0,True,62.0,62 1,397.3706687458038,58.0,6.220466719529367,0,0,False,False
10614,,4,13.7,1000.0,True,387.0,387 1,226.248789,1220000201.0,0.183357,0,0,False,False
10615,,1,14.1,1000.0,True,387.0,387 1,226.246969,1220000201.0,0.478042,0,0,False,False
10616,,1,13.8,1000.0,True,1220000201.0,1220000201 1,7.953519,381.0,0.093839,0,0,False,False
10617,,2,14.8,1000.0,True,56.0,56 1,467.3439219269927,57.0,2.0958756556761533,0,0,False,False
10618,,3,49.0,1000.0,True,382.0,382 1,39.777314,1220000102.0,0.279318,0,0,False,False
10619,,4,40.8,1000.0,True,183.0,183 1,69.55509080372778,1220000102.0,0.35771,0,0,False,False
10620,,2,36.3,1000.0,True,183.0,183 5,68.51772065073547,1.0,0.293806,0,0,False,False
10621,,2,937.9,1000.0,True,56.0,56 3,465.76660761074004,387.0,3.603863842510635,0,0,False,False
