posbin,lane,rows,stopped,speed,run,link
1000,1,22451,13569,9.632201,g1_200ctl,2
1000,2,16646,4060,18.172977,g1_200ctl,2
1000,3,10794,708,31.391481,g1_200ctl,2
1000,4,8426,230,45.041584,g1_200ctl,2
1250,1,21691,11465,12.658958,g1_200ctl,2
1250,2,10879,805,27.255024,g1_200ctl,2
1250,3,5511,35,52.91338,g1_200ctl,2
1250,4,5147,16,69.66294,g1_200ctl,2
1500,1,17895,7177,18.522799,g1_200ctl,2
1500,2,4884,72,46.000874,g1_200ctl,2
1500,3,3416,3,82.941444,g1_200ctl,2
1500,4,3623,1,90.08001,g1_200ctl,2
1750,1,17280,5718,20.150091,g1_200ctl,2
1750,2,2694,31,66.75982,g1_200ctl,2
1750,3,2920,7,91.1454,g1_200ctl,2
1750,4,3037,5,98.79377,g1_200ctl,2
2000,1,1946,216,49.646652,g1_200ctl,2
2000,2,2247,28,66.06876,g1_200ctl,2
2000,3,2701,2,92.078186,g1_200ctl,2
2000,4,3090,0,101.39419,g1_200ctl,2
2250,1,1903,0,73.582565,g1_200ctl,2
2250,2,2351,0,64.07949,g1_200ctl,2
2250,3,2534,0,93.12319,g1_200ctl,2
2250,4,2885,0,104.5344,g1_200ctl,2
2500,1,1801,0,76.15024,g1_200ctl,2
2500,2,2196,0,69.455315,g1_200ctl,2
2500,3,2548,0,93.29614,g1_200ctl,2
2500,4,2902,1,103.31086,g1_200ctl,2
2750,1,1402,0,102.84549,g1_200ctl,2
2750,2,1621,0,104.67341,g1_200ctl,2
2750,3,2167,0,107.77072,g1_200ctl,2
2750,4,2541,0,109.346985,g1_200ctl,2
3000,1,1302,0,113.91608,g1_200ctl,2
3000,2,1685,0,114.64028,g1_200ctl,2
3000,3,2101,0,113.94328,g1_200ctl,2
3000,4,2149,0,113.3162,g1_200ctl,2
3250,1,1456,0,115.75897,g1_200ctl,2
3250,2,2280,0,114.77654,g1_200ctl,2
3250,3,1728,0,114.97877,g1_200ctl,2
3250,4,1689,0,114.55754,g1_200ctl,2
3500,1,1804,0,116.50081,g1_200ctl,2
3500,2,2290,0,113.85762,g1_200ctl,2
3500,3,1619,0,115.289345,g1_200ctl,2
3500,4,1390,0,114.43468,g1_200ctl,2
3750,1,2454,0,113.68611,g1_200ctl,2
3750,2,2211,0,113.525406,g1_200ctl,2
3750,3,1317,0,116.50707,g1_200ctl,2
3750,4,1243,0,115.682144,g1_200ctl,2
4000,1,2893,707,83.08752,g1_200ctl,2
4000,2,1326,1,112.0063,g1_200ctl,2
4000,3,1281,1,115.913895,g1_200ctl,2
4000,4,1186,0,115.43386,g1_200ctl,2
4250,1,6075,3138,36.09864,g1_200ctl,2
4250,2,1349,246,79.00193,g1_200ctl,2
4250,3,1390,1,111.62048,g1_200ctl,2
4250,4,1312,0,112.37789,g1_200ctl,2
4500,1,1052,2,48.657158,g1_200ctl,2
4500,2,993,0,83.6763,g1_200ctl,2
4500,3,1188,0,107.07528,g1_200ctl,2
4500,4,1131,0,109.30565,g1_200ctl,2
-250,1,18,12,6.1305556,g1_200ctl,74
-250,2,21,11,6.0823812,g1_200ctl,74
-250,3,22,16,3.5836365,g1_200ctl,74
-250,4,23,13,7.2082605,g1_200ctl,74
0,1,15771,4846,22.5193,g1_200ctl,74
0,2,16030,5139,21.899263,g1_200ctl,74
0,3,16170,5210,21.58234,g1_200ctl,74
0,4,15826,4785,22.579815,g1_200ctl,74
250,1,14259,4571,24.665886,g1_200ctl,74
250,2,14572,4817,23.77661,g1_200ctl,74
250,3,14427,4510,24.47739,g1_200ctl,74
250,4,14370,4635,24.845112,g1_200ctl,74
500,1,13969,4563,24.901634,g1_200ctl,74
500,2,14370,4730,23.773796,g1_200ctl,74
500,3,14230,4559,24.584002,g1_200ctl,74
500,4,14195,4564,24.793488,g1_200ctl,74
750,1,13963,4546,24.580507,g1_200ctl,74
750,2,14410,4982,23.8235,g1_200ctl,74
750,3,14192,4683,24.209957,g1_200ctl,74
750,4,14041,4608,24.796392,g1_200ctl,74
1000,1,14404,4862,23.464153,g1_200ctl,74
1000,2,14669,5029,23.061447,g1_200ctl,74
1000,3,14558,4869,23.33961,g1_200ctl,74
1000,4,14166,4717,24.298561,g1_200ctl,74
1250,1,14587,4860,22.77866,g1_200ctl,74
1250,2,14863,5010,22.5631,g1_200ctl,74
1250,3,14500,4774,23.54866,g1_200ctl,74
1250,4,14592,4982,23.337011,g1_200ctl,74
1500,1,14590,4964,22.552073,g1_200ctl,74
1500,2,15168,5277,21.861374,g1_200ctl,74
1500,3,14862,4980,22.874197,g1_200ctl,74
1500,4,14668,5036,23.112873,g1_200ctl,74
1750,1,14762,4993,22.154678,g1_200ctl,74
1750,2,15152,5186,21.542969,g1_200ctl,74
1750,3,14823,4878,22.52861,g1_200ctl,74
1750,4,14512,4834,23.007696,g1_200ctl,74
2000,1,14910,5368,21.422218,g1_200ctl,74
2000,2,15444,5509,21.015778,g1_200ctl,74
2000,3,14699,4864,22.787115,g1_200ctl,74
2000,4,14447,4765,23.356441,g1_200ctl,74
2250,1,15429,5848,20.16216,g1_200ctl,74
2250,2,15293,5284,21.204544,g1_200ctl,74
2250,3,15174,5126,21.737638,g1_200ctl,74
2250,4,14403,4539,23.245302,g1_200ctl,74
2500,1,12369,4901,19.10867,g1_200ctl,74
2500,2,12312,4457,20.2534,g1_200ctl,74
2500,3,11668,3678,21.987684,g1_200ctl,74
2500,4,11414,3499,22.855886,g1_200ctl,74
-250,1,9,5,8.963333,g1_200ctl,26
-250,2,18,6,13.634999,g1_200ctl,26
-250,3,32,19,5.0890627,g1_200ctl,26
-250,4,23,12,7.9465218,g1_200ctl,26
0,1,13968,2997,28.260798,g1_200ctl,26
0,2,14072,2923,27.694796,g1_200ctl,26
0,3,14042,3077,27.480978,g1_200ctl,26
0,4,14016,2944,27.833624,g1_200ctl,26
250,1,12305,2598,32.06063,g1_200ctl,26
250,2,12491,2610,30.665417,g1_200ctl,26
250,3,12311,2681,31.046309,g1_200ctl,26
250,4,11986,2318,33.265102,g1_200ctl,26
500,1,12377,2620,31.787605,g1_200ctl,26
500,2,12183,2358,30.83644,g1_200ctl,26
500,3,12373,2492,30.388407,g1_200ctl,26
500,4,11994,2216,33.148666,g1_200ctl,26
750,1,12187,2501,31.777199,g1_200ctl,26
750,2,12396,2516,30.536032,g1_200ctl,26
750,3,12134,2345,31.22519,g1_200ctl,26
750,4,12169,2336,32.374306,g1_200ctl,26
1000,1,12269,2583,31.371483,g1_200ctl,26
1000,2,12267,2588,30.653894,g1_200ctl,26
1000,3,12067,2307,31.208466,g1_200ctl,26
1000,4,11901,2300,32.485615,g1_200ctl,26
1250,1,12302,2635,31.022747,g1_200ctl,26
1250,2,12172,2466,31.084238,g1_200ctl,26
1250,3,12287,2424,30.35168,g1_200ctl,26
1250,4,12005,2173,32.33252,g1_200ctl,26
1500,1,12399,2637,30.287592,g1_200ctl,26
1500,2,12403,2460,30.248468,g1_200ctl,26
1500,3,12282,2309,30.553177,g1_200ctl,26
1500,4,12244,2509,31.194035,g1_200ctl,26
1750,1,12680,2764,29.05862,g1_200ctl,26
1750,2,12579,2520,29.517483,g1_200ctl,26
1750,3,12579,2477,29.330011,g1_200ctl,26
1750,4,12108,2090,31.996866,g1_200ctl,26
2000,1,13511,3270,26.411816,g1_200ctl,26
2000,2,13020,2607,28.286793,g1_200ctl,26
2000,3,12477,2108,30.188694,g1_200ctl,26
2000,4,12108,2049,31.976238,g1_200ctl,26
2250,1,15893,5156,20.070467,g1_200ctl,26
2250,2,13718,2558,26.126537,g1_200ctl,26
2250,3,12022,1432,32.036125,g1_200ctl,26
2250,4,10790,879,38.73439,g1_200ctl,26
2500,1,17615,5942,18.385643,g1_200ctl,26
2500,2,11555,1016,30.192528,g1_200ctl,26
2500,3,9599,456,40.13876,g1_200ctl,26
2500,4,8259,189,49.94451,g1_200ctl,26
2750,1,15401,3518,26.378044,g1_200ctl,26
2750,2,6827,115,45.874626,g1_200ctl,26
2750,3,5710,29,60.85755,g1_200ctl,26
2750,4,5600,14,70.41941,g1_200ctl,26
3000,1,11146,982,44.502808,g1_200ctl,26
3000,2,3525,3,73.77739,g1_200ctl,26
3000,3,3832,4,83.68879,g1_200ctl,26
3000,4,4466,0,86.72984,g1_200ctl,26
3250,1,7096,157,64.24665,g1_200ctl,26
3250,2,2676,36,84.40568,g1_200ctl,26
3250,3,3598,6,87.80283,g1_200ctl,26
3250,4,4239,4,88.904236,g1_200ctl,26
3500,1,3551,65,61.523296,g1_200ctl,26
3500,2,2514,22,83.6717,g1_200ctl,26
3500,3,3604,7,88.23243,g1_200ctl,26
3500,4,4091,5,89.160355,g1_200ctl,26
3750,1,2625,11,55.668144,g1_200ctl,26
3750,2,3455,4,59.345947,g1_200ctl,26
3750,3,3794,2,84.11858,g1_200ctl,26
3750,4,4131,2,88.57962,g1_200ctl,26
4000,1,2459,0,68.62004,g1_200ctl,26
4000,2,3027,1,71.45762,g1_200ctl,26
4000,3,3916,1,82.603004,g1_200ctl,26
4000,4,4449,0,86.57998,g1_200ctl,26
4250,1,1900,0,95.00032,g1_200ctl,26
4250,2,2523,0,92.95943,g1_200ctl,26
4250,3,3451,0,91.117325,g1_200ctl,26
4250,4,3928,0,90.91437,g1_200ctl,26
4500,1,1924,0,98.68717,g1_200ctl,26
4500,2,2476,0,95.7757,g1_200ctl,26
4500,3,3331,0,92.92389,g1_200ctl,26
4500,4,3809,0,92.21864,g1_200ctl,26
4750,1,2047,0,99.598236,g1_200ctl,26
4750,2,2502,0,96.743546,g1_200ctl,26
4750,3,3314,0,93.44476,g1_200ctl,26
4750,4,3532,0,92.22852,g1_200ctl,26
5000,1,3188,1,94.391495,g1_200ctl,26
5000,2,2642,0,95.232735,g1_200ctl,26
5000,3,2844,0,93.80983,g1_200ctl,26
5000,4,2792,0,93.51915,g1_200ctl,26
5250,1,3875,0,92.28523,g1_200ctl,26
5250,2,2577,0,94.70332,g1_200ctl,26
5250,3,2555,0,94.61173,g1_200ctl,26
5250,4,2471,0,93.56234,g1_200ctl,26
5500,1,3919,0,92.275826,g1_200ctl,26
5500,2,2670,0,95.17894,g1_200ctl,26
5500,3,2464,0,95.49002,g1_200ctl,26
5500,4,2423,0,94.1349,g1_200ctl,26
5750,1,3060,18,88.07665,g1_200ctl,26
5750,2,2714,44,89.95025,g1_200ctl,26
5750,3,2559,17,92.85983,g1_200ctl,26
5750,4,2463,2,92.20924,g1_200ctl,26
6000,1,3303,31,55.05862,g1_200ctl,26
6000,2,3089,27,75.38799,g1_200ctl,26
6000,3,3023,5,86.34587,g1_200ctl,26
6000,4,2768,0,89.73488,g1_200ctl,26
6250,1,953,0,93.76697,g1_200ctl,26
6250,2,1668,0,92.603134,g1_200ctl,26
6250,3,2740,0,90.121475,g1_200ctl,26
6250,4,2873,0,91.54607,g1_200ctl,26
6500,1,1003,0,97.974945,g1_200ctl,26
6500,2,1730,0,95.95941,g1_200ctl,26
6500,3,2497,0,91.32447,g1_200ctl,26
6500,4,2693,0,92.79417,g1_200ctl,26
6750,1,4578,18,43.26825,g1_200ctl,26
6750,2,3166,24,66.3823,g1_200ctl,26
6750,3,3154,10,83.03124,g1_200ctl,26
6750,4,3128,0,86.71117,g1_200ctl,26
7000,1,3950,0,40.89234,g1_200ctl,26
7000,2,3599,0,57.707554,g1_200ctl,26
7000,3,3535,2,79.97105,g1_200ctl,26
7000,4,3560,0,84.813446,g1_200ctl,26
7250,1,3538,1,40.58268,g1_200ctl,26
7250,2,3792,2,54.08363,g1_200ctl,26
7250,3,3684,0,77.52995,g1_200ctl,26
7250,4,3872,4,82.528145,g1_200ctl,26
7500,1,3359,0,43.04545,g1_200ctl,26
7500,2,3853,0,51.813038,g1_200ctl,26
7500,3,3681,1,76.49459,g1_200ctl,26
7500,4,3960,4,83.08385,g1_200ctl,26
7750,1,3143,1,44.719303,g1_200ctl,26
7750,2,3924,1,50.841892,g1_200ctl,26
7750,3,3639,1,75.90948,g1_200ctl,26
7750,4,4044,4,82.28228,g1_200ctl,26
8000,1,2552,0,59.229305,g1_200ctl,26
8000,2,3031,0,62.44081,g1_200ctl,26
8000,3,3501,2,79.80345,g1_200ctl,26
8000,4,3894,1,84.91549,g1_200ctl,26
8250,1,1744,1,90.22229,g1_200ctl,26
8250,2,2116,0,92.292656,g1_200ctl,26
8250,3,3069,0,90.81743,g1_200ctl,26
8250,4,3459,0,90.43882,g1_200ctl,26
8500,1,1702,0,95.76193,g1_200ctl,26
8500,2,2129,0,95.74286,g1_200ctl,26
8500,3,3016,0,93.71493,g1_200ctl,26
8500,4,3277,0,91.6245,g1_200ctl,26
8750,1,1699,0,97.37732,g1_200ctl,26
8750,2,2172,0,96.6453,g1_200ctl,26
8750,3,2972,0,93.62995,g1_200ctl,26
8750,4,3185,0,92.144554,g1_200ctl,26
9000,1,1750,1,97.15045,g1_200ctl,26
9000,2,2201,0,96.21469,g1_200ctl,26
9000,3,3010,1,93.68433,g1_200ctl,26
9000,4,3085,1,91.46302,g1_200ctl,26
9250,1,1741,0,97.75739,g1_200ctl,26
9250,2,2252,0,96.78583,g1_200ctl,26
9250,3,2914,0,93.94725,g1_200ctl,26
9250,4,3032,0,92.188934,g1_200ctl,26
9500,1,1770,0,97.718636,g1_200ctl,26
9500,2,2273,0,97.14395,g1_200ctl,26
9500,3,2906,0,94.22802,g1_200ctl,26
9500,4,2958,0,92.27713,g1_200ctl,26
9750,1,1807,0,97.85237,g1_200ctl,26
9750,2,2296,0,97.26092,g1_200ctl,26
9750,3,2887,0,93.925835,g1_200ctl,26
9750,4,2873,0,92.582184,g1_200ctl,26
10000,1,1826,0,98.13345,g1_200ctl,26
10000,2,2334,0,97.19478,g1_200ctl,26
10000,3,2884,0,93.81163,g1_200ctl,26
10000,4,2833,0,92.16514,g1_200ctl,26
10250,1,1859,0,97.788826,g1_200ctl,26
10250,2,2323,0,97.24895,g1_200ctl,26
10250,3,2873,0,93.45206,g1_200ctl,26
10250,4,2799,0,92.314445,g1_200ctl,26
10500,1,1898,0,97.76649,g1_200ctl,26
10500,2,2316,0,96.84834,g1_200ctl,26
10500,3,2856,0,93.619705,g1_200ctl,26
10500,4,2771,0,92.22366,g1_200ctl,26
10750,1,425,0,99.740074,g1_200ctl,26
10750,2,510,0,98.4408,g1_200ctl,26
10750,3,629,0,94.51584,g1_200ctl,26
10750,4,585,0,93.80706,g1_200ctl,26
0,1,22909,16665,7.7287207,h11_1000ctl,2
0,2,19620,9715,12.741564,h11_1000ctl,2
0,3,17575,7035,16.331915,h11_1000ctl,2
0,4,16178,5838,18.035774,h11_1000ctl,2
250,1,24016,18688,6.6376576,h11_1000ctl,2
250,2,20874,10568,11.89713,h11_1000ctl,2
250,3,18011,7011,16.533783,h11_1000ctl,2
250,4,15920,5095,19.78434,h11_1000ctl,2
500,1,24959,20560,5.484245,h11_1000ctl,2
500,2,22730,12926,9.929194,h11_1000ctl,2
500,3,17485,6111,17.253845,h11_1000ctl,2
500,4,14379,3296,23.614048,h11_1000ctl,2
750,1,25784,22079,4.5657783,h11_1000ctl,2
750,2,23781,14793,8.527656,h11_1000ctl,2
750,3,16576,4336,18.603592,h11_1000ctl,2
750,4,13586,2179,26.142422,h11_1000ctl,2
1000,1,27853,23488,4.451372,h11_1000ctl,2
1000,2,24294,14936,7.9219875,h11_1000ctl,2
1000,3,14799,1977,20.074451,h11_1000ctl,2
1000,4,10791,568,33.172947,h11_1000ctl,2
1250,1,30164,24460,4.6030183,h11_1000ctl,2
1250,2,24138,13800,8.274521,h11_1000ctl,2
1250,3,10096,721,25.219255,h11_1000ctl,2
1250,4,7811,566,46.32479,h11_1000ctl,2
1500,1,29944,21892,5.355464,h11_1000ctl,2
1500,2,22475,13925,7.533002,h11_1000ctl,2
1500,3,13021,5691,17.349703,h11_1000ctl,2
1500,4,8848,1310,39.619946,h11_1000ctl,2
1750,1,29153,18852,6.2878985,h11_1000ctl,2
1750,2,24496,18637,4.941025,h11_1000ctl,2
1750,3,21417,16556,7.416148,h11_1000ctl,2
1750,4,7214,721,51.72894,h11_1000ctl,2
2000,1,1993,513,32.57517,h11_1000ctl,2
2000,2,2322,883,38.453594,h11_1000ctl,2
2000,3,2133,7,86.618744,h11_1000ctl,2
2000,4,2994,1,90.62179,h11_1000ctl,2
2250,1,1383,0,76.66695,h11_1000ctl,2
2250,2,1644,2,77.361885,h11_1000ctl,2
2250,3,1918,0,95.66846,h11_1000ctl,2
2250,4,2058,0,105.31927,h11_1000ctl,2
2500,1,1275,1,82.224846,h11_1000ctl,2
2500,2,1571,1,83.099976,h11_1000ctl,2
2500,3,1819,0,98.38239,h11_1000ctl,2
2500,4,2016,0,105.649796,h11_1000ctl,2
2750,1,970,0,107.81189,h11_1000ctl,2
2750,2,1281,0,109.36917,h11_1000ctl,2
2750,3,1656,0,110.42918,h11_1000ctl,2
2750,4,1851,0,110.84751,h11_1000ctl,2
3000,1,924,0,116.86831,h11_1000ctl,2
3000,2,1337,0,116.77169,h11_1000ctl,2
3000,3,1583,0,114.93885,h11_1000ctl,2
3000,4,1599,0,113.535126,h11_1000ctl,2
3250,1,1033,0,117.80079,h11_1000ctl,2
3250,2,1751,0,117.10796,h11_1000ctl,2
3250,3,1347,0,116.649,h11_1000ctl,2
3250,4,1299,0,115.20381,h11_1000ctl,2
3500,1,1338,0,116.87042,h11_1000ctl,2
3500,2,1809,0,116.28927,h11_1000ctl,2
3500,3,1150,0,117.31142,h11_1000ctl,2
3500,4,1038,0,116.33667,h11_1000ctl,2
3750,1,2722,932,74.55605,h11_1000ctl,2
3750,2,1677,0,114.78805,h11_1000ctl,2
3750,3,1055,0,117.37464,h11_1000ctl,2
3750,4,945,0,116.62438,h11_1000ctl,2
4000,1,6884,5268,25.212336,h11_1000ctl,2
4000,2,1063,1,112.35972,h11_1000ctl,2
4000,3,965,0,118.06729,h11_1000ctl,2
4000,4,945,0,116.80008,h11_1000ctl,2
4250,1,9016,6873,17.031939,h11_1000ctl,2
4250,2,1155,295,69.11754,h11_1000ctl,2
4250,3,1069,10,113.58351,h11_1000ctl,2
4250,4,969,0,115.63054,h11_1000ctl,2
4500,1,773,35,46.73931,h11_1000ctl,2
4500,2,717,0,83.8181,h11_1000ctl,2
4500,3,936,0,111.03277,h11_1000ctl,2
4500,4,858,0,112.23752,h11_1000ctl,2
-250,1,8,4,9.66875,h11_1000ctl,74
-250,2,22,12,6.5940914,h11_1000ctl,74
-250,3,22,16,3.3736365,h11_1000ctl,74
-250,4,22,16,3.4322724,h11_1000ctl,74
0,1,19311,8742,15.738208,h11_1000ctl,74
0,2,19179,8408,15.950026,h11_1000ctl,74
0,3,18758,7868,16.755945,h11_1000ctl,74
0,4,18392,7635,17.14874,h11_1000ctl,74
250,1,18391,8834,16.217112,h11_1000ctl,74
250,2,18385,8489,16.322853,h11_1000ctl,74
250,3,17526,7699,17.69996,h11_1000ctl,74
250,4,17327,7320,18.474695,h11_1000ctl,74
500,1,18491,9185,15.714716,h11_1000ctl,74
500,2,18383,8687,15.945264,h11_1000ctl,74
500,3,17410,7698,17.699572,h11_1000ctl,74
500,4,17360,7501,17.973202,h11_1000ctl,74
750,1,18794,9656,14.873046,h11_1000ctl,74
750,2,18341,8867,16.163427,h11_1000ctl,74
750,3,17542,7655,17.285809,h11_1000ctl,74
750,4,17237,7423,17.927593,h11_1000ctl,74
1000,1,19259,10214,14.169038,h11_1000ctl,74
1000,2,18637,9011,15.471021,h11_1000ctl,74
1000,3,17638,7754,16.959116,h11_1000ctl,74
1000,4,17485,7764,17.269474,h11_1000ctl,74
1250,1,19716,10667,13.514905,h11_1000ctl,74
1250,2,19074,9203,14.87778,h11_1000ctl,74
1250,3,18045,8064,16.41943,h11_1000ctl,74
1250,4,17491,7524,17.279795,h11_1000ctl,74
1500,1,20143,11335,12.804265,h11_1000ctl,74
1500,2,18981,9115,14.928766,h11_1000ctl,74
1500,3,18288,8286,15.81924,h11_1000ctl,74
1500,4,17620,7430,17.135597,h11_1000ctl,74
1750,1,20579,11848,12.186557,h11_1000ctl,74
1750,2,19276,9466,14.362317,h11_1000ctl,74
1750,3,18291,8052,15.690036,h11_1000ctl,74
1750,4,17570,7447,16.693165,h11_1000ctl,74
2000,1,21570,13316,10.797665,h11_1000ctl,74
2000,2,19067,9033,14.502711,h11_1000ctl,74
2000,3,18176,7981,15.92117,h11_1000ctl,74
2000,4,17707,7463,16.711704,h11_1000ctl,74
2250,1,22051,14099,9.980943,h11_1000ctl,74
2250,2,19554,9332,13.761502,h11_1000ctl,74
2250,3,18095,7802,16.003643,h11_1000ctl,74
2250,4,17525,7251,16.800602,h11_1000ctl,74
2500,1,17900,12147,8.865309,h11_1000ctl,74
2500,2,15282,7261,13.539866,h11_1000ctl,74
2500,3,14197,5984,15.994341,h11_1000ctl,74
2500,4,13514,5398,17.264494,h11_1000ctl,74
-250,1,5,3,10.997999,h11_1000ctl,26
-250,2,28,21,5.565,h11_1000ctl,26
-250,3,32,21,5.625,h11_1000ctl,26
-250,4,19,12,5.3857894,h11_1000ctl,26
0,1,13653,2478,29.295908,h11_1000ctl,26
0,2,13893,2601,28.551094,h11_1000ctl,26
0,3,13929,2723,27.864172,h11_1000ctl,26
0,4,13974,2747,27.943655,h11_1000ctl,26
250,1,11860,1979,33.754112,h11_1000ctl,26
250,2,12257,2305,31.701248,h11_1000ctl,26
250,3,12206,2293,31.599886,h11_1000ctl,26
250,4,12109,2217,32.856884,h11_1000ctl,26
500,1,11771,1967,33.424095,h11_1000ctl,26
500,2,12208,2197,31.368847,h11_1000ctl,26
500,3,12048,2205,31.711117,h11_1000ctl,26
500,4,11924,2135,32.915302,h11_1000ctl,26
750,1,11881,2039,32.65955,h11_1000ctl,26
750,2,12288,2289,31.29917,h11_1000ctl,26
750,3,11944,2130,31.878288,h11_1000ctl,26
750,4,11734,1843,33.83839,h11_1000ctl,26
1000,1,12135,2358,31.676828,h11_1000ctl,26
1000,2,12209,2217,31.04002,h11_1000ctl,26
1000,3,12323,2292,30.9174,h11_1000ctl,26
1000,4,11673,1934,33.29779,h11_1000ctl,26
1250,1,12078,2383,31.569744,h11_1000ctl,26
1250,2,12031,2081,32.02467,h11_1000ctl,26
1250,3,12302,2396,30.987774,h11_1000ctl,26
1250,4,12192,2337,31.64819,h11_1000ctl,26
1500,1,12221,2517,30.70134,h11_1000ctl,26
1500,2,12327,2345,30.94129,h11_1000ctl,26
1500,3,12028,2254,31.462917,h11_1000ctl,26
1500,4,11620,2002,33.179375,h11_1000ctl,26
1750,1,12688,2833,28.705973,h11_1000ctl,26
1750,2,12536,2494,30.089306,h11_1000ctl,26
1750,3,11959,2017,31.699259,h11_1000ctl,26
1750,4,11695,1834,33.052612,h11_1000ctl,26
2000,1,13637,3516,25.83568,h11_1000ctl,26
2000,2,12872,2445,29.197647,h11_1000ctl,26
2000,3,12131,1855,31.727222,h11_1000ctl,26
2000,4,11465,1560,33.88242,h11_1000ctl,26
2250,1,15953,5446,19.684492,h11_1000ctl,26
2250,2,13405,2286,27.557594,h11_1000ctl,26
2250,3,11890,1363,32.94804,h11_1000ctl,26
2250,4,10610,783,39.55562,h11_1000ctl,26
2500,1,17149,5931,19.140776,h11_1000ctl,26
2500,2,11062,926,31.95861,h11_1000ctl,26
2500,3,9144,383,42.466805,h11_1000ctl,26
2500,4,8024,209,51.38742,h11_1000ctl,26
2750,1,15221,3512,26.920893,h11_1000ctl,26
2750,2,6822,121,46.85126,h11_1000ctl,26
2750,3,5807,46,60.822495,h11_1000ctl,26
2750,4,5426,28,71.3991,h11_1000ctl,26
3000,1,11068,881,44.931908,h11_1000ctl,26
3000,2,3649,4,75.45324,h11_1000ctl,26
3000,3,3827,0,85.26404,h11_1000ctl,26
3000,4,4119,0,89.68082,h11_1000ctl,26
3250,1,6872,105,66.621124,h11_1000ctl,26
3250,2,2695,19,92.93577,h11_1000ctl,26
3250,3,3336,3,94.181046,h11_1000ctl,26
3250,4,3724,2,96.20604,h11_1000ctl,26
3500,1,3106,52,70.30143,h11_1000ctl,26
3500,2,2410,23,94.210495,h11_1000ctl,26
3500,3,3206,1,96.98936,h11_1000ctl,26
3500,4,3552,0,98.44341,h11_1000ctl,26
3750,1,2028,9,64.16488,h11_1000ctl,26
3750,2,2771,1,73.85333,h11_1000ctl,26
3750,3,3308,1,94.35706,h11_1000ctl,26
3750,4,3608,1,96.85868,h11_1000ctl,26
4000,1,1962,0,76.1946,h11_1000ctl,26
4000,2,2635,0,82.97931,h11_1000ctl,26
4000,3,3388,2,91.43093,h11_1000ctl,26
4000,4,3672,2,95.01725,h11_1000ctl,26
4250,1,1602,0,103.848755,h11_1000ctl,26
4250,2,2309,0,101.650894,h11_1000ctl,26
4250,3,2943,0,99.03442,h11_1000ctl,26
4250,4,3328,0,99.57572,h11_1000ctl,26
4500,1,1652,0,108.50604,h11_1000ctl,26
4500,2,2262,0,105.57562,h11_1000ctl,26
4500,3,2854,0,101.381966,h11_1000ctl,26
4500,4,3094,0,100.564766,h11_1000ctl,26
4750,1,1757,0,109.227486,h11_1000ctl,26
4750,2,2268,0,105.871994,h11_1000ctl,26
4750,3,2859,0,102.17613,h11_1000ctl,26
4750,4,2924,0,101.0348,h11_1000ctl,26
5000,1,2719,0,105.32526,h11_1000ctl,26
5000,2,2291,0,104.9235,h11_1000ctl,26
5000,3,2501,0,102.639725,h11_1000ctl,26
5000,4,2295,0,102.110886,h11_1000ctl,26
5250,1,3216,0,102.7795,h11_1000ctl,26
5250,2,2309,0,104.61372,h11_1000ctl,26
5250,3,2208,0,103.05551,h11_1000ctl,26
5250,4,2095,0,103.507904,h11_1000ctl,26
5500,1,3396,0,100.88617,h11_1000ctl,26
5500,2,2355,0,104.49523,h11_1000ctl,26
5500,3,2128,0,104.077965,h11_1000ctl,26
5500,4,1972,0,103.12193,h11_1000ctl,26
5750,1,2697,12,95.94144,h11_1000ctl,26
5750,2,2349,70,96.73267,h11_1000ctl,26
5750,3,2255,2,100.52367,h11_1000ctl,26
5750,4,2095,1,100.747505,h11_1000ctl,26
6000,1,4984,1729,32.09707,h11_1000ctl,26
6000,2,4496,1052,49.432034,h11_1000ctl,26
6000,3,3559,193,70.49802,h11_1000ctl,26
6000,4,3138,47,79.09515,h11_1000ctl,26
6250,1,1041,0,93.5182,h11_1000ctl,26
6250,2,1553,0,93.36511,h11_1000ctl,26
6250,3,2514,0,87.79371,h11_1000ctl,26
6250,4,2884,0,92.5936,h11_1000ctl,26
6500,1,1173,0,100.501465,h11_1000ctl,26
6500,2,1676,0,99.64496,h11_1000ctl,26
6500,3,2264,0,91.24862,h11_1000ctl,26
6500,4,2444,0,97.45466,h11_1000ctl,26
6750,1,4096,20,48.67127,h11_1000ctl,26
6750,2,2724,20,67.64632,h11_1000ctl,26
6750,3,2768,5,87.523926,h11_1000ctl,26
6750,4,2744,2,94.6397,h11_1000ctl,26
7000,1,3578,3,47.686714,h11_1000ctl,26
7000,2,3006,1,59.955807,h11_1000ctl,26
7000,3,3001,1,85.83412,h11_1000ctl,26
7000,4,3077,1,92.48142,h11_1000ctl,26
7250,1,3229,1,48.29723,h11_1000ctl,26
7250,2,3290,4,56.69382,h11_1000ctl,26
7250,3,3106,4,82.785355,h11_1000ctl,26
7250,4,3322,2,90.48195,h11_1000ctl,26
7500,1,3005,7,48.72236,h11_1000ctl,26
7500,2,3428,3,55.690968,h11_1000ctl,26
7500,3,3179,8,82.43841,h11_1000ctl,26
7500,4,3312,8,89.304245,h11_1000ctl,26
7750,1,2875,3,49.703175,h11_1000ctl,26
7750,2,3471,2,54.260025,h11_1000ctl,26
7750,3,3209,1,81.45523,h11_1000ctl,26
7750,4,3368,7,88.17515,h11_1000ctl,26
