link,grp,posbin,L1_share_g1_200ctl,L1_share_h0_1000,L1_share_h11_1000ctl,L1_share_nc200,rows_g1_200ctl,rows_h0_1000,rows_h11_1000ctl,rows_nc200,speed_g1_200ctl,speed_h0_1000,speed_h11_1000ctl,speed_nc200,stop_share_g1_200ctl,stop_share_h0_1000,stop_share_h11_1000ctl,stop_share_nc200
69,end_sim_here,1400,0.5,0.9,0.644,0.5,10.0,10.0,5126.0,10.0,41.936,41.783,1.281,41.936,0.0,0.0,0.92,0.0
69,end_sim_here,1500,0.333,1.0,0.626,0.333,3.0,3.0,5120.0,3.0,43.06,43.483,0.806,43.06,0.0,0.0,0.946,0.0
69,end_sim_here,1600,1.0,1.0,0.679,1.0,1.0,1.0,3903.0,1.0,42.8,42.8,0.545,42.8,0.0,0.0,0.961,0.0
69,end_sim_here,1700,,,0.934,,,,1063.0,,,,0.248,,,,0.982,
69,other,0,0.266,0.266,0.252,0.266,729.0,729.0,654.0,729.0,41.727,41.727,41.719,41.727,0.0,0.0,0.0,0.0
69,other,100,0.262,0.262,0.247,0.262,738.0,738.0,657.0,738.0,40.655,40.655,40.569,40.655,0.0,0.0,0.0,0.0
69,other,200,0.255,0.255,0.244,0.255,757.0,757.0,671.0,757.0,40.934,40.934,40.937,40.934,0.0,0.0,0.0,0.0
69,other,300,0.264,0.264,0.253,0.264,731.0,731.0,655.0,731.0,40.627,40.627,40.566,40.627,0.0,0.0,0.0,0.0
69,other,400,0.255,0.255,0.243,0.255,728.0,728.0,647.0,728.0,40.884,40.884,40.817,40.884,0.0,0.0,0.0,0.0
69,other,500,0.252,0.252,0.24,0.252,762.0,762.0,680.0,762.0,40.673,40.669,40.606,40.673,0.0,0.0,0.0,0.0
69,other,600,0.251,0.251,0.239,0.251,749.0,749.0,669.0,749.0,40.542,40.554,40.508,40.542,0.0,0.0,0.0,0.0
69,other,700,0.257,0.285,0.274,0.257,717.0,722.0,653.0,717.0,40.773,40.625,40.242,40.773,0.0,0.0,0.002,0.0
69,other,800,0.252,0.308,0.269,0.252,763.0,772.0,711.0,763.0,40.28,39.578,37.874,40.28,0.0,0.0,0.001,0.0
69,other,900,0.249,0.274,0.219,0.249,748.0,760.0,726.0,748.0,40.544,39.981,37.051,40.544,0.0,0.0,0.003,0.0
69,other,1000,0.267,0.238,0.18,0.267,749.0,751.0,743.0,749.0,40.251,40.016,36.269,40.251,0.0,0.0,0.003,0.0
69,other,1100,0.266,0.533,0.399,0.266,758.0,790.0,787.0,758.0,40.435,38.709,34.401,40.435,0.0,0.0,0.001,0.0
69,other,1200,0.266,0.604,0.463,0.266,744.0,800.0,801.0,744.0,40.362,38.013,33.858,40.362,0.0,0.0,0.0,0.0
69,other,1300,0.289,0.652,0.638,0.289,741.0,807.0,1099.0,741.0,40.23,37.338,24.468,40.23,0.0,0.0,0.268,0.0
69,other,1400,0.307,0.694,0.667,0.307,763.0,817.0,1128.0,763.0,40.367,36.976,23.794,40.367,0.0,0.0,0.279,0.0
69,other,1500,0.352,0.732,0.603,0.352,752.0,812.0,1066.0,752.0,39.972,36.658,25.145,39.967,0.0,0.0,0.235,0.0
69,other,1600,0.366,0.738,0.539,0.367,779.0,825.0,1902.0,779.0,38.754,36.863,14.176,38.742,0.001,0.0,0.566,0.001
69,other,1700,0.231,0.593,0.435,0.232,477.0,474.0,1066.0,478.0,37.732,38.465,15.413,37.671,0.015,0.0,0.555,0.015
69,ramp,0,0.255,0.255,0.248,0.255,2028.0,2028.0,1638.0,2028.0,41.934,41.934,41.898,41.934,0.0,0.0,0.0,0.0
69,ramp,100,0.255,0.255,0.248,0.255,2077.0,2077.0,1679.0,2077.0,40.855,40.855,40.86,40.855,0.0,0.0,0.0,0.0
69,ramp,200,0.253,0.253,0.246,0.253,2044.0,2044.0,1652.0,2044.0,41.016,41.016,40.973,41.016,0.0,0.0,0.0,0.0
69,ramp,300,0.259,0.259,0.252,0.259,2071.0,2071.0,1672.0,2071.0,40.869,40.869,40.839,40.869,0.0,0.0,0.0,0.0
69,ramp,400,0.253,0.253,0.247,0.253,2062.0,2062.0,1678.0,2062.0,41.025,41.025,40.96,41.025,0.0,0.0,0.0,0.0
69,ramp,500,0.243,0.243,0.235,0.243,2078.0,2079.0,1675.0,2078.0,40.877,40.871,40.805,40.877,0.0,0.0,0.0,0.0
69,ramp,600,0.249,0.25,0.244,0.249,2069.0,2068.0,1673.0,2069.0,40.6,40.606,40.569,40.6,0.0,0.0,0.0,0.0
69,ramp,700,0.257,0.354,0.344,0.257,2054.0,2073.0,1681.0,2054.0,40.937,40.638,40.552,40.937,0.0,0.0,0.0,0.0
69,ramp,800,0.274,0.788,0.753,0.274,2073.0,2198.0,1819.0,2073.0,40.609,38.526,37.753,40.609,0.0,0.0,0.001,0.0
69,ramp,900,0.275,0.914,0.874,0.275,2094.0,2204.0,1820.0,2094.0,40.789,38.218,37.166,40.789,0.0,0.0,0.0,0.0
69,ramp,1000,0.274,0.948,0.91,0.274,2077.0,2260.0,1885.0,2077.0,40.49,37.349,36.252,40.49,0.0,0.0,0.0,0.0
69,ramp,1100,0.267,0.973,0.934,0.267,2067.0,2332.0,1963.0,2067.0,40.724,36.047,34.74,40.724,0.0,0.0,0.001,0.0
69,ramp,1200,0.26,0.982,0.948,0.26,2092.0,2411.0,2001.0,2092.0,40.655,35.408,34.237,40.655,0.0,0.0,0.0,0.0
69,ramp,1300,0.263,0.985,0.96,0.263,2078.0,2405.0,2711.0,2078.0,40.57,35.078,25.247,40.57,0.0,0.0,0.25,0.0
69,ramp,1400,0.259,0.991,0.972,0.259,2078.0,2466.0,3446.0,2078.0,40.645,34.307,19.836,40.645,0.0,0.0,0.392,0.0
69,ramp,1500,0.346,0.995,0.976,0.346,2092.0,2434.0,3720.0,2092.0,40.324,34.473,18.275,40.324,0.0,0.0,0.436,0.0
69,ramp,1600,0.806,0.995,0.954,0.806,2293.0,2445.0,4675.0,2293.0,36.756,34.55,14.584,36.756,0.0,0.0,0.545,0.0
69,ramp,1700,0.857,0.996,0.896,0.855,1071.0,963.0,1976.0,1072.0,31.697,35.182,14.03,31.642,0.033,0.0,0.561,0.034
69,removed_here,0,,,0.031,,,,32.0,,,,42.29,,,,0.0,
69,removed_here,100,,,0.067,,,,30.0,,,,40.83,,,,0.0,
69,removed_here,200,,,0.061,,,,33.0,,,,41.52,,,,0.0,
69,removed_here,300,,,0.062,,,,32.0,,,,40.901,,,,0.0,
69,removed_here,400,,,0.034,,,,29.0,,,,41.472,,,,0.0,
69,removed_here,500,,,0.061,,,,33.0,,,,41.09,,,,0.0,
69,removed_here,600,,,0.032,,,,31.0,,,,41.278,,,,0.0,
69,removed_here,700,,,0.0,,,,33.0,,,,39.06,,,,0.0,
69,removed_here,800,,,0.0,,,,64.0,,,,21.312,,,,0.0,
69,removed_here,900,,,0.0,,,,75.0,,,,16.971,,,,0.0,
69,removed_here,1000,,,0.0,,,,80.0,,,,17.084,,,,0.0,
69,removed_here,1100,,,0.0,,,,80.0,,,,16.178,,,,0.012,
69,removed_here,1200,,,0.0,,,,80.0,,,,16.448,,,,0.025,
69,removed_here,1300,,,0.0,,,,73.0,,,,17.354,,,,0.0,
69,removed_here,1400,,,0.0,,,,74.0,,,,17.329,,,,0.0,
69,removed_here,1500,,,0.0,,,,145.0,,,,8.815,,,,0.49,
69,removed_here,1600,,,0.0,,,,632.0,,,,2.227,,,,0.847,
69,removed_here,1700,,,0.0,,,,569.0,,,,0.841,,,,0.935,
70,end_sim_here,0,0.571,0.5,0.963,0.0,7.0,6.0,3960.0,1.0,40.953,46.32,0.408,114.95,0.0,0.0,0.971,0.0
70,end_sim_here,100,0.75,0.364,0.983,0.5,4.0,11.0,1984.0,2.0,39.775,42.996,0.281,116.44,0.0,0.0,0.979,0.0
70,end_sim_here,200,1.0,1.0,,,1.0,2.0,,,46.9,73.34,,,0.0,0.0,,
70,other,0,0.495,0.503,0.224,0.508,1216.0,1182.0,3592.0,1144.0,50.117,49.451,13.794,50.747,0.0,0.002,0.454,0.002
70,other,100,0.365,0.422,0.274,0.428,2562.0,1983.0,5322.0,1901.0,40.006,49.021,15.768,49.894,0.123,0.0,0.448,0.0
70,other,200,0.212,0.43,0.41,0.435,5983.0,2052.0,1692.0,2117.0,17.1,47.759,49.487,45.518,0.493,0.01,0.003,0.058
70,other,300,0.166,0.338,0.4,0.295,3377.0,1010.0,705.0,1192.0,10.747,33.501,43.001,28.533,0.611,0.203,0.099,0.292
70,ramp,0,0.972,0.996,0.978,0.968,536.0,563.0,2918.0,530.0,38.485,37.268,4.588,38.992,0.002,0.005,0.858,0.004
70,ramp,100,0.984,0.991,0.975,0.986,441.0,435.0,3966.0,426.0,39.423,39.431,2.795,40.038,0.002,0.0,0.904,0.0
70,ramp,200,0.167,0.222,1.0,0.6,36.0,9.0,1.0,5.0,11.703,49.916,85.65,62.576,0.528,0.0,0.0,0.0
70,ramp,300,0.1,0.125,,1.0,20.0,8.0,,1.0,6.822,18.831,,41.13,0.8,0.375,,0.0
70,removed_here,0,,,0.0,,,,193.0,,,,4.909,,,,0.632,
70,removed_here,100,,,0.0,,,,298.0,,,,2.561,,,,0.812,
