sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,6,0,54.644834
15,15.000000,0,0.000000,0,79,0,53.519394
30,15.000000,4,960.000000,0,155,0,52.327494
45,15.000000,35,8400.000000,13,222,2,43.768337
60,15.000000,39,9360.000000,35,302,2,39.790037
75,15.000000,41,9840.000000,72,369,0,33.843721
90,15.000000,53,12720.000000,107,416,4,28.811647
105,15.000000,58,13920.000000,135,466,7,25.689667
120,15.000000,29,6960.000000,157,516,3,20.959641
135,15.000000,96,23040.000000,155,553,8,23.978603
150,15.000000,90,21600.000000,194,585,13,27.940989
165,15.000000,57,13680.000000,231,611,13,26.949128
180,15.000000,32,7680.000000,247,649,5,21.829274
195,15.000000,44,10560.000000,242,695,9,20.727674
210,15.000000,48,11520.000000,263,709,5,19.683308
225,15.000000,23,5520.000000,284,692,2,16.514094
240,15.000000,12,2880.000000,315,650,2,13.846437
255,15.000000,68,16320.000000,299,646,9,17.839706
270,15.000000,135,32400.000000,300,691,24,23.163199
285,15.000000,98,23520.000000,325,735,19,24.074351
300,15.000000,43,10320.000000,333,733,5,18.974018
315,15.000000,52,12480.000000,336,742,7,19.845818
330,15.000000,50,12000.000000,350,737,4,18.941790
345,15.000000,53,12720.000000,366,729,7,16.905716
360,15.000000,56,13440.000000,384,687,5,15.300233
375,15.000000,77,18480.000000,370,662,5,16.059404
390,15.000000,112,26880.000000,367,694,17,21.418191
405,15.000000,116,27840.000000,379,736,24,22.850103
420,15.000000,44,10560.000000,391,739,9,19.484784
435,15.000000,35,8400.000000,388,742,6,18.931460
450,15.000000,42,10080.000000,392,763,3,16.716878
465,15.000000,37,8880.000000,413,739,4,15.255565
480,15.000000,40,9600.000000,449,694,2,13.262907
495,15.000000,69,16560.000000,437,664,6,12.197901
510,15.000000,116,27840.000000,425,709,24,17.194602
525,15.000000,119,28560.000000,424,747,29,18.848588
540,15.000000,63,15120.000000,454,764,17,17.832539
555,15.000000,78,18720.000000,450,772,11,17.731135
570,15.000000,78,18720.000000,445,778,8,16.600276
585,15.000000,74,17760.000000,460,770,7,14.569995
600,15.000000,48,11520.000000,471,741,3,12.426408
615,15.000000,69,16560.000000,464,708,3,11.653084
630,15.000000,86,20640.000000,440,730,22,15.999439
645,15.000000,131,31440.000000,429,764,34,18.250777
660,15.000000,72,17280.000000,465,778,36,16.478928
675,15.000000,72,17280.000000,466,779,19,15.809731
690,15.000000,70,16800.000000,474,768,10,15.677083
705,15.000000,84,20160.000000,489,781,5,14.136668
720,15.000000,64,15360.000000,486,754,8,13.460024
735,15.000000,51,12240.000000,485,734,5,11.993066
750,15.000000,71,17040.000000,463,729,18,16.600449
765,15.000000,100,24000.000000,441,764,17,18.641891
780,15.000000,72,17280.000000,459,793,20,18.057191
795,15.000000,59,14160.000000,470,790,8,16.610089
810,15.000000,74,17760.000000,479,796,6,14.469703
825,15.000000,44,10560.000000,475,793,4,12.005795
840,15.000000,33,7920.000000,489,762,2,10.133436
855,15.000000,55,13200.000000,494,746,2,7.832638
870,15.000000,108,25920.000000,454,751,15,12.280650
885,15.000000,132,31680.000000,448,779,28,17.101259
900,15.000000,90,21600.000000,459,812,27,16.568308
