sim_sec,urban_volume_vph,freeway_volume_vph,ramp_green_D_sec,ramp_green_F_sec,vsl_speed_kph,total_vehicles,urban_vehicles,freeway_vehicles,ramp_vehicles,boundary_vehicles,other_vehicles,mean_speed_kph,freeway_mean_speed_kph,stopped_vehicles
1,2400.000000,600.000000,10.000000,8.000000,120.000000,5,0,1,0,4,0,53.253911,58.153997,0
15,2400.000000,600.000000,10.000000,8.000000,120.000000,80,0,3,0,77,0,54.120255,103.451284,0
30,2400.000000,600.000000,10.000000,8.000000,120.000000,163,0,7,0,156,0,54.246084,113.592995,0
45,2400.000000,600.000000,10.000000,8.000000,120.000000,260,14,16,6,211,13,47.664890,95.852833,21
60,2400.000000,600.000000,10.000000,8.000000,120.000000,324,47,14,14,232,17,41.144601,112.990048,65
75,2400.000000,600.000000,10.000000,8.000000,120.000000,376,64,13,16,250,33,35.046619,116.416328,96
90,2400.000000,600.000000,10.000000,8.000000,120.000000,452,105,14,16,280,37,35.874290,105.824316,133
105,2400.000000,600.000000,10.000000,8.000000,120.000000,520,127,13,8,321,51,32.993458,94.013539,170
120,2400.000000,600.000000,10.000000,8.000000,120.000000,565,139,25,19,336,46,27.846520,97.812443,223
135,2400.000000,600.000000,10.000000,8.000000,120.000000,620,152,31,29,356,52,25.650578,104.507063,231
150,2400.000000,600.000000,10.000000,8.000000,120.000000,683,187,36,39,370,51,26.928260,103.994427,235
165,2400.000000,600.000000,10.000000,8.000000,120.000000,751,221,38,48,398,46,26.507182,103.385554,254
180,2400.000000,600.000000,10.000000,8.000000,120.000000,815,247,31,59,425,53,23.136894,103.399710,306
195,2400.000000,600.000000,10.000000,8.000000,120.000000,892,262,26,50,484,70,21.756504,102.092860,347
210,2400.000000,600.000000,10.000000,8.000000,120.000000,959,291,25,52,523,68,21.374565,107.488284,409
225,2400.000000,600.000000,10.000000,8.000000,120.000000,1021,318,26,53,560,64,17.742816,102.630076,496
240,2400.000000,600.000000,10.000000,8.000000,120.000000,1059,336,23,51,579,70,13.559861,101.582565,616
255,2400.000000,600.000000,10.000000,8.000000,120.000000,1102,360,31,53,591,67,12.834980,96.266991,623
270,2400.000000,600.000000,10.000000,8.000000,120.000000,1155,396,33,59,605,62,12.442344,110.011572,678
285,2400.000000,600.000000,10.000000,8.000000,120.000000,1190,433,26,59,610,62,11.900755,109.916194,734
300,2400.000000,600.000000,10.000000,8.000000,120.000000,1241,462,27,62,627,63,12.165212,104.345536,752
315,2400.000000,600.000000,10.000000,8.000000,120.000000,1309,471,27,64,672,75,11.306108,111.361622,827
330,2400.000000,600.000000,10.000000,8.000000,120.000000,1356,495,27,55,702,77,10.541390,103.982319,894
345,2400.000000,600.000000,10.000000,8.000000,120.000000,1381,513,26,57,710,75,9.022910,105.636968,940
360,2400.000000,600.000000,10.000000,8.000000,120.000000,1398,512,30,55,700,101,7.642395,104.237226,983
