sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,4,0,53.253911
15,15.000000,0,0.000000,0,77,0,54.120255
30,15.000000,0,0.000000,0,156,0,54.246084
45,15.000000,46,11040.000000,14,211,6,47.664890
60,15.000000,42,10080.000000,47,232,14,41.144601
75,15.000000,42,10080.000000,64,250,16,35.046619
90,15.000000,50,12000.000000,105,280,16,35.874290
105,15.000000,46,11040.000000,127,321,8,32.993458
120,15.000000,60,14400.000000,139,336,19,27.846520
135,15.000000,50,12000.000000,152,356,29,25.650578
150,15.000000,63,15120.000000,187,370,39,26.928260
165,15.000000,55,13200.000000,221,398,48,26.507182
180,15.000000,44,10560.000000,247,425,59,23.136894
195,15.000000,55,13200.000000,262,484,50,21.756504
210,15.000000,58,13920.000000,291,523,52,21.374565
225,15.000000,43,10320.000000,318,560,53,17.742816
240,15.000000,37,8880.000000,336,579,51,13.559861
255,15.000000,38,9120.000000,360,591,53,12.834980
270,15.000000,53,12720.000000,396,605,59,12.442344
285,15.000000,51,12240.000000,433,610,59,11.900755
300,15.000000,48,11520.000000,462,627,62,12.165212
315,15.000000,50,12000.000000,471,672,64,11.306108
330,15.000000,44,10560.000000,495,702,55,10.541390
345,15.000000,43,10320.000000,513,710,57,9.022910
360,15.000000,32,7680.000000,512,700,55,7.642395
375,15.000000,37,8880.000000,505,710,57,8.277586
390,15.000000,41,9840.000000,513,725,61,8.447257
405,15.000000,32,7680.000000,540,755,65,7.859141
420,15.000000,49,11760.000000,565,770,68,7.251607
435,15.000000,47,11280.000000,578,768,57,7.431918
450,15.000000,58,13920.000000,597,786,56,7.586915
465,15.000000,46,11040.000000,596,815,51,6.987293
480,15.000000,36,8640.000000,596,821,53,6.196451
495,15.000000,38,9120.000000,601,821,54,6.366281
510,15.000000,51,12240.000000,607,811,60,6.684946
525,15.000000,29,6960.000000,623,828,65,5.873904
540,15.000000,23,5520.000000,649,842,71,5.352338
555,15.000000,30,7200.000000,656,836,66,5.271309
570,15.000000,31,7440.000000,665,864,55,6.056708
585,15.000000,24,5760.000000,666,879,53,5.513025
600,15.000000,23,5520.000000,664,882,53,5.071422
615,15.000000,13,3120.000000,660,877,52,5.363672
630,15.000000,18,4320.000000,662,865,62,5.612653
645,15.000000,25,6000.000000,671,876,68,4.933179
660,15.000000,20,4800.000000,693,883,70,4.838800
675,15.000000,17,4080.000000,696,884,74,4.837325
690,15.000000,23,5520.000000,700,902,59,6.179366
705,15.000000,18,4320.000000,696,907,54,6.353265
720,15.000000,18,4320.000000,700,898,60,5.803604
735,15.000000,29,6960.000000,704,903,64,4.833210
750,15.000000,33,7920.000000,701,879,67,3.983932
765,15.000000,26,6240.000000,699,888,74,3.800578
780,15.000000,14,3360.000000,702,910,73,3.547987
795,15.000000,11,2640.000000,704,928,77,3.800290
810,15.000000,40,9600.000000,690,942,59,4.969480
825,15.000000,38,9120.000000,691,948,53,5.166590
840,15.000000,53,12720.000000,694,929,50,4.186898
855,15.000000,34,8160.000000,697,929,54,3.838382
870,15.000000,39,9360.000000,695,918,60,3.864902
885,15.000000,34,8160.000000,692,934,59,3.734537
900,15.000000,34,8160.000000,699,950,61,3.494171
