sec,link,n,stopped,mean_speed_kph
1590,71,12,11,2.5124999999999997
1590,121,11,0,25.521818181818183
1590,123,31,0,97.50064516129032
1590,127,69,42,11.15304347826087
1590,321,0,0,
1590,322,0,0,
1590,325,1,0,44.59
1590,326,19,19,0.0
1590,329,22,19,2.2781818181818183
1590,10639,0,0,
1590,10681,0,0,
1590,10682,20,2,10.0975
1590,10643,0,0,
1590,10646,3,0,52.75666666666666
1620,2,191,13,84.2501570680628
1620,40,9,8,1.2444444444444445
1620,66,36,7,33.07527777777777
1620,68,0,0,
1620,69,40,0,38.5695
1620,70,6,0,51.18666666666667
1620,71,19,17,0.6721052631578948
1620,121,6,0,40.02666666666667
1620,123,29,0,102.50758620689653
1620,127,90,70,9.565666666666665
1620,321,0,0,
1620,322,8,0,39.316250000000004
1620,325,0,0,
1620,326,20,20,0.0
1620,329,23,23,0.0
1620,10639,1,0,40.84
1620,10681,0,0,
1620,10682,19,2,9.416315789473684
1620,10643,2,0,85.435
1620,10646,4,0,38.015
1650,2,199,20,85.34075376884425
1650,40,2,0,76.095
1650,66,28,1,40.2025
1650,68,0,0,
1650,69,48,0,38.01062500000002
1650,70,2,0,73.06
1650,71,34,28,2.320588235294118
1650,121,13,0,36.09538461538462
1650,123,31,0,99.90774193548387
1650,127,106,99,2.2424528301886792
1650,321,4,0,35.849999999999994
1650,322,14,0,35.87500000000001
1650,325,0,0,
1650,326,26,24,2.4526923076923075
1650,329,13,4,5.660769230769231
1650,10639,2,1,21.28
1650,10681,2,0,43.78
1650,10682,13,0,20.103846153846156
1650,10643,1,0,60.14
1650,10646,4,0,36.394999999999996
1680,2,214,15,83.5647663551402
1680,40,22,0,70.11454545454545
1680,66,32,4,36.48625
1680,68,3,0,39.14666666666667
1680,69,47,0,39.71702127659575
1680,70,1,0,40.42
1680,71,17,16,2.392352941176471
1680,121,16,1,28.525624999999998
1680,123,33,0,88.29757575757574
1680,127,94,64,14.512659574468085
1680,321,0,0,
1680,322,0,0,
1680,325,11,4,9.443636363636365
1680,326,26,17,9.442692307692308
1680,329,18,15,0.7683333333333333
1680,10639,0,0,
1680,10681,4,0,80.975
1680,10682,14,0,17.500714285714285
1680,10643,1,0,122.01
1680,10646,7,0,41.800000000000004
1710,2,209,14,84.98622009569381
1710,40,22,2,42.183181818181815
1710,66,36,6,34.20666666666667
1710,68,0,0,
1710,69,40,0,39.83075
1710,70,4,0,35.9625
1710,71,9,2,12.931111111111111
1710,121,9,0,32.271111111111104
1710,123,34,0,100.5891176470588
1710,127,84,36,12.810357142857145
1710,321,0,0,
1710,322,0,0,
1710,325,11,10,2.0345454545454547
1710,326,22,17,3.3886363636363637
1710,329,18,11,6.3405555555555555
1710,10639,2,0,42.445
1710,10681,1,0,44.9
1710,10682,21,1,12.188095238095237
1710,10643,1,0,113.28
1710,10646,8,0,53.948750000000004
1740,2,223,10,81.22165919282514
1740,40,23,8,22.259565217391305
1740,66,37,9,32.00783783783784
1740,68,0,0,
1740,69,41,0,38.14365853658535
1740,70,6,0,43.10666666666666
1740,71,7,6,2.1814285714285715
1740,121,3,0,67.39333333333333
1740,123,29,0,102.76586206896552
1740,127,84,47,10.057976190476191
1740,321,0,0,
1740,322,0,0,
1740,325,8,4,7.9887500000000005
1740,326,19,16,3.56
1740,329,15,10,4.700666666666666
1740,10639,2,0,40.605000000000004
1740,10681,0,0,
1740,10682,20,4,10.810000000000002
1740,10643,2,0,99.33
1740,10646,4,0,44.4575
1770,2,221,15,78.49271493212673
1770,40,22,17,4.405909090909091
1770,66,35,8,31.204285714285717
1770,68,1,0,43.7
1770,69,39,0,39.93641025641027
1770,70,3,0,65.55
1770,71,18,14,5.267222222222222
1770,121,3,0,78.73666666666666
1770,123,27,0,111.17370370370371
1770,127,102,82,8.141274509803921
1770,321,1,0,38.61
1770,322,6,0,41.425000000000004
1770,325,9,8,0.7611111111111111
1770,326,15,10,6.600666666666667
1770,329,19,19,0.0
1770,10639,1,0,41.28
1770,10681,0,0,
1770,10682,14,0,18.469285714285714
1770,10643,2,0,78.07
1770,10646,0,0,
1800,2,227,21,69.66277533039646
1800,40,9,1,36.577777777777776
1800,66,28,0,40.13999999999999
1800,68,4,0,40.6175
1800,69,31,0,40.26419354838709
1800,70,3,0,38.51333333333333
1800,71,26,22,3.604230769230769
1800,121,10,0,42.190000000000005
1800,123,30,0,106.36533333333335
1800,127,114,102,4.045175438596491
1800,321,5,0,30.47
1800,322,15,0,35.66933333333334
1800,325,10,7,6.6530000000000005
1800,326,27,23,3.4337037037037033
1800,329,19,19,0.0
1800,10639,2,0,25.830000000000002
1800,10681,3,0,33.88333333333333
1800,10682,6,0,47.98666666666667
1800,10643,2,0,92.64
1800,10646,0,0,
1830,2,228,27,66.11473684210526
1830,40,26,7,52.260000000000005
1830,66,30,6,32.285000000000004
1830,68,8,0,39.1475
1830,69,30,0,40.83366666666667
1830,70,2,0,78.425
1830,71,23,21,3.15695652173913
1830,121,14,1,33.53357142857143
1830,123,28,0,102.02142857142857
1830,127,107,72,13.727476635514016
1830,321,0,0,
1830,322,6,4,1.4966666666666668
1830,325,15,8,9.032666666666668
1830,326,28,26,1.8335714285714284
1830,329,17,17,0.0
1830,10639,2,0,37.415
1830,10681,5,0,48.834
1830,10682,10,0,26.326999999999998
1830,10643,0,0,
1830,10646,5,0,42.028000000000006
1860,2,236,25,64.68716101694918
1860,40,26,14,21.670769230769228
1860,66,33,6,33.30787878787879
1860,68,0,0,
1860,69,32,0,40.43937499999999
1860,70,4,0,63.99250000000001
1860,71,13,7,12.206153846153846
1860,121,12,0,34.0325
1860,123,30,0,96.68433333333336
1860,127,101,57,12.97841584158416
1860,321,1,0,28.77
1860,322,0,0,
1860,325,19,19,0.0
1860,326,29,26,1.5131034482758619
1860,329,11,6,9.518181818181818
1860,10639,1,0,44.18
1860,10681,0,0,
1860,10682,17,0,15.692941176470587
1860,10643,2,0,75.08000000000001
1860,10646,10,0,59.975
1890,2,253,30,67.10632411067195
1890,40,25,16,14.5028
1890,66,36,8,30.42750000000001
1890,68,0,0,
1890,69,39,0,39.96666666666666
1890,70,6,0,48.160000000000004
1890,71,15,13,5.182
1890,121,5,0,39.230000000000004
1890,123,35,0,89.23057142857145
1890,127,108,56,8.152592592592592
1890,321,1,0,44.95
1890,322,0,0,
1890,325,19,19,0.0
1890,326,24,17,5.479166666666667
1890,329,12,7,5.8933333333333335
1890,10639,3,0,40.84666666666667
1890,10681,0,0,
1890,10682,22,6,10.826363636363636
1890,10643,0,0,
1890,10646,5,0,45.971999999999994
1920,2,261,27,61.72823754789272
1920,40,24,20,2.42
1920,66,37,8,28.492162162162163
1920,68,0,0,
1920,69,39,0,40.90025641025641
1920,70,5,0,43.248
1920,71,17,14,4.633529411764705
1920,121,3,0,83.19
1920,123,33,0,101.21454545454546
1920,127,124,93,6.3680645161290315
1920,321,2,0,40.54
1920,322,7,0,46.917142857142856
1920,325,19,19,0.0
1920,326,16,7,11.114375
1920,329,18,16,1.0172222222222222
1920,10639,1,0,43.05
1920,10681,0,0,
1920,10682,16,3,20.450625000000002
1920,10643,2,0,70.075
1920,10646,2,0,43.275
1950,2,277,28,60.38942238267143
1950,40,12,1,42.545
1950,66,28,0,39.60071428571428
1950,68,6,0,38.36166666666667
1950,69,39,0,40.7423076923077
1950,70,2,0,55.269999999999996
1950,71,25,24,1.3932
1950,121,8,0,48.307500000000005
1950,123,41,0,109.97463414634146
1950,127,142,126,1.7911971830985918
1950,321,8,0,31.729999999999997
1950,322,18,2,32.77333333333334
1950,325,14,10,6.53
1950,326,28,22,6.6432142857142855
1950,329,18,17,0.26944444444444443
1950,10639,0,0,
1950,10681,3,0,44.21333333333333
1950,10682,6,0,52.34
1950,10643,2,0,87.99000000000001
1950,10646,0,0,
1980,2,277,21,65.24050541516249
1980,40,21,7,35.85095238095238
1980,66,28,5,34.157500000000006
1980,68,10,0,27.641000000000002
1980,69,41,0,41.57536585365854
1980,70,0,0,
1980,71,12,6,9.57
1980,121,13,1,32.214615384615385
1980,123,36,0,99.69055555555559
1980,127,138,108,8.855072463768115
1980,321,0,0,
1980,322,15,13,0.9380000000000001
1980,325,14,6,11.22285714285714
1980,326,33,27,7.372424242424242
1980,329,17,17,0.0
1980,10639,0,0,
1980,10681,4,0,50.307500000000005
1980,10682,12,0,31.672500000000003
1980,10643,6,0,73.85833333333333
1980,10646,4,0,41.3675
2010,2,289,20,67.09826989619374
2010,40,20,12,14.104
2010,66,32,5,32.64968749999999
2010,68,1,0,24.78
2010,69,40,0,39.498749999999994
2010,70,1,0,42.78
2010,71,9,2,9.934444444444445
2010,121,15,3,19.728666666666665
2010,123,39,0,109.89076923076922
2010,127,135,85,9.339407407407409
2010,321,0,0,
2010,322,6,3,10.345
2010,325,19,18,0.4036842105263158
2010,326,30,27,0.9840000000000001
2010,329,13,9,6.184615384615385
2010,10639,2,0,41.269999999999996
2010,10681,2,0,45.085
2010,10682,17,6,9.078823529411764
2010,10643,2,0,94.52
2010,10646,7,0,42.64571428571429
2040,2,301,33,61.850498338870466
2040,40,20,16,8.0405
2040,66,33,7,31.3730303030303
2040,68,0,0,
2040,69,34,0,40.97088235294119
2040,70,1,0,40.63
2040,71,4,4,0.0
2040,121,10,0,35.440000000000005
2040,123,32,0,106.28906249999997
2040,127,135,84,5.293555555555556
2040,321,0,0,
2040,322,5,5,0.0
2040,325,18,18,0.0
2040,326,25,17,5.7372000000000005
2040,329,16,10,5.80875
2040,10639,1,0,40.12
2040,10681,0,0,
2040,10682,19,5,8.464736842105264
2040,10643,4,0,87.10749999999999
2040,10646,5,0,55.465999999999994
2070,2,301,43,55.57983388704316
2070,40,19,15,6.76736842105263
2070,66,35,6,31.286571428571428
2070,68,1,0,42.82
2070,69,36,0,40.514166666666654
2070,70,10,0,41.021
2070,71,14,13,2.6164285714285715
2070,121,3,0,55.43666666666667
2070,123,22,0,110.64681818181818
2070,127,150,98,7.006133333333333
2070,321,2,0,43.14
2070,322,13,5,25.52
2070,325,18,18,0.0
2070,326,15,7,9.430666666666667
2070,329,25,24,1.0715999999999999
2070,10639,2,0,41.355000000000004
2070,10681,0,0,
2070,10682,17,1,11.52235294117647
2070,10643,3,0,73.53333333333335
2070,10646,4,0,41.8625
2100,2,319,41,55.50686520376175
2100,40,7,0,38.04142857142857
2100,66,30,0,39.92399999999999
2100,68,2,0,43.32
2100,69,36,0,40.226111111111116
2100,70,3,0,54.29
2100,71,22,18,5.493181818181818
2100,121,11,0,46.21454545454545
2100,123,28,0,114.39714285714284
2100,127,162,141,2.0422839506172843
2100,321,0,0,
2100,322,22,11,14.982727272727272
2100,325,15,11,4.689333333333334
2100,326,27,22,5.675185185185186
2100,329,24,24,0.0
2100,10639,1,0,42.98
2100,10681,2,0,42.05
2100,10682,11,0,36.64090909090909
2100,10643,1,0,69.95
2100,10646,1,0,43.99
2130,2,320,47,50.259062499999956
2130,40,14,3,40.38428571428572
2130,66,35,1,38.050285714285714
2130,68,10,0,23.061999999999998
2130,69,34,0,40.64705882352941
2130,70,5,0,42.312
2130,71,15,14,1.7020000000000002
2130,121,7,0,44.75999999999999
2130,123,37,0,112.0705405405405
2130,127,149,115,5.666040268456376
2130,321,0,0,
2130,322,13,13,0.0
2130,325,14,4,17.995
2130,326,34,28,6.238235294117647
2130,329,22,22,0.0
2130,10639,2,0,39.745
2130,10681,2,0,33.365
2130,10682,15,1,22.445333333333334
2130,10643,4,0,63.9525
2130,10646,8,0,42.27625
2160,2,324,41,51.81037037037041
2160,40,14,4,31.558571428571423
2160,66,38,11,29.588421052631578
2160,68,8,0,33.817499999999995
2160,69,37,0,38.954324324324325
2160,70,1,0,43.99
2160,71,14,4,17.899285714285714
2160,121,13,0,24.660000000000004
2160,123,27,0,109.6937037037037
2160,127,149,109,5.6277852348993305
2160,321,0,0,
2160,322,3,0,28.58666666666667
2160,325,18,18,0.0
2160,326,33,28,2.5609090909090906
2160,329,18,12,6.416666666666667
2160,10639,2,0,43.78
2160,10681,1,0,69.33
2160,10682,21,4,9.161904761904763
2160,10643,2,0,78.525
2160,10646,3,0,42.46333333333333
2190,2,351,53,47.41205128205127
2190,40,13,7,16.833076923076923
2190,66,37,11,29.87810810810811
2190,68,2,0,4.515
2190,69,42,0,38.73642857142857
2190,70,5,0,41.598
2190,71,8,6,12.05375
2190,121,15,0,17.75
2190,123,29,0,109.60793103448276
2190,127,148,97,5.087635135135135
2190,321,0,0,
2190,322,3,3,0.0
2190,325,18,18,0.0
2190,326,27,21,6.378518518518519
2190,329,19,12,3.252105263157895
2190,10639,0,0,
2190,10681,1,0,69.85
2190,10682,19,5,10.891578947368423
2190,10643,1,0,51.72
2190,10646,6,0,45.49333333333333
2220,2,362,53,43.48080110497237
2220,40,12,9,7.414999999999999
2220,66,35,8,29.74771428571428
2220,68,1,0,44.11
2220,69,40,0,39.612249999999996
2220,70,4,0,63.81249999999999
2220,71,15,13,3.9886666666666666
2220,121,10,0,31.101000000000006
2220,123,30,0,110.93866666666666
2220,127,158,109,6.823037974683544
2220,321,0,0,
2220,322,7,3,22.104285714285716
2220,325,18,18,0.0
2220,326,20,11,4.8555
2220,329,25,23,0.9824
2220,10639,0,0,
2220,10681,0,0,
2220,10682,21,6,7.38857142857143
2220,10643,3,0,89.88666666666667
2220,10646,5,0,45.758
2250,2,364,72,37.81780219780219
2250,40,5,0,66.26399999999998
2250,66,27,2,37.89
2250,68,3,0,41.089999999999996
2250,69,36,0,39.92555555555555
2250,70,4,0,52.4825
2250,71,23,21,3.758260869565217
2250,121,10,0,41.687
2250,123,31,0,104.70451612903224
2250,127,169,143,2.297810650887574
2250,321,7,0,25.7
2250,322,21,6,26.484761904761907
2250,325,15,13,2.3826666666666667
2250,326,29,23,5.6772413793103444
2250,329,25,23,0.5632
2250,10639,2,0,42.705
2250,10681,3,0,41.06333333333333
2250,10682,19,3,13.133157894736843
2250,10643,2,0,79.255
2250,10646,5,0,43.796
2280,2,386,83,36.96243523316062
2280,40,13,0,49.125384615384625
2280,66,32,6,34.2928125
2280,68,10,1,30.945999999999998
2280,69,37,0,38.796756756756764
2280,70,2,0,30.674999999999997
2280,71,15,12,4.569999999999999
2280,121,19,0,34.16157894736842
2280,123,32,0,97.59625
2280,127,170,136,5.973235294117648
2280,321,0,0,
2280,322,18,17,1.0122222222222221
2280,325,16,6,10.56625
2280,326,31,25,3.8619354838709676
2280,329,23,23,0.0
2280,10639,0,0,
2280,10681,4,0,60.32000000000001
2280,10682,19,3,11.553157894736842
2280,10643,0,0,
2280,10646,4,0,34.7825
2310,2,409,83,35.802909535452315
2310,40,14,2,40.57214285714286
2310,66,37,11,28.265945945945944
2310,68,5,0,33.715999999999994
2310,69,38,0,37.55552631578947
2310,70,2,0,41.53
2310,71,8,1,16.50375
2310,121,18,4,18.47666666666667
2310,123,30,0,93.04266666666668
2310,127,161,117,6.810372670807452
2310,321,0,0,
2310,322,12,7,9.237499999999999
2310,325,19,19,0.0
2310,326,32,25,2.5584375
2310,329,21,13,4.882857142857143
2310,10639,1,0,43.45
2310,10681,0,0,
2310,10682,21,5,10.073809523809524
2310,10643,0,0,
2310,10646,8,0,58.556250000000006
2340,2,424,80,35.10785377358492
2340,40,13,4,19.577692307692306
2340,66,40,12,27.960250000000002
2340,68,0,0,
2340,69,39,0,36.5897435897436
2340,70,0,0,
2340,71,11,8,6.827272727272727
2340,121,16,2,23.519375
2340,123,29,0,96.86517241379308
2340,127,160,111,4.722875
2340,321,0,0,
2340,322,12,12,0.0
2340,325,18,17,0.5494444444444445
2340,326,27,20,4.70037037037037
2340,329,21,16,6.097142857142857
2340,10639,1,0,44.99
2340,10681,0,0,
2340,10682,20,4,8.52
2340,10643,1,0,27.53
2340,10646,4,0,82.1875
2370,2,425,103,32.28491764705883
2370,40,11,5,16.99818181818182
2370,66,37,2,33.148648648648646
2370,68,4,0,40.4925
2370,69,32,0,36.256875
2370,70,13,0,35.64307692307692
2370,71,14,13,0.4385714285714286
2370,121,10,1,24.298
2370,123,25,0,100.93720000000002
2370,127,166,116,5.444939759036145
2370,321,3,0,35.92666666666667
2370,322,17,9,9.888823529411766
2370,325,18,18,0.0
2370,326,14,7,8.558571428571428
2370,329,33,30,0.503030303030303
2370,10639,0,0,
2370,10681,1,0,43.76
2370,10682,20,3,10.52
2370,10643,2,0,68.945
2370,10646,3,0,94.28333333333332
2400,2,438,114,30.309383561643855
2400,40,2,0,23.105
2400,66,29,1,40.72068965517241
2400,68,5,0,37.65
2400,69,29,0,36.30413793103448
2400,70,0,0,
2400,71,26,20,3.6957692307692307
2400,121,17,0,22.838235294117645
2400,123,31,0,103.57677419354837
2400,127,181,151,3.4701104972375694
2400,321,3,0,30.650000000000002
2400,322,29,17,10.664137931034485
2400,325,15,13,2.29
2400,326,23,19,4.1
2400,329,34,34,0.0
2400,10639,2,0,42.275000000000006
2400,10681,2,0,36.18
2400,10682,22,7,7.8977272727272725
2400,10643,0,0,
2400,10646,3,0,53.23
2430,2,453,113,30.979713024282546
2430,40,14,1,73.47571428571429
2430,66,30,1,40.68900000000001
2430,68,9,0,28.848888888888887
2430,69,26,0,36.552692307692304
2430,70,3,0,72.51666666666667
2430,71,27,22,4.2774074074074075
2430,121,18,3,20.605555555555558
2430,123,30,0,93.35433333333336
2430,127,172,134,5.214186046511627
2430,321,1,0,43.15
2430,322,22,20,0.8881818181818182
2430,325,14,4,17.25785714285714
2430,326,29,26,3.5589655172413797
2430,329,29,27,1.324137931034483
2430,10639,0,0,
2430,10681,3,0,62.163333333333334
2430,10682,23,3,6.533913043478261
2430,10643,4,0,62.975
2430,10646,9,0,42.49444444444444
2460,2,483,115,31.289006211180144
2460,40,14,3,33.50714285714285
2460,66,31,1,40.71806451612904
2460,68,10,3,4.656
2460,69,26,0,37.67346153846153
2460,70,3,0,68.74333333333333
2460,71,21,11,7.723809523809525
2460,121,17,0,23.171176470588232
2460,123,30,0,97.00600000000001
2460,127,166,124,6.453072289156624
2460,321,0,0,
2460,322,12,7,8.03
2460,325,21,20,1.2595238095238095
2460,326,32,26,2.4362500000000002
2460,329,25,19,5.855999999999999
2460,10639,0,0,
2460,10681,0,0,
2460,10682,24,12,5.411666666666666
2460,10643,1,0,52.07
2460,10646,7,0,39.728571428571435
2490,2,477,131,24.31150943396226
2490,40,12,8,14.575000000000001
2490,66,31,3,37.410000000000004
2490,68,4,1,14.175
2490,69,25,0,39.4716
2490,70,7,0,41.93285714285714
2490,71,16,13,3.6406249999999996
2490,121,14,0,22.295714285714286
2490,123,29,0,96.02448275862068
2490,127,167,126,5.130239520958084
2490,321,0,0,
2490,322,15,14,0.8226666666666667
2490,325,20,20,0.0
2490,326,28,22,3.081071428571429
2490,329,27,24,2.166296296296296
2490,10639,1,0,30.34
2490,10681,0,0,
2490,10682,21,4,8.407142857142857
2490,10643,1,0,43.82
2490,10646,10,0,41.859
2520,2,490,120,26.15279591836736
2520,40,11,10,1.1454545454545455
2520,66,27,0,41.12185185185186
2520,68,4,0,42.957499999999996
2520,69,24,0,42.196666666666665
2520,70,1,0,38.81
2520,71,18,17,2.4744444444444444
2520,121,8,0,30.620000000000005
2520,123,28,0,98.56285714285715
2520,127,173,126,4.98456647398844
2520,321,4,0,36.8425
2520,322,22,15,7.777727272727273
2520,325,21,20,0.38285714285714284
2520,326,20,14,5.427
2520,329,33,30,0.5566666666666666
2520,10639,1,0,30.34
2520,10681,1,0,42.92
2520,10682,21,4,7.479047619047619
2520,10643,0,0,
2520,10646,5,0,76.694
2550,2,505,127,24.254891089108895
2550,40,3,0,52.806666666666665
2550,66,28,0,41.576428571428565
2550,68,0,0,
2550,69,27,0,41.05185185185186
2550,70,4,0,49.2225
2550,71,22,21,2.5040909090909094
2550,121,8,1,25.705
2550,123,31,0,97.08741935483872
2550,127,190,149,3.61542105263158
2550,321,9,4,13.815555555555555
2550,322,30,22,6.201333333333333
2550,325,20,16,3.5260000000000007
2550,326,27,22,4.591481481481482
2550,329,34,33,0.08
2550,10639,0,0,
2550,10681,0,0,
2550,10682,21,8,5.4176190476190484
2550,10643,2,1,6.745
2550,10646,6,0,47.415
2580,2,524,140,21.505572519083984
2580,40,16,0,66.69500000000001
2580,66,30,7,31.871333333333332
2580,68,10,0,35.884
2580,69,24,0,41.44125
2580,70,2,0,78.27000000000001
2580,71,5,2,16.478
2580,121,13,0,56.104615384615386
2580,123,31,0,90.05741935483871
2580,127,172,141,5.070872093023256
2580,321,6,6,0.0
2580,322,25,21,2.1732
2580,325,20,8,18.295499999999997
2580,326,27,24,2.05
2580,329,32,30,0.42906249999999996
2580,10639,0,0,
2580,10681,7,0,58.879999999999995
2580,10682,16,4,14.403125
2580,10643,5,0,57.286
2580,10646,6,0,46.498333333333335
2610,2,568,155,24.97595070422534
2610,40,17,4,35.30058823529412
2610,66,32,11,27.613750000000003
2610,68,4,0,39.637499999999996
2610,69,26,0,40.46153846153847
2610,70,2,0,43.004999999999995
2610,71,5,3,12.044
2610,121,13,1,24.56
2610,123,46,0,84.76913043478262
2610,127,167,120,7.058083832335331
2610,321,6,6,0.0
2610,322,15,10,7.118666666666668
2610,325,23,19,2.402608695652174
2610,326,33,24,3.6675757575757575
2610,329,28,20,6.075357142857143
2610,10639,2,0,42.504999999999995
2610,10681,2,0,62.269999999999996
2610,10682,10,0,28.782
2610,10643,1,0,71.64
2610,10646,7,0,46.68142857142857
2640,2,580,152,23.452620689655177
2640,40,16,9,16.970625000000002
2640,66,31,11,26.444193548387087
2640,68,0,0,
2640,69,27,0,41.50222222222221
2640,70,3,0,43.61666666666667
2640,71,13,9,10.683076923076923
2640,121,13,1,22.85
2640,123,44,0,88.28886363636364
2640,127,163,115,4.828773006134969
2640,321,5,4,1.6320000000000001
2640,322,17,13,2.8611764705882354
2640,325,19,18,0.2931578947368421
2640,326,29,18,5.766551724137932
2640,329,31,22,2.7106451612903224
2640,10639,0,0,
2640,10681,0,0,
2640,10682,19,3,11.965263157894737
2640,10643,2,0,85.16499999999999
2640,10646,8,0,43.938750000000006
2670,2,592,135,24.14577702702702
2670,40,13,9,5.82923076923077
2670,66,28,0,41.032142857142844
2670,68,4,0,37.8875
2670,69,29,0,40.05931034482759
2670,70,1,0,69.33
2670,71,21,20,0.9466666666666667
2670,121,10,0,37.286
2670,123,36,0,95.97694444444447
2670,127,171,128,3.834269005847953
2670,321,7,4,13.444285714285714
2670,322,26,20,8.807307692307692
2670,325,19,19,0.0
2670,326,19,11,4.9478947368421045
2670,329,38,38,0.0
2670,10639,1,0,3.91
2670,10681,0,0,
2670,10682,20,4,7.547499999999999
2670,10643,0,0,
2670,10646,6,0,46.046666666666674
2700,2,597,150,22.565309882747037
2700,40,5,0,53.78399999999999
2700,66,29,0,40.88586206896552
2700,68,0,0,
2700,69,31,0,38.84548387096775
2700,70,2,0,63.86
2700,71,29,28,1.576551724137931
2700,121,11,1,28.849999999999998
2700,123,31,0,103.52419354838712
2700,127,191,150,4.227277486910994
2700,321,22,12,9.199545454545454
2700,322,31,20,10.140322580645162
2700,325,17,13,5.308235294117647
2700,326,28,24,3.423571428571429
2700,329,37,35,0.30972972972972973
2700,10639,2,0,42.265
2700,10681,3,0,41.653333333333336
2700,10682,17,1,12.31705882352941
2700,10643,4,0,55.8075
2700,10646,5,0,43.032
2730,2,605,164,21.24996694214877
2730,40,16,1,52.86125
2730,66,30,3,37.32966666666667
2730,68,7,1,24.255714285714284
2730,69,33,0,38.61181818181818
2730,70,5,0,42.884
2730,71,14,10,5.979285714285715
2730,121,15,0,38.372
2730,123,34,0,96.08000000000001
2730,127,178,145,3.3358426966292134
2730,321,12,11,0.22083333333333333
2730,322,31,22,5.16774193548387
2730,325,14,6,10.055714285714284
2730,326,31,26,5.767741935483872
2730,329,35,31,0.9305714285714286
2730,10639,3,1,18.816666666666666
2730,10681,2,0,43.75
2730,10682,18,3,13.185555555555554
2730,10643,0,0,
2730,10646,7,0,35.75857142857143
2760,2,629,156,22.326248012718626
2760,40,18,3,37.32388888888889
2760,66,32,5,34.89218749999999
2760,68,1,0,33.17
2760,69,35,0,38.36657142857143
2760,70,4,0,57.5875
2760,71,10,3,11.966
2760,121,12,2,17.71083333333333
2760,123,31,0,96.98645161290322
2760,127,174,131,5.0537931034482755
2760,321,12,12,0.0
2760,322,19,11,5.1352631578947365
2760,325,24,18,3.1508333333333334
2760,326,31,26,3.7458064516129035
2760,329,35,29,3.8888571428571432
2760,10639,2,0,34.47
2760,10681,0,0,
2760,10682,21,6,9.574285714285715
2760,10643,2,0,53.785
2760,10646,8,0,51.35625
2790,2,637,162,20.610439560439563
2790,40,17,7,21.14529411764706
2790,66,33,6,34.29151515151515
2790,68,0,0,
2790,69,32,0,38.04999999999999
2790,70,2,0,40.82
2790,71,8,6,5.6675
2790,121,8,1,30.291250000000005
2790,123,34,0,96.51176470588234
2790,127,172,129,4.017790697674419
2790,321,9,7,4.856666666666666
2790,322,20,14,1.4854999999999998
2790,325,22,19,1.9304545454545454
2790,326,30,21,5.202333333333333
2790,329,35,26,1.9474285714285713
2790,10639,1,0,24.79
2790,10681,0,0,
2790,10682,20,5,7.7535
2790,10643,1,0,101.62
2790,10646,3,0,82.38
2820,2,632,164,18.385379746835465
2820,40,16,11,7.156874999999999
2820,66,28,0,41.307142857142864
2820,68,6,0,42.556666666666665
2820,69,36,0,39.537222222222226
2820,70,7,0,34.78857142857143
2820,71,13,9,7.699230769230768
2820,121,4,0,64.4125
2820,123,35,0,100.83742857142856
2820,127,177,137,3.904011299435028
2820,321,8,5,3.55375
2820,322,25,22,4.845599999999999
2820,325,20,19,4.968500000000001
2820,326,26,10,8.19923076923077
2820,329,40,40,0.0
2820,10639,0,0,
2820,10681,1,0,40.62
2820,10682,17,2,15.695882352941176
2820,10643,1,0,34.14
2820,10646,4,0,43.6575
2850,2,645,186,18.825441860465098
2850,40,3,0,41.16
2850,66,31,0,40.385161290322586
2850,68,0,0,
2850,69,37,0,38.383243243243236
2850,70,1,0,41.56
2850,71,24,21,3.205416666666667
2850,121,8,0,38.8275
2850,123,54,0,105.25611111111112
2850,127,194,153,3.1465979381443296
2850,321,21,11,5.699523809523809
2850,322,30,22,6.261666666666666
2850,325,19,15,3.9505263157894737
2850,326,34,29,2.008235294117647
2850,329,40,38,0.18225000000000002
2850,10639,3,0,41.24666666666667
2850,10681,0,0,
2850,10682,12,0,24.643333333333334
2850,10643,2,0,70.29499999999999
2850,10646,3,0,41.87
2880,2,648,181,17.49550925925926
2880,40,13,1,54.63461538461539
2880,66,33,5,33.051212121212124
2880,68,15,0,24.534000000000002
2880,69,38,0,37.40631578947368
2880,70,0,0,
2880,71,11,8,4.996363636363636
2880,121,8,0,52.30375
2880,123,53,0,97.27905660377358
2880,127,175,135,5.6425714285714275
2880,321,13,13,0.0
2880,322,28,22,2.552857142857143
2880,325,21,7,17.307619047619053
2880,326,34,33,0.3241176470588235
2880,329,37,33,2.1424324324324324
2880,10639,2,1,22.57
2880,10681,5,0,57.194
2880,10682,11,0,29.66636363636364
2880,10643,2,0,61.709999999999994
2880,10646,2,0,42.055
2910,2,662,176,20.463640483383667
2910,40,12,1,46.8525
2910,66,36,10,29.817777777777778
2910,68,5,0,44.80800000000001
2910,69,35,0,37.92771428571427
2910,70,1,0,41.6
2910,71,2,1,5.345
2910,121,14,0,30.42000000000001
2910,123,43,0,97.02488372093022
2910,127,167,121,5.885209580838323
2910,321,13,13,0.0
2910,322,17,12,6.59
2910,325,23,17,2.9617391304347827
2910,326,39,33,2.04
2910,329,33,27,5.501515151515152
2910,10639,0,0,
2910,10681,3,0,48.14333333333334
2910,10682,10,0,24.076999999999998
2910,10643,3,0,54.580000000000005
2910,10646,8,0,50.605000000000004
2940,2,666,173,20.34027027027026
