sim_sec,source,interval_sec,network_vehicles,inside_vehicles,outside_vehicles,ttt_veh_h_cumulative,observed_exit_events,terminal_exit_inferred_events,unresolved_inside_disappearances,observed_entry_events,appeared_inside_events,reappeared_inside_events,ttd_observed_plus_terminal_cumulative,stock_closure_residual_veh
26.0,fzp,1.0,90,48,42,0.20249999999999999,0,0,0,0,4,0,0,0
27.0,fzp,1.0,94,52,42,0.21638888888888888,0,0,0,1,3,0,0,0
28.0,fzp,1.0,96,53,43,0.23097222222222222,0,0,0,0,1,0,0,0
29.0,fzp,1.0,100,56,44,0.2461111111111111,0,0,0,0,3,0,0,0
30.0,fzp,1.0,103,58,45,0.2619444444444444,0,0,0,0,2,0,0,0
31.0,fzp,1.0,107,62,45,0.2786111111111111,0,0,0,0,4,0,0,0
32.0,fzp,1.0,109,64,45,0.2961111111111111,0,0,0,0,2,0,0,0
33.0,fzp,1.0,118,70,48,0.31472222222222224,0,0,0,0,6,0,0,0
34.0,fzp,1.0,122,72,50,0.33444444444444443,0,0,0,0,2,0,0,0
35.0,fzp,1.0,127,76,51,0.355,0,0,0,0,4,0,0,0
36.0,fzp,1.0,132,80,52,0.37666666666666665,0,0,0,0,4,0,0,0
37.0,fzp,1.0,134,81,53,0.39902777777777776,0,0,0,0,1,0,0,0
38.0,fzp,1.0,137,83,54,0.42180555555555554,0,0,0,0,2,0,0,0
39.0,fzp,1.0,140,84,56,0.445,0,0,0,0,1,0,0,0
40.0,fzp,1.0,143,87,56,0.46875,0,0,0,0,3,0,0,0
41.0,fzp,1.0,148,90,58,0.49333333333333335,0,0,0,0,3,0,0,0
42.0,fzp,1.0,150,92,58,0.5186111111111111,0,0,0,0,2,0,0,0
43.0,fzp,1.0,152,92,60,0.5441666666666667,0,0,0,0,0,0,0,0
44.0,fzp,1.0,155,93,62,0.5698611111111112,0,0,0,0,1,0,0,0
45.0,fzp,1.0,162,99,63,0.5965277777777778,0,0,0,0,6,0,0,0
46.0,fzp,1.0,165,100,65,0.6241666666666666,0,0,0,0,1,0,0,0
47.0,fzp,1.0,167,101,66,0.6520833333333333,0,0,0,1,0,0,0,0
48.0,fzp,1.0,172,104,68,0.6805555555555556,0,0,0,0,3,0,0,0
49.0,fzp,1.0,176,108,68,0.7100000000000001,0,0,0,0,4,0,0,0
50.0,fzp,1.0,180,111,69,0.7404166666666667,0,0,0,0,3,0,0,0
51.0,fzp,1.0,181,112,69,0.7713888888888889,0,0,0,0,1,0,0,0
52.0,fzp,1.0,182,113,69,0.8026388888888889,0,0,0,0,1,0,0,0
53.0,fzp,1.0,191,120,71,0.835,0,0,0,0,7,0,0,0
54.0,fzp,1.0,194,122,72,0.8686111111111111,0,0,0,1,1,0,0,0
55.0,fzp,1.0,197,125,72,0.9029166666666667,0,0,0,0,3,0,0,0
56.0,fzp,1.0,200,128,72,0.9380555555555556,0,0,0,0,3,0,0,0
57.0,fzp,1.0,203,130,73,0.973888888888889,0,0,0,0,2,0,0,0
58.0,fzp,1.0,204,132,72,1.0102777777777778,0,0,0,1,1,0,0,0
59.0,fzp,1.0,211,136,75,1.0475,0,0,0,0,4,0,0,0
60.0,fzp,1.0,214,139,75,1.0856944444444445,0,0,0,1,2,0,0,0
61.0,fzp,1.0,215,140,75,1.1244444444444446,0,0,0,0,1,0,0,0
62.0,fzp,1.0,220,144,76,1.163888888888889,0,0,0,0,4,0,0,0
63.0,fzp,1.0,221,145,76,1.204027777777778,0,0,0,0,1,0,0,0
64.0,fzp,1.0,226,149,77,1.2448611111111112,0,0,0,0,4,0,0,0
65.0,fzp,1.0,230,152,78,1.2866666666666668,0,0,0,0,3,0,0,0
66.0,fzp,1.0,237,158,79,1.3297222222222225,0,0,0,0,6,0,0,0
67.0,fzp,1.0,240,159,81,1.3737500000000002,0,0,0,0,1,0,0,0
68.0,fzp,1.0,244,162,82,1.4183333333333337,0,0,0,0,3,0,0,0
69.0,fzp,1.0,248,165,83,1.4637500000000003,0,0,0,0,3,0,0,0
70.0,fzp,1.0,255,169,86,1.5101388888888891,0,0,0,0,4,0,0,0
71.0,fzp,1.0,258,172,86,1.5575000000000003,0,0,0,0,3,0,0,0
72.0,fzp,1.0,261,175,86,1.6056944444444448,0,0,0,0,3,0,0,0
73.0,fzp,1.0,266,178,88,1.6547222222222224,0,0,0,0,3,0,0,0
74.0,fzp,1.0,269,180,89,1.7044444444444447,0,0,0,0,2,0,0,0
75.0,fzp,1.0,273,183,90,1.7548611111111114,0,0,0,0,3,0,0,0
76.0,fzp,1.0,279,187,92,1.8062500000000004,0,0,0,1,3,0,0,0
77.0,fzp,1.0,281,188,93,1.8583333333333336,0,0,0,0,1,0,0,0
78.0,fzp,1.0,284,190,94,1.9108333333333336,0,0,0,0,2,0,0,0
79.0,fzp,1.0,288,193,95,1.9640277777777781,0,0,0,0,3,0,0,0
80.0,fzp,1.0,291,198,93,2.0183333333333335,0,0,0,2,3,0,0,0
81.0,fzp,1.0,291,198,93,2.0733333333333337,0,0,0,0,0,0,0,0
82.0,fzp,1.0,298,202,96,2.128888888888889,0,0,0,1,3,0,0,0
83.0,fzp,1.0,304,206,98,2.1855555555555557,0,0,0,1,3,0,0,0
84.0,fzp,1.0,310,209,101,2.2431944444444447,0,0,0,0,3,0,0,0
85.0,fzp,1.0,312,211,101,2.301527777777778,1,0,0,1,2,0,1,0
86.0,fzp,1.0,319,214,105,2.3605555555555555,0,0,0,0,3,0,1,0
87.0,fzp,1.0,322,215,107,2.420138888888889,0,0,0,0,1,0,1,0
88.0,fzp,1.0,328,219,109,2.4804166666666667,0,0,0,0,4,0,1,0
89.0,fzp,1.0,331,220,111,2.541388888888889,1,0,0,0,2,0,2,0
90.0,fzp,1.0,335,224,111,2.6030555555555557,0,0,0,0,4,0,2,0
91.0,fzp,1.0,338,226,112,2.6655555555555557,0,0,0,0,2,0,2,0
92.0,fzp,1.0,341,229,112,2.7287500000000002,0,0,0,0,3,0,2,0
93.0,fzp,1.0,342,229,113,2.7923611111111115,0,0,0,0,0,0,2,0
94.0,fzp,1.0,343,229,114,2.855972222222223,0,0,0,0,0,0,2,0
95.0,fzp,1.0,346,231,115,2.9198611111111115,0,0,0,0,2,0,2,0
96.0,fzp,1.0,352,237,115,2.9848611111111114,0,0,0,1,5,0,2,0
97.0,fzp,1.0,356,240,116,3.0511111111111116,0,0,0,0,3,0,2,0
98.0,fzp,1.0,360,243,117,3.1181944444444447,0,0,0,0,3,0,2,0
99.0,fzp,1.0,363,245,118,3.1859722222222224,0,0,0,0,2,0,2,0
100.0,fzp,1.0,369,248,121,3.2544444444444447,0,0,0,0,3,0,2,0
101.0,fzp,1.0,371,250,121,3.3236111111111115,0,0,0,0,2,0,2,0
102.0,fzp,1.0,373,252,121,3.3933333333333335,1,0,0,0,3,0,3,0
103.0,fzp,1.0,377,258,119,3.464166666666667,0,0,0,2,4,0,3,0
104.0,fzp,1.0,380,260,120,3.5361111111111114,0,0,0,0,2,0,3,0
105.0,fzp,1.0,383,263,120,3.60875,0,0,0,0,3,0,3,0
106.0,fzp,1.0,387,265,122,3.6820833333333334,0,0,0,0,2,0,3,0
107.0,fzp,1.0,394,272,122,3.756666666666667,0,0,0,0,7,0,3,0
108.0,fzp,1.0,397,274,123,3.8325,0,0,0,0,2,0,3,0
109.0,fzp,1.0,399,273,126,3.908472222222222,1,0,0,0,0,0,4,0
110.0,fzp,1.0,407,278,129,3.985,0,0,0,0,5,0,4,0
111.0,fzp,1.0,412,281,131,4.0626388888888885,0,0,0,0,3,0,4,0
112.0,fzp,1.0,421,284,137,4.141111111111111,1,0,0,0,4,0,5,0
113.0,fzp,1.0,425,287,138,4.220416666666667,1,0,0,2,2,0,6,0
114.0,fzp,1.0,431,291,140,4.300694444444445,0,0,0,1,3,0,6,0
115.0,fzp,1.0,433,293,140,4.381805555555556,1,0,0,1,2,0,7,0
116.0,fzp,1.0,439,298,141,4.4638888888888895,0,0,0,0,5,0,7,0
117.0,fzp,1.0,441,299,142,4.546805555555556,0,0,0,0,1,0,7,0
118.0,fzp,1.0,444,303,141,4.630416666666667,0,0,0,1,3,0,7,0
119.0,fzp,1.0,450,306,144,4.715000000000001,0,0,0,0,3,0,7,0
120.0,fzp,1.0,456,310,146,4.800555555555556,1,0,0,1,4,0,8,0
121.0,fzp,1.0,459,311,148,4.886805555555556,0,0,0,0,1,0,8,0
122.0,fzp,1.0,463,313,150,4.973472222222223,0,0,0,0,2,0,8,0
123.0,fzp,1.0,472,318,154,5.061111111111112,0,0,0,1,4,0,8,0
124.0,fzp,1.0,476,319,157,5.149583333333334,1,0,0,0,2,0,9,0
125.0,fzp,1.0,479,320,159,5.238333333333334,0,0,0,0,1,0,9,0
126.0,fzp,1.0,486,325,161,5.327916666666668,0,0,0,0,5,0,9,0
127.0,fzp,1.0,487,326,161,5.418333333333335,0,0,0,1,0,0,9,0
128.0,fzp,1.0,492,328,164,5.509166666666668,1,0,0,0,3,0,10,0
129.0,fzp,1.0,493,330,163,5.600555555555557,0,0,0,1,1,0,10,0
130.0,fzp,1.0,494,331,163,5.692361111111112,0,0,0,0,1,0,10,0
131.0,fzp,1.0,496,332,164,5.784444444444445,0,0,0,0,1,0,10,0
132.0,fzp,1.0,498,333,165,5.876805555555556,1,0,0,0,2,0,11,0
133.0,fzp,1.0,505,339,166,5.97013888888889,0,0,0,0,6,0,11,0
134.0,fzp,1.0,509,340,169,6.064444444444446,1,0,0,0,2,0,12,0
135.0,fzp,1.0,515,341,174,6.159027777777779,2,0,0,0,3,0,14,0
136.0,fzp,1.0,515,342,173,6.25388888888889,0,0,0,0,1,0,14,0
137.0,fzp,1.0,518,345,173,6.349305555555557,0,0,0,0,3,0,14,0
138.0,fzp,1.0,525,347,178,6.445416666666668,0,0,0,0,2,0,14,0
139.0,fzp,1.0,526,348,178,6.541944444444447,0,0,0,0,1,0,14,0
140.0,fzp,1.0,530,350,180,6.638888888888891,0,0,0,0,2,0,14,0
141.0,fzp,1.0,532,352,180,6.736388888888891,1,0,0,1,2,0,15,0
142.0,fzp,1.0,539,357,182,6.834861111111113,0,0,0,0,5,0,15,0
143.0,fzp,1.0,542,359,183,6.934305555555557,0,0,0,0,2,0,15,0
144.0,fzp,1.0,544,361,183,7.034305555555557,0,0,0,0,2,0,15,0
145.0,fzp,1.0,547,365,182,7.13513888888889,0,0,0,0,4,0,15,0
146.0,fzp,1.0,550,367,183,7.236805555555557,0,0,0,0,2,0,15,0
147.0,fzp,1.0,550,367,183,7.338750000000001,0,0,0,0,0,0,15,0
148.0,fzp,1.0,554,372,182,7.4413888888888895,0,0,0,1,4,0,15,0
149.0,fzp,1.0,556,375,181,7.545138888888889,0,0,0,1,2,0,15,0
150.0,fzp,1.0,561,378,183,7.6497222222222225,0,0,0,0,3,0,15,0
151.0,fzp,1.0,563,385,178,7.755694444444445,0,0,0,4,3,0,15,0
152.0,fzp,1.0,566,389,177,7.863194444444445,0,0,0,3,1,0,15,0
153.0,fzp,1.0,570,392,178,7.971666666666667,0,0,0,0,3,0,15,0
154.0,fzp,1.0,571,395,176,8.080972222222222,0,0,0,1,2,0,15,0
155.0,fzp,1.0,577,399,178,8.19125,0,0,0,0,4,0,15,0
156.0,fzp,1.0,577,401,176,8.30236111111111,0,0,0,1,1,0,15,0
157.0,fzp,1.0,579,400,179,8.413611111111111,1,0,0,0,0,0,16,0
158.0,fzp,1.0,582,403,179,8.525138888888888,0,0,0,1,2,0,16,0
159.0,fzp,1.0,587,407,180,8.637638888888889,0,0,0,0,4,0,16,0
160.0,fzp,1.0,592,411,181,8.751249999999999,1,0,0,1,4,0,17,0
161.0,fzp,1.0,598,414,184,8.865833333333333,1,0,0,1,3,0,18,0
162.0,fzp,1.0,603,418,185,8.981388888888889,2,0,0,2,4,0,20,0
163.0,fzp,1.0,607,420,187,9.097777777777777,1,0,0,0,3,0,21,0
164.0,fzp,1.0,613,425,188,9.215138888888887,0,0,0,0,5,0,21,0
165.0,fzp,1.0,617,427,190,9.333472222222222,2,0,0,0,4,0,23,0
166.0,fzp,1.0,621,429,192,9.452361111111111,1,0,0,0,3,0,24,0
167.0,fzp,1.0,623,430,193,9.571666666666667,0,0,0,0,1,0,24,0
168.0,fzp,1.0,629,436,193,9.691944444444445,2,0,0,3,5,0,26,0
169.0,fzp,1.0,631,437,194,9.813194444444445,1,0,0,0,2,0,27,0
170.0,fzp,1.0,634,440,194,9.935,0,0,0,0,3,0,27,0
171.0,fzp,1.0,638,441,197,10.057361111111112,2,0,0,0,3,0,29,0
172.0,fzp,1.0,642,445,197,10.180416666666668,1,0,0,1,4,0,30,0
173.0,fzp,1.0,644,448,196,10.304444444444446,0,0,0,1,2,0,30,0
174.0,fzp,1.0,644,450,194,10.429166666666669,0,0,0,1,1,0,30,0
175.0,fzp,1.0,647,452,195,10.554444444444446,1,0,0,1,2,0,31,0
176.0,fzp,1.0,652,457,195,10.680694444444446,0,0,0,2,3,0,31,0
177.0,fzp,1.0,656,460,196,10.808055555555558,0,0,0,0,3,0,31,0
178.0,fzp,1.0,662,462,200,10.936111111111114,0,0,0,0,2,0,31,0
179.0,fzp,1.0,662,462,200,11.064444444444447,0,0,0,0,0,0,31,0
180.0,fzp,1.0,670,467,203,11.193472222222224,0,0,0,0,5,0,31,0
181.0,fzp,1.0,673,469,204,11.323472222222225,0,0,0,0,2,0,31,0
182.0,fzp,1.0,681,476,205,11.454722222222225,0,0,0,0,7,0,31,0
183.0,fzp,1.0,687,482,205,11.58777777777778,0,0,0,1,5,0,31,0
184.0,fzp,1.0,691,486,205,11.722222222222225,0,0,0,1,3,0,31,0
185.0,fzp,1.0,694,490,204,11.85777777777778,0,0,0,0,4,0,31,0
186.0,fzp,1.0,699,492,207,11.994166666666668,0,0,0,0,2,0,31,0
187.0,fzp,1.0,704,495,209,12.131250000000001,2,0,0,0,5,0,33,0
188.0,fzp,1.0,707,499,208,12.269305555555556,0,0,0,1,3,0,33,0
189.0,fzp,1.0,708,498,210,12.40777777777778,3,0,0,2,0,0,36,0
190.0,fzp,1.0,710,499,211,12.546250000000002,0,0,0,0,1,0,36,0
191.0,fzp,1.0,715,500,215,12.685000000000002,1,0,0,0,2,0,37,0
192.0,fzp,1.0,717,500,217,12.823888888888892,1,0,0,0,1,0,38,0
193.0,fzp,1.0,719,502,217,12.963055555555558,0,0,0,1,1,0,38,0
194.0,fzp,1.0,721,506,215,13.103055555555558,0,0,0,0,4,0,38,0
195.0,fzp,1.0,721,508,213,13.243888888888891,0,0,0,1,1,0,38,0
196.0,fzp,1.0,726,513,213,13.385694444444447,1,0,0,1,5,0,39,0
197.0,fzp,1.0,730,516,214,13.528611111111113,0,0,0,0,3,0,39,0
198.0,fzp,1.0,731,516,215,13.671944444444446,2,0,0,0,2,0,41,0
199.0,fzp,1.0,733,517,216,13.815416666666668,0,0,0,0,1,0,41,0
200.0,fzp,1.0,737,521,216,13.959583333333335,1,0,0,0,5,0,42,0
201.0,fzp,1.0,738,522,216,14.104444444444447,1,0,0,1,1,0,43,0
202.0,fzp,1.0,739,522,217,14.249444444444446,1,0,0,0,1,0,44,0
203.0,fzp,1.0,742,523,219,14.394583333333335,1,0,0,0,2,0,45,0
204.0,fzp,1.0,744,525,219,14.54013888888889,2,0,0,1,3,0,47,0
205.0,fzp,1.0,751,530,221,14.686666666666667,1,0,0,0,6,0,48,0
206.0,fzp,1.0,755,533,222,14.834305555555556,1,0,0,1,3,0,49,0
207.0,fzp,1.0,758,535,223,14.98263888888889,1,0,0,0,3,0,50,0
208.0,fzp,1.0,762,536,226,15.131388888888889,2,0,0,0,3,0,52,0
209.0,fzp,1.0,766,538,228,15.280555555555555,2,0,0,0,4,0,54,0
210.0,fzp,1.0,766,539,227,15.430138888888889,1,0,0,1,1,0,55,0
211.0,fzp,1.0,770,543,227,15.580416666666666,0,0,0,1,3,0,55,0
212.0,fzp,1.0,771,545,226,15.731527777777778,1,0,0,1,2,0,56,0
213.0,fzp,1.0,778,547,231,15.883194444444445,0,0,0,0,2,0,56,0
214.0,fzp,1.0,783,551,232,16.035694444444445,2,0,0,0,6,0,58,0
215.0,fzp,1.0,793,555,238,16.189305555555556,2,0,0,0,6,0,60,0
216.0,fzp,1.0,796,557,239,16.34375,1,0,0,0,3,0,61,0
217.0,fzp,1.0,797,559,238,16.49875,0,0,0,1,1,0,61,0
218.0,fzp,1.0,801,562,239,16.654444444444447,1,0,0,0,4,0,62,0
219.0,fzp,1.0,801,566,235,16.811111111111114,2,0,0,4,2,0,64,0
220.0,fzp,1.0,806,567,239,16.968472222222225,2,0,0,0,3,0,66,0
221.0,fzp,1.0,809,567,242,17.125972222222224,3,0,0,1,2,0,69,0
222.0,fzp,1.0,812,569,243,17.28375,0,0,0,0,2,0,69,0
223.0,fzp,1.0,813,569,244,17.441805555555558,0,0,0,0,0,0,69,0
224.0,fzp,1.0,815,568,247,17.599722222222223,1,0,0,0,0,0,70,0
225.0,fzp,1.0,824,573,251,17.758194444444445,0,0,0,0,5,0,70,0
226.0,fzp,1.0,825,575,250,17.917638888888888,0,0,0,0,2,0,70,0
227.0,fzp,1.0,824,575,249,18.07736111111111,1,0,0,0,1,0,71,0
228.0,fzp,1.0,825,574,251,18.236944444444443,1,0,0,0,0,0,72,0
229.0,fzp,1.0,827,577,250,18.396805555555556,0,0,0,1,2,0,72,0
230.0,fzp,1.0,828,580,248,18.5575,1,0,0,2,2,0,73,0
231.0,fzp,1.0,833,582,251,18.71888888888889,2,0,0,1,3,0,75,0
232.0,fzp,1.0,836,583,253,18.880694444444448,1,0,0,0,2,0,76,0
233.0,fzp,1.0,836,587,249,19.04319444444445,1,0,0,3,2,0,77,0
234.0,fzp,1.0,836,585,251,19.205972222222226,2,0,0,0,0,0,79,0
235.0,fzp,1.0,838,587,251,19.368750000000002,1,0,0,1,2,0,80,0
236.0,fzp,1.0,839,588,251,19.531944444444445,2,0,0,2,1,0,82,0
237.0,fzp,1.0,842,591,251,19.695694444444445,1,0,0,1,3,0,83,0
238.0,fzp,1.0,845,591,254,19.859861111111112,2,0,0,0,2,0,85,0
239.0,fzp,1.0,847,592,255,20.024166666666666,1,0,0,1,1,0,86,0
240.0,fzp,1.0,852,597,255,20.189305555555556,2,0,0,1,6,0,88,0
241.0,fzp,1.0,855,600,255,20.355555555555558,1,0,0,1,3,0,89,0
242.0,fzp,1.0,856,601,255,20.522361111111113,1,0,0,0,2,0,90,0
243.0,fzp,1.0,858,600,258,20.68916666666667,2,0,0,1,0,0,92,0
244.0,fzp,1.0,857,600,257,20.855833333333337,2,0,0,1,1,0,94,0
245.0,fzp,1.0,860,599,261,21.022361111111113,1,0,0,0,0,0,95,0
246.0,fzp,1.0,866,602,264,21.18916666666667,1,0,0,1,3,0,96,0
247.0,fzp,1.0,870,604,266,21.35666666666667,2,0,0,1,3,0,98,0
248.0,fzp,1.0,874,607,267,21.524861111111115,0,0,0,0,3,0,98,0
249.0,fzp,1.0,878,611,267,21.69402777777778,2,0,0,2,4,0,100,0
250.0,fzp,1.0,881,611,270,21.863750000000003,0,0,0,0,0,0,100,0
251.0,fzp,1.0,889,616,273,22.03416666666667,0,0,0,0,5,0,100,0
252.0,fzp,1.0,891,617,274,22.20541666666667,1,0,0,0,2,0,101,0
253.0,fzp,1.0,895,621,274,22.377361111111117,0,0,0,0,4,0,101,0
254.0,fzp,1.0,900,625,275,22.550416666666674,0,0,0,1,3,0,101,0
255.0,fzp,1.0,903,628,275,22.72444444444445,1,0,0,2,2,0,102,0
256.0,fzp,1.0,906,630,276,22.899166666666673,1,0,0,1,2,0,103,0
257.0,fzp,1.0,906,631,275,23.07430555555556,1,0,0,0,2,0,104,0
258.0,fzp,1.0,906,630,276,23.24944444444445,1,0,0,0,0,0,105,0
259.0,fzp,1.0,907,629,278,23.42430555555556,3,0,0,1,1,0,108,0
260.0,fzp,1.0,908,627,281,23.598750000000003,3,0,0,0,1,0,111,0
261.0,fzp,1.0,907,626,281,23.77277777777778,2,0,0,0,1,0,113,0
262.0,fzp,1.0,913,631,282,23.947361111111114,0,0,0,0,5,0,113,0
263.0,fzp,1.0,915,635,280,24.123194444444447,1,0,0,4,1,0,114,0
264.0,fzp,1.0,914,636,278,24.299722222222226,2,0,0,3,0,0,116,0
265.0,fzp,1.0,917,636,281,24.47638888888889,2,0,0,0,2,0,118,0
266.0,fzp,1.0,918,637,281,24.65319444444445,4,0,0,4,1,0,122,0
267.0,fzp,1.0,918,638,280,24.83027777777778,2,0,0,2,1,0,124,0
268.0,fzp,1.0,921,643,278,25.00819444444445,2,0,0,4,3,0,126,0
269.0,fzp,1.0,924,643,281,25.18680555555556,2,0,0,0,2,0,128,0
270.0,fzp,1.0,926,647,279,25.365972222222226,2,0,0,3,3,0,130,0
271.0,fzp,1.0,929,650,279,25.546111111111113,2,0,0,2,3,0,132,0
272.0,fzp,1.0,933,651,282,25.726805555555558,2,0,0,1,2,0,134,0
273.0,fzp,1.0,932,653,279,25.90791666666667,1,0,0,1,2,0,135,0
274.0,fzp,1.0,934,653,281,26.08930555555556,0,0,0,0,0,0,135,0
275.0,fzp,1.0,939,653,286,26.270694444444448,5,0,0,0,5,0,140,0
276.0,fzp,1.0,938,652,286,26.451944444444447,1,0,0,0,0,0,141,0
277.0,fzp,1.0,938,651,287,26.63291666666667,2,0,0,0,1,0,143,0
278.0,fzp,1.0,942,653,289,26.81402777777778,0,0,0,0,2,0,143,0
279.0,fzp,1.0,943,656,287,26.995833333333337,0,0,0,1,2,0,143,0
280.0,fzp,1.0,944,655,289,27.177916666666672,3,0,0,0,2,0,146,0
281.0,fzp,1.0,943,654,289,27.359722222222228,2,0,0,0,1,0,148,0
282.0,fzp,1.0,948,654,294,27.541388888888896,3,0,0,0,3,0,151,0
283.0,fzp,1.0,948,655,293,27.723194444444452,1,0,0,0,2,0,152,0
284.0,fzp,1.0,949,655,294,27.905138888888896,2,1,0,1,2,0,155,0
285.0,fzp,1.0,947,655,292,28.08708333333334,1,0,0,0,1,0,156,0
286.0,fzp,1.0,952,657,295,28.26930555555556,1,0,0,0,3,0,157,0
287.0,fzp,1.0,951,656,295,28.45166666666667,2,0,0,0,1,0,159,0
288.0,fzp,1.0,952,657,295,28.63402777777778,1,0,0,0,2,0,160,0
289.0,fzp,1.0,957,658,299,28.81666666666667,3,0,0,0,4,0,163,0
290.0,fzp,1.0,957,654,303,28.998888888888892,3,1,0,0,0,0,167,0
291.0,fzp,1.0,960,655,305,29.18069444444445,3,0,0,1,3,0,170,0
292.0,fzp,1.0,961,660,301,29.363333333333337,0,0,0,0,5,0,170,0
293.0,fzp,1.0,969,665,304,29.547361111111115,1,0,0,0,6,0,171,0
294.0,fzp,1.0,971,668,303,29.732500000000005,1,0,0,1,3,0,172,0
295.0,fzp,1.0,971,671,300,29.918472222222228,0,0,0,0,3,0,172,0
296.0,fzp,1.0,972,671,301,30.104861111111116,0,0,0,0,0,0,172,0
297.0,fzp,1.0,971,671,300,30.291250000000005,1,2,0,0,3,0,175,0
298.0,fzp,1.0,975,671,304,30.477638888888894,2,0,0,0,2,0,177,0
299.0,fzp,1.0,977,671,306,30.664027777777783,1,0,0,0,1,0,178,0
300.0,fzp,1.0,982,676,306,30.851111111111116,0,0,0,0,5,0,178,0
301.0,fzp,1.0,983,680,303,31.03944444444445,0,0,0,1,3,0,178,0
302.0,fzp,1.0,984,683,301,31.228750000000005,3,0,0,3,3,0,181,0
303.0,fzp,1.0,988,683,305,31.418472222222228,2,0,0,0,2,0,183,0
304.0,fzp,1.0,992,685,307,31.60847222222223,3,0,0,2,3,0,186,0
305.0,fzp,1.0,996,689,307,31.799305555555563,1,0,0,2,3,0,187,0
306.0,fzp,1.0,1000,693,307,31.991250000000008,2,1,0,3,4,0,190,0
307.0,fzp,1.0,1004,697,307,32.18430555555556,2,0,0,2,4,0,192,0
308.0,fzp,1.0,1008,700,308,32.37833333333334,2,0,0,2,3,0,194,0
309.0,fzp,1.0,1011,704,307,32.57333333333334,1,1,0,4,2,0,196,0
310.0,fzp,1.0,1015,708,307,32.769444444444446,2,0,0,1,5,0,198,0
311.0,fzp,1.0,1017,711,306,32.96652777777778,1,1,0,1,4,0,200,0
312.0,fzp,1.0,1014,709,305,33.16375,3,0,0,0,1,0,203,0
313.0,fzp,1.0,1017,713,304,33.36125,1,0,0,2,3,0,204,0
314.0,fzp,1.0,1021,715,306,33.55958333333333,1,0,0,1,2,0,205,0
315.0,fzp,1.0,1025,720,305,33.75888888888888,1,1,0,2,5,0,207,0
316.0,fzp,1.0,1030,722,308,33.95916666666666,2,1,0,1,4,0,210,0
317.0,fzp,1.0,1037,730,307,34.16083333333333,0,0,0,1,7,0,210,0
318.0,fzp,1.0,1042,732,310,34.36388888888889,4,0,0,3,3,0,214,0
319.0,fzp,1.0,1041,735,306,34.56763888888889,2,0,0,2,3,0,216,0
320.0,fzp,1.0,1040,733,307,34.77152777777778,4,0,0,0,2,0,220,0
321.0,fzp,1.0,1037,739,298,34.975972222222225,0,0,0,2,4,0,220,0
322.0,fzp,1.0,1041,741,300,35.18152777777778,2,0,0,0,4,0,222,0
323.0,fzp,1.0,1044,743,301,35.387638888888894,0,0,0,1,1,0,222,0
324.0,fzp,1.0,1050,749,301,35.594861111111115,2,0,0,3,5,0,224,0
325.0,fzp,1.0,1051,750,301,35.80305555555556,1,1,0,0,3,0,226,0
