controller,category,case_count,scenarios,mean_vehicle_hours_total_pct_vs_no_control,max_vehicle_hours_total_pct_vs_no_control,mean_stopped_vehicle_hours_pct_vs_no_control,max_stopped_vehicle_hours_pct_vs_no_control,mean_mean_speed_kph_pct_vs_no_control,max_mean_speed_kph_pct_vs_no_control,mean_prediction_total_abs_error_mean_veh_pct_vs_no_control,max_prediction_total_abs_error_mean_veh_pct_vs_no_control,mean_mean_decision_wall_sec,max_mean_decision_wall_sec,mean_mean_signal_split_abs_sec,max_mean_signal_split_abs_sec,mean_mean_signal_offset_abs_sec,max_mean_signal_offset_abs_sec,mean_vsl_mean_abs_step_kph,max_vsl_mean_abs_step_kph,mean_ramp_green_abs_step_sec,max_ramp_green_abs_step_sec,mean_controller_error_count,max_controller_error_count,mean_fallback_state_rows,max_fallback_state_rows
no-control,1_ramp_metering,1,ramp_d_bias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38903916666666666,0.38903916666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pfo,1_ramp_metering,1,ramp_d_bias,-0.07097995354039552,-0.07097995354039552,-1.4913580246913574,-1.4913580246913574,0.4321079339945228,0.4321079339945228,42.66588750071606,42.66588750071606,33.36811266666667,33.36811266666667,2.0,2.0,6.666666666666667,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
