panel,series,sim_sec,value,unit,kind
cell_speed,E6,2310.0,10.68186,km/h,observed_30s
cell_speed,E6,2340.0,9.11226,km/h,observed_30s
cell_speed,E6,2370.0,8.502347,km/h,observed_30s
cell_speed,E6,2400.0,7.280376,km/h,observed_30s
cell_speed,E6,2430.0,7.618731,km/h,observed_30s
cell_speed,E6,2460.0,5.873594,km/h,observed_30s
cell_speed,E6,2490.0,6.552445,km/h,observed_30s
cell_speed,E6,2520.0,5.712013,km/h,observed_30s
cell_speed,E6,2550.0,5.106801,km/h,observed_30s
stopped_stock,10639,900.0,0.0,vehicles,observed_30s
stopped_stock,10639,930.0,0.0,vehicles,observed_30s
stopped_stock,10639,960.0,0.0,vehicles,observed_30s
stopped_stock,10639,990.0,0.0,vehicles,observed_30s
stopped_stock,10639,1020.0,0.0,vehicles,observed_30s
stopped_stock,10639,1050.0,0.0,vehicles,observed_30s
stopped_stock,10639,1080.0,0.0,vehicles,observed_30s
stopped_stock,10639,1110.0,0.0,vehicles,observed_30s
stopped_stock,10639,1140.0,0.0,vehicles,observed_30s
stopped_stock,10639,1170.0,0.0,vehicles,observed_30s
stopped_stock,10639,1200.0,0.0,vehicles,observed_30s
stopped_stock,10639,1230.0,2.0,vehicles,observed_30s
stopped_stock,10639,1260.0,4.0,vehicles,observed_30s
stopped_stock,10639,1290.0,5.0,vehicles,observed_30s
stopped_stock,10639,1320.0,9.0,vehicles,observed_30s
stopped_stock,10639,1350.0,9.0,vehicles,observed_30s
stopped_stock,10639,1380.0,11.0,vehicles,observed_30s
stopped_stock,10639,1410.0,15.0,vehicles,observed_30s
stopped_stock,10639,1440.0,16.0,vehicles,observed_30s
stopped_stock,10639,1470.0,21.0,vehicles,observed_30s
stopped_stock,10639,1500.0,23.0,vehicles,observed_30s
stopped_stock,10639,1530.0,24.0,vehicles,observed_30s
stopped_stock,10639,1560.0,26.0,vehicles,observed_30s
stopped_stock,10639,1590.0,28.0,vehicles,observed_30s
stopped_stock,10639,1620.0,28.0,vehicles,observed_30s
stopped_stock,10639,1650.0,28.0,vehicles,observed_30s
stopped_stock,10639,1680.0,28.0,vehicles,observed_30s
stopped_stock,10639,1710.0,28.0,vehicles,observed_30s
stopped_stock,10639,1740.0,29.0,vehicles,observed_30s
stopped_stock,10639,1770.0,31.0,vehicles,observed_30s
stopped_stock,10639,1800.0,33.0,vehicles,observed_30s
stopped_stock,10639,1830.0,30.0,vehicles,observed_30s
stopped_stock,10639,1860.0,31.0,vehicles,observed_30s
stopped_stock,10639,1890.0,33.0,vehicles,observed_30s
stopped_stock,10639,1920.0,31.0,vehicles,observed_30s
stopped_stock,10639,1950.0,25.0,vehicles,observed_30s
stopped_stock,10639,1980.0,35.0,vehicles,observed_30s
stopped_stock,10639,2010.0,42.0,vehicles,observed_30s
stopped_stock,10639,2040.0,50.0,vehicles,observed_30s
stopped_stock,10639,2070.0,50.0,vehicles,observed_30s
stopped_stock,10639,2100.0,50.0,vehicles,observed_30s
stopped_stock,10639,2130.0,39.0,vehicles,observed_30s
stopped_stock,10639,2160.0,29.0,vehicles,observed_30s
stopped_stock,10639,2190.0,23.0,vehicles,observed_30s
stopped_stock,10639,2220.0,40.0,vehicles,observed_30s
stopped_stock,10639,2250.0,41.0,vehicles,observed_30s
stopped_stock,10639,2280.0,45.0,vehicles,observed_30s
stopped_stock,10639,2310.0,43.0,vehicles,observed_30s
stopped_stock,10639,2340.0,43.0,vehicles,observed_30s
stopped_stock,10639,2370.0,39.0,vehicles,observed_30s
stopped_stock,10639,2400.0,35.0,vehicles,observed_30s
stopped_stock,10639,2430.0,33.0,vehicles,observed_30s
stopped_stock,10639,2460.0,37.0,vehicles,observed_30s
stopped_stock,10639,2490.0,33.0,vehicles,observed_30s
stopped_stock,10639,2520.0,34.0,vehicles,observed_30s
stopped_stock,10639,2550.0,28.0,vehicles,observed_30s
stopped_stock,10682,900.0,0.0,vehicles,observed_30s
stopped_stock,10682,930.0,2.0,vehicles,observed_30s
stopped_stock,10682,960.0,5.0,vehicles,observed_30s
stopped_stock,10682,990.0,5.0,vehicles,observed_30s
stopped_stock,10682,1020.0,5.0,vehicles,observed_30s
stopped_stock,10682,1050.0,3.0,vehicles,observed_30s
stopped_stock,10682,1080.0,4.0,vehicles,observed_30s
stopped_stock,10682,1110.0,3.0,vehicles,observed_30s
stopped_stock,10682,1140.0,5.0,vehicles,observed_30s
stopped_stock,10682,1170.0,2.0,vehicles,observed_30s
stopped_stock,10682,1200.0,0.0,vehicles,observed_30s
stopped_stock,10682,1230.0,0.0,vehicles,observed_30s
stopped_stock,10682,1260.0,0.0,vehicles,observed_30s
stopped_stock,10682,1290.0,2.0,vehicles,observed_30s
stopped_stock,10682,1320.0,5.0,vehicles,observed_30s
stopped_stock,10682,1350.0,8.0,vehicles,observed_30s
stopped_stock,10682,1380.0,3.0,vehicles,observed_30s
stopped_stock,10682,1410.0,3.0,vehicles,observed_30s
stopped_stock,10682,1440.0,5.0,vehicles,observed_30s
stopped_stock,10682,1470.0,0.0,vehicles,observed_30s
stopped_stock,10682,1500.0,5.0,vehicles,observed_30s
stopped_stock,10682,1530.0,0.0,vehicles,observed_30s
stopped_stock,10682,1560.0,3.0,vehicles,observed_30s
stopped_stock,10682,1590.0,10.0,vehicles,observed_30s
stopped_stock,10682,1620.0,15.0,vehicles,observed_30s
stopped_stock,10682,1650.0,14.0,vehicles,observed_30s
stopped_stock,10682,1680.0,20.0,vehicles,observed_30s
stopped_stock,10682,1710.0,21.0,vehicles,observed_30s
stopped_stock,10682,1740.0,23.0,vehicles,observed_30s
stopped_stock,10682,1770.0,26.0,vehicles,observed_30s
stopped_stock,10682,1800.0,27.0,vehicles,observed_30s
stopped_stock,10682,1830.0,24.0,vehicles,observed_30s
stopped_stock,10682,1860.0,15.0,vehicles,observed_30s
stopped_stock,10682,1890.0,9.0,vehicles,observed_30s
stopped_stock,10682,1920.0,8.0,vehicles,observed_30s
stopped_stock,10682,1950.0,6.0,vehicles,observed_30s
stopped_stock,10682,1980.0,11.0,vehicles,observed_30s
stopped_stock,10682,2010.0,15.0,vehicles,observed_30s
stopped_stock,10682,2040.0,13.0,vehicles,observed_30s
stopped_stock,10682,2070.0,10.0,vehicles,observed_30s
stopped_stock,10682,2100.0,11.0,vehicles,observed_30s
stopped_stock,10682,2130.0,18.0,vehicles,observed_30s
stopped_stock,10682,2160.0,18.0,vehicles,observed_30s
stopped_stock,10682,2190.0,20.0,vehicles,observed_30s
stopped_stock,10682,2220.0,17.0,vehicles,observed_30s
stopped_stock,10682,2250.0,16.0,vehicles,observed_30s
stopped_stock,10682,2280.0,14.0,vehicles,observed_30s
stopped_stock,10682,2310.0,13.0,vehicles,observed_30s
stopped_stock,10682,2340.0,16.0,vehicles,observed_30s
stopped_stock,10682,2370.0,14.0,vehicles,observed_30s
stopped_stock,10682,2400.0,12.0,vehicles,observed_30s
stopped_stock,10682,2430.0,10.0,vehicles,observed_30s
stopped_stock,10682,2460.0,10.0,vehicles,observed_30s
stopped_stock,10682,2490.0,10.0,vehicles,observed_30s
stopped_stock,10682,2520.0,15.0,vehicles,observed_30s
stopped_stock,10682,2550.0,12.0,vehicles,observed_30s
stopped_stock,420,900.0,0.0,vehicles,observed_30s
stopped_stock,420,930.0,0.0,vehicles,observed_30s
stopped_stock,420,960.0,0.0,vehicles,observed_30s
stopped_stock,420,990.0,1.0,vehicles,observed_30s
stopped_stock,420,1020.0,6.0,vehicles,observed_30s
stopped_stock,420,1050.0,23.0,vehicles,observed_30s
stopped_stock,420,1080.0,0.0,vehicles,observed_30s
stopped_stock,420,1110.0,2.0,vehicles,observed_30s
stopped_stock,420,1140.0,15.0,vehicles,observed_30s
stopped_stock,420,1170.0,30.0,vehicles,observed_30s
stopped_stock,420,1200.0,39.0,vehicles,observed_30s
stopped_stock,420,1230.0,7.0,vehicles,observed_30s
stopped_stock,420,1260.0,41.0,vehicles,observed_30s
stopped_stock,420,1290.0,38.0,vehicles,observed_30s
stopped_stock,420,1320.0,33.0,vehicles,observed_30s
stopped_stock,420,1350.0,30.0,vehicles,observed_30s
stopped_stock,420,1380.0,18.0,vehicles,observed_30s
stopped_stock,420,1410.0,44.0,vehicles,observed_30s
stopped_stock,420,1440.0,50.0,vehicles,observed_30s
stopped_stock,420,1470.0,33.0,vehicles,observed_30s
stopped_stock,420,1500.0,14.0,vehicles,observed_30s
stopped_stock,420,1530.0,11.0,vehicles,observed_30s
stopped_stock,420,1560.0,7.0,vehicles,observed_30s
stopped_stock,420,1590.0,6.0,vehicles,observed_30s
stopped_stock,420,1620.0,19.0,vehicles,observed_30s
stopped_stock,420,1650.0,50.0,vehicles,observed_30s
stopped_stock,420,1680.0,75.0,vehicles,observed_30s
stopped_stock,420,1710.0,54.0,vehicles,observed_30s
stopped_stock,420,1740.0,40.0,vehicles,observed_30s
stopped_stock,420,1770.0,42.0,vehicles,observed_30s
stopped_stock,420,1800.0,59.0,vehicles,observed_30s
stopped_stock,420,1830.0,93.0,vehicles,observed_30s
stopped_stock,420,1860.0,75.0,vehicles,observed_30s
stopped_stock,420,1890.0,67.0,vehicles,observed_30s
stopped_stock,420,1920.0,64.0,vehicles,observed_30s
stopped_stock,420,1950.0,62.0,vehicles,observed_30s
stopped_stock,420,1980.0,89.0,vehicles,observed_30s
stopped_stock,420,2010.0,111.0,vehicles,observed_30s
stopped_stock,420,2040.0,87.0,vehicles,observed_30s
stopped_stock,420,2070.0,83.0,vehicles,observed_30s
stopped_stock,420,2100.0,63.0,vehicles,observed_30s
stopped_stock,420,2130.0,53.0,vehicles,observed_30s
stopped_stock,420,2160.0,87.0,vehicles,observed_30s
stopped_stock,420,2190.0,60.0,vehicles,observed_30s
stopped_stock,420,2220.0,65.0,vehicles,observed_30s
stopped_stock,420,2250.0,54.0,vehicles,observed_30s
stopped_stock,420,2280.0,52.0,vehicles,observed_30s
stopped_stock,420,2310.0,83.0,vehicles,observed_30s
stopped_stock,420,2340.0,52.0,vehicles,observed_30s
stopped_stock,420,2370.0,41.0,vehicles,observed_30s
stopped_stock,420,2400.0,41.0,vehicles,observed_30s
stopped_stock,420,2430.0,52.0,vehicles,observed_30s
stopped_stock,420,2460.0,76.0,vehicles,observed_30s
stopped_stock,420,2490.0,60.0,vehicles,observed_30s
stopped_stock,420,2520.0,49.0,vehicles,observed_30s
stopped_stock,420,2550.0,48.0,vehicles,observed_30s
vsl,E_S0,900.0,120.0,km/h,held_actual_command
vsl,E_S0,1050.0,120.0,km/h,held_actual_command
vsl,E_S0,1200.0,120.0,km/h,held_actual_command
vsl,E_S0,1350.0,120.0,km/h,held_actual_command
vsl,E_S0,1500.0,120.0,km/h,held_actual_command
vsl,E_S0,1650.0,120.0,km/h,held_actual_command
vsl,E_S0,1800.0,100.0,km/h,held_actual_command
vsl,E_S0,1950.0,120.0,km/h,held_actual_command
vsl,E_S0,2100.0,120.0,km/h,held_actual_command
vsl,E_S0,2250.0,120.0,km/h,held_actual_command
vsl,E_S0,2400.0,120.0,km/h,held_actual_command
vsl,E_S0,2550.0,120.0,km/h,held_actual_command
vsl,E_S2,900.0,120.0,km/h,held_actual_command
vsl,E_S2,1050.0,120.0,km/h,held_actual_command
vsl,E_S2,1200.0,120.0,km/h,held_actual_command
vsl,E_S2,1350.0,120.0,km/h,held_actual_command
vsl,E_S2,1500.0,120.0,km/h,held_actual_command
vsl,E_S2,1650.0,120.0,km/h,held_actual_command
vsl,E_S2,1800.0,100.0,km/h,held_actual_command
vsl,E_S2,1950.0,120.0,km/h,held_actual_command
vsl,E_S2,2100.0,120.0,km/h,held_actual_command
vsl,E_S2,2250.0,120.0,km/h,held_actual_command
vsl,E_S2,2400.0,120.0,km/h,held_actual_command
vsl,E_S2,2550.0,120.0,km/h,held_actual_command
vsl,E_S5,900.0,120.0,km/h,held_actual_command
vsl,E_S5,1050.0,120.0,km/h,held_actual_command
vsl,E_S5,1200.0,120.0,km/h,held_actual_command
vsl,E_S5,1350.0,120.0,km/h,held_actual_command
vsl,E_S5,1500.0,120.0,km/h,held_actual_command
vsl,E_S5,1650.0,120.0,km/h,held_actual_command
vsl,E_S5,1800.0,100.0,km/h,held_actual_command
vsl,E_S5,1950.0,120.0,km/h,held_actual_command
vsl,E_S5,2100.0,120.0,km/h,held_actual_command
vsl,E_S5,2250.0,120.0,km/h,held_actual_command
vsl,E_S5,2400.0,120.0,km/h,held_actual_command
vsl,E_S5,2550.0,120.0,km/h,held_actual_command
vsl,E_S7,900.0,120.0,km/h,held_actual_command
vsl,E_S7,1050.0,120.0,km/h,held_actual_command
vsl,E_S7,1200.0,120.0,km/h,held_actual_command
vsl,E_S7,1350.0,120.0,km/h,held_actual_command
vsl,E_S7,1500.0,120.0,km/h,held_actual_command
vsl,E_S7,1650.0,120.0,km/h,held_actual_command
vsl,E_S7,1800.0,100.0,km/h,held_actual_command
vsl,E_S7,1950.0,120.0,km/h,held_actual_command
vsl,E_S7,2100.0,120.0,km/h,held_actual_command
vsl,E_S7,2250.0,120.0,km/h,held_actual_command
vsl,E_S7,2400.0,120.0,km/h,held_actual_command
vsl,E_S7,2550.0,120.0,km/h,held_actual_command
meter_green,10639,900.0,10.0,seconds_per_10s_cycle,held_actual_command
meter_green,10639,1050.0,10.0,seconds_per_10s_cycle,held_actual_command
meter_green,10639,1200.0,0.0,seconds_per_10s_cycle,held_actual_command
meter_green,10639,1350.0,0.0,seconds_per_10s_cycle,held_actual_command
meter_green,10639,1500.0,0.0,seconds_per_10s_cycle,held_actual_command
meter_green,10639,1650.0,0.0,seconds_per_10s_cycle,held_actual_command
meter_green,10639,1800.0,10.0,seconds_per_10s_cycle,held_actual_command
meter_green,10639,1950.0,0.0,seconds_per_10s_cycle,held_actual_command
meter_green,10639,2100.0,10.0,seconds_per_10s_cycle,held_actual_command
meter_green,10639,2250.0,10.0,seconds_per_10s_cycle,held_actual_command
meter_green,10639,2400.0,10.0,seconds_per_10s_cycle,held_actual_command
meter_green,10639,2550.0,10.0,seconds_per_10s_cycle,held_actual_command
meter_green,10681,900.0,10.0,seconds_per_10s_cycle,held_actual_command
meter_green,10681,1050.0,10.0,seconds_per_10s_cycle,held_actual_command
meter_green,10681,1200.0,0.0,seconds_per_10s_cycle,held_actual_command
meter_green,10681,1350.0,0.0,seconds_per_10s_cycle,held_actual_command
meter_green,10681,1500.0,0.0,seconds_per_10s_cycle,held_actual_command
meter_green,10681,1650.0,0.0,seconds_per_10s_cycle,held_actual_command
meter_green,10681,1800.0,10.0,seconds_per_10s_cycle,held_actual_command
meter_green,10681,1950.0,0.0,seconds_per_10s_cycle,held_actual_command
meter_green,10681,2100.0,10.0,seconds_per_10s_cycle,held_actual_command
meter_green,10681,2250.0,10.0,seconds_per_10s_cycle,held_actual_command
meter_green,10681,2400.0,10.0,seconds_per_10s_cycle,held_actual_command
meter_green,10681,2550.0,10.0,seconds_per_10s_cycle,held_actual_command
SC1004_green,p1,900.0,23.001,seconds,held_actual_command
SC1004_green,p1,1050.0,20.0,seconds,held_actual_command
SC1004_green,p1,1200.0,20.0,seconds,held_actual_command
SC1004_green,p1,1350.0,20.0,seconds,held_actual_command
SC1004_green,p1,1500.0,20.0,seconds,held_actual_command
SC1004_green,p1,1650.0,20.0,seconds,held_actual_command
SC1004_green,p1,1800.0,20.0,seconds,held_actual_command
SC1004_green,p1,1950.0,20.0,seconds,held_actual_command
SC1004_green,p1,2100.0,20.0,seconds,held_actual_command
SC1004_green,p1,2250.0,20.0,seconds,held_actual_command
SC1004_green,p1,2400.0,20.0,seconds,held_actual_command
SC1004_green,p1,2550.0,20.0,seconds,held_actual_command
SC1004_green,p2,900.0,24.333,seconds,held_actual_command
SC1004_green,p2,1050.0,24.968,seconds,held_actual_command
SC1004_green,p2,1200.0,24.968,seconds,held_actual_command
SC1004_green,p2,1350.0,24.968,seconds,held_actual_command
SC1004_green,p2,1500.0,24.968,seconds,held_actual_command
SC1004_green,p2,1650.0,24.968,seconds,held_actual_command
SC1004_green,p2,1800.0,24.968,seconds,held_actual_command
SC1004_green,p2,1950.0,24.968,seconds,held_actual_command
SC1004_green,p2,2100.0,24.968,seconds,held_actual_command
SC1004_green,p2,2250.0,24.968,seconds,held_actual_command
SC1004_green,p2,2400.0,24.968,seconds,held_actual_command
SC1004_green,p2,2550.0,24.968,seconds,held_actual_command
SC1004_green,p3,900.0,66.333,seconds,held_actual_command
SC1004_green,p3,1050.0,68.064,seconds,held_actual_command
SC1004_green,p3,1200.0,68.064,seconds,held_actual_command
SC1004_green,p3,1350.0,68.064,seconds,held_actual_command
SC1004_green,p3,1500.0,68.064,seconds,held_actual_command
SC1004_green,p3,1650.0,68.064,seconds,held_actual_command
SC1004_green,p3,1800.0,68.064,seconds,held_actual_command
SC1004_green,p3,1950.0,68.064,seconds,held_actual_command
SC1004_green,p3,2100.0,68.064,seconds,held_actual_command
SC1004_green,p3,2250.0,68.064,seconds,held_actual_command
SC1004_green,p3,2400.0,68.064,seconds,held_actual_command
SC1004_green,p3,2550.0,68.064,seconds,held_actual_command
SC1004_green,p4,900.0,24.333,seconds,held_actual_command
SC1004_green,p4,1050.0,24.968,seconds,held_actual_command
SC1004_green,p4,1200.0,24.968,seconds,held_actual_command
SC1004_green,p4,1350.0,24.968,seconds,held_actual_command
SC1004_green,p4,1500.0,24.968,seconds,held_actual_command
SC1004_green,p4,1650.0,24.968,seconds,held_actual_command
SC1004_green,p4,1800.0,24.968,seconds,held_actual_command
SC1004_green,p4,1950.0,24.968,seconds,held_actual_command
SC1004_green,p4,2100.0,24.968,seconds,held_actual_command
SC1004_green,p4,2250.0,24.968,seconds,held_actual_command
SC1004_green,p4,2400.0,24.968,seconds,held_actual_command
SC1004_green,p4,2550.0,24.968,seconds,held_actual_command
offset,SC1004,900.0,56.25,seconds,held_actual_command
offset,SC1004,1050.0,56.25,seconds,held_actual_command
offset,SC1004,1200.0,37.5,seconds,held_actual_command
offset,SC1004,1350.0,56.25,seconds,held_actual_command
offset,SC1004,1500.0,37.5,seconds,held_actual_command
offset,SC1004,1650.0,56.25,seconds,held_actual_command
offset,SC1004,1800.0,37.5,seconds,held_actual_command
offset,SC1004,1950.0,37.5,seconds,held_actual_command
offset,SC1004,2100.0,37.5,seconds,held_actual_command
offset,SC1004,2250.0,37.5,seconds,held_actual_command
offset,SC1004,2400.0,37.5,seconds,held_actual_command
offset,SC1004,2550.0,37.5,seconds,held_actual_command
offset,SC1001,900.0,75.0,seconds,held_actual_command
offset,SC1001,1050.0,56.25,seconds,held_actual_command
offset,SC1001,1200.0,75.0,seconds,held_actual_command
