sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,0,0,58.153997
15,15.000000,0,0.000000,0,2,0,76.729057
30,15.000000,0,0.000000,0,2,0,95.765244
45,15.000000,2,480.000000,0,5,3,94.048770
60,15.000000,5,1200.000000,1,5,6,90.959556
75,15.000000,6,1440.000000,6,7,3,96.075169
90,15.000000,5,1200.000000,7,10,10,97.601586
105,15.000000,7,1680.000000,11,21,3,95.631917
120,15.000000,7,1680.000000,11,14,3,96.907446
135,15.000000,6,1440.000000,10,6,13,97.506034
150,15.000000,0,0.000000,12,5,19,89.805695
165,15.000000,2,480.000000,13,6,28,82.177414
180,15.000000,6,1440.000000,14,8,38,77.103563
195,15.000000,15,3600.000000,19,16,27,84.555407
210,15.000000,15,3600.000000,32,26,11,97.673796
225,15.000000,11,2640.000000,31,35,7,97.549692
240,15.000000,4,960.000000,30,25,9,95.900407
255,15.000000,12,2880.000000,23,13,13,89.172957
270,15.000000,7,1680.000000,19,21,18,84.055109
285,15.000000,1,240.000000,19,13,27,75.888186
300,15.000000,1,240.000000,18,7,37,67.175385
315,15.000000,16,3840.000000,12,14,32,71.354306
330,15.000000,16,3840.000000,27,33,14,90.351832
345,15.000000,4,960.000000,27,41,6,97.098667
360,15.000000,2,480.000000,24,24,4,95.723254
375,15.000000,9,2160.000000,23,9,13,81.566072
390,15.000000,11,2640.000000,23,16,24,77.728990
405,15.000000,8,1920.000000,24,9,36,73.082683
420,15.000000,12,2880.000000,23,9,43,65.509322
435,15.000000,17,4080.000000,18,9,37,70.634687
450,15.000000,25,6000.000000,38,35,30,84.393601
465,15.000000,16,3840.000000,31,48,16,84.112017
480,15.000000,18,4320.000000,42,40,13,88.679359
495,15.000000,18,4320.000000,34,24,11,82.738979
510,15.000000,15,3600.000000,35,23,18,71.298012
525,15.000000,8,1920.000000,34,21,26,71.292608
540,15.000000,15,3600.000000,32,11,36,68.470506
555,15.000000,7,1680.000000,23,10,42,68.975284
570,15.000000,29,6960.000000,29,39,25,81.696731
585,15.000000,13,3120.000000,48,37,12,86.372878
600,15.000000,9,2160.000000,34,36,12,75.699911
615,15.000000,8,1920.000000,28,15,17,76.500361
630,15.000000,18,4320.000000,27,26,25,77.950739
645,15.000000,20,4800.000000,28,19,35,73.036198
660,15.000000,21,5040.000000,25,11,49,67.362856
675,15.000000,3,720.000000,18,11,51,64.334942
690,15.000000,36,8640.000000,34,31,33,76.591874
705,15.000000,18,4320.000000,44,38,19,87.951861
720,15.000000,10,2400.000000,33,43,16,89.086731
735,15.000000,10,2400.000000,31,13,21,80.361719
750,15.000000,23,5520.000000,29,22,29,78.893972
765,15.000000,13,3120.000000,27,18,37,76.628279
780,15.000000,25,6000.000000,23,9,49,64.844261
795,15.000000,3,720.000000,28,8,62,57.816249
810,15.000000,36,8640.000000,37,22,38,76.752846
825,15.000000,24,5760.000000,47,37,22,88.132759
840,15.000000,10,2400.000000,52,37,6,88.245097
855,15.000000,11,2640.000000,43,38,7,85.435797
870,15.000000,24,5760.000000,33,19,15,80.483665
885,15.000000,10,2400.000000,26,25,27,76.172618
900,15.000000,12,2880.000000,22,7,37,73.224182
