sim_sec,connector,lane,count,stopped_below5,mean_speed_kph,minimum_stopped_front_position_m,maximum_stopped_front_position_m
3150.0,10639,1,43,35,2.188372093023256,13.22,315.99
3150.0,10682,1,27,21,3.6081481481481483,4.57,224.69
3151.0,10639,1,43,34,2.562093023255814,6.68,315.99
3151.0,10682,1,27,20,3.4433333333333334,4.57,219.99
3152.0,10639,1,43,38,2.042790697674419,7.26,315.99
3152.0,10682,1,26,19,3.5653846153846156,4.57,219.99
3153.0,10639,1,43,36,1.8372093023255813,7.44,315.99
3153.0,10682,1,26,17,4.616153846153846,4.57,208.18
3154.0,10639,1,43,36,2.106279069767442,7.45,315.99
3154.0,10682,1,26,19,3.897692307692308,4.57,221.18
3155.0,10639,1,43,35,1.9723255813953489,29.06,315.99
3155.0,10682,1,26,19,4.033076923076923,4.57,221.47
3156.0,10639,1,43,36,2.2227906976744185,30.0,315.99
3156.0,10682,1,26,20,3.3499999999999996,4.57,222.03
3157.0,10639,1,43,37,2.121860465116279,30.97,315.99
3157.0,10682,1,26,19,4.062692307692308,4.57,222.05
3158.0,10639,1,44,36,1.9568181818181818,26.38,315.99
3158.0,10682,1,26,18,4.061153846153847,4.57,222.05
3159.0,10639,1,44,37,1.7536363636363637,26.54,316.56
3159.0,10682,1,26,19,4.0442307692307695,4.57,222.05
3160.0,10639,1,44,38,1.9104545454545454,27.34,310.7
3160.0,10682,1,26,20,3.575,4.57,222.05
3161.0,10639,1,44,37,1.9252272727272726,28.63,311.27
3161.0,10682,1,26,19,4.023076923076923,4.57,222.05
3162.0,10639,1,44,36,2.119090909090909,37.09,305.02
3162.0,10682,1,26,20,3.1146153846153846,4.57,222.05
3163.0,10639,1,44,36,2.2590909090909093,25.07,305.59
3163.0,10682,1,26,19,4.243846153846154,46.34,222.05
3164.0,10639,1,44,36,1.9011363636363638,13.55,315.83
3164.0,10682,1,27,19,3.6348148148148147,0.57,222.05
3165.0,10639,1,45,39,1.7702222222222221,13.55,315.98
3165.0,10682,1,27,21,3.9125925925925924,40.59,222.05
3166.0,10639,1,45,39,2.005777777777778,8.4,316.0
3166.0,10682,1,27,21,3.4362962962962964,28.15,222.36
3167.0,10639,1,45,41,1.2262222222222223,3.19,316.0
3167.0,10682,1,27,20,4.007407407407407,28.63,216.7
3168.0,10639,1,45,39,1.7597777777777777,3.19,316.0
3168.0,10682,1,26,21,3.1853846153846153,22.24,217.01
3169.0,10639,1,45,39,1.6648888888888889,3.19,316.0
3169.0,10682,1,26,21,3.100769230769231,14.89,210.55
3170.0,10639,1,45,39,1.9497777777777776,3.48,314.48
3170.0,10682,1,26,20,2.821153846153846,22.87,210.86
3171.0,10639,1,45,40,1.990888888888889,4.07,314.48
3171.0,10682,1,27,21,3.9251851851851853,16.35,222.39
3172.0,10639,1,44,37,2.1052272727272725,4.86,308.31
3172.0,10682,1,27,21,3.082962962962963,16.63,222.69
3173.0,10639,1,44,38,1.666590909090909,5.89,315.5
3173.0,10682,1,27,21,3.1774074074074075,16.71,222.76
3174.0,10639,1,44,39,1.5222727272727274,6.97,315.5
3174.0,10682,1,27,21,2.7474074074074077,16.71,222.76
3175.0,10639,1,44,38,1.8220454545454545,7.07,315.5
3175.0,10682,1,28,22,3.463214285714286,10.73,222.76
3176.0,10639,1,44,39,1.5681818181818181,7.07,315.5
3176.0,10682,1,28,23,2.4375,4.43,222.76
3177.0,10639,1,44,37,1.8031818181818182,7.07,315.5
3177.0,10682,1,28,23,2.9450000000000003,4.92,222.76
3178.0,10639,1,44,38,1.5718181818181818,7.07,315.5
3178.0,10682,1,28,23,2.632142857142857,5.07,222.76
3179.0,10639,1,44,39,1.4702272727272727,7.07,315.5
3179.0,10682,1,28,24,2.68,5.22,222.76
3180.0,10639,1,44,37,1.9256818181818183,7.07,315.5
3180.0,10682,1,28,23,2.5610714285714287,5.26,222.76
3181.0,10639,1,44,38,1.7425,7.07,315.5
3181.0,10682,1,28,23,2.6896428571428572,5.26,216.53
3182.0,10639,1,44,36,2.2338636363636364,7.35,315.5
3182.0,10682,1,28,21,2.7082142857142855,5.26,224.63
3183.0,10639,1,44,39,1.3781818181818182,7.92,315.5
3183.0,10682,1,28,22,3.113571428571429,5.26,224.91
3184.0,10639,1,44,33,2.382045454545455,26.45,315.5
3184.0,10682,1,27,20,3.076666666666666,5.26,218.36
3185.0,10639,1,44,37,1.8318181818181818,21.36,310.16
3185.0,10682,1,27,20,3.890740740740741,5.26,218.64
3186.0,10639,1,44,36,1.9636363636363638,21.83,310.16
3186.0,10682,1,27,20,3.7755555555555556,5.26,219.57
3187.0,10639,1,45,38,1.8955555555555554,15.57,292.9
3187.0,10682,1,27,21,3.1796296296296296,5.26,219.91
3188.0,10639,1,44,37,1.695,3.73,306.03
3188.0,10682,1,27,19,2.921111111111111,5.26,219.91
3189.0,10639,1,44,36,1.9088636363636362,4.54,314.1
3189.0,10682,1,28,22,3.8757142857142854,5.9,220.12
3190.0,10639,1,44,38,1.3302272727272728,4.87,314.19
3190.0,10682,1,28,22,3.1639285714285714,1.3,220.18
3191.0,10639,1,44,36,1.7925000000000002,4.95,314.29
3191.0,10682,1,28,24,2.5725000000000002,1.3,220.18
3192.0,10639,1,44,37,1.5875,4.95,314.42
3192.0,10682,1,28,23,2.6574999999999998,31.29,220.18
3193.0,10639,1,44,36,2.0536363636363637,5.18,308.79
3193.0,10682,1,28,21,3.1782142857142857,31.33,214.78
3194.0,10639,1,44,36,1.7111363636363637,5.25,316.08
3194.0,10682,1,28,22,2.85,24.98,214.78
3195.0,10639,1,45,39,1.6997777777777776,0.05,316.36
3195.0,10682,1,28,20,3.2067857142857146,25.6,202.95
3196.0,10639,1,45,40,1.4731111111111113,0.06,316.47
3196.0,10682,1,28,23,2.6592857142857143,18.51,202.95
3197.0,10639,1,45,38,2.1097777777777775,0.06,316.47
3197.0,10682,1,28,22,3.129642857142857,19.31,197.35
3198.0,10639,1,45,41,1.3442222222222222,0.06,316.47
3198.0,10682,1,28,22,2.220357142857143,19.55,221.78
3199.0,10639,1,45,40,2.0935555555555556,0.06,316.47
3199.0,10682,1,28,24,2.4467857142857143,14.41,222.43
3200.0,10639,1,45,41,1.5406666666666666,0.06,316.47
3200.0,10682,1,29,24,2.8568965517241383,14.53,222.87
3201.0,10639,1,45,38,2.036222222222222,0.06,316.47
3201.0,10682,1,29,24,2.8848275862068964,8.49,223.09
3202.0,10639,1,45,42,1.2022222222222223,0.09,316.47
3202.0,10682,1,29,25,1.833793103448276,8.58,223.12
3203.0,10639,1,45,39,1.725111111111111,0.3,316.47
3203.0,10682,1,29,23,2.9082758620689657,8.58,211.87
3204.0,10639,1,45,41,1.4100000000000001,9.93,316.99
3204.0,10682,1,28,24,2.0867857142857145,8.69,212.93
3205.0,10639,1,45,40,1.962222222222222,3.96,311.05
3205.0,10682,1,28,21,2.9514285714285715,8.92,207.44
3206.0,10639,1,44,42,1.4459090909090908,4.95,311.58
3206.0,10682,1,28,24,1.9907142857142859,32.66,217.34
3207.0,10639,1,44,37,2.1445454545454545,5.0,299.34
3207.0,10682,1,29,21,2.955862068965517,0.83,201.39
3208.0,10639,1,44,39,2.095681818181818,5.0,314.19
3208.0,10682,1,29,22,3.2041379310344826,27.37,201.39
3209.0,10639,1,44,41,1.4245454545454546,5.44,314.94
3209.0,10682,1,28,19,3.3317857142857146,27.55,195.87
3210.0,10639,1,44,40,1.7309090909090907,6.43,315.44
3210.0,10682,1,28,23,2.355,20.17,195.87
3211.0,10639,1,45,43,1.2291111111111113,0.2,307.24
3211.0,10682,1,28,20,3.12,8.67,190.47
3212.0,10639,1,44,36,2.070909090909091,1.1,307.24
3212.0,10682,1,28,22,3.457142857142857,9.01,190.47
3213.0,10639,1,44,41,1.6763636363636365,2.11,300.73
3213.0,10682,1,27,19,3.8685185185185187,9.08,178.86
3214.0,10639,1,44,38,1.99,3.31,310.03
3214.0,10682,1,27,21,3.044074074074074,9.08,178.86
3215.0,10639,1,44,39,1.7025,3.65,310.49
3215.0,10682,1,27,20,3.4455555555555555,2.43,173.78
3216.0,10639,1,44,40,1.7343181818181819,3.86,310.64
3216.0,10682,1,27,22,2.8329629629629633,3.22,173.78
3217.0,10639,1,44,39,1.6036363636363637,9.65,304.89
3217.0,10682,1,27,18,3.5199999999999996,3.47,168.83
3218.0,10639,1,44,36,2.435227272727273,5.37,304.93
3218.0,10682,1,27,21,3.8633333333333333,3.5,168.83
3219.0,10639,1,44,38,1.5325000000000002,5.37,313.17
3219.0,10682,1,27,18,4.301481481481481,10.48,226.0
3220.0,10639,1,44,35,2.262272727272727,5.37,313.17
3220.0,10682,1,27,21,3.247777777777778,4.67,226.0
3221.0,10639,1,45,39,1.4893333333333332,0.1,313.17
3221.0,10682,1,27,20,3.38037037037037,4.91,226.0
3222.0,10639,1,45,36,2.389333333333333,0.12,313.29
3222.0,10682,1,27,22,3.167777777777778,4.99,226.0
3223.0,10639,1,45,35,1.8639999999999999,0.12,308.59
3223.0,10682,1,26,17,3.7596153846153846,4.99,220.46
3224.0,10639,1,45,34,2.551111111111111,6.9,308.71
3224.0,10682,1,26,20,4.070769230769231,4.99,220.46
3225.0,10639,1,45,38,1.576888888888889,1.4,316.31
3225.0,10682,1,26,17,4.198076923076924,4.99,220.46
3226.0,10639,1,45,35,2.1211111111111114,1.65,316.59
3226.0,10682,1,26,19,3.9103846153846153,4.99,221.15
3227.0,10639,1,45,38,1.766,1.74,317.16
3227.0,10682,1,26,16,4.662692307692308,4.99,212.83
3228.0,10639,1,45,37,2.1775555555555552,1.74,317.84
3228.0,10682,1,26,20,4.3319230769230765,4.99,224.57
3229.0,10639,1,45,36,2.113777777777778,1.74,312.24
3229.0,10682,1,26,18,3.9596153846153848,4.99,225.92
3230.0,10639,1,45,38,2.1326666666666667,1.74,319.42
3230.0,10682,1,26,20,3.185769230769231,4.99,226.14
