sim_sec,connector,lane,count,stopped_below5,mean_speed_kph,minimum_stopped_front_position_m,maximum_stopped_front_position_m
1079.0,10682,1,18,9,12.867777777777778,89.97,143.62
1080.0,10639,1,1,0,31.52,,
1080.0,10682,1,19,8,13.30421052631579,90.73,144.46
1081.0,10639,1,0,0,,,
1081.0,10682,1,19,7,11.747368421052633,90.93,139.04
1082.0,10639,1,0,0,,,
1082.0,10682,1,19,8,12.77,83.93,139.94
1083.0,10639,1,0,0,,,
1083.0,10682,1,19,6,12.718421052631578,84.59,125.78
1084.0,10639,1,0,0,,,
1084.0,10682,1,20,8,11.937999999999999,78.25,219.85
1085.0,10639,1,0,0,,,
1085.0,10682,1,20,8,12.089,78.65,220.33
1086.0,10639,1,0,0,,,
1086.0,10682,1,20,10,10.867999999999999,72.06,221.15
1087.0,10639,1,0,0,,,
1087.0,10682,1,20,8,10.7905,72.62,214.61
1088.0,10639,1,0,0,,,
1088.0,10682,1,20,10,10.1425,65.89,215.82
1089.0,10639,1,0,0,,,
1089.0,10682,1,20,9,10.589,59.66,209.5
1090.0,10639,1,0,0,,,
1090.0,10682,1,20,9,11.611,60.29,209.97
1091.0,10639,1,0,0,,,
1091.0,10682,1,20,9,12.084999999999999,54.84,203.84
1092.0,10639,1,0,0,,,
1092.0,10682,1,21,9,13.011428571428572,49.0,203.84
1093.0,10639,1,0,0,,,
1093.0,10682,1,21,8,12.55142857142857,49.63,198.84
1094.0,10639,1,0,0,,,
1094.0,10682,1,20,10,10.16,37.7,198.84
1095.0,10639,1,0,0,,,
1095.0,10682,1,21,10,10.366666666666665,38.49,192.81
1096.0,10639,1,0,0,,,
1096.0,10682,1,21,10,9.823809523809523,32.46,192.81
1097.0,10639,1,0,0,,,
1097.0,10682,1,20,10,9.8505,27.56,188.7
1098.0,10639,1,0,0,,,
1098.0,10682,1,20,9,10.2845,27.83,188.7
1099.0,10639,1,0,0,,,
1099.0,10682,1,21,10,10.40952380952381,27.85,183.29
1100.0,10639,1,0,0,,,
1100.0,10682,1,20,9,9.5105,20.55,176.8
1101.0,10639,1,0,0,,,
1101.0,10682,1,20,10,10.187000000000001,8.59,177.7
1102.0,10639,1,0,0,,,
1102.0,10682,1,20,9,9.108500000000001,9.46,178.38
1103.0,10639,1,0,0,,,
1103.0,10682,1,20,9,9.363,9.77,220.49
1104.0,10639,1,0,0,,,
1104.0,10682,1,20,9,9.769,9.81,221.28
1105.0,10639,1,0,0,,,
1105.0,10682,1,20,6,10.671,9.81,166.26
1106.0,10639,1,1,0,31.51,,
1106.0,10682,1,19,6,10.450526315789475,9.81,167.14
1107.0,10639,1,1,0,33.73,,
1107.0,10682,1,19,5,9.823684210526316,9.81,160.58
1108.0,10639,1,1,0,33.73,,
1108.0,10682,1,19,5,10.372105263157895,9.81,160.83
1109.0,10639,1,2,0,32.92,,
1109.0,10682,1,19,5,11.857894736842105,9.81,225.51
1110.0,10639,1,2,0,33.37,,
1110.0,10682,1,18,4,10.617222222222221,9.81,156.64
1111.0,10639,1,2,0,37.325,,
1111.0,10682,1,18,4,10.452777777777778,9.81,157.71
1112.0,10639,1,2,0,36.86,,
1112.0,10682,1,18,4,11.368333333333332,9.81,150.84
1113.0,10639,1,2,0,36.385,,
1113.0,10682,1,18,4,12.662222222222221,25.72,213.87
1114.0,10639,1,2,0,35.905,,
1114.0,10682,1,17,4,12.068235294117647,26.92,215.22
1115.0,10639,1,2,0,35.415,,
1115.0,10682,1,17,1,13.792941176470588,138.66,138.66
1116.0,10639,1,2,0,34.905,,
1116.0,10682,1,18,1,12.197222222222223,132.14,132.14
1117.0,10639,1,2,0,34.519999999999996,,
1117.0,10682,1,18,4,13.947777777777778,2.69,214.71
1118.0,10639,1,2,0,34.345,,
1118.0,10682,1,17,3,12.414117647058823,3.97,215.8
1119.0,10639,1,2,0,33.894999999999996,,
1119.0,10682,1,17,4,12.875882352941176,121.66,156.85
1120.0,10639,1,2,0,33.44499999999999,,
1120.0,10682,1,17,5,12.73235294117647,116.0,158.13
1121.0,10639,1,2,0,32.995,,
1121.0,10682,1,17,2,14.439411764705882,109.81,116.77
1122.0,10639,1,2,0,32.545,,
1122.0,10682,1,17,3,13.269411764705882,110.59,214.83
1123.0,10639,1,2,0,32.545,,
1123.0,10682,1,17,3,12.904117647058824,110.83,126.95
1124.0,10639,1,2,0,32.545,,
1124.0,10682,1,18,4,12.072222222222223,98.44,127.92
1125.0,10639,1,2,0,32.545,,
1125.0,10682,1,18,3,13.921111111111111,87.92,106.31
1126.0,10639,1,2,0,32.545,,
1126.0,10682,1,19,3,12.46,100.77,224.25
1127.0,10639,1,2,0,32.545,,
1127.0,10682,1,20,4,13.631499999999999,101.93,224.25
1128.0,10639,1,2,0,32.545,,
1128.0,10682,1,20,1,14.6895,218.39,218.39
1129.0,10639,1,2,0,32.545,,
1129.0,10682,1,19,3,13.303157894736842,98.38,212.05
1130.0,10639,1,2,0,32.545,,
1130.0,10682,1,20,4,13.067499999999999,99.48,206.02
1131.0,10639,1,2,0,32.545,,
1131.0,10682,1,20,6,11.587,87.01,206.37
1132.0,10639,1,2,0,32.545,,
1132.0,10682,1,20,5,10.6135,87.82,206.42
1133.0,10639,1,2,0,32.545,,
1133.0,10682,1,21,7,10.362857142857143,63.85,200.3
1134.0,10639,1,2,0,32.545,,
1134.0,10682,1,21,7,9.03190476190476,40.1,219.43
1135.0,10639,1,2,0,32.545,,
1135.0,10682,1,21,9,7.631428571428571,34.44,212.92
1136.0,10639,1,2,0,32.545,,
1136.0,10682,1,21,7,7.3585714285714285,28.19,213.82
1137.0,10639,1,2,0,32.545,,
1137.0,10682,1,21,9,8.583809523809524,22.72,214.55
1138.0,10639,1,2,0,29.564999999999998,,
1138.0,10682,1,21,7,7.656666666666666,22.72,207.75
1139.0,10639,1,2,0,30.045,,
1139.0,10682,1,22,8,7.988181818181817,30.44,208.37
1140.0,10639,1,2,0,27.35,,
1140.0,10682,1,22,8,8.850454545454546,17.88,201.94
1141.0,10639,1,2,0,18.44,,
1141.0,10682,1,21,6,8.58047619047619,10.53,201.95
1142.0,10639,1,3,0,21.18,,
1142.0,10682,1,22,6,9.465,10.53,196.05
1143.0,10639,1,3,1,16.386666666666667,319.42,319.42
1143.0,10682,1,22,7,8.57,20.26,196.44
1144.0,10639,1,4,2,21.09,308.0,319.94
1144.0,10682,1,22,11,8.313636363636364,6.73,192.41
1145.0,10639,1,4,2,20.36,308.31,320.06
1145.0,10682,1,21,11,6.687142857142858,7.83,193.45
1146.0,10639,1,4,2,20.2025,308.38,320.06
1146.0,10682,1,22,10,7.46409090909091,8.97,189.15
1147.0,10639,1,4,2,20.2025,308.38,320.06
1147.0,10682,1,22,11,7.790454545454545,2.05,189.15
1148.0,10639,1,4,2,20.2025,308.38,320.06
1148.0,10682,1,21,10,8.780476190476191,3.28,184.26
1149.0,10639,1,5,2,24.116000000000003,308.38,320.06
1149.0,10682,1,21,10,9.626666666666667,4.31,185.44
1150.0,10639,1,6,2,27.348333333333333,308.38,320.06
1150.0,10682,1,21,8,8.33047619047619,12.72,181.29
1151.0,10639,1,6,2,27.198333333333334,308.38,320.06
1151.0,10682,1,21,9,9.002380952380953,6.36,181.29
1152.0,10639,1,6,2,27.348333333333333,308.38,320.06
1152.0,10682,1,21,9,8.044285714285715,0.33,175.13
1153.0,10639,1,6,2,27.498333333333335,308.38,320.06
1153.0,10682,1,21,10,8.673333333333334,0.36,175.52
1154.0,10639,1,6,2,27.64833333333333,308.38,320.06
1154.0,10682,1,20,9,8.0325,0.68,170.17
1155.0,10639,1,6,2,27.64833333333333,308.38,320.06
1155.0,10682,1,20,9,8.1175,1.31,148.48
1156.0,10639,1,6,2,27.64833333333333,308.38,320.06
1156.0,10682,1,20,9,9.642,22.53,163.21
1157.0,10639,1,6,2,27.64833333333333,308.38,320.06
1157.0,10682,1,19,7,10.006842105263157,16.09,164.41
1158.0,10639,1,6,2,27.723333333333333,308.38,320.12
1158.0,10682,1,20,6,10.9545,8.66,103.17
1159.0,10639,1,5,1,33.18,308.38,308.38
1159.0,10682,1,19,9,9.398421052631578,2.12,140.09
1160.0,10639,1,5,1,33.269999999999996,308.45,308.45
1160.0,10682,1,19,9,11.092631578947367,2.75,155.19
1161.0,10639,1,5,0,35.346,,
1161.0,10682,1,18,8,10.312777777777777,2.96,141.07
1162.0,10639,1,5,0,37.15,,
1162.0,10682,1,17,6,10.920000000000002,2.97,130.24
1163.0,10639,1,4,0,41.4725,,
1163.0,10682,1,17,6,11.37764705882353,2.97,130.36
1164.0,10639,1,4,0,41.4725,,
1164.0,10682,1,16,6,11.41375,2.97,123.05
1165.0,10639,1,5,0,42.068,,
1165.0,10682,1,16,6,12.66125,2.97,117.11
1166.0,10639,1,5,0,42.158,,
1166.0,10682,1,16,5,13.46875,3.2,86.83
1167.0,10639,1,5,0,42.158,,
1167.0,10682,1,16,4,15.313125,3.28,80.6
1168.0,10639,1,5,0,42.158,,
1168.0,10682,1,15,3,15.104000000000001,3.28,80.6
1169.0,10639,1,5,0,42.158,,
1169.0,10682,1,15,4,16.803333333333335,3.28,116.12
1170.0,10639,1,5,0,42.158,,
1170.0,10682,1,14,3,15.650714285714287,68.6,117.08
1171.0,10639,1,4,0,42.555,,
1171.0,10682,1,14,3,17.807142857142857,62.44,97.98
1172.0,10639,1,4,0,42.555,,
1172.0,10682,1,14,3,19.74285714285714,62.75,89.44
1173.0,10639,1,3,0,43.32666666666666,,
1173.0,10682,1,13,4,18.646923076923077,56.2,90.62
1174.0,10639,1,3,0,43.026666666666664,,
1174.0,10682,1,14,3,21.832142857142856,56.58,72.9
1175.0,10639,1,3,0,42.72666666666667,,
1175.0,10682,1,13,2,20.68846153846154,56.7,73.82
1176.0,10639,1,2,0,42.545,,
1176.0,10682,1,13,2,22.52692307692308,50.35,56.83
1177.0,10639,1,2,0,42.995000000000005,,
1177.0,10682,1,12,2,21.215,43.7,50.35
1178.0,10639,1,1,0,44.9,,
1178.0,10682,1,13,2,21.707692307692305,43.7,50.47
1179.0,10639,1,1,0,44.9,,
1179.0,10682,1,12,1,21.105,43.7,43.7
1180.0,10639,1,1,0,44.9,,
1180.0,10682,1,12,1,23.019166666666667,80.28,80.28
1181.0,10639,1,1,0,44.9,,
1181.0,10682,1,12,1,22.82166666666667,80.81,80.81
1182.0,10639,1,1,0,44.9,,
1182.0,10682,1,12,1,24.775833333333335,39.65,39.65
1183.0,10639,1,1,0,44.9,,
1183.0,10682,1,12,2,23.980833333333333,28.02,40.76
1184.0,10639,1,1,0,44.9,,
1184.0,10682,1,12,1,24.310000000000002,28.78,28.78
1185.0,10639,1,1,0,44.9,,
1185.0,10682,1,12,2,24.083333333333332,10.29,29.22
1186.0,10639,1,1,0,44.9,,
1186.0,10682,1,12,1,26.9225,23.33,23.33
1187.0,10639,1,1,0,44.9,,
1187.0,10682,1,12,1,26.710833333333337,24.09,24.09
1188.0,10639,1,1,0,44.9,,
1188.0,10682,1,12,1,28.719166666666666,17.2,17.2
1189.0,10639,1,1,0,32.96,,
1189.0,10682,1,11,1,27.84090909090909,17.98,17.98
1190.0,10639,1,2,0,33.65,,
1190.0,10682,1,12,1,28.881666666666664,11.81,11.81
1191.0,10639,1,2,0,28.220000000000002,,
1191.0,10682,1,11,1,29.166363636363634,5.33,5.33
1192.0,10639,1,3,1,31.536666666666665,317.89,317.89
1192.0,10682,1,11,1,30.491818181818186,6.12,6.12
1193.0,10639,1,3,1,30.343333333333334,319.02,319.02
1193.0,10682,1,11,2,28.364545454545453,0.4,7.1
1194.0,10639,1,3,1,30.643333333333334,320.16,320.16
1194.0,10682,1,10,1,29.406,0.73,0.73
1195.0,10639,1,2,0,43.7,,
1195.0,10682,1,10,0,32.809,,
1196.0,10639,1,2,0,43.7,,
1196.0,10682,1,9,0,32.31,,
1197.0,10639,1,2,0,43.7,,
1197.0,10682,1,9,0,34.50111111111111,,
1198.0,10639,1,2,0,43.7,,
1198.0,10682,1,10,0,31.386000000000003,,
1199.0,10639,1,2,0,43.7,,
1199.0,10682,1,10,0,33.427,,
1200.0,10639,1,2,0,43.7,,
1200.0,10682,1,9,0,34.84888888888889,,
1201.0,10639,1,2,0,43.7,,
1201.0,10682,1,9,0,38.212222222222216,,
1202.0,10639,1,2,0,43.7,,
1202.0,10682,1,10,0,39.155,,
1203.0,10639,1,2,0,43.7,,
1203.0,10682,1,9,0,42.14333333333334,,
1204.0,10639,1,2,0,43.7,,
1204.0,10682,1,9,0,45.12444444444444,,
1205.0,10639,1,2,0,43.7,,
1205.0,10682,1,10,0,45.576,,
1206.0,10639,1,2,0,43.7,,
1206.0,10682,1,9,0,46.843333333333334,,
1207.0,10639,1,2,0,43.7,,
1207.0,10682,1,9,0,47.39333333333333,,
1208.0,10639,1,2,0,43.7,,
1208.0,10682,1,9,0,47.29555555555555,,
1209.0,10639,1,2,0,43.7,,
1209.0,10682,1,9,0,48.691111111111105,,
1210.0,10639,1,2,0,43.7,,
1210.0,10682,1,9,0,49.471111111111114,,
1211.0,10639,1,2,0,43.7,,
1211.0,10682,1,8,0,51.56125,,
1212.0,10639,1,2,0,43.7,,
1212.0,10682,1,9,0,52.23777777777778,,
1213.0,10639,1,2,0,43.7,,
1213.0,10682,1,8,0,54.316250000000004,,
1214.0,10639,1,2,0,35.29,,
1214.0,10682,1,8,0,55.03125,,
1215.0,10639,1,2,0,28.185000000000002,,
1215.0,10682,1,8,0,55.40875,,
1216.0,10639,1,2,1,23.605,312.62,312.62
1216.0,10682,1,8,0,55.1075,,
1217.0,10639,1,3,1,22.683333333333334,313.43,313.43
1217.0,10682,1,7,0,56.512857142857136,,
1218.0,10639,1,3,1,18.416666666666664,313.71,313.71
1218.0,10682,1,7,0,56.82,,
1219.0,10639,1,3,1,15.409999999999998,313.75,313.75
1219.0,10682,1,7,0,56.39714285714285,,
1220.0,10639,1,3,2,13.996666666666664,307.22,313.75
1220.0,10682,1,7,0,58.09285714285714,,
1221.0,10639,1,3,2,13.633333333333333,307.56,313.75
1221.0,10682,1,7,0,58.28285714285715,,
1222.0,10639,1,3,2,13.409999999999998,307.63,313.75
1222.0,10682,1,7,0,60.39,,
1223.0,10639,1,3,2,13.409999999999998,307.63,313.75
1223.0,10682,1,7,0,59.91428571428571,,
1224.0,10639,1,3,2,13.409999999999998,307.63,313.75
1224.0,10682,1,6,0,61.26499999999999,,
1225.0,10639,1,3,2,13.409999999999998,307.63,313.75
1225.0,10682,1,7,0,61.308571428571426,,
1226.0,10639,1,3,2,13.409999999999998,307.63,313.75
1226.0,10682,1,6,0,63.56166666666667,,
1227.0,10639,1,3,2,13.409999999999998,307.63,313.75
1227.0,10682,1,5,0,67.148,,
1228.0,10639,1,3,2,13.409999999999998,307.63,313.75
1228.0,10682,1,6,0,61.225,,
1229.0,10639,1,3,2,13.409999999999998,307.63,313.75
1229.0,10682,1,5,0,62.57000000000001,,
1230.0,10639,1,4,2,20.265,307.63,313.75
1230.0,10682,1,5,0,63.89000000000001,,
1231.0,10639,1,4,2,20.38,307.63,313.75
1231.0,10682,1,6,0,59.373333333333335,,
1232.0,10639,1,4,2,20.38,307.63,313.75
1232.0,10682,1,5,0,59.174,,
1233.0,10639,1,4,2,20.38,307.63,313.75
1233.0,10682,1,6,0,56.88666666666666,,
1234.0,10639,1,4,2,20.38,307.63,313.75
1234.0,10682,1,5,0,54.234,,
1235.0,10639,1,4,2,20.38,307.63,313.75
1235.0,10682,1,5,0,49.260000000000005,,
1236.0,10639,1,4,2,20.38,307.63,313.75
1236.0,10682,1,5,0,51.056,,
1237.0,10639,1,4,2,20.38,307.63,313.75
1237.0,10682,1,5,0,48.366,,
1238.0,10639,1,4,2,20.38,307.63,313.75
1238.0,10682,1,5,0,52.052,,
1239.0,10639,1,4,2,20.38,307.63,313.75
1239.0,10682,1,5,0,55.286,,
1240.0,10639,1,4,2,20.38,307.63,313.75
1240.0,10682,1,6,0,54.85666666666666,,
1241.0,10639,1,4,2,20.38,307.63,313.75
1241.0,10682,1,6,0,57.053333333333335,,
1242.0,10639,1,4,2,17.53,307.63,313.75
1242.0,10682,1,7,0,55.565714285714286,,
1243.0,10639,1,4,2,14.9025,307.63,313.75
1243.0,10682,1,7,0,56.300000000000004,,
1244.0,10639,1,4,2,12.645,307.63,313.75
1244.0,10682,1,8,0,55.39125,,
1245.0,10639,1,4,3,11.1125,300.72,313.75
1245.0,10682,1,7,0,57.43857142857143,,
1246.0,10639,1,4,3,10.58,301.3,313.75
1246.0,10682,1,8,0,56.70625,,
1247.0,10639,1,4,3,10.355,301.47,313.75
1247.0,10682,1,7,0,57.81428571428571,,
1248.0,10639,1,4,3,10.3225,301.47,313.75
1248.0,10682,1,8,0,56.47625,,
1249.0,10639,1,4,3,10.3225,301.47,313.75
1249.0,10682,1,7,0,57.410000000000004,,
1250.0,10639,1,4,3,10.3225,301.47,313.75
1250.0,10682,1,8,0,57.50875,,
1251.0,10639,1,4,3,10.3225,301.47,313.75
1251.0,10682,1,7,0,60.042857142857144,,
1252.0,10639,1,4,3,10.3225,301.47,313.75
1252.0,10682,1,7,0,62.955714285714286,,
1253.0,10639,1,4,3,10.3225,301.47,313.75
1253.0,10682,1,8,0,60.515,,
1254.0,10639,1,4,3,10.3225,301.47,313.75
1254.0,10682,1,8,0,58.0975,,
1255.0,10639,1,4,3,6.7675,301.47,313.75
1255.0,10682,1,9,0,54.56,,
1256.0,10639,1,4,3,3.67,301.47,313.75
1256.0,10682,1,8,0,52.86625,,
1257.0,10639,1,4,3,1.3875,301.47,313.75
1257.0,10682,1,9,0,47.44777777777778,,
1258.0,10639,1,4,4,0.4175,295.6,313.75
1258.0,10682,1,10,0,44.54,,
1259.0,10639,1,4,4,0.155,295.91,313.75
1259.0,10682,1,10,0,40.643,,
1260.0,10639,1,5,4,8.129999999999999,295.97,313.75
1260.0,10682,1,10,0,40.292,,
1261.0,10639,1,5,4,8.166,295.97,313.75
1261.0,10682,1,11,0,39.230909090909094,,
1262.0,10639,1,5,4,8.166,295.97,313.75
1262.0,10682,1,11,0,35.056363636363635,,
1263.0,10639,1,5,4,8.166,295.97,313.75
1263.0,10682,1,11,0,36.25,,
1264.0,10639,1,5,4,8.166,295.97,313.75
1264.0,10682,1,12,0,35.42666666666667,,
1265.0,10639,1,5,4,8.166,295.97,313.75
1265.0,10682,1,13,0,34.76153846153846,,
1266.0,10639,1,5,4,8.166,295.97,313.75
1266.0,10682,1,13,1,30.69538461538462,224.68,224.68
1267.0,10639,1,6,4,13.799999999999999,295.97,313.75
1267.0,10682,1,13,0,29.983076923076922,,
1268.0,10639,1,6,4,13.608333333333334,295.97,313.75
1268.0,10682,1,14,0,29.58642857142857,,
1269.0,10639,1,6,4,13.608333333333334,295.97,313.75
1269.0,10682,1,15,1,28.05,222.03,222.03
1270.0,10639,1,7,4,17.75857142857143,295.97,313.75
1270.0,10682,1,15,2,25.832,217.13,222.72
1271.0,10639,1,7,4,17.632857142857144,295.97,313.75
1271.0,10682,1,16,2,25.659375,217.82,223.04
1272.0,10639,1,8,4,20.60875,295.97,313.75
1272.0,10682,1,16,3,22.665625,198.27,218.03
1273.0,10639,1,8,4,20.9575,295.97,313.75
1273.0,10682,1,17,4,20.76764705882353,199.14,226.14
1274.0,10639,1,8,4,20.9375,295.97,313.75
1274.0,10682,1,18,5,19.185555555555553,200.01,226.14
1275.0,10639,1,8,4,20.9375,295.97,313.75
1275.0,10682,1,18,2,18.61,208.15,221.13
1276.0,10639,1,8,4,20.9375,295.97,313.75
1276.0,10682,1,18,5,14.843333333333334,194.61,221.66
1277.0,10639,1,8,4,20.9375,295.97,313.75
1277.0,10682,1,19,2,14.94894736842105,195.89,216.12
1278.0,10639,1,8,4,20.9375,295.97,313.75
1278.0,10682,1,18,5,10.805,94.59,217.06
1279.0,10639,1,8,4,20.9375,295.97,313.75
1279.0,10682,1,19,4,10.922105263157896,39.59,211.95
1280.0,10639,1,8,4,20.9375,295.97,313.75
1280.0,10682,1,20,4,12.6435,40.39,212.98
1281.0,10639,1,8,4,20.9375,295.97,313.75
1281.0,10682,1,20,5,12.2155,180.53,226.34
1282.0,10639,1,8,4,20.9375,295.97,313.75
1282.0,10682,1,20,5,11.873000000000001,71.4,208.18
1283.0,10639,1,8,4,20.825,295.97,313.75
1283.0,10682,1,20,6,11.437000000000001,27.26,202.08
1284.0,10639,1,8,4,20.7125,295.97,313.75
1284.0,10682,1,20,5,10.367,28.22,203.0
1285.0,10639,1,8,4,18.42625,295.97,313.75
1285.0,10682,1,20,7,8.959999999999999,28.98,225.32
1286.0,10639,1,8,4,16.60875,295.97,313.75
1286.0,10682,1,19,5,9.592631578947367,22.36,175.56
1287.0,10639,1,8,5,15.63,289.47,313.75
1287.0,10682,1,19,7,8.246842105263157,15.04,208.9
1288.0,10639,1,8,5,15.29625,290.02,313.75
1288.0,10682,1,20,7,9.4715,16.23,200.35
1289.0,10639,1,9,5,17.797777777777778,290.2,313.75
1289.0,10682,1,19,5,9.787894736842105,2.83,179.74
1290.0,10639,1,9,5,18.141111111111112,290.2,313.75
1290.0,10682,1,19,7,9.566842105263158,3.71,189.12
1291.0,10639,1,9,5,16.79111111111111,290.2,313.75
1291.0,10682,1,19,6,8.667894736842106,36.1,190.19
1292.0,10639,1,9,5,15.55888888888889,290.2,313.75
1292.0,10682,1,19,6,9.964736842105264,139.66,175.17
1293.0,10639,1,9,5,12.713333333333333,290.2,313.75
1293.0,10682,1,18,5,9.941666666666666,132.5,175.17
1294.0,10639,1,9,6,9.304444444444444,283.42,313.75
1294.0,10682,1,19,5,10.636315789473684,126.5,152.41
1295.0,10639,1,9,7,7.04,276.86,313.75
1295.0,10682,1,19,4,10.85421052631579,127.55,147.07
1296.0,10639,1,9,7,5.705555555555556,277.55,313.75
1296.0,10682,1,19,6,10.688421052631577,121.33,223.06
1297.0,10639,1,9,8,4.992222222222222,271.05,313.75
1297.0,10682,1,20,8,9.7805,122.24,223.74
1298.0,10639,1,9,8,4.765555555555555,271.52,313.75
1298.0,10682,1,20,7,10.631499999999999,114.51,211.38
1299.0,10639,1,9,8,4.666666666666667,271.64,313.75
1299.0,10682,1,19,7,10.525789473684211,115.43,211.97
1300.0,10639,1,9,8,4.666666666666667,271.64,313.75
1300.0,10682,1,19,7,9.880526315789472,96.97,205.55
1301.0,10639,1,9,8,4.666666666666667,271.64,313.75
1301.0,10682,1,20,9,11.172500000000001,96.97,206.35
1302.0,10639,1,9,8,4.666666666666667,271.64,313.75
1302.0,10682,1,20,7,11.011,89.17,199.5
1303.0,10639,1,9,8,4.666666666666667,271.64,313.75
1303.0,10682,1,19,7,10.518947368421053,89.53,200.05
1304.0,10639,1,9,8,4.666666666666667,271.64,313.75
1304.0,10682,1,20,6,11.2855,68.99,158.77
1305.0,10639,1,9,8,4.666666666666667,271.64,313.75
1305.0,10682,1,20,8,10.7375,69.45,219.82
1306.0,10639,1,9,8,4.666666666666667,271.64,313.75
1306.0,10682,1,20,7,10.7835,95.77,221.09
1307.0,10639,1,9,8,4.666666666666667,271.64,313.75
1307.0,10682,1,21,4,11.376666666666667,95.82,142.19
1308.0,10639,1,9,8,4.666666666666667,271.64,313.75
1308.0,10682,1,22,7,10.172272727272727,89.64,225.74
1309.0,10639,1,9,8,4.666666666666667,271.64,313.75
1309.0,10682,1,22,8,9.35909090909091,78.57,225.74
1310.0,10639,1,9,8,4.666666666666667,271.64,313.75
1310.0,10682,1,21,7,9.067619047619049,72.44,189.44
1311.0,10639,1,9,8,3.1888888888888887,271.64,313.75
1311.0,10682,1,22,9,8.995909090909091,52.6,190.53
1312.0,10639,1,9,8,1.8566666666666667,271.64,313.75
1312.0,10682,1,22,6,9.091363636363637,53.33,129.62
1313.0,10639,1,9,8,0.7966666666666666,271.64,313.75
1313.0,10682,1,23,8,9.27,53.4,221.11
1314.0,10639,1,9,9,0.23444444444444443,265.83,313.75
1314.0,10682,1,23,8,8.360869565217392,17.68,221.37
1315.0,10639,1,9,9,0.08888888888888889,266.23,313.75
1315.0,10682,1,24,11,7.9245833333333335,11.35,215.65
1316.0,10639,1,9,9,0.0,266.33,313.75
1316.0,10682,1,23,12,5.771304347826088,4.93,209.98
1317.0,10639,1,9,9,0.0,266.33,313.75
1317.0,10682,1,24,15,4.8654166666666665,0.19,209.98
1318.0,10639,1,9,9,0.0,266.33,313.75
1318.0,10682,1,24,11,6.776666666666667,0.19,221.26
1319.0,10639,1,9,9,0.0,266.33,313.75
1319.0,10682,1,24,14,5.0062500000000005,0.19,221.26
1320.0,10639,1,9,9,0.0,266.33,313.75
1320.0,10682,1,24,10,6.996666666666667,32.0,221.26
1321.0,10639,1,9,9,0.0,266.33,313.75
1321.0,10682,1,24,13,6.667916666666667,24.58,215.33
