sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,4,0,55.123474
15,15.000000,0,0.000000,0,43,0,57.502691
30,15.000000,3,720.000000,0,79,0,60.970735
45,15.000000,21,5040.000000,9,101,2,49.892625
60,15.000000,19,4560.000000,21,121,4,44.005395
75,15.000000,34,8160.000000,40,134,0,51.767230
90,15.000000,42,10080.000000,79,144,3,51.820451
105,15.000000,23,5520.000000,95,169,6,46.089672
120,15.000000,25,6000.000000,99,201,8,37.747215
135,15.000000,73,17520.000000,97,215,7,43.461833
150,15.000000,81,19440.000000,145,217,13,47.589070
165,15.000000,48,11520.000000,186,209,12,44.506026
180,15.000000,46,11040.000000,195,211,14,38.194724
195,15.000000,74,17760.000000,198,250,5,39.945355
210,15.000000,23,5520.000000,213,264,7,42.902775
225,15.000000,16,3840.000000,245,254,5,39.046287
240,15.000000,18,4320.000000,264,237,4,32.100570
255,15.000000,33,7920.000000,245,233,9,33.348966
270,15.000000,97,23280.000000,255,248,18,40.436163
285,15.000000,72,17280.000000,269,247,24,41.899634
300,15.000000,30,7200.000000,275,235,22,40.010106
315,15.000000,29,6960.000000,284,231,11,38.060215
330,15.000000,50,12000.000000,291,249,11,41.090706
345,15.000000,30,7200.000000,307,268,5,37.025131
360,15.000000,20,4800.000000,323,273,4,31.794053
375,15.000000,42,10080.000000,310,259,12,28.797973
390,15.000000,92,22080.000000,306,277,28,36.186372
405,15.000000,81,19440.000000,320,289,28,39.379626
420,15.000000,25,6000.000000,332,272,26,37.957373
435,15.000000,17,4080.000000,323,251,20,35.913784
450,15.000000,28,6720.000000,323,278,14,39.384904
465,15.000000,28,6720.000000,327,304,6,37.693676
480,15.000000,22,5280.000000,349,284,2,31.617115
495,15.000000,37,8880.000000,347,258,7,27.826222
510,15.000000,54,12960.000000,340,273,27,33.620463
525,15.000000,82,19680.000000,340,305,34,35.596457
540,15.000000,28,6720.000000,346,284,35,33.448639
555,15.000000,37,8880.000000,343,266,20,30.001736
570,15.000000,61,14640.000000,351,271,15,34.885358
585,15.000000,75,18000.000000,363,269,4,34.429381
600,15.000000,35,8400.000000,359,304,4,31.721931
615,15.000000,63,15120.000000,346,289,9,26.553437
630,15.000000,64,15360.000000,335,273,28,32.640362
645,15.000000,56,13440.000000,352,281,35,36.236044
660,15.000000,27,6480.000000,357,270,40,35.683088
675,15.000000,33,7920.000000,373,285,26,32.230710
690,15.000000,44,10560.000000,384,302,8,35.330194
705,15.000000,44,10560.000000,388,295,5,31.265255
720,15.000000,30,7200.000000,404,305,7,27.916382
735,15.000000,38,9120.000000,407,318,7,24.143433
750,15.000000,66,15840.000000,376,314,18,28.618535
765,15.000000,90,21600.000000,388,321,34,32.189644
780,15.000000,55,13200.000000,393,328,32,32.578257
795,15.000000,39,9360.000000,410,333,30,29.661297
810,15.000000,57,13680.000000,405,347,16,30.991762
825,15.000000,60,14400.000000,403,358,4,29.200980
840,15.000000,65,15600.000000,396,371,6,26.271770
855,15.000000,56,13440.000000,418,362,4,21.956240
870,15.000000,78,18720.000000,377,345,14,25.459118
885,15.000000,85,20400.000000,381,365,28,29.371658
900,15.000000,62,14880.000000,396,372,23,28.643003
