sec,direction,cell,n,stopped,mean_speed_kph,speed_eligible_n_ge5
1680,W,3,73,16,28.992191780821916,True
1680,W,4,73,5,35.927534246575334,True
1680,W,5,44,0,56.430681818181824,True
1680,W,6,29,0,78.09689655172416,True
1680,W,7,16,0,103.076875,True
1680,W,8,19,0,111.38157894736842,True
1680,W,9,15,0,111.83466666666666,True
1680,W,10,21,0,111.78857142857143,True
1680,W,11,21,0,103.10952380952382,True
1680,W,12,9,0,111.79333333333334,True
1680,W,13,13,0,69.63307692307691,True
1680,W,14,12,0,114.91833333333334,True
1680,W,15,28,0,71.03500000000001,True
1680,W,16,21,0,99.1290476190476,True
1680,W,17,20,0,118.39850000000004,True
1680,W,18,12,0,124.3216666666667,True
1680,W,19,14,0,121.99357142857141,True
1680,W,20,13,0,114.99615384615383,True
1710,E,0,33,0,82.31969696969695,True
1710,E,1,22,0,109.59409090909092,True
1710,E,2,29,0,107.35448275862068,True
1710,E,3,23,0,116.80173913043481,True
1710,E,4,25,0,117.6336,True
1710,E,5,19,0,119.5642105263158,True
1710,E,6,17,0,120.28882352941176,True
1710,E,7,30,0,112.46466666666669,True
1710,E,8,58,19,50.346551724137925,True
1710,E,9,32,5,45.994375000000005,True
1710,E,10,29,0,89.55758620689654,True
1710,E,11,15,0,112.52866666666668,True
1710,E,12,11,0,119.32727272727271,True
1710,E,13,12,0,117.41416666666667,True
1710,E,14,8,0,104.05375,True
1710,E,15,16,0,79.461875,True
1710,E,16,21,0,107.53523809523809,True
1710,E,17,7,0,117.55,True
1710,E,18,16,0,115.09875000000001,True
1710,E,19,15,0,112.34133333333332,True
1710,E,20,3,0,114.19,False
1710,W,0,35,0,70.70857142857143,True
1710,W,1,36,0,95.85222222222222,True
1710,W,2,20,0,113.93900000000001,True
1710,W,3,93,10,28.042903225806448,True
1710,W,4,58,1,44.39896551724137,True
1710,W,5,54,2,51.88407407407409,True
1710,W,6,24,0,91.80791666666666,True
1710,W,7,15,0,85.44266666666665,True
1710,W,8,19,0,112.22473684210526,True
1710,W,9,14,0,116.28857142857143,True
1710,W,10,20,0,112.148,True
1710,W,11,17,2,97.61470588235294,True
1710,W,12,14,0,113.67785714285715,True
1710,W,13,27,0,81.7814814814815,True
1710,W,14,12,0,104.42666666666666,True
1710,W,15,12,0,102.58416666666666,True
1710,W,16,22,0,102.70681818181819,True
1710,W,17,14,0,120.78000000000002,True
1710,W,18,19,0,115.9821052631579,True
1710,W,19,19,0,113.00578947368422,True
1710,W,20,13,0,127.3046153846154,True
1740,E,0,38,0,77.07973684210528,True
1740,E,1,20,0,111.59399999999998,True
1740,E,2,22,0,109.4509090909091,True
1740,E,3,29,0,110.37275862068965,True
1740,E,4,20,0,119.8655,True
1740,E,5,25,0,118.59080000000002,True
1740,E,6,23,0,117.32652173913044,True
1740,E,7,18,0,121.3561111111111,True
1740,E,8,62,18,38.58774193548386,True
1740,E,9,23,0,76.8495652173913,True
1740,E,10,27,0,87.05407407407408,True
1740,E,11,15,0,119.32533333333332,True
1740,E,12,19,0,112.6478947368421,True
1740,E,13,13,0,112.51384615384612,True
1740,E,14,14,0,88.62571428571427,True
1740,E,15,10,0,86.705,True
1740,E,16,9,0,113.91555555555556,True
1740,E,17,18,0,109.55555555555557,True
1740,E,18,16,0,117.51562500000001,True
1740,E,19,8,0,121.64,True
1740,E,20,16,0,114.88187500000004,True
1740,W,0,43,0,66.98651162790696,True
1740,W,1,30,0,101.35933333333335,True
1740,W,2,24,0,88.88458333333331,True
1740,W,3,88,13,24.380909090909086,True
1740,W,4,64,5,42.96984375000001,True
1740,W,5,51,2,46.833725490196066,True
1740,W,6,30,0,87.2,True
1740,W,7,16,0,75.869375,True
1740,W,8,14,0,110.4707142857143,True
1740,W,9,10,0,122.67800000000003,True
1740,W,10,18,0,116.82388888888889,True
1740,W,11,22,0,99.52045454545454,True
1740,W,12,9,0,113.73444444444443,True
1740,W,13,21,0,67.17190476190476,True
1740,W,14,29,0,69.40310344827589,True
1740,W,15,11,0,113.91,True
1740,W,16,9,0,120.33222222222223,True
1740,W,17,18,0,111.90166666666666,True
1740,W,18,15,0,118.33466666666665,True
1740,W,19,19,0,116.26894736842104,True
1740,W,20,19,0,114.56631578947369,True
1770,E,0,43,0,72.44883720930233,True
1770,E,1,17,0,107.75294117647057,True
1770,E,2,28,0,111.68714285714285,True
1770,E,3,18,0,117.62999999999998,True
1770,E,4,22,0,109.4940909090909,True
1770,E,5,29,0,110.68310344827586,True
1770,E,6,18,0,117.72722222222221,True
1770,E,7,32,0,110.120625,True
1770,E,8,57,14,39.34368421052631,True
1770,E,9,27,0,70.40592592592593,True
1770,E,10,15,0,113.78866666666666,True
1770,E,11,27,0,84.5203703703704,True
1770,E,12,11,0,116.57454545454544,True
1770,E,13,14,0,107.37357142857142,True
1770,E,14,19,2,75.5821052631579,True
1770,E,15,19,0,75.26052631578945,True
1770,E,16,7,0,102.57142857142857,True
1770,E,17,5,0,129.21,True
1770,E,18,13,0,106.3076923076923,True
1770,E,19,18,0,116.28166666666665,True
1770,E,20,11,0,114.62000000000002,True
1770,W,0,38,0,78.68868421052632,True
1770,W,1,34,0,88.7929411764706,True
1770,W,2,38,0,71.20657894736841,True
1770,W,3,75,6,32.0044,True
1770,W,4,68,3,43.65882352941175,True
1770,W,5,48,1,48.74916666666667,True
1770,W,6,29,0,83.40758620689657,True
1770,W,7,29,0,84.39379310344827,True
1770,W,8,19,0,107.08526315789473,True
1770,W,9,10,0,115.561,True
1770,W,10,10,0,109.899,True
1770,W,11,16,0,99.40125000000002,True
1770,W,12,17,0,108.55058823529414,True
1770,W,13,36,0,56.90416666666665,True
1770,W,14,13,0,65.83153846153847,True
1770,W,15,23,0,86.44652173913043,True
1770,W,16,16,0,112.48062500000002,True
1770,W,17,6,0,118.82666666666665,True
1770,W,18,8,0,118.14624999999998,True
1770,W,19,22,0,114.34636363636363,True
1770,W,20,15,0,118.86533333333334,True
1800,E,0,37,0,70.81135135135135,True
1800,E,1,30,0,108.74866666666667,True
1800,E,2,25,0,112.352,True
1800,E,3,21,0,112.53904761904761,True
1800,E,4,22,0,114.91454545454548,True
1800,E,5,23,0,109.4404347826087,True
1800,E,6,25,0,112.38119999999999,True
1800,E,7,28,0,104.31785714285714,True
1800,E,8,55,14,35.098363636363636,True
1800,E,9,24,0,68.97083333333333,True
1800,E,10,24,0,76.19,True
1800,E,11,16,0,91.75125000000001,True
1800,E,12,24,0,93.40249999999999,True
1800,E,13,10,0,100.67499999999998,True
1800,E,14,22,0,62.17636363636363,True
1800,E,15,14,0,74.46285714285715,True
1800,E,16,15,0,108.08000000000001,True
1800,E,17,13,0,106.9423076923077,True
1800,E,18,3,0,127.25,False
1800,E,19,7,0,123.91571428571429,True
1800,E,20,14,0,110.88714285714286,True
1800,W,0,32,0,79.20875000000001,True
1800,W,1,37,0,66.19783783783784,True
1800,W,2,55,8,46.363818181818175,True
1800,W,3,60,2,39.150333333333336,True
1800,W,4,69,0,39.106521739130436,True
1800,W,5,49,0,58.35775510204081,True
1800,W,6,33,3,73.63242424242422,True
1800,W,7,21,1,87.38761904761904,True
1800,W,8,11,0,112.12545454545456,True
1800,W,9,31,0,109.91806451612904,True
1800,W,10,14,0,119.79785714285715,True
1800,W,11,14,0,94.60357142857143,True
1800,W,12,7,0,122.3842857142857,True
1800,W,13,29,0,71.49896551724139,True
1800,W,14,32,0,57.11812499999998,True
1800,W,15,18,0,68.18222222222224,True
1800,W,16,8,0,117.8725,True
1800,W,17,15,0,113.96266666666664,True
1800,W,18,14,0,113.67071428571431,True
1800,W,19,6,0,118.96833333333332,True
1800,W,20,11,0,115.78454545454547,True
1830,E,0,32,0,83.4659375,True
1830,E,1,31,0,101.40322580645162,True
1830,E,2,20,0,107.35650000000001,True
1830,E,3,31,0,114.85322580645159,True
1830,E,4,22,0,113.125,True
1830,E,5,19,0,113.37052631578948,True
1830,E,6,24,0,116.66624999999999,True
1830,E,7,34,4,68.12735294117645,True
1830,E,8,60,7,36.1255,True
1830,E,9,22,4,54.39681818181819,True
1830,E,10,22,0,89.57090909090908,True
1830,E,11,11,0,117.18909090909092,True
1830,E,12,20,0,111.64199999999998,True
1830,E,13,20,0,105.11850000000004,True
1830,E,14,18,0,64.81222222222222,True
1830,E,15,22,0,66.91363636363636,True
1830,E,16,8,0,115.93749999999999,True
1830,E,17,15,0,116.23066666666666,True
1830,E,18,11,0,115.82,True
1830,E,19,10,0,111.96199999999999,True
1830,E,20,4,0,134.17749999999998,False
1830,W,0,40,0,74.98625,True
1830,W,1,36,0,60.794166666666655,True
1830,W,2,54,2,50.826296296296285,True
1830,W,3,59,1,39.68084745762713,True
1830,W,4,69,4,36.79028985507246,True
1830,W,5,47,1,51.13468085106383,True
1830,W,6,29,0,96.54517241379311,True
1830,W,7,31,0,79.95516129032255,True
1830,W,8,10,0,107.48799999999999,True
1830,W,9,16,0,117.133125,True
1830,W,10,15,0,109.97333333333334,True
1830,W,11,22,0,115.59181818181818,True
1830,W,12,13,0,98.48384615384617,True
1830,W,13,15,0,82.66466666666669,True
1830,W,14,35,0,55.53742857142858,True
1830,W,15,26,0,66.2626923076923,True
1830,W,16,14,0,100.08142857142857,True
1830,W,17,10,0,119.998,True
1830,W,18,10,0,120.529,True
1830,W,19,15,0,112.74133333333333,True
1830,W,20,13,0,114.52230769230772,True
1860,E,0,42,0,79.41547619047621,True
1860,E,1,22,0,110.81772727272727,True
1860,E,2,29,0,106.78793103448277,True
1860,E,3,24,0,115.49416666666666,True
1860,E,4,26,0,116.06153846153846,True
1860,E,5,24,0,115.73208333333334,True
1860,E,6,21,0,113.13333333333333,True
1860,E,7,38,0,65.5628947368421,True
1860,E,8,63,12,35.385555555555555,True
1860,E,9,34,7,43.0664705882353,True
1860,E,10,12,0,102.99916666666667,True
1860,E,11,6,0,114.37333333333335,True
1860,E,12,23,0,114.0017391304348,True
1860,E,13,18,0,98.68888888888888,True
1860,E,14,19,0,59.72947368421053,True
1860,E,15,25,0,67.3172,True
1860,E,16,10,0,97.72600000000001,True
1860,E,17,10,0,118.61800000000001,True
1860,E,18,7,0,119.12142857142855,True
1860,E,19,17,0,115.73588235294118,True
1860,E,20,9,0,113.66333333333333,True
1860,W,0,46,0,61.32608695652173,True
1860,W,1,42,0,73.27476190476192,True
1860,W,2,61,3,43.21442622950822,True
1860,W,3,52,0,53.88557692307692,True
1860,W,4,66,2,35.90757575757574,True
1860,W,5,54,1,54.713703703703715,True
1860,W,6,23,0,79.99260869565217,True
1860,W,7,12,0,101.56916666666666,True
1860,W,8,31,0,108.08290322580646,True
1860,W,9,17,0,117.8935294117647,True
1860,W,10,10,0,115.453,True
1860,W,11,15,0,119.40666666666667,True
1860,W,12,15,0,72.36,True
1860,W,13,35,0,72.78457142857144,True
1860,W,14,12,0,91.52333333333335,True
1860,W,15,49,0,62.165510204081635,True
1860,W,16,12,0,102.6075,True
1860,W,17,10,0,103.263,True
1860,W,18,12,0,115.18749999999999,True
1860,W,19,9,0,118.90444444444444,True
1860,W,20,15,0,119.77533333333332,True
1890,E,0,39,0,71.86564102564103,True
1890,E,1,33,0,99.95878787878787,True
1890,E,2,27,0,110.12777777777777,True
1890,E,3,23,0,110.96565217391303,True
1890,E,4,25,0,116.8352,True
1890,E,5,23,0,116.74521739130437,True
1890,E,6,28,0,115.49178571428571,True
1890,E,7,41,1,65.53829268292682,True
1890,E,8,71,11,30.80591549295775,True
1890,E,9,35,1,48.81799999999999,True
1890,E,10,11,0,107.25636363636364,True
1890,E,11,11,0,117.63000000000001,True
1890,E,12,9,0,111.52666666666666,True
1890,E,13,7,0,113.88714285714286,True
1890,E,14,24,0,69.36208333333333,True
1890,E,15,21,0,68.49904761904762,True
1890,E,16,17,0,100.0935294117647,True
1890,E,17,12,0,120.64416666666666,True
1890,E,18,9,0,119.71111111111112,True
1890,E,19,9,0,114.45666666666665,True
1890,E,20,8,0,120.865,True
1890,W,0,38,0,73.39815789473683,True
1890,W,1,44,0,68.37295454545452,True
1890,W,2,64,1,37.53484375000001,True
1890,W,3,47,0,58.88531914893616,True
1890,W,4,72,3,31.82222222222222,True
1890,W,5,47,0,61.027446808510625,True
1890,W,6,33,0,80.01666666666665,True
1890,W,7,24,0,88.24916666666665,True
1890,W,8,11,0,96.85272727272728,True
1890,W,9,17,0,114.57294117647061,True
1890,W,10,25,0,112.8004,True
1890,W,11,12,0,118.5625,True
1890,W,12,6,0,119.97999999999998,True
1890,W,13,28,0,81.45964285714287,True
1890,W,14,36,0,52.416666666666664,True
1890,W,15,18,0,78.68722222222223,True
1890,W,16,30,0,91.71566666666666,True
1890,W,17,21,0,118.09142857142858,True
1890,W,18,10,0,114.39099999999999,True
1890,W,19,10,0,108.888,True
1890,W,20,12,0,114.22833333333334,True
1920,E,0,29,0,75.19172413793106,True
1920,E,1,36,0,104.4877777777778,True
1920,E,2,28,0,106.18750000000003,True
1920,E,3,24,0,113.49458333333335,True
1920,E,4,26,0,110.1846153846154,True
1920,E,5,18,0,116.90388888888889,True
1920,E,6,28,0,112.75285714285714,True
1920,E,7,47,1,56.18234042553192,True
1920,E,8,64,12,36.775625000000005,True
1920,E,9,41,1,57.3490243902439,True
1920,E,10,23,0,80.94347826086958,True
1920,E,11,11,0,116.43090909090907,True
1920,E,12,10,0,117.51600000000003,True
1920,E,13,11,0,116.43818181818182,True
1920,E,14,15,0,57.47466666666667,True
1920,E,15,21,0,65.69761904761904,True
1920,E,16,12,0,97.31166666666667,True
1920,E,17,11,0,101.36272727272727,True
1920,E,18,15,0,122.3106666666667,True
1920,E,19,12,0,121.50333333333334,True
1920,E,20,12,0,118.40583333333336,True
1920,W,0,34,0,71.92500000000001,True
1920,W,1,45,0,64.75288888888888,True
1920,W,2,61,0,47.762950819672135,True
1920,W,3,57,1,58.04245614035087,True
1920,W,4,72,6,37.0026388888889,True
1920,W,5,38,0,61.885000000000005,True
1920,W,6,37,0,72.62594594594597,True
1920,W,7,22,0,85.60409090909091,True
1920,W,8,25,0,92.1828,True
1920,W,9,15,0,113.33866666666664,True
1920,W,10,5,0,120.974,True
1920,W,11,21,0,104.65523809523806,True
1920,W,12,16,0,116.3475,True
1920,W,13,10,0,102.849,True
1920,W,14,40,0,61.39000000000002,True
1920,W,15,24,0,68.84041666666668,True
1920,W,16,9,0,102.11555555555555,True
1920,W,17,23,0,109.41695652173915,True
1920,W,18,20,0,116.2665,True
1920,W,19,21,0,114.5947619047619,True
1920,W,20,13,0,114.91692307692308,True
1950,E,0,48,0,70.028125,True
1950,E,1,20,0,114.91599999999998,True
1950,E,2,24,0,112.33125,True
1950,E,3,33,0,111.15424242424244,True
1950,E,4,24,0,110.18583333333333,True
1950,E,5,28,0,106.39107142857145,True
1950,E,6,21,0,114.01571428571428,True
1950,E,7,50,4,49.3072,True
1950,E,8,59,10,41.624237288135596,True
1950,E,9,30,0,79.61733333333333,True
1950,E,10,36,0,70.60111111111114,True
1950,E,11,14,0,108.05571428571427,True
1950,E,12,14,0,110.92714285714285,True
1950,E,13,7,0,121.39,True
1950,E,14,17,0,73.08705882352942,True
1950,E,15,17,0,57.50647058823529,True
1950,E,16,10,0,106.809,True
1950,E,17,17,0,114.56588235294119,True
1950,E,18,10,0,117.30699999999999,True
1950,E,19,11,0,114.81090909090908,True
1950,E,20,14,0,121.495,True
1950,W,0,35,0,74.01657142857142,True
1950,W,1,38,0,70.79815789473685,True
1950,W,2,60,1,48.76016666666668,True
1950,W,3,71,5,35.31197183098591,True
1950,W,4,66,5,35.96121212121212,True
1950,W,5,48,1,59.98874999999999,True
1950,W,6,23,0,86.17652173913045,True
1950,W,7,19,0,110.32789473684211,True
1950,W,8,17,0,112.45470588235293,True
1950,W,9,26,0,112.38230769230769,True
1950,W,10,18,0,113.30222222222221,True
1950,W,11,16,0,106.44187499999998,True
1950,W,12,6,0,116.94500000000001,True
1950,W,13,12,0,112.09833333333334,True
1950,W,14,22,0,95.8931818181818,True
1950,W,15,43,0,60.40604651162792,True
1950,W,16,18,0,96.17444444444445,True
1950,W,17,8,0,112.92000000000002,True
1950,W,18,17,0,113.37117647058824,True
1950,W,19,17,0,116.82000000000001,True
1950,W,20,23,0,117.02434782608695,True
1980,E,0,45,1,64.61422222222221,True
1980,E,1,27,0,103.46777777777778,True
1980,E,2,27,0,118.8111111111111,True
1980,E,3,18,0,116.74444444444445,True
1980,E,4,30,0,107.45299999999999,True
1980,E,5,32,0,114.23968750000002,True
1980,E,6,21,0,113.19380952380953,True
1980,E,7,54,5,59.162592592592596,True
1980,E,8,62,5,49.047903225806444,True
1980,E,9,23,1,60.75347826086957,True
1980,E,10,32,0,97.54531250000001,True
1980,E,11,22,0,112.84136363636362,True
1980,E,12,23,0,113.37565217391305,True
1980,E,13,12,0,110.78083333333332,True
1980,E,14,17,0,68.82823529411765,True
1980,E,15,15,0,70.71533333333332,True
1980,E,16,15,0,108.12133333333331,True
1980,E,17,9,0,125.00222222222222,True
1980,E,18,9,0,113.31333333333333,True
1980,E,19,19,0,112.28842105263158,True
1980,E,20,10,0,117.13000000000002,True
1980,W,0,40,0,67.23575000000001,True
1980,W,1,42,0,66.68571428571425,True
1980,W,2,49,1,64.24346938775511,True
1980,W,3,78,9,27.12256410256411,True
1980,W,4,72,3,30.916250000000005,True
1980,W,5,38,0,68.53236842105262,True
1980,W,6,30,0,93.13166666666666,True
1980,W,7,18,0,92.54833333333335,True
1980,W,8,12,0,124.70333333333333,True
1980,W,9,12,0,122.69083333333329,True
1980,W,10,23,0,110.08652173913042,True
1980,W,11,25,1,97.888,True
1980,W,12,14,0,120.15357142857142,True
1980,W,13,17,0,83.76941176470588,True
1980,W,14,8,0,104.75999999999999,True
1980,W,15,33,0,65.00151515151515,True
1980,W,16,24,0,96.72208333333333,True
1980,W,17,25,0,113.48280000000003,True
1980,W,18,12,0,115.70750000000002,True
1980,W,19,9,0,114.23222222222223,True
1980,W,20,17,0,113.91411764705882,True
2010,E,0,38,0,83.53131578947367,True
2010,E,1,29,0,101.47931034482762,True
2010,E,2,33,0,104.83272727272728,True
2010,E,3,22,0,117.06454545454544,True
2010,E,4,24,0,117.43916666666665,True
2010,E,5,16,0,113.68375000000002,True
2010,E,6,32,0,116.14250000000001,True
2010,E,7,63,1,56.316984126984124,True
2010,E,8,60,7,42.18366666666665,True
2010,E,9,26,4,52.39807692307692,True
2010,E,10,21,0,111.88523809523808,True
2010,E,11,15,0,114.532,True
2010,E,12,29,0,114.81482758620689,True
2010,E,13,21,0,110.7942857142857,True
2010,E,14,19,0,88.33842105263157,True
2010,E,15,21,0,58.21333333333333,True
2010,E,16,9,0,101.38555555555554,True
2010,E,17,8,0,120.5825,True
2010,E,18,15,0,114.14799999999998,True
2010,E,19,11,0,118.04545454545455,True
2010,E,20,14,0,115.09214285714286,True
2010,W,0,45,0,61.87688888888892,True
2010,W,1,49,1,60.54673469387754,True
2010,W,2,47,0,64.02382978723404,True
2010,W,3,77,6,33.2222077922078,True
2010,W,4,65,4,35.18630769230769,True
2010,W,5,42,0,68.91809523809522,True
2010,W,6,31,0,82.52677419354839,True
2010,W,7,32,0,78.65624999999999,True
2010,W,8,21,0,106.90285714285714,True
2010,W,9,8,0,109.59625,True
2010,W,10,11,0,124.00272727272728,True
2010,W,11,12,0,116.15083333333332,True
2010,W,12,23,0,99.01608695652173,True
2010,W,13,32,0,61.347500000000004,True
2010,W,14,10,0,108.093,True
2010,W,15,12,0,103.12750000000001,True
2010,W,16,23,0,98.71347826086956,True
2010,W,17,23,0,108.33565217391303,True
2010,W,18,20,0,115.58699999999996,True
2010,W,19,21,0,115.64333333333336,True
2010,W,20,13,0,115.79384615384616,True
2040,E,0,39,0,83.16358974358975,True
2040,E,1,23,0,109.03826086956522,True
2040,E,2,32,0,109.81125000000002,True
2040,E,3,29,0,91.70137931034483,True
2040,E,4,28,0,111.48821428571425,True
2040,E,5,20,0,118.09149999999997,True
2040,E,6,27,0,112.89259259259259,True
2040,E,7,60,9,33.3205,True
2040,E,8,76,19,29.930263157894736,True
2040,E,9,27,7,40.87925925925926,True
2040,E,10,10,0,117.70100000000002,True
2040,E,11,10,0,112.474,True
2040,E,12,24,0,118.94708333333335,True
2040,E,13,13,0,115.92153846153846,True
2040,E,14,27,0,79.0996296296296,True
2040,E,15,12,0,81.96166666666666,True
2040,E,16,24,0,104.08833333333331,True
2040,E,17,10,0,118.09199999999998,True
2040,E,18,5,0,113.046,True
2040,E,19,12,0,117.28416666666668,True
2040,E,20,11,0,118.45818181818181,True
2040,W,0,44,1,62.85727272727272,True
2040,W,1,48,0,60.12583333333333,True
2040,W,2,55,0,39.02927272727274,True
2040,W,3,71,4,35.76492957746481,True
2040,W,4,62,3,54.5283870967742,True
2040,W,5,43,0,50.128372093023266,True
2040,W,6,31,0,83.37129032258066,True
2040,W,7,23,0,77.48000000000002,True
2040,W,8,23,0,83.20173913043477,True
2040,W,9,19,0,112.93842105263157,True
2040,W,10,19,0,116.18894736842104,True
2040,W,11,5,0,109.852,True
2040,W,12,10,0,121.777,True
2040,W,13,27,0,87.05370370370372,True
2040,W,14,36,0,62.77805555555554,True
2040,W,15,9,0,106.03777777777778,True
2040,W,16,8,0,124.97999999999999,True
2040,W,17,13,0,111.9123076923077,True
2040,W,18,29,0,110.21551724137932,True
2040,W,19,18,0,117.78055555555557,True
2040,W,20,24,0,117.06958333333334,True
2070,E,0,37,0,72.57135135135135,True
2070,E,1,29,0,111.29586206896552,True
2070,E,2,30,0,106.177,True
2070,E,3,25,0,110.3848,True
2070,E,4,32,0,115.57593749999997,True
2070,E,5,29,0,114.85896551724139,True
2070,E,6,20,0,113.85499999999999,True
2070,E,7,68,6,36.715588235294106,True
2070,E,8,80,24,27.593874999999997,True
2070,E,9,35,7,47.34685714285715,True
2070,E,10,17,0,108.78823529411765,True
2070,E,11,8,0,116.9125,True
2070,E,12,11,0,114.53363636363638,True
2070,E,13,10,0,117.109,True
2070,E,14,14,0,91.16142857142857,True
2070,E,15,25,0,67.46640000000001,True
2070,E,16,10,0,116.94500000000001,True
2070,E,17,15,0,109.38133333333333,True
2070,E,18,19,0,119.63578947368421,True
2070,E,19,11,0,118.43636363636365,True
2070,E,20,4,0,111.75,False
2070,W,0,32,0,76.86843749999998,True
2070,W,1,43,0,75.06767441860465,True
2070,W,2,76,7,28.51842105263158,True
2070,W,3,70,4,34.04857142857144,True
2070,W,4,55,0,48.46963636363635,True
2070,W,5,43,0,67.80232558139537,True
2070,W,6,27,0,79.45222222222222,True
2070,W,7,20,0,94.02099999999999,True
2070,W,8,25,0,112.9524,True
2070,W,9,11,0,123.14727272727274,True
2070,W,10,28,0,106.26071428571427,True
2070,W,11,15,0,108.00266666666667,True
2070,W,12,13,0,114.99076923076925,True
2070,W,13,11,0,83.95090909090908,True
2070,W,14,41,0,61.37341463414634,True
2070,W,15,21,0,62.835238095238104,True
2070,W,16,11,0,119.74181818181819,True
2070,W,17,7,0,115.16142857142856,True
2070,W,18,9,0,119.86777777777777,True
2070,W,19,19,0,112.33000000000003,True
2070,W,20,25,0,112.14759999999998,True
2100,E,0,44,0,72.34931818181816,True
2100,E,1,29,0,114.18862068965521,True
2100,E,2,29,0,108.47068965517241,True
2100,E,3,28,0,111.19607142857144,True
2100,E,4,24,0,111.22833333333331,True
2100,E,5,28,0,114.6257142857143,True
2100,E,6,25,0,117.29039999999999,True
2100,E,7,70,6,44.180285714285695,True
2100,E,8,89,26,25.881685393258437,True
2100,E,9,29,1,67.57068965517242,True
2100,E,10,28,0,74.30392857142859,True
2100,E,11,6,0,120.32166666666666,True
2100,E,12,14,0,103.84214285714286,True
2100,E,13,12,0,109.09166666666668,True
2100,E,14,17,0,54.79058823529413,True
2100,E,15,20,0,62.4995,True
2100,E,16,16,0,93.434375,True
2100,E,17,7,0,113.34857142857143,True
2100,E,18,13,0,109.26846153846152,True
2100,E,19,14,0,110.45142857142856,True
2100,E,20,19,0,115.92052631578946,True
2100,W,0,32,0,79.90531249999998,True
2100,W,1,42,1,55.38452380952382,True
2100,W,2,74,3,30.57905405405405,True
2100,W,3,67,1,37.21044776119403,True
2100,W,4,52,0,48.605576923076924,True
2100,W,5,47,0,58.12382978723406,True
2100,W,6,26,0,91.65538461538459,True
2100,W,7,21,0,104.48714285714284,True
2100,W,8,13,0,107.17076923076924,True
2100,W,9,15,0,117.514,True
2100,W,10,22,0,114.55772727272728,True
2100,W,11,23,0,89.62086956521738,True
2100,W,12,16,0,97.66124999999998,True
2100,W,13,14,0,82.95214285714287,True
2100,W,14,18,0,98.14277777777778,True
2100,W,15,53,0,59.18207547169814,True
2100,W,16,7,0,114.50142857142859,True
2100,W,17,7,0,119.55285714285715,True
2100,W,18,12,0,114.92,True
2100,W,19,7,0,108.22999999999999,True
2100,W,20,14,0,122.865,True
2130,E,0,30,0,83.92966666666668,True
2130,E,1,32,0,108.46781250000001,True
2130,E,2,22,0,114.92318181818179,True
2130,E,3,37,0,99.90567567567567,True
2130,E,4,24,0,112.10333333333334,True
2130,E,5,30,0,105.97333333333333,True
2130,E,6,19,0,115.18473684210528,True
2130,E,7,89,10,29.011011235955056,True
2130,E,8,85,25,26.306705882352936,True
2130,E,9,26,2,67.97538461538463,True
2130,E,10,25,0,93.1332,True
2130,E,11,23,0,110.33565217391308,True
2130,E,12,11,0,118.6172727272727,True
2130,E,13,9,0,103.95222222222222,True
2130,E,14,17,0,49.28117647058824,True
2130,E,15,15,0,50.912,True
2130,E,16,6,0,115.68333333333334,True
2130,E,17,22,0,103.18227272727273,True
2130,E,18,10,0,116.78299999999999,True
2130,E,19,11,0,103.79181818181819,True
2130,E,20,12,0,116.72250000000003,True
2130,W,0,30,0,82.43433333333333,True
2130,W,1,46,3,53.35456521739131,True
2130,W,2,76,1,31.436710526315796,True
2130,W,3,56,0,48.27589285714286,True
2130,W,4,60,1,51.193666666666665,True
2130,W,5,44,2,64.6675,True
2130,W,6,34,0,81.63970588235294,True
2130,W,7,26,0,72.22423076923077,True
2130,W,8,14,0,107.33500000000001,True
2130,W,9,17,0,109.17588235294117,True
2130,W,10,12,0,116.82083333333333,True
2130,W,11,18,0,108.16166666666666,True
2130,W,12,22,0,88.5459090909091,True
2130,W,13,24,0,71.81875,True
2130,W,14,13,0,107.43846153846152,True
2130,W,15,24,0,65.34791666666668,True
2130,W,16,35,0,95.98199999999999,True
2130,W,17,18,0,122.81888888888888,True
2130,W,18,7,0,125.75571428571428,True
2130,W,19,9,0,118.4088888888889,True
2130,W,20,10,0,115.53799999999998,True
2160,E,0,44,0,73.21772727272729,True
2160,E,1,18,0,113.70999999999998,True
2160,E,2,32,0,114.79750000000004,True
2160,E,3,29,0,109.9003448275862,True
2160,E,4,27,0,110.0766666666667,True
2160,E,5,24,0,116.93958333333335,True
2160,E,6,28,0,110.91392857142857,True
2160,E,7,92,14,33.72760869565218,True
2160,E,8,89,25,24.49168539325843,True
2160,E,9,27,2,76.65777777777778,True
2160,E,10,22,0,103.25318181818184,True
2160,E,11,9,0,111.3911111111111,True
2160,E,12,31,0,112.89870967741935,True
2160,E,13,10,0,117.402,True
2160,E,14,12,0,73.56416666666668,True
2160,E,15,22,0,55.605454545454556,True
2160,E,16,6,0,95.83833333333332,True
2160,E,17,8,0,116.20625,True
2160,E,18,11,0,115.74000000000001,True
2160,E,19,16,0,115.40125,True
2160,E,20,12,0,112.50083333333332,True
2160,W,0,29,0,80.40758620689655,True
2160,W,1,46,0,67.3682608695652,True
2160,W,2,74,4,36.153513513513516,True
2160,W,3,63,1,49.796349206349205,True
2160,W,4,50,0,52.0512,True
2160,W,5,50,1,47.5814,True
2160,W,6,27,0,93.61000000000001,True
2160,W,7,37,0,63.63702702702702,True
2160,W,8,9,0,113.28777777777776,True
