sim_sec,urban_volume_vph,freeway_volume_vph,ramp_green_D_sec,ramp_green_F_sec,vsl_speed_kph,total_vehicles,urban_vehicles,freeway_vehicles,ramp_vehicles,boundary_vehicles,other_vehicles,mean_speed_kph,freeway_mean_speed_kph,stopped_vehicles
1,900.000000,600.000000,2.000000,2.000000,120.000000,3,0,1,0,2,0,55.982052,55.611930,0
10,900.000000,600.000000,2.000000,2.000000,120.000000,21,0,4,0,17,0,57.343218,71.961766,0
20,900.000000,600.000000,2.000000,2.000000,120.000000,42,0,5,0,37,0,58.713944,99.135487,0
30,900.000000,600.000000,2.000000,2.000000,120.000000,64,0,11,0,52,1,59.022023,92.066680,0
40,900.000000,600.000000,2.000000,2.000000,120.000000,86,2,13,1,65,5,57.498326,111.763743,5
50,900.000000,600.000000,2.000000,2.000000,120.000000,98,8,14,2,71,3,49.488591,116.394589,18
60,900.000000,600.000000,2.000000,2.000000,120.000000,114,14,13,3,80,4,45.720248,120.866763,31
70,900.000000,600.000000,2.000000,2.000000,120.000000,135,20,13,2,85,15,48.475506,117.027812,10
80,900.000000,600.000000,2.000000,2.000000,120.000000,149,41,16,0,75,17,54.138592,111.731736,16
90,900.000000,600.000000,2.000000,2.000000,120.000000,163,62,17,2,72,10,53.388434,116.801277,19
100,900.000000,600.000000,2.000000,2.000000,120.000000,179,72,19,1,80,7,51.055433,113.639022,30
110,900.000000,600.000000,2.000000,2.000000,120.000000,194,67,19,5,95,8,44.459667,110.411589,45
120,900.000000,600.000000,2.000000,2.000000,120.000000,214,68,19,6,113,8,37.648168,110.575111,74
130,900.000000,600.000000,2.000000,2.000000,120.000000,230,50,19,8,110,43,44.039209,110.133580,31
140,900.000000,600.000000,2.000000,2.000000,120.000000,249,79,18,10,116,26,50.312215,114.649043,24
150,900.000000,600.000000,2.000000,2.000000,120.000000,266,96,17,14,125,14,49.851416,113.395319,30
160,900.000000,600.000000,2.000000,2.000000,120.000000,277,105,17,17,121,17,47.324702,113.699240,39
170,900.000000,600.000000,2.000000,2.000000,120.000000,284,102,18,19,116,29,42.169469,109.679598,65
180,900.000000,600.000000,2.000000,2.000000,120.000000,292,108,16,18,126,24,38.539588,114.523621,86
190,900.000000,600.000000,2.000000,2.000000,120.000000,318,100,24,15,136,43,42.350989,106.283705,53
200,900.000000,600.000000,2.000000,2.000000,120.000000,335,119,22,15,151,28,47.173603,112.669624,45
210,900.000000,600.000000,2.000000,2.000000,120.000000,341,141,21,14,145,20,44.384423,111.203203,58
220,900.000000,600.000000,2.000000,2.000000,120.000000,355,154,23,11,148,19,41.604782,106.621356,88
230,900.000000,600.000000,2.000000,2.000000,120.000000,360,162,22,10,146,20,37.008104,110.649099,116
240,900.000000,600.000000,2.000000,2.000000,120.000000,371,164,25,10,157,15,31.197668,111.910547,160
