sim_sec,urban_volume_vph,freeway_volume_vph,ramp_green_D_sec,ramp_green_F_sec,vsl_speed_kph,total_vehicles,urban_vehicles,freeway_vehicles,ramp_vehicles,boundary_vehicles,other_vehicles,mean_speed_kph,freeway_mean_speed_kph,stopped_vehicles
1,2400.000000,600.000000,10.000000,8.000000,120.000000,7,0,1,0,6,0,54.644834,55.611930,0
15,2400.000000,600.000000,10.000000,8.000000,120.000000,76,0,4,0,72,0,54.447923,93.051274,0
30,2400.000000,600.000000,10.000000,8.000000,120.000000,138,0,11,0,126,1,54.042518,92.598808,0
45,2400.000000,600.000000,10.000000,8.000000,120.000000,211,8,11,8,175,9,43.473005,102.542278,34
60,2400.000000,600.000000,10.000000,8.000000,120.000000,290,28,9,10,229,14,39.506189,116.208044,70
75,2400.000000,600.000000,10.000000,8.000000,120.000000,378,54,11,7,283,23,38.136207,104.671466,73
90,2400.000000,600.000000,10.000000,8.000000,120.000000,462,93,11,9,320,29,34.865676,112.010884,124
105,2400.000000,600.000000,10.000000,8.000000,120.000000,537,126,14,5,358,34,29.856073,97.796407,182
120,2400.000000,600.000000,10.000000,8.000000,120.000000,609,146,21,20,394,28,26.633582,102.498561,228
135,2400.000000,600.000000,10.000000,8.000000,120.000000,668,159,21,24,420,44,23.273173,107.523988,248
150,2400.000000,600.000000,10.000000,8.000000,120.000000,736,194,19,39,438,46,23.096746,108.443815,289
165,2400.000000,600.000000,10.000000,8.000000,120.000000,784,228,19,50,443,44,20.498178,105.850667,321
180,2400.000000,600.000000,10.000000,8.000000,120.000000,848,250,18,57,467,56,19.163190,105.599891,386
195,2400.000000,600.000000,10.000000,8.000000,120.000000,933,261,20,48,530,74,18.286759,94.872245,420
210,2400.000000,600.000000,10.000000,8.000000,120.000000,998,291,23,52,563,69,17.617299,96.651942,467
225,2400.000000,600.000000,10.000000,8.000000,120.000000,1059,321,31,51,590,66,15.736775,103.181613,544
240,2400.000000,600.000000,10.000000,8.000000,120.000000,1104,347,30,53,611,63,13.283241,99.734956,634
255,2400.000000,600.000000,10.000000,8.000000,120.000000,1143,371,29,60,626,57,11.886798,105.385978,664
270,2400.000000,600.000000,10.000000,8.000000,120.000000,1208,404,28,67,658,51,11.376555,104.139860,715
285,2400.000000,600.000000,10.000000,8.000000,120.000000,1259,434,25,63,674,63,10.904833,102.423516,760
300,2400.000000,600.000000,10.000000,8.000000,120.000000,1301,457,25,68,688,63,10.567580,98.241755,832
315,2400.000000,600.000000,10.000000,8.000000,120.000000,1353,470,29,57,721,76,10.538967,99.899791,861
330,2400.000000,600.000000,10.000000,8.000000,120.000000,1396,489,29,51,737,90,10.287413,101.188642,911
345,2400.000000,600.000000,10.000000,8.000000,120.000000,1417,497,29,51,743,97,8.454580,99.586321,980
360,2400.000000,600.000000,10.000000,8.000000,120.000000,1438,496,35,57,746,104,8.301359,101.148332,1018
375,2400.000000,600.000000,10.000000,8.000000,120.000000,1449,485,31,54,747,132,8.733798,103.255717,988
390,2400.000000,600.000000,10.000000,8.000000,120.000000,1480,499,31,62,741,147,8.756187,102.579653,994
405,2400.000000,600.000000,10.000000,8.000000,120.000000,1530,521,34,71,769,135,8.007286,103.985861,1081
420,2400.000000,600.000000,10.000000,8.000000,120.000000,1555,542,29,71,783,130,7.654583,107.104985,1130
435,2400.000000,600.000000,10.000000,8.000000,120.000000,1575,558,31,64,787,135,7.973166,98.704730,1116
450,2400.000000,600.000000,10.000000,8.000000,120.000000,1595,567,30,61,808,129,8.196088,104.018752,1160
465,2400.000000,600.000000,10.000000,8.000000,120.000000,1615,575,29,57,823,131,6.768484,105.461045,1232
480,2400.000000,600.000000,10.000000,8.000000,120.000000,1635,579,33,53,836,134,5.925161,105.114749,1283
495,2400.000000,600.000000,10.000000,8.000000,120.000000,1639,574,22,57,833,153,5.732438,102.651323,1267
510,2400.000000,600.000000,10.000000,8.000000,120.000000,1657,585,25,65,818,164,6.423277,100.015621,1256
525,2400.000000,600.000000,10.000000,8.000000,120.000000,1695,604,30,71,835,155,5.872142,100.920559,1302
540,2400.000000,600.000000,10.000000,8.000000,120.000000,1720,621,33,68,848,150,5.572978,105.446760,1351
555,2400.000000,600.000000,10.000000,8.000000,120.000000,1732,629,36,66,843,158,6.243464,99.176919,1332
570,2400.000000,600.000000,10.000000,8.000000,120.000000,1745,645,36,58,860,146,6.574939,104.050530,1368
585,2400.000000,600.000000,10.000000,8.000000,120.000000,1751,643,32,56,875,145,6.264816,109.513633,1405
600,2400.000000,600.000000,10.000000,8.000000,120.000000,1738,644,28,57,864,145,5.463174,107.512761,1399
615,2400.000000,600.000000,10.000000,8.000000,120.000000,1745,645,26,58,863,153,5.126201,104.240890,1399
630,2400.000000,600.000000,10.000000,8.000000,120.000000,1764,650,28,62,861,163,5.161678,106.327429,1415
645,2400.000000,600.000000,10.000000,8.000000,120.000000,1800,660,31,68,881,160,4.572041,101.925904,1464
660,2400.000000,600.000000,10.000000,8.000000,120.000000,1824,682,29,71,896,146,4.450478,105.002977,1501
675,2400.000000,600.000000,10.000000,8.000000,120.000000,1825,685,29,74,884,153,4.448562,106.147533,1481
690,2400.000000,600.000000,10.000000,8.000000,120.000000,1832,691,27,58,900,156,5.436357,96.708448,1510
