sim_sec,total_vehicles,urban_vehicles,freeway_vehicles,ramp_vehicles,boundary_vehicles,other_vehicles,mean_speed_kph,freeway_mean_speed_kph,stopped_vehicles,controller_mode,controller_status,decision_wall_sec
1,7,0,1,0,6,0,54.644834,55.611930,0,VISSIM_ADAPTER_STACKELBERG,ok,3.272836
5,30,0,9,0,21,0,57.003140,62.757569,0,VISSIM_ADAPTER_STACKELBERG,ok,3.272836
10,65,0,16,0,49,0,58.654858,77.719340,0,VISSIM_ADAPTER_STACKELBERG,ok,3.272836
15,99,0,24,0,75,0,60.754900,87.972739,0,VISSIM_ADAPTER_STACKELBERG,ok,3.272836
20,125,0,31,0,94,0,62.703270,95.108040,0,VISSIM_ADAPTER_STACKELBERG,ok,3.272836
25,154,0,34,0,116,4,63.268953,97.054741,0,VISSIM_ADAPTER_STACKELBERG,ok,3.272836
30,179,0,34,0,135,10,63.025144,100.863572,0,VISSIM_ADAPTER_STACKELBERG,ok,3.272836
35,208,1,37,1,153,16,59.616575,101.898243,4,VISSIM_ADAPTER_STACKELBERG,ok,3.272836
40,240,5,42,6,168,19,56.824208,100.888377,20,VISSIM_ADAPTER_STACKELBERG,ok,3.272836
45,280,13,51,11,189,16,53.976300,99.187120,30,VISSIM_ADAPTER_STACKELBERG,ok,3.272836
50,315,18,53,15,209,20,51.745419,100.262201,47,VISSIM_ADAPTER_STACKELBERG,ok,3.272836
55,358,25,58,15,240,20,50.998529,99.525281,63,VISSIM_ADAPTER_STACKELBERG,ok,3.272836
60,397,32,66,9,263,27,50.289261,96.336205,80,VISSIM_ADAPTER_STACKELBERG,ok,3.164608
65,438,40,75,2,290,31,48.411185,93.976789,102,VISSIM_ADAPTER_STACKELBERG,ok,3.164608
70,483,44,77,5,321,36,47.478651,95.262033,121,VISSIM_ADAPTER_STACKELBERG,ok,3.164608
75,519,48,83,7,341,40,45.456153,93.631528,146,VISSIM_ADAPTER_STACKELBERG,ok,3.164608
80,554,53,89,9,364,39,42.439366,91.219584,168,VISSIM_ADAPTER_STACKELBERG,ok,3.164608
85,590,56,89,12,391,42,39.860053,85.570064,200,VISSIM_ADAPTER_STACKELBERG,ok,3.164608
90,624,61,94,17,413,39,37.768086,82.883101,223,VISSIM_ADAPTER_STACKELBERG,ok,3.164608
95,663,57,101,18,442,45,36.627849,77.516911,245,VISSIM_ADAPTER_STACKELBERG,ok,3.164608
100,693,58,108,18,457,52,35.784428,74.650085,264,VISSIM_ADAPTER_STACKELBERG,ok,3.164608
105,729,67,111,19,477,55,35.834351,72.916795,279,VISSIM_ADAPTER_STACKELBERG,ok,3.164608
110,754,84,109,21,485,55,34.393904,68.632135,300,VISSIM_ADAPTER_STACKELBERG,ok,3.164608
115,779,97,108,23,496,55,31.692470,60.495587,306,VISSIM_ADAPTER_STACKELBERG,ok,3.164608
120,796,107,110,27,503,49,28.895640,54.299928,306,VISSIM_ADAPTER_STACKELBERG,ok,3.159924
125,825,105,118,34,513,55,26.871580,52.181923,339,VISSIM_ADAPTER_STACKELBERG,ok,3.159924
130,849,113,124,39,519,54,25.669081,53.069072,356,VISSIM_ADAPTER_STACKELBERG,ok,3.159924
135,887,124,125,43,534,61,24.740795,52.482586,393,VISSIM_ADAPTER_STACKELBERG,ok,3.159924
140,917,132,131,45,543,66,24.353884,55.610345,409,VISSIM_ADAPTER_STACKELBERG,ok,3.159924
145,946,140,135,51,551,69,24.261352,57.056377,448,VISSIM_ADAPTER_STACKELBERG,ok,3.159924
150,958,152,134,64,551,57,23.114854,58.192243,460,VISSIM_ADAPTER_STACKELBERG,ok,3.159924
155,982,162,137,64,556,63,22.861185,60.021326,481,VISSIM_ADAPTER_STACKELBERG,ok,3.159924
160,1015,172,138,72,572,61,22.903883,64.603076,502,VISSIM_ADAPTER_STACKELBERG,ok,3.159924
165,1038,179,136,70,584,69,22.488878,63.411116,518,VISSIM_ADAPTER_STACKELBERG,ok,3.159924
170,1076,182,141,70,606,77,23.009704,63.982051,504,VISSIM_ADAPTER_STACKELBERG,ok,3.159924
175,1107,186,144,70,630,77,23.196537,64.962966,520,VISSIM_ADAPTER_STACKELBERG,ok,3.159924
180,1133,183,148,68,649,85,23.157017,65.543361,541,VISSIM_ADAPTER_STACKELBERG,ok,3.168798
185,1158,186,142,73,669,88,22.953667,61.409516,562,VISSIM_ADAPTER_STACKELBERG,ok,3.168798
190,1183,185,140,80,687,91,22.871787,60.367628,565,VISSIM_ADAPTER_STACKELBERG,ok,3.168798
195,1199,192,142,83,693,89,21.660598,55.287330,588,VISSIM_ADAPTER_STACKELBERG,ok,3.168798
200,1215,197,147,81,705,85,20.173896,52.494647,604,VISSIM_ADAPTER_STACKELBERG,ok,3.168798
205,1236,205,154,79,718,80,20.029398,51.826927,627,VISSIM_ADAPTER_STACKELBERG,ok,3.168798
210,1252,208,158,80,727,79,20.180487,51.042205,628,VISSIM_ADAPTER_STACKELBERG,ok,3.168798
215,1268,211,155,76,739,87,20.019689,47.467396,639,VISSIM_ADAPTER_STACKELBERG,ok,3.168798
220,1290,208,155,76,754,97,20.398802,48.426225,637,VISSIM_ADAPTER_STACKELBERG,ok,3.168798
225,1304,207,151,78,769,99,20.210223,48.871337,641,VISSIM_ADAPTER_STACKELBERG,ok,3.168798
230,1314,210,149,77,772,106,20.139961,47.526088,659,VISSIM_ADAPTER_STACKELBERG,ok,3.168798
235,1320,230,146,75,772,97,20.396363,48.867359,658,VISSIM_ADAPTER_STACKELBERG,ok,3.168798
240,1324,247,145,76,772,84,20.134617,51.212666,671,VISSIM_ADAPTER_STACKELBERG,ok,3.405693
245,1332,255,146,83,769,79,19.692633,54.659387,676,VISSIM_ADAPTER_STACKELBERG,ok,3.405693
250,1334,251,142,87,761,93,18.948872,56.491464,682,VISSIM_ADAPTER_STACKELBERG,ok,3.405693
255,1354,255,145,94,765,95,18.299836,58.165675,711,VISSIM_ADAPTER_STACKELBERG,ok,3.405693
260,1373,257,143,101,773,99,17.500523,57.948155,727,VISSIM_ADAPTER_STACKELBERG,ok,3.405693
265,1396,267,149,102,777,101,16.927649,58.126122,764,VISSIM_ADAPTER_STACKELBERG,ok,3.405693
270,1409,270,146,110,778,105,15.926650,57.167569,783,VISSIM_ADAPTER_STACKELBERG,ok,3.405693
275,1424,280,148,117,776,103,15.394548,56.589542,803,VISSIM_ADAPTER_STACKELBERG,ok,3.405693
280,1446,292,154,126,776,98,14.738037,56.219242,830,VISSIM_ADAPTER_STACKELBERG,ok,3.405693
285,1459,299,154,139,775,92,13.987160,54.914150,838,VISSIM_ADAPTER_STACKELBERG,ok,3.405693
290,1476,307,159,145,777,88,13.664613,55.166386,855,VISSIM_ADAPTER_STACKELBERG,ok,3.405693
295,1491,311,163,140,782,95,13.546788,57.619551,876,VISSIM_ADAPTER_STACKELBERG,ok,3.405693
300,1507,312,162,141,788,104,14.125168,58.505924,867,VISSIM_ADAPTER_STACKELBERG,ok,3.386717
