sim_sec,veh_no,lane,pos_m,speed_kph
1.00000000000000,"1","55-1","4.60517707852167","43.2185845428878"
1.00000000000000,"2","164-1","8.03874779709898","32.1771240993717"
1.00000000000000,"3","74-1","7.8637381913691","34.2223749482591"
1.00000000000000,"4","74-2","5.56125441036313","42.8710792918855"
1.00000000000000,"5","26-1","3.97933233227724","43.3369924519996"
1.00000000000000,"6","26-2","1.51638705652894","43.643686314729"
1.00000000000000,"7","66-1","7.81273579038013","43.2162884101171"
1.00000000000000,"8","99-1","3.90008861571106","43.6471398756721"
150.000000000000,"1","10200-2","15.5937735751057","42.657619687416"
150.000000000000,"2","1220015100-1","197.217146142178","32.1771240993717"
150.000000000000,"3","2-1","1170.24947497436","114.145554695657"
150.000000000000,"4","71-4","55.1441185535785","38.1146432962653"
150.000000000000,"5","120-2","1190.5409126821","124.674098889653"
150.000000000000,"6","120-3","1301.85587010595","128.178517148639"
150.000000000000,"7","66-1","1766.64319419801","42.4516099557401"
150.000000000000,"8","107-2","481.75452344282","0.49253985349824"
150.000000000000,"9","28-1","182.372336646264","43.1792047743637"
150.000000000000,"11","120-4","913.333416131569","119.050871557777"
150.000000000000,"12","125-1","954.222005505353","110.97535479683"
150.000000000000,"13","66-2","1293.7506418862","31.9684138195203"
150.000000000000,"14","245-1","26.9976532449691","42.435441659419"
150.000000000000,"15","2-3","1838.31305609296","114.3512692651"
150.000000000000,"16","26-2","3718.17619560174","94.1379817286051"
150.000000000000,"17","127-2","405.648706557672","117.409784961651"
150.000000000000,"18","69-1","1296.94766746278","29.589846249928"
150.000000000000,"19","275-1","129.526869091667","46.3213904483421"
150.000000000000,"20","10200-2","34.4326042849838","43.8639780096393"
150.000000000000,"21","28-2","191.631518945309","41.2638503897916"
150.000000000000,"23","1220008702-2","22.5832068089305","44.0282662897437"
150.000000000000,"24","2-4","2698.20015789968","139.777217054657"
150.000000000000,"25","120-4","1437.86116224619","136.806346667116"
150.000000000000,"26","38-3","17.3417940302299","130.278893530899"
150.000000000000,"27","109-4","242.452274911394","41.1797157976314"
150.000000000000,"28","96-1","10.1461732164248","42.9072919913817"
150.000000000000,"30","1220000102-3","117.994326531789","74.5023993221207"
150.000000000000,"32","127-3","375.925674850699","115.877155152342"
150.000000000000,"33","127-2","620.385991330419","1.18685572107532"
150.000000000000,"35","1220021201-1","37.6363821048195","42.6860811916846"
150.000000000000,"36","28-3","158.96752457515","41.5442285328139"
150.000000000000,"37","1220006903-2","95.1508966164897","0"
150.000000000000,"38","2-4","2134.20897088516","126.359843974237"
150.000000000000,"39","10682-1","181.77016048927","137.923390272487"
150.000000000000,"40","120-3","946.222920935417","133.238010075971"
150.000000000000,"41","66-1","1694.21031468658","45.1945956853565"
150.000000000000,"42","78-2","260.342134711057","43.9336686226324"
150.000000000000,"43","125-2","365.188477807787","41.4061824085471"
150.000000000000,"44","1220022604-3","3.13738200907771","40.6260621514232"
150.000000000000,"45","108-3","482.625871873081","0.891786352502522"
150.000000000000,"46","1220015000-1","25.8987749186065","0"
150.000000000000,"47","2-3","2468.58556578136","139.902619163574"
150.000000000000,"48","120-3","1127.44818212054","135.284102459444"
150.000000000000,"49","127-3","192.023725472655","96.7080839478999"
150.000000000000,"50","24-1","230.644132245866","40.6650717721007"
150.000000000000,"51","326-3","161.965622371697","44.8469649010447"
150.000000000000,"52","2-1","1688.71701970281","117.168496638431"
150.000000000000,"53","2-2","2023.96679394331","124.088535129667"
150.000000000000,"54","127-1","263.824713459305","110.35398523264"
150.000000000000,"55","120-2","921.45630208596","139.400086213098"
150.000000000000,"56","10490-1","274.608254847553","40.6808449632211"
150.000000000000,"58","102-1","362.064919288732","0"
150.000000000000,"59","1220061100-1","200.872830236592","35.7466084596604"
150.000000000000,"60","1220006903-2","86.3098879108282","13.0166469082735"
150.000000000000,"61","1220009700-1","42.8552699048143","42.4142852920141"
150.000000000000,"62","2-1","1853.62380149625","122.884797996044"
150.000000000000,"63","2-2","1912.32983259902","122.189564915153"
150.000000000000,"64","125-1","924.41202638604","111.778127573867"
150.000000000000,"65","2-3","1532.53568727096","119.939705797754"
150.000000000000,"66","120-3","1050.89485762301","142.779632673547"
150.000000000000,"67","89-4","243.002567148925","41.6988044236242"
150.000000000000,"68","298-4","106.269342536941","0"
150.000000000000,"69","1220024801-1","150.104033831001","0"
150.000000000000,"70","10334-2","9.32776831917483","42.4857985466918"
150.000000000000,"71","120-4","506.458509243513","117.583403332391"
150.000000000000,"72","66-4","1610.62810537139","39.1146208735517"
150.000000000000,"73","66-1","1572.47096597676","40.6928799256433"
150.000000000000,"74","1220024801-3","150.068868814251","0"
150.000000000000,"75","10128-4","26.6463900613315","44.0645872706232"
150.000000000000,"76","2-1","2011.55570352385","130.835221809398"
150.000000000000,"77","2-1","1650.41283276722","113.022853231521"
150.000000000000,"78","1220021201-2","29.320736284343","40.6843979076213"
150.000000000000,"79","1220021201-1","52.4285381773962","40.8988678480729"
150.000000000000,"80","1220006903-2","73.8848320485963","26.6775897788376"
150.000000000000,"81","2-4","1419.24737259559","113.270636011347"
150.000000000000,"82","2-4","1624.60701734035","117.58466700666"
150.000000000000,"83","80-1","378.847876238241","0"
150.000000000000,"84","28-4","179.702585136133","42.8899031628133"
150.000000000000,"85","183-1","62.1371965603285","68.4057142360352"
150.000000000000,"86","292-4","7.24420328959551","44.4109253236164"
150.000000000000,"87","2-2","1413.51464846745","112.771738787819"
150.000000000000,"88","1220001900-2","17.7669619798034","45.5051231933575"
150.000000000000,"89","1220007004-1","130.894709488929","39.2058024593249"
150.000000000000,"90","120-1","342.327009216416","116.066812192708"
150.000000000000,"91","66-2","1215.84083625566","32.2009903383271"
150.000000000000,"92","127-1","212.021002927323","42.6708676191846"
150.000000000000,"93","120-2","320.046104045216","77.6216925125375"
150.000000000000,"94","2-1","1395.80652037675","116.203290705753"
150.000000000000,"95","69-1","1556.63071708114","43.8004691299098"
150.000000000000,"97","1220021203-1","79.7681394146975","30.5676865462604"
150.000000000000,"98","10200-4","14.9537690110985","40.6265861286378"
150.000000000000,"99","2-2","1191.07155663475","110.929849526604"
150.000000000000,"100","2-4","1526.21699510692","125.424132096356"
150.000000000000,"101","120-4","468.182405927326","115.505236715039"
150.000000000000,"102","69-1","1497.87435423368","39.0739538556521"
150.000000000000,"103","69-1","1536.03806834808","39.8010023988017"
150.000000000000,"104","24-1","293.720507775198","41.2539324830877"
150.000000000000,"105","125-2","342.651228990791","43.6339148300632"
150.000000000000,"107","1220007004-1","13.3381050545448","41.8952528376963"
150.000000000000,"108","2-3","1169.9044011776","119.973215835966"
150.000000000000,"109","26-1","3745.29538288473","101.727096458339"
150.000000000000,"110","125-1","863.218754533265","124.45761983504"
150.000000000000,"111","129-1","148.976106523817","34.1493731439861"
150.000000000000,"112","10490-1","134.505241381051","40.353555157863"
150.000000000000,"113","37-1","533.403299321567","0"
150.000000000000,"114","1220001900-4","18.7222767236858","46.1633165553881"
150.000000000000,"115","1220000102-1","56.5278773294593","80.2450779901787"
150.000000000000,"116","1220000803-2","309.518407528436","33.9858069157066"
150.000000000000,"117","127-1","30.4134164870515","106.032479136976"
150.000000000000,"118","1220021203-2","85.2926918412371","31.3194842988903"
150.000000000000,"120","120-3","540.334562060209","128.003692848335"
150.000000000000,"121","120-3","725.259423225352","134.794631930648"
150.000000000000,"122","69-1","1123.87491523236","32.8920569999761"
150.000000000000,"123","10128-4","6.06571715950261","33.5437934804199"
150.000000000000,"124","62-1","288.535012299362","70.9044043431236"
150.000000000000,"125","2-2","1099.74102375488","110.132880963472"
150.000000000000,"126","2-4","1179.47186412874","112.131338720505"
150.000000000000,"127","2-1","1370.09220385627","115.133998695951"
150.000000000000,"128","120-3","52.6653469029064","90.5552326592775"
150.000000000000,"129","10490-1","214.593954998096","44.9970771616784"
150.000000000000,"130","10490-1","117.602327838857","41.9265776445163"
150.000000000000,"131","10200-3","11.576707180602","40.1727009937569"
150.000000000000,"132","1220021201-4","52.9059455165563","40.2718486497812"
150.000000000000,"133","1220017202-2","158.980389626691","0"
150.000000000000,"135","2-3","1410.57114915451","136.27903388221"
150.000000000000,"136","2-3","2018.90378662837","147.659177435405"
150.000000000000,"137","2-2","1149.93509721695","115.808802669405"
150.000000000000,"138","120-3","382.429669898548","123.160018948891"
150.000000000000,"139","125-1","782.947820623915","126.920553751235"
150.000000000000,"140","102-1","355.562120330407","1.55677661074994"
150.000000000000,"141","1220006903-4","20.2703925112378","42.6571559853985"
150.000000000000,"142","2-3","1123.1751100114","123.077568088955"
150.000000000000,"143","2-3","1345.32153458799","122.497508908312"
150.000000000000,"144","2-1","1092.6765948874","113.590230861961"
150.000000000000,"145","120-4","181.82292797083","117.06288804854"
150.000000000000,"146","120-4","39.6929559082308","117.247029429038"
150.000000000000,"147","69-1","1438.9121994448","41.220754947101"
150.000000000000,"148","80-1","373.40003915086","0"
150.000000000000,"149","1220024801-1","143.456398379197","0"
150.000000000000,"150","1220024801-2","150.385760580292","0"
150.000000000000,"151","1220001900-1","15.4068546093416","40.3536059813"
150.000000000000,"152","1220014303-1","161.773422859225","0"
150.000000000000,"153","2-3","775.4376456678","118.959015053456"
150.000000000000,"154","120-4","142.685183215956","118.239076527927"
150.000000000000,"156","427-2","477.907316363395","30.9873913160962"
150.000000000000,"157","1220021203-3","40.6898777724587","31.2304035670195"
150.000000000000,"158","2-3","1113.85849222439","117.358456143599"
150.000000000000,"159","26-2","3644.64745904941","107.554334270797"
150.000000000000,"160","69-1","1475.40400789375","40.5064073274061"
150.000000000000,"161","10482-2","143.281307598501","33.6327499113122"
150.000000000000,"162","2-3","1062.44329416354","115.699055927101"
150.000000000000,"163","1220024801-1","131.168599647241","0"
150.000000000000,"164","1220024801-1","137.707483975799","0"
150.000000000000,"166","1210008303-1","28.7747506566533","44.3724020429357"
150.000000000000,"167","2-1","1057.90755575094","114.741078714264"
150.000000000000,"168","2-4","215.440736828762","90.4945914708453"
150.000000000000,"169","120-3","329.557599795353","136.448443134387"
150.000000000000,"170","66-3","1422.5049828686","43.2938618590398"
150.000000000000,"171","120-2","61.6558012011484","43.1448564615904"
150.000000000000,"172","31-1","162.038855809388","45.1058905432314"
150.000000000000,"173","2-2","1022.77651432977","118.912172234853"
150.000000000000,"174","120-3","262.469436714124","141.84461895691"
150.000000000000,"175","120-2","45.5216358910337","44.8622210808192"
150.000000000000,"176","10128-2","33.9676465010109","40.6071999163878"
150.000000000000,"177","2-4","995.12314506465","100.866130845911"
150.000000000000,"178","117-3","382.403258839946","0"
150.000000000000,"179","2-1","153.146187937968","87.5244463861899"
150.000000000000,"180","2-4","847.503436049122","111.363207456965"
150.000000000000,"181","2-4","810.076798958203","115.177053341857"
150.000000000000,"182","2-2","779.498757138576","109.50389797688"
