sim_sec,veh_no,lane,pos_m,route_decision_no,route_no,route_decision_type,decision_vartype,route_vartype,type_vartype
697,"2590","56-4","347.59499169363","1129","1","STATIC",3,3,8
697,"2664","56-4","306.08833329847","1129","1","STATIC",3,3,8
697,"2720","56-3","317.804064529896","1129","1","STATIC",3,3,8
697,"2936","56-3","210.210548835908",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
697,"2993","56-3","183.171025288546",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
697,"3321","56-2","238.032119464446",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
698,"13","10621-1","794.687753458763",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
698,"781","57-2","20.346327540668","1129","2","STATIC",3,3,8
698,"967","56-1","461.033174940726","1129","3","STATIC",3,3,8
698,"1082","56-3","76.0936754221632",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
698,"2031","10621-1","62.7062642137416","1129","1","STATIC",3,3,8
698,"2350","56-3","432.266628286044","1129","1","STATIC",3,3,8
698,"2506","56-3","399.696105757396","1129","1","STATIC",3,3,8
698,"2571","10621-2","847.520913249341",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
698,"2577","56-3","332.956356733352","1129","1","STATIC",3,3,8
698,"2582","56-2","308.615338380792","1129","1","STATIC",3,3,8
698,"2590","56-4","377.167316023504","1129","1","STATIC",3,3,8
698,"2664","56-4","334.297234481722","1129","1","STATIC",3,3,8
698,"2692","10634-2","15.714951770165",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
698,"2720","56-3","350.178286023253","1129","1","STATIC",3,3,8
698,"2936","56-3","238.340525921822",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
698,"2993","56-3","211.021664575498",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
698,"3321","56-2","266.717599607032","1129","3","STATIC",3,3,8
699,"13","10621-1","802.942248513048",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
699,"781","57-2","32.5692440455111","1129","2","STATIC",3,3,8
699,"967","10617-1","5.42167392992451","1129","3","STATIC",3,3,8
699,"1082","56-3","87.773066040725",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
699,"2031","10621-1","103.24127629701","1129","1","STATIC",3,3,8
699,"2350","56-3","465.229219774906","1129","1","STATIC",3,3,8
699,"2506","56-3","430.438634961685","1129","1","STATIC",3,3,8
699,"2571","10621-2","859.942399442617",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
699,"2577","56-3","363.191887875496","1129","1","STATIC",3,3,8
699,"2582","56-2","333.985225318496","1129","1","STATIC",3,3,8
699,"2590","56-4","407.325036677503","1129","1","STATIC",3,3,8
699,"2664","56-4","363.50359913411","1129","1","STATIC",3,3,8
699,"2692","10634-2","42.9636516885585",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
699,"2720","56-3","382.497262450385","1129","1","STATIC",3,3,8
699,"2936","56-3","266.826010527997","1129","1","STATIC",3,3,8
699,"2993","56-4","239.333806804479",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
699,"3321","56-2","294.760970109091","1129","3","STATIC",3,3,8
700,"13","10621-1","811.39751046138",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
700,"781","57-2","44.6814256073188","1129","2","STATIC",3,3,8
700,"967","57-1","4.65562299487564","1129","3","STATIC",3,3,8
700,"1082","56-3","99.4524566592869",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
700,"2031","10621-1","144.0849309087","1129","1","STATIC",3,3,8
700,"2350","10621-1","32.6065359280685","1129","1","STATIC",3,3,8
700,"2506","56-3","461.37024395275","1129","1","STATIC",3,3,8
700,"2571","10621-2","872.178614640039",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
700,"2577","56-3","393.741635560185","1129","1","STATIC",3,3,8
700,"2582","56-2","360.374411273319","1129","1","STATIC",3,3,8
700,"2590","56-4","438.047079387958","1129","1","STATIC",3,3,8
700,"2664","56-4","393.682195666266","1129","1","STATIC",3,3,8
700,"2692","56-2","9.37629276682916",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
700,"2720","56-3","414.759387612555","1129","1","STATIC",3,3,8
700,"2936","56-3","295.210816790778","1129","1","STATIC",3,3,8
700,"2993","56-4","268.089918050759","1129","1","STATIC",3,3,8
700,"3321","56-1","322.02393679029","1129","3","STATIC",3,3,8
701,"13","10621-1","820.053539303759",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
701,"781","57-2","56.6828722260912","1129","2","STATIC",3,3,8
701,"967","57-1","16.7924851807688","1129","3","STATIC",3,3,8
701,"1082","56-3","111.337698223422",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
701,"2031","10621-1","184.92858552039","1129","1","STATIC",3,3,8
701,"2350","10621-1","65.9317919670121","1129","1","STATIC",3,3,8
701,"2506","10621-1","27.273289106201","1129","1","STATIC",3,3,8
701,"2571","10621-2","884.229558841605",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
701,"2577","56-3","424.037702944286","1129","1","STATIC",3,3,8
701,"2582","56-3","387.731218226196","1129","1","STATIC",3,3,8
701,"2590","10621-2","3.51858195020776","1129","1","STATIC",3,3,8
701,"2664","56-4","424.435321980329","1129","1","STATIC",3,3,8
701,"2692","56-2","38.8447259083675",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
701,"2720","56-3","446.977299422751","1129","1","STATIC",3,3,8
701,"2936","56-3","323.550349173917","1129","1","STATIC",3,3,8
701,"2993","56-4","297.800456210242","1129","1","STATIC",3,3,8
701,"3321","56-1","348.526809026693","1129","3","STATIC",3,3,8
702,"13","10621-1","828.910335040185",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
702,"781","57-2","68.5735839018283","1129","2","STATIC",3,3,8
702,"967","57-1","28.9293473666619","1129","3","STATIC",3,3,8
702,"1082","56-3","123.428790733129",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
702,"2031","10621-1","225.463597603658","1129","1","STATIC",3,3,8
702,"2350","10621-1","99.4383802809965","1129","1","STATIC",3,3,8
702,"2506","10621-1","60.0270622727551","1129","1","STATIC",3,3,8
702,"2571","10621-2","896.095232047317",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
702,"2577","56-3","454.213187300751","1129","1","STATIC",3,3,8
702,"2582","56-3","416.007539738918","1129","1","STATIC",3,3,8
702,"2590","10621-2","35.1961182751729","1129","1","STATIC",3,3,8
702,"2664","56-4","455.37712730329","1129","1","STATIC",3,3,8
702,"2692","56-2","69.3695542990297",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
702,"2720","10621-1","13.5792878067272","1129","1","STATIC",3,3,8
702,"2936","56-3","352.293587400025","1129","1","STATIC",3,3,8
702,"2993","56-4","328.443106215964","1129","1","STATIC",3,3,8
702,"3321","56-1","374.272497709973","1129","3","STATIC",3,3,8
703,"13","10621-1","837.967897670659",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
703,"781","57-2","80.3535606345301","1129","2","STATIC",3,3,8
703,"967","57-1","40.8639889177039","1129","3","STATIC",3,3,8
703,"1082","56-3","135.725734188409",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
703,"2031","10621-1","265.689967158506","1129","1","STATIC",3,3,8
703,"2350","10621-1","132.944968594981","1129","1","STATIC",3,3,8
703,"2506","10621-1","93.4554528987566","1129","1","STATIC",3,3,8
703,"2571","10621-2","907.960905253028",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
703,"2577","10621-1","18.6220640464755","1129","1","STATIC",3,3,8
703,"2582","56-3","445.120741685813","1129","1","STATIC",3,3,8
703,"2590","10621-2","67.2418937154936","1129","1","STATIC",3,3,8
703,"2664","10621-2","21.1106627876792","1129","1","STATIC",3,3,8
703,"2692","56-2","100.524623543586",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
703,"2720","10621-1","46.2808276094748","1129","1","STATIC",3,3,8
703,"2936","56-4","381.859527727189","1129","1","STATIC",3,3,8
703,"2993","56-4","359.32723783518","1129","1","STATIC",3,3,8
703,"3321","56-1","399.241803148503","1129","3","STATIC",3,3,8
704,"13","10621-1","847.22622719518",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
704,"781","57-2","92.0228024241965","1129","2","STATIC",3,3,8
704,"967","57-1","52.5964098338948","1129","3","STATIC",3,3,8
704,"1082","56-3","148.228528589263",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
704,"2031","10621-1","305.607694184932","1129","1","STATIC",3,3,8
704,"2350","10621-1","166.270224633924","1129","1","STATIC",3,3,8
704,"2506","10621-1","127.162765611632","1129","1","STATIC",3,3,8
704,"2571","10621-2","920.011849454595",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
704,"2577","10621-1","48.7975484029404","1129","1","STATIC",3,3,8
704,"2582","10621-2","9.28625463099826","1129","1","STATIC",3,3,8
704,"2590","10621-2","99.5962535344824","1129","1","STATIC",3,3,8
704,"2664","10621-2","53.169143654977","1129","1","STATIC",3,3,8
704,"2692","56-2","131.897899500362",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
704,"2720","10621-1","79.3153112202535","1129","1","STATIC",3,3,8
704,"2936","56-4","412.231608489466","1129","1","STATIC",3,3,8
704,"2993","56-4","389.949596664094","1129","1","STATIC",3,3,8
704,"3321","56-1","423.410269573554","1129","3","STATIC",3,3,8
705,"13","10621-1","856.484556719701",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
705,"781","57-2","103.581309270828","1129","2","STATIC",3,3,8
705,"967","57-1","64.1266101152346","1129","3","STATIC",3,3,8
705,"1082","56-3","160.937173935688",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
705,"2031","10621-1","345.216778682936","1129","1","STATIC",3,3,8
705,"2350","10621-1","199.414148397827","1129","1","STATIC",3,3,8
705,"2506","10621-1","160.987498042507","1129","1","STATIC",3,3,8
705,"2571","10621-2","932.248064652016",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
705,"2577","10621-1","78.9730327594052","1129","1","STATIC",3,3,8
705,"2582","10621-2","40.06967514367","1129","1","STATIC",3,3,8
705,"2590","10621-2","132.209207062795","1129","1","STATIC",3,3,8
705,"2664","10621-2","85.4163035311734","1129","1","STATIC",3,3,8
705,"2692","56-2","163.489382169358",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
705,"2720","10621-1","112.682738639063","1129","1","STATIC",3,3,8
705,"2936","56-4","443.39357634503","1129","1","STATIC",3,3,8
705,"2993","56-3","420.985136149551","1129","1","STATIC",3,3,8
705,"3321","56-1","446.751452869945","1129","3","STATIC",3,3,8
706,"13","10621-1","865.542119350175",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
706,"781","57-2","115.139816117459","1129","2","STATIC",3,3,8
706,"967","57-1","75.4545897617233","1129","3","STATIC",3,3,8
706,"1082","56-3","173.851670227687",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
706,"2031","10621-1","384.825863180941","1129","1","STATIC",3,3,8
706,"2350","10621-1","232.376739886689","1129","1","STATIC",3,3,8
706,"2506","10621-1","194.650728104507","1129","1","STATIC",3,3,8
706,"2577","10621-1","109.14851711587","1129","1","STATIC",3,3,8
706,"2582","10621-2","71.6860371165706","1129","1","STATIC",3,3,8
706,"2590","10621-2","165.038862119521","1129","1","STATIC",3,3,8
706,"2664","10621-2","117.852142416268","1129","1","STATIC",3,3,8
706,"2692","56-2","195.080864838354",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
706,"2720","10621-1","146.383109865904","1129","1","STATIC",3,3,8
706,"2936","10621-2","9.56280655871177","1129","1","STATIC",3,3,8
706,"2993","56-3","452.921654302856","1129","1","STATIC",3,3,8
706,"3321","10617-1","1.89266401761648","1129","3","STATIC",3,3,8
707,"13","10621-1","874.398915086602",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
707,"781","57-2","126.809057907125","1129","2","STATIC",3,3,8
707,"967","57-1","86.580348773361","1129","3","STATIC",3,3,8
707,"1082","56-3","186.972017465259",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
707,"2031","10621-1","424.743590207367","1129","1","STATIC",3,3,8
707,"2350","10621-1","265.15799910051","1129","1","STATIC",3,3,8
707,"2506","10621-1","228.035036079633","1129","1","STATIC",3,3,8
707,"2577","10621-1","139.752636386648","1129","1","STATIC",3,3,8
707,"2582","10621-2","103.788953844227","1129","1","STATIC",3,3,8
707,"2590","10621-2","198.050113057057","1129","1","STATIC",3,3,8
707,"2664","10621-2","150.476660310262","1129","1","STATIC",3,3,8
707,"2692","56-2","226.454140795131",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
707,"2720","10621-1","180.416424900776","1129","1","STATIC",3,3,8
707,"2936","10621-2","42.2567556180631","1129","1","STATIC",3,3,8
707,"2993","10621-1","19.9711892833379","1129","1","STATIC",3,3,8
707,"3321","57-1","10.7895380601568","1129","3","STATIC",3,3,8
708,"13","10621-1","883.054943928981",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
708,"781","57-2","138.589034639827","1129","2","STATIC",3,3,8
708,"967","57-1","97.5038871501475","1129","3","STATIC",3,3,8
708,"1082","56-3","200.092364702831",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
708,"2031","10621-1","464.969959762214","1129","1","STATIC",3,3,8
708,"2350","10621-1","297.757926039291","1129","1","STATIC",3,3,8
708,"2506","10621-1","261.140421967885","1129","1","STATIC",3,3,8
708,"2577","10621-1","171.21864545798","1129","1","STATIC",3,3,8
708,"2582","10621-2","136.04116236119","1129","1","STATIC",3,3,8
708,"2590","10621-2","231.213541342713","1129","1","STATIC",3,3,8
708,"2664","10621-2","183.289857213154","1129","1","STATIC",3,3,8
708,"2692","56-2","257.609210039687","1129","2","STATIC",3,3,8
708,"2720","10621-1","214.449739935648","1129","1","STATIC",3,3,8
708,"2743","10634-2","3.78028087756816",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
708,"2936","10621-2","75.6933780820605","1129","1","STATIC",3,3,8
708,"2993","10621-1","53.646108202339","1129","1","STATIC",3,3,8
708,"3321","57-1","31.4647179141966","1129","3","STATIC",3,3,8
709,"13","10621-1","891.510205877313",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
709,"781","57-2","150.479746315564","1129","2","STATIC",3,3,8
709,"967","57-1","108.225204892083","1129","3","STATIC",3,3,8
709,"1082","56-3","213.006860994829",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
709,"2031","10621-1","505.504971845483",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
709,"2350","10621-1","330.17652070303","1129","1","STATIC",3,3,8
709,"2506","10621-1","293.966885769263","1129","1","STATIC",3,3,8
709,"2577","10621-1","203.541296636886","1129","1","STATIC",3,3,8
709,"2582","10621-2","168.44266266746","1129","1","STATIC",3,3,8
709,"2590","10621-2","264.504494246092","1129","1","STATIC",3,3,8
709,"2664","10621-2","216.291733124945","1129","1","STATIC",3,3,8
709,"2692","56-2","288.546072572023","1129","2","STATIC",3,3,8
709,"2720","10621-1","248.150111162489","1129","1","STATIC",3,3,8
709,"2743","10634-2","20.606855253577",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
709,"2936","10621-2","109.478761566803","1129","1","STATIC",3,3,8
709,"2993","10621-1","88.1595571047712","1129","1","STATIC",3,3,8
709,"3321","57-1","51.1786471790857","1129","3","STATIC",3,3,8
710,"13","10621-1","899.764700931598",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
710,"781","57-2","162.481192934337","1129","2","STATIC",3,3,8
710,"967","57-1","118.744301999167","1129","3","STATIC",3,3,8
710,"1082","56-3","225.715506341255",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
710,"2031","10621-1","546.348626457173",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
710,"2350","10621-1","362.413783091729","1129","1","STATIC",3,3,8
710,"2506","10621-1","326.635503555464","1129","1","STATIC",3,3,8
710,"2577","10621-1","236.36961323539","1129","1","STATIC",3,3,8
710,"2582","10621-2","200.993454763036","1129","1","STATIC",3,3,8
710,"2590","10621-2","297.903305779756","1129","1","STATIC",3,3,8
710,"2664","10621-2","249.482288045634","1129","1","STATIC",3,3,8
710,"2692","56-2","319.264728392138","1129","2","STATIC",3,3,8
710,"2720","10621-1","281.517538581299","1129","1","STATIC",3,3,8
710,"2743","10634-2","39.8216715885719",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
710,"2936","10621-2","143.230329917401","1129","1","STATIC",3,3,8
710,"2993","10621-1","123.491885970649","1129","1","STATIC",3,3,8
710,"3321","57-1","69.887399993395","1129","3","STATIC",3,3,8
711,"13","10621-1","908.019195985883",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
711,"781","57-2","174.593374496144","1129","2","STATIC",3,3,8
711,"967","57-1","129.263399106252","1129","3","STATIC",3,3,8
711,"1082","56-3","238.218300742108",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
711,"2031","10621-1","587.192281068862",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
711,"2350","10621-1","394.469713205387","1129","1","STATIC",3,3,8
711,"2459","10634-1","14.0748071066942",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
711,"2506","10621-1","359.240526934788","1129","1","STATIC",3,3,8
711,"2577","10621-1","269.362486230428","1129","1","STATIC",3,3,8
711,"2582","10621-2","233.69353864792","1129","1","STATIC",3,3,8
711,"2590","10621-2","331.399760098208","1129","1","STATIC",3,3,8
711,"2664","10621-2","282.861521975222","1129","1","STATIC",3,3,8
711,"2692","56-2","349.765177500034","1129","2","STATIC",3,3,8
711,"2720","10621-1","314.552022192078","1129","1","STATIC",3,3,8
711,"2743","10634-2","61.1916535176908",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
711,"2936","10621-2","176.955143287946","1129","1","STATIC",3,3,8
711,"2993","10621-1","159.623916601596","1129","1","STATIC",3,3,8
711,"3321","57-1","87.5405331800751","1129","3","STATIC",3,3,8
712,"13","10621-1","916.474457934215",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
712,"781","57-2","186.755741099942","1129","2","STATIC",3,3,8
712,"967","57-1","139.984716848187","1129","3","STATIC",3,3,8
712,"1082","56-3","250.515244197389",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
712,"2031","10621-1","627.727293152131",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
712,"2350","10621-1","426.344311044004","1129","1","STATIC",3,3,8
712,"2459","10634-1","29.0875673444817",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
712,"2506","10621-1","391.711968462848","1129","1","STATIC",3,3,8
712,"2577","10621-1","302.519915622","1129","1","STATIC",3,3,8
712,"2582","10621-2","266.54291432211","1129","1","STATIC",3,3,8
712,"2590","10621-2","364.990342061196","1129","1","STATIC",3,3,8
712,"2664","10621-2","316.429434913708","1129","1","STATIC",3,3,8
712,"2692","56-2","380.26562660793","1129","2","STATIC",3,3,8
712,"2720","10621-1","347.253561994825","1129","1","STATIC",3,3,8
712,"2743","56-2","22.5477784329538",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
712,"2936","10621-2","210.659561032487","1129","1","STATIC",3,3,8
712,"2993","10621-1","196.113221867892","1129","1","STATIC",3,3,8
712,"3321","57-1","104.142228113425","1129","3","STATIC",3,3,8
713,"13","10621-1","925.130486776594",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
713,"781","57-2","198.912925274211","1129","2","STATIC",3,3,8
713,"967","57-1","150.908255224974","1129","3","STATIC",3,3,8
713,"1082","56-3","262.606336707096","1129","1","STATIC",3,3,8
713,"2031","10621-1","667.953662706978",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
713,"2350","10621-1","458.218908882622","1129","1","STATIC",3,3,8
713,"2459","10634-1","44.4804358758285",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
713,"2506","10621-1","424.005296165515","1129","1","STATIC",3,3,8
713,"2577","10621-1","335.746829743097","1129","1","STATIC",3,3,8
713,"2582","10621-2","299.541581785607","1129","1","STATIC",3,3,8
713,"2590","10621-2","398.671663073516","1129","1","STATIC",3,3,8
713,"2664","10621-2","350.186026861093","1129","1","STATIC",3,3,8
713,"2692","56-2","410.984282428046","1129","2","STATIC",3,3,8
713,"2720","10621-1","379.955101797573","1129","1","STATIC",3,3,8
713,"2743","56-2","47.6609197404397",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
713,"2936","10621-2","244.349175062158","1129","1","STATIC",3,3,8
713,"2993","10621-1","232.530457979421","1129","1","STATIC",3,3,8
713,"3321","57-1","119.759517662618","1129","3","STATIC",3,3,8
714,"13","10621-1","933.98728251302",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
714,"781","57-2","211.07010944848","1129","2","STATIC",3,3,8
714,"967","57-1","162.034014236611","1129","3","STATIC",3,3,8
714,"1082","56-3","274.491578271231","1129","1","STATIC",3,3,8
714,"2031","10621-1","707.871389733404",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
714,"2350","10621-1","490.27483899628","1129","1","STATIC",3,3,8
714,"2459","10634-1","60.2419992627572",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
714,"2506","10621-1","456.207817121901","1129","1","STATIC",3,3,8
714,"2577","10621-1","368.878672197186","1129","1","STATIC",3,3,8
714,"2582","10621-2","332.68954103841","1129","1","STATIC",3,3,8
714,"2590","10621-2","432.440456529393","1129","1","STATIC",3,3,8
714,"2664","10621-2","384.131297817377","1129","1","STATIC",3,3,8
714,"2692","56-2","441.921144960382","1129","2","STATIC",3,3,8
714,"2720","10621-1","412.816501226913","1129","1","STATIC",3,3,8
714,"2743","56-2","74.4112890398441",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
714,"2936","10621-2","278.097331010553","1129","1","STATIC",3,3,8
714,"2993","10621-1","268.878671692626","1129","1","STATIC",3,3,8
714,"3321","57-1","134.469939567987","1129","3","STATIC",3,3,8
715,"781","57-2","223.227293622749","1129","2","STATIC",3,3,8
715,"967","57-1","173.3619938831","1129","3","STATIC",3,3,8
715,"1082","56-3","286.170968889793","1129","1","STATIC",3,3,8
715,"2031","10621-1","746.464067384101",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
715,"2350","10621-1","522.512101384978",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
715,"2459","56-1","14.3904130585123",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
715,"2506","10621-1","488.407093002925","1129","1","STATIC",3,3,8
715,"2577","10621-1","401.845958254742","1129","1","STATIC",3,3,8
715,"2582","10621-2","365.837500291214","1129","1","STATIC",3,3,8
715,"2590","10621-2","466.293573420858","1129","1","STATIC",3,3,8
715,"2664","10621-2","418.265247782559","1129","1","STATIC",3,3,8
715,"2692","10617-2","5.23167360704093","1129","2","STATIC",3,3,8
715,"2720","10621-1","445.504816474814","1129","1","STATIC",3,3,8
715,"2743","56-2","102.666257996839",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
715,"2801","10634-2","13.7555364475314",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
715,"2936","10621-2","311.974778514634","1129","1","STATIC",3,3,8
715,"2993","10621-1","305.153497806691","1129","1","STATIC",3,3,8
715,"3321","57-1","148.365141702852","1129","3","STATIC",3,3,8
716,"781","57-2","235.384477797018","1129","2","STATIC",3,3,8
716,"967","57-1","184.89219416444","1129","3","STATIC",3,3,8
716,"1082","56-3","297.850359508355","1129","1","STATIC",3,3,8
716,"2031","10621-1","782.731530089544",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
716,"2350","10621-1","554.930696048718",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
716,"2459","56-1","30.8564863885633",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
716,"2506","10621-1","520.602145540487",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
716,"2577","10621-1","434.648687915764","1129","1","STATIC",3,3,8
716,"2582","10621-2","398.83616775471","1129","1","STATIC",3,3,8
716,"2590","10621-2","500.227978104231","1129","1","STATIC",3,3,8
716,"2664","10621-2","452.587876756639","1129","1","STATIC",3,3,8
716,"2692","57-2","22.4024010650132","1129","2","STATIC",3,3,8
716,"2720","10621-1","478.193131722715","1129","1","STATIC",3,3,8
716,"2743","56-2","132.332942595536",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
716,"2801","10634-2","29.8213701022396",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
716,"2936","10621-2","345.908414779888","1129","1","STATIC",3,3,8
716,"2993","10621-1","341.347029942733","1129","1","STATIC",3,3,8
716,"3321","57-1","161.556526878871","1129","3","STATIC",3,3,8
717,"781","57-2","247.541661971288","1129","2","STATIC",3,3,8
717,"967","57-1","196.624615080631","1129","3","STATIC",3,3,8
717,"1082","56-3","309.735601072489","1129","1","STATIC",3,3,8
717,"2031","10621-2","818.426862116143",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
717,"2350","10621-1","587.530622987498",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
717,"2459","56-1","47.6590296619416",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
717,"2506","10621-1","552.794681935533",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
717,"2577","10621-1","467.286861180253","1129","1","STATIC",3,3,8
717,"2582","10621-2","431.685543428901","1129","1","STATIC",3,3,8
