sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,0,0,58.153997
15,15.000000,0,0.000000,0,2,0,79.265585
30,15.000000,0,0.000000,0,2,0,84.845965
45,15.000000,1,240.000000,0,5,1,96.465324
60,15.000000,4,960.000000,1,5,5,83.803934
75,15.000000,5,1200.000000,5,6,0,99.606346
90,15.000000,2,480.000000,3,8,0,98.505074
105,15.000000,2,480.000000,4,9,3,98.922624
120,15.000000,7,1680.000000,5,12,1,98.765606
135,15.000000,7,1680.000000,6,5,6,94.788564
150,15.000000,1,240.000000,7,5,11,86.986012
165,15.000000,6,1440.000000,8,6,14,74.204614
180,15.000000,6,1440.000000,9,8,17,65.797606
195,15.000000,11,2640.000000,12,16,4,80.803338
210,15.000000,12,2880.000000,19,18,0,98.009668
225,15.000000,8,1920.000000,16,10,3,93.912797
240,15.000000,12,2880.000000,18,11,1,83.118114
255,15.000000,11,2640.000000,12,8,4,85.892985
270,15.000000,5,1200.000000,12,15,5,82.395846
285,15.000000,6,1440.000000,12,9,5,76.442191
300,15.000000,5,1200.000000,11,7,9,67.783728
315,15.000000,12,2880.000000,14,11,3,82.621074
330,15.000000,4,960.000000,13,18,0,95.964372
345,15.000000,4,960.000000,13,15,0,88.830217
360,15.000000,7,1680.000000,12,12,2,85.576534
375,15.000000,10,2400.000000,10,10,5,83.979394
390,15.000000,5,1200.000000,11,13,9,77.796672
405,15.000000,7,1680.000000,12,9,12,66.436776
420,15.000000,9,2160.000000,11,9,13,61.693727
435,15.000000,10,2400.000000,17,9,7,74.461521
450,15.000000,15,3600.000000,22,25,3,82.385349
465,15.000000,9,2160.000000,18,24,4,79.502860
480,15.000000,12,2880.000000,21,18,2,78.507135
495,15.000000,10,2400.000000,10,12,5,84.747362
510,15.000000,17,4080.000000,18,15,9,73.230267
525,15.000000,2,480.000000,17,17,12,71.816491
540,15.000000,4,960.000000,15,11,16,68.535098
555,15.000000,13,3120.000000,10,10,16,73.283019
570,15.000000,16,3840.000000,22,32,0,85.217412
585,15.000000,14,3360.000000,17,26,1,82.045027
600,15.000000,10,2400.000000,19,14,1,76.187347
615,15.000000,12,2880.000000,6,7,3,76.680834
630,15.000000,7,1680.000000,17,17,6,74.191154
645,15.000000,4,960.000000,18,13,9,66.145174
660,15.000000,15,3600.000000,15,11,11,64.118065
675,15.000000,2,480.000000,11,11,6,70.220332
690,15.000000,12,2880.000000,15,26,2,80.991796
705,15.000000,9,2160.000000,11,21,3,79.820062
720,15.000000,9,2160.000000,10,15,3,76.450722
735,15.000000,3,720.000000,7,6,2,80.963609
750,15.000000,9,2160.000000,12,12,8,75.483984
765,15.000000,1,240.000000,13,11,8,74.638507
780,15.000000,9,2160.000000,9,9,12,70.549375
795,15.000000,2,480.000000,14,8,16,71.817246
810,15.000000,18,4320.000000,20,23,1,90.922527
825,15.000000,11,2640.000000,16,25,3,90.741163
840,15.000000,10,2400.000000,17,17,1,81.292145
855,15.000000,10,2400.000000,23,12,3,78.612152
870,15.000000,14,3360.000000,21,14,6,78.766817
885,15.000000,9,2160.000000,20,12,6,74.499448
900,15.000000,9,2160.000000,16,6,10,71.046141
