sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,6,0,54.644834
15,15.000000,0,0.000000,0,79,0,54.394728
30,15.000000,4,960.000000,0,155,0,54.738279
45,15.000000,35,8400.000000,13,222,2,44.961149
60,15.000000,36,8640.000000,41,303,6,40.931795
75,15.000000,47,11280.000000,68,373,1,37.109601
90,15.000000,42,10080.000000,100,426,5,30.762926
105,15.000000,48,11520.000000,134,467,4,28.061711
120,15.000000,41,9840.000000,154,526,10,23.476630
135,15.000000,82,19680.000000,149,556,7,24.511422
150,15.000000,80,19200.000000,188,588,11,28.774826
165,15.000000,40,9600.000000,229,624,13,27.331510
180,15.000000,37,8880.000000,249,621,17,24.783122
195,15.000000,59,14160.000000,260,679,9,24.308018
210,15.000000,41,9840.000000,265,720,9,23.190221
225,15.000000,41,9840.000000,288,712,7,22.441200
240,15.000000,48,11520.000000,314,664,5,19.809779
255,15.000000,59,14160.000000,301,660,9,20.494595
270,15.000000,72,17280.000000,310,697,19,25.278651
285,15.000000,90,21600.000000,311,737,22,25.991849
300,15.000000,15,3600.000000,330,714,25,24.935819
315,15.000000,38,9120.000000,340,695,14,23.264577
330,15.000000,37,8880.000000,346,721,10,23.422844
345,15.000000,37,8880.000000,354,723,4,21.219330
360,15.000000,46,11040.000000,373,711,6,19.402982
375,15.000000,68,16320.000000,348,680,12,19.189105
390,15.000000,36,8640.000000,342,703,30,23.528214
405,15.000000,61,14640.000000,360,733,33,25.406426
420,15.000000,21,5040.000000,372,714,33,22.935390
435,15.000000,26,6240.000000,370,710,22,21.597793
450,15.000000,42,10080.000000,370,752,12,22.829303
465,15.000000,40,9600.000000,364,747,7,22.276724
480,15.000000,41,9840.000000,380,724,7,19.994753
495,15.000000,65,15600.000000,372,693,7,18.384243
510,15.000000,64,15360.000000,371,716,23,20.857909
525,15.000000,97,23280.000000,362,756,39,22.521348
540,15.000000,34,8160.000000,376,744,39,21.554248
555,15.000000,66,15840.000000,387,720,23,20.196883
570,15.000000,62,14880.000000,397,738,17,21.930397
585,15.000000,82,19680.000000,394,743,4,19.381234
600,15.000000,82,19680.000000,414,722,5,18.203698
615,15.000000,93,22320.000000,413,692,5,16.694287
630,15.000000,72,17280.000000,387,712,22,20.618003
645,15.000000,73,17520.000000,395,746,32,22.151565
660,15.000000,76,18240.000000,406,735,36,21.243176
675,15.000000,42,10080.000000,430,718,29,19.341933
690,15.000000,40,9600.000000,428,740,6,21.434473
705,15.000000,37,8880.000000,419,758,8,19.917185
720,15.000000,31,7440.000000,434,754,6,18.049257
735,15.000000,41,9840.000000,444,701,6,15.867030
750,15.000000,48,11520.000000,409,715,17,18.628673
765,15.000000,85,20400.000000,403,773,22,21.523923
780,15.000000,54,12960.000000,417,777,27,21.354597
795,15.000000,35,8400.000000,446,761,33,18.440470
810,15.000000,41,9840.000000,445,744,17,20.051552
825,15.000000,59,14160.000000,441,749,8,17.543779
840,15.000000,50,12000.000000,431,747,7,15.913013
855,15.000000,30,7200.000000,441,742,3,13.999649
870,15.000000,82,19680.000000,408,717,16,16.353244
885,15.000000,107,25680.000000,414,725,31,19.362679
900,15.000000,86,20640.000000,427,738,28,21.226248
