sim_sec,node,approach_label,link,stop_pos,interval_sec,discharge_count,discharge_rate_vph
1,A,A_L1,1,470.000000,1.000000,0,0.000000
1,A,A_L3,3,430.000000,1.000000,0,0.000000
1,A,A_L6,6,518.011000,1.000000,0,0.000000
1,A,A_L8,8,418.014000,1.000000,0,0.000000
1,B,B_L5,5,518.011000,1.000000,0,0.000000
1,B,B_L9,9,430.000000,1.000000,0,0.000000
1,B,B_L12,12,518.011000,1.000000,0,0.000000
1,B,B_L14,14,418.014000,1.000000,0,0.000000
1,C,C_L11,11,518.011000,1.000000,0,0.000000
1,C,C_L15,15,430.000000,1.000000,0,0.000000
1,C,C_L18,18,470.000000,1.000000,0,0.000000
1,C,C_L20,20,418.014000,1.000000,0,0.000000
1,D,D_L7,7,418.014000,1.000000,0,0.000000
1,D,D_L21,21,470.000000,1.000000,0,0.000000
1,D,D_L24,24,518.011000,1.000000,0,0.000000
1,D,D_L26,26,172.883000,1.000000,0,0.000000
1,F,F_L19,19,418.014000,1.000000,0,0.000000
1,F,F_L27,27,518.011000,1.000000,0,0.000000
1,F,F_L30,30,470.000000,1.000000,0,0.000000
1,F,F_L32,32,268.326000,1.000000,0,0.000000
10,A,A_L1,1,470.000000,10.000000,0,0.000000
10,A,A_L3,3,430.000000,10.000000,0,0.000000
10,A,A_L6,6,518.011000,10.000000,0,0.000000
10,A,A_L8,8,418.014000,10.000000,0,0.000000
10,B,B_L5,5,518.011000,10.000000,0,0.000000
10,B,B_L9,9,430.000000,10.000000,0,0.000000
10,B,B_L12,12,518.011000,10.000000,0,0.000000
10,B,B_L14,14,418.014000,10.000000,0,0.000000
10,C,C_L11,11,518.011000,10.000000,0,0.000000
10,C,C_L15,15,430.000000,10.000000,0,0.000000
10,C,C_L18,18,470.000000,10.000000,0,0.000000
10,C,C_L20,20,418.014000,10.000000,0,0.000000
10,D,D_L7,7,418.014000,10.000000,0,0.000000
10,D,D_L21,21,470.000000,10.000000,0,0.000000
10,D,D_L24,24,518.011000,10.000000,0,0.000000
10,D,D_L26,26,172.883000,10.000000,0,0.000000
10,F,F_L19,19,418.014000,10.000000,0,0.000000
10,F,F_L27,27,518.011000,10.000000,0,0.000000
10,F,F_L30,30,470.000000,10.000000,0,0.000000
10,F,F_L32,32,268.326000,10.000000,0,0.000000
20,A,A_L1,1,470.000000,10.000000,0,0.000000
20,A,A_L3,3,430.000000,10.000000,0,0.000000
20,A,A_L6,6,518.011000,10.000000,0,0.000000
20,A,A_L8,8,418.014000,10.000000,0,0.000000
20,B,B_L5,5,518.011000,10.000000,0,0.000000
20,B,B_L9,9,430.000000,10.000000,0,0.000000
20,B,B_L12,12,518.011000,10.000000,0,0.000000
20,B,B_L14,14,418.014000,10.000000,0,0.000000
20,C,C_L11,11,518.011000,10.000000,0,0.000000
20,C,C_L15,15,430.000000,10.000000,0,0.000000
20,C,C_L18,18,470.000000,10.000000,0,0.000000
20,C,C_L20,20,418.014000,10.000000,0,0.000000
20,D,D_L7,7,418.014000,10.000000,0,0.000000
20,D,D_L21,21,470.000000,10.000000,0,0.000000
20,D,D_L24,24,518.011000,10.000000,0,0.000000
20,D,D_L26,26,172.883000,10.000000,0,0.000000
20,F,F_L19,19,418.014000,10.000000,0,0.000000
20,F,F_L27,27,518.011000,10.000000,0,0.000000
20,F,F_L30,30,470.000000,10.000000,0,0.000000
20,F,F_L32,32,268.326000,10.000000,0,0.000000
30,A,A_L1,1,470.000000,10.000000,0,0.000000
30,A,A_L3,3,430.000000,10.000000,1,360.000000
30,A,A_L6,6,518.011000,10.000000,0,0.000000
30,A,A_L8,8,418.014000,10.000000,0,0.000000
30,B,B_L5,5,518.011000,10.000000,0,0.000000
30,B,B_L9,9,430.000000,10.000000,0,0.000000
30,B,B_L12,12,518.011000,10.000000,0,0.000000
30,B,B_L14,14,418.014000,10.000000,0,0.000000
30,C,C_L11,11,518.011000,10.000000,0,0.000000
30,C,C_L15,15,430.000000,10.000000,1,360.000000
30,C,C_L18,18,470.000000,10.000000,0,0.000000
30,C,C_L20,20,418.014000,10.000000,0,0.000000
30,D,D_L7,7,418.014000,10.000000,0,0.000000
30,D,D_L21,21,470.000000,10.000000,0,0.000000
30,D,D_L24,24,518.011000,10.000000,0,0.000000
30,D,D_L26,26,172.883000,10.000000,0,0.000000
30,F,F_L19,19,418.014000,10.000000,0,0.000000
30,F,F_L27,27,518.011000,10.000000,0,0.000000
30,F,F_L30,30,470.000000,10.000000,0,0.000000
30,F,F_L32,32,268.326000,10.000000,0,0.000000
40,A,A_L1,1,470.000000,10.000000,0,0.000000
40,A,A_L3,3,430.000000,10.000000,0,0.000000
40,A,A_L6,6,518.011000,10.000000,0,0.000000
40,A,A_L8,8,418.014000,10.000000,0,0.000000
40,B,B_L5,5,518.011000,10.000000,0,0.000000
40,B,B_L9,9,430.000000,10.000000,1,360.000000
40,B,B_L12,12,518.011000,10.000000,0,0.000000
40,B,B_L14,14,418.014000,10.000000,0,0.000000
40,C,C_L11,11,518.011000,10.000000,0,0.000000
40,C,C_L15,15,430.000000,10.000000,1,360.000000
40,C,C_L18,18,470.000000,10.000000,3,1080.000000
40,C,C_L20,20,418.014000,10.000000,0,0.000000
40,D,D_L7,7,418.014000,10.000000,0,0.000000
40,D,D_L21,21,470.000000,10.000000,0,0.000000
40,D,D_L24,24,518.011000,10.000000,0,0.000000
40,D,D_L26,26,172.883000,10.000000,0,0.000000
40,F,F_L19,19,418.014000,10.000000,0,0.000000
40,F,F_L27,27,518.011000,10.000000,0,0.000000
40,F,F_L30,30,470.000000,10.000000,2,720.000000
40,F,F_L32,32,268.326000,10.000000,0,0.000000
50,A,A_L1,1,470.000000,10.000000,1,360.000000
50,A,A_L3,3,430.000000,10.000000,1,360.000000
50,A,A_L6,6,518.011000,10.000000,0,0.000000
50,A,A_L8,8,418.014000,10.000000,0,0.000000
50,B,B_L5,5,518.011000,10.000000,0,0.000000
50,B,B_L9,9,430.000000,10.000000,1,360.000000
50,B,B_L12,12,518.011000,10.000000,0,0.000000
50,B,B_L14,14,418.014000,10.000000,0,0.000000
50,C,C_L11,11,518.011000,10.000000,0,0.000000
50,C,C_L15,15,430.000000,10.000000,1,360.000000
50,C,C_L18,18,470.000000,10.000000,0,0.000000
50,C,C_L20,20,418.014000,10.000000,0,0.000000
50,D,D_L7,7,418.014000,10.000000,0,0.000000
50,D,D_L21,21,470.000000,10.000000,2,720.000000
50,D,D_L24,24,518.011000,10.000000,0,0.000000
50,D,D_L26,26,172.883000,10.000000,0,0.000000
50,F,F_L19,19,418.014000,10.000000,0,0.000000
50,F,F_L27,27,518.011000,10.000000,0,0.000000
50,F,F_L30,30,470.000000,10.000000,1,360.000000
50,F,F_L32,32,268.326000,10.000000,1,360.000000
60,A,A_L1,1,470.000000,10.000000,1,360.000000
60,A,A_L3,3,430.000000,10.000000,0,0.000000
60,A,A_L6,6,518.011000,10.000000,0,0.000000
60,A,A_L8,8,418.014000,10.000000,0,0.000000
60,B,B_L5,5,518.011000,10.000000,0,0.000000
60,B,B_L9,9,430.000000,10.000000,1,360.000000
60,B,B_L12,12,518.011000,10.000000,0,0.000000
60,B,B_L14,14,418.014000,10.000000,0,0.000000
60,C,C_L11,11,518.011000,10.000000,0,0.000000
60,C,C_L15,15,430.000000,10.000000,0,0.000000
60,C,C_L18,18,470.000000,10.000000,0,0.000000
60,C,C_L20,20,418.014000,10.000000,0,0.000000
60,D,D_L7,7,418.014000,10.000000,0,0.000000
60,D,D_L21,21,470.000000,10.000000,0,0.000000
60,D,D_L24,24,518.011000,10.000000,0,0.000000
60,D,D_L26,26,172.883000,10.000000,0,0.000000
60,F,F_L19,19,418.014000,10.000000,0,0.000000
60,F,F_L27,27,518.011000,10.000000,0,0.000000
60,F,F_L30,30,470.000000,10.000000,3,1080.000000
60,F,F_L32,32,268.326000,10.000000,1,360.000000
70,A,A_L1,1,470.000000,10.000000,2,720.000000
70,A,A_L3,3,430.000000,10.000000,4,1440.000000
70,A,A_L6,6,518.011000,10.000000,0,0.000000
70,A,A_L8,8,418.014000,10.000000,0,0.000000
70,B,B_L5,5,518.011000,10.000000,0,0.000000
70,B,B_L9,9,430.000000,10.000000,5,1800.000000
70,B,B_L12,12,518.011000,10.000000,0,0.000000
70,B,B_L14,14,418.014000,10.000000,0,0.000000
70,C,C_L11,11,518.011000,10.000000,0,0.000000
70,C,C_L15,15,430.000000,10.000000,6,2160.000000
70,C,C_L18,18,470.000000,10.000000,3,1080.000000
70,C,C_L20,20,418.014000,10.000000,1,360.000000
70,D,D_L7,7,418.014000,10.000000,0,0.000000
70,D,D_L21,21,470.000000,10.000000,0,0.000000
70,D,D_L24,24,518.011000,10.000000,0,0.000000
70,D,D_L26,26,172.883000,10.000000,0,0.000000
70,F,F_L19,19,418.014000,10.000000,0,0.000000
70,F,F_L27,27,518.011000,10.000000,0,0.000000
70,F,F_L30,30,470.000000,10.000000,0,0.000000
70,F,F_L32,32,268.326000,10.000000,1,360.000000
80,A,A_L1,1,470.000000,10.000000,0,0.000000
80,A,A_L3,3,430.000000,10.000000,0,0.000000
80,A,A_L6,6,518.011000,10.000000,0,0.000000
80,A,A_L8,8,418.014000,10.000000,0,0.000000
80,B,B_L5,5,518.011000,10.000000,0,0.000000
80,B,B_L9,9,430.000000,10.000000,3,1080.000000
80,B,B_L12,12,518.011000,10.000000,2,720.000000
80,B,B_L14,14,418.014000,10.000000,0,0.000000
80,C,C_L11,11,518.011000,10.000000,0,0.000000
80,C,C_L15,15,430.000000,10.000000,5,1800.000000
80,C,C_L18,18,470.000000,10.000000,1,360.000000
80,C,C_L20,20,418.014000,10.000000,0,0.000000
80,D,D_L7,7,418.014000,10.000000,1,360.000000
80,D,D_L21,21,470.000000,10.000000,2,720.000000
80,D,D_L24,24,518.011000,10.000000,0,0.000000
80,D,D_L26,26,172.883000,10.000000,1,360.000000
80,F,F_L19,19,418.014000,10.000000,0,0.000000
80,F,F_L27,27,518.011000,10.000000,0,0.000000
80,F,F_L30,30,470.000000,10.000000,0,0.000000
80,F,F_L32,32,268.326000,10.000000,0,0.000000
90,A,A_L1,1,470.000000,10.000000,4,1440.000000
90,A,A_L3,3,430.000000,10.000000,4,1440.000000
90,A,A_L6,6,518.011000,10.000000,0,0.000000
90,A,A_L8,8,418.014000,10.000000,1,360.000000
90,B,B_L5,5,518.011000,10.000000,0,0.000000
90,B,B_L9,9,430.000000,10.000000,2,720.000000
90,B,B_L12,12,518.011000,10.000000,3,1080.000000
90,B,B_L14,14,418.014000,10.000000,0,0.000000
90,C,C_L11,11,518.011000,10.000000,0,0.000000
90,C,C_L15,15,430.000000,10.000000,3,1080.000000
90,C,C_L18,18,470.000000,10.000000,0,0.000000
90,C,C_L20,20,418.014000,10.000000,0,0.000000
90,D,D_L7,7,418.014000,10.000000,0,0.000000
