sim_sec,node,approach_label,link,stop_pos,interval_sec,discharge_count,discharge_rate_vph
90,D,D_L21,21,470.000000,10.000000,1,360.000000
90,D,D_L24,24,518.011000,10.000000,0,0.000000
90,D,D_L26,26,172.883000,10.000000,0,0.000000
90,F,F_L19,19,418.014000,10.000000,0,0.000000
90,F,F_L27,27,518.011000,10.000000,0,0.000000
90,F,F_L30,30,470.000000,10.000000,0,0.000000
90,F,F_L32,32,268.326000,10.000000,1,360.000000
100,A,A_L1,1,470.000000,10.000000,3,1080.000000
100,A,A_L3,3,430.000000,10.000000,0,0.000000
100,A,A_L6,6,518.011000,10.000000,0,0.000000
100,A,A_L8,8,418.014000,10.000000,0,0.000000
100,B,B_L5,5,518.011000,10.000000,0,0.000000
100,B,B_L9,9,430.000000,10.000000,1,360.000000
100,B,B_L12,12,518.011000,10.000000,1,360.000000
100,B,B_L14,14,418.014000,10.000000,0,0.000000
100,C,C_L11,11,518.011000,10.000000,0,0.000000
100,C,C_L15,15,430.000000,10.000000,2,720.000000
100,C,C_L18,18,470.000000,10.000000,0,0.000000
100,C,C_L20,20,418.014000,10.000000,0,0.000000
100,D,D_L7,7,418.014000,10.000000,1,360.000000
100,D,D_L21,21,470.000000,10.000000,0,0.000000
100,D,D_L24,24,518.011000,10.000000,0,0.000000
100,D,D_L26,26,172.883000,10.000000,0,0.000000
100,F,F_L19,19,418.014000,10.000000,1,360.000000
100,F,F_L27,27,518.011000,10.000000,0,0.000000
100,F,F_L30,30,470.000000,10.000000,1,360.000000
100,F,F_L32,32,268.326000,10.000000,0,0.000000
110,A,A_L1,1,470.000000,10.000000,4,1440.000000
110,A,A_L3,3,430.000000,10.000000,0,0.000000
110,A,A_L6,6,518.011000,10.000000,1,360.000000
110,A,A_L8,8,418.014000,10.000000,0,0.000000
110,B,B_L5,5,518.011000,10.000000,1,360.000000
110,B,B_L9,9,430.000000,10.000000,2,720.000000
110,B,B_L12,12,518.011000,10.000000,3,1080.000000
110,B,B_L14,14,418.014000,10.000000,1,360.000000
110,C,C_L11,11,518.011000,10.000000,3,1080.000000
110,C,C_L15,15,430.000000,10.000000,4,1440.000000
110,C,C_L18,18,470.000000,10.000000,0,0.000000
110,C,C_L20,20,418.014000,10.000000,0,0.000000
110,D,D_L7,7,418.014000,10.000000,0,0.000000
110,D,D_L21,21,470.000000,10.000000,0,0.000000
110,D,D_L24,24,518.011000,10.000000,0,0.000000
110,D,D_L26,26,172.883000,10.000000,0,0.000000
110,F,F_L19,19,418.014000,10.000000,3,1080.000000
110,F,F_L27,27,518.011000,10.000000,0,0.000000
110,F,F_L30,30,470.000000,10.000000,0,0.000000
110,F,F_L32,32,268.326000,10.000000,2,720.000000
120,A,A_L1,1,470.000000,10.000000,5,1800.000000
120,A,A_L3,3,430.000000,10.000000,0,0.000000
120,A,A_L6,6,518.011000,10.000000,0,0.000000
120,A,A_L8,8,418.014000,10.000000,0,0.000000
120,B,B_L5,5,518.011000,10.000000,2,720.000000
120,B,B_L9,9,430.000000,10.000000,1,360.000000
120,B,B_L12,12,518.011000,10.000000,1,360.000000
120,B,B_L14,14,418.014000,10.000000,1,360.000000
120,C,C_L11,11,518.011000,10.000000,4,1440.000000
120,C,C_L15,15,430.000000,10.000000,0,0.000000
120,C,C_L18,18,470.000000,10.000000,0,0.000000
120,C,C_L20,20,418.014000,10.000000,0,0.000000
120,D,D_L7,7,418.014000,10.000000,0,0.000000
120,D,D_L21,21,470.000000,10.000000,0,0.000000
120,D,D_L24,24,518.011000,10.000000,0,0.000000
120,D,D_L26,26,172.883000,10.000000,0,0.000000
120,F,F_L19,19,418.014000,10.000000,0,0.000000
120,F,F_L27,27,518.011000,10.000000,1,360.000000
120,F,F_L30,30,470.000000,10.000000,0,0.000000
120,F,F_L32,32,268.326000,10.000000,1,360.000000
