sim_sec,site,link,green_sec,cycle_sec,interval_sec,passage_count,release_rate_vph,queue_count,presence_count,downstream_count,mean_speed_kph
1,D,25,2.000000,10,1.000000,0,0.000000,0,0,0,0.000000
1,F,31,10.000000,10,1.000000,0,0.000000,0,0,0,0.000000
15,D,25,2.000000,10,14.000000,0,0.000000,0,0,0,0.000000
15,F,31,10.000000,10,14.000000,0,0.000000,0,0,0,0.000000
30,D,25,2.000000,10,15.000000,0,0.000000,0,0,0,0.000000
30,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
45,D,25,2.000000,10,15.000000,0,0.000000,3,0,0,51.057002
45,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
60,D,25,2.000000,10,15.000000,1,240.000000,7,3,0,19.778132
60,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
75,D,25,2.000000,10,15.000000,2,480.000000,7,2,0,1.758185
75,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
90,D,25,2.000000,10,15.000000,1,240.000000,14,3,0,11.952373
90,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
105,D,25,2.000000,10,15.000000,2,480.000000,21,2,1,10.183852
105,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
120,D,25,2.000000,10,15.000000,2,480.000000,31,5,0,6.464873
120,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
135,D,25,2.000000,10,15.000000,3,720.000000,32,4,2,7.361236
135,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
150,D,25,2.000000,10,15.000000,3,720.000000,33,6,0,3.621733
150,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
165,D,25,2.000000,10,15.000000,5,1200.000000,35,4,1,5.103084
165,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
180,D,25,2.000000,10,15.000000,2,480.000000,37,5,0,3.085278
180,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
195,D,25,2.000000,10,15.000000,3,720.000000,39,4,1,3.670670
195,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
210,D,25,2.000000,10,15.000000,3,720.000000,39,6,0,3.069382
210,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
225,D,25,2.000000,10,15.000000,4,960.000000,38,4,1,3.716661
225,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
240,D,25,2.000000,10,15.000000,2,480.000000,40,5,0,2.287752
240,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
255,D,25,2.000000,10,15.000000,4,960.000000,38,4,2,4.197322
255,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
270,D,25,2.000000,10,15.000000,2,480.000000,40,5,0,2.328567
270,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
285,D,25,2.000000,10,15.000000,4,960.000000,38,4,1,4.808781
285,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
300,D,25,2.000000,10,15.000000,2,480.000000,40,6,0,3.360943
300,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
315,D,25,2.000000,10,15.000000,4,960.000000,39,4,1,4.108136
315,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
330,D,25,2.000000,10,15.000000,2,480.000000,40,6,0,2.353139
330,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
345,D,25,2.000000,10,15.000000,4,960.000000,39,4,1,3.591523
345,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
360,D,25,2.000000,10,15.000000,2,480.000000,40,6,0,1.761744
360,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
375,D,25,2.000000,10,15.000000,4,960.000000,38,4,2,4.389857
375,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
390,D,25,2.000000,10,15.000000,1,240.000000,39,6,0,2.250212
390,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
405,D,25,2.000000,10,15.000000,4,960.000000,39,4,1,4.262903
405,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
420,D,25,2.000000,10,15.000000,3,720.000000,40,6,0,2.668219
420,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
435,D,25,2.000000,10,15.000000,4,960.000000,37,4,2,4.075072
435,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
450,D,25,2.000000,10,15.000000,2,480.000000,40,6,0,2.585339
450,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
465,D,25,2.000000,10,15.000000,4,960.000000,38,4,2,4.497613
465,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
480,D,25,2.000000,10,15.000000,2,480.000000,39,5,0,2.597226
480,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
495,D,25,2.000000,10,15.000000,5,1200.000000,36,2,2,4.424278
495,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
510,D,25,2.000000,10,15.000000,1,240.000000,38,6,0,3.600169
510,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
525,D,25,2.000000,10,15.000000,4,960.000000,38,4,2,4.865880
525,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
540,D,25,2.000000,10,15.000000,1,240.000000,38,6,0,3.043991
540,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
555,D,25,2.000000,10,15.000000,4,960.000000,40,4,2,3.479832
555,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
570,D,25,2.000000,10,15.000000,2,480.000000,41,6,0,2.407210
570,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
585,D,25,2.000000,10,15.000000,3,720.000000,39,4,1,3.722099
585,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
600,D,25,2.000000,10,15.000000,2,480.000000,40,6,0,2.357381
600,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
615,D,25,2.000000,10,15.000000,4,960.000000,40,4,1,3.166043
615,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
630,D,25,2.000000,10,15.000000,2,480.000000,39,6,0,2.530654
630,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
645,D,25,2.000000,10,15.000000,4,960.000000,39,4,1,3.936824
645,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
660,D,25,2.000000,10,15.000000,2,480.000000,41,5,0,2.614774
660,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
675,D,25,2.000000,10,15.000000,3,720.000000,39,4,2,4.855107
675,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
690,D,25,2.000000,10,15.000000,2,480.000000,41,6,0,3.237693
690,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
705,D,25,2.000000,10,15.000000,4,960.000000,41,4,2,3.962642
705,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
720,D,25,2.000000,10,15.000000,2,480.000000,41,6,0,2.272403
720,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
735,D,25,2.000000,10,15.000000,4,960.000000,41,4,1,3.245874
735,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
750,D,25,2.000000,10,15.000000,2,480.000000,41,6,0,3.320496
750,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
765,D,25,2.000000,10,15.000000,4,960.000000,39,4,2,5.543885
765,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
780,D,25,2.000000,10,15.000000,2,480.000000,41,6,0,1.759319
780,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
795,D,25,2.000000,10,15.000000,4,960.000000,41,5,2,4.310741
795,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
810,D,25,2.000000,10,15.000000,3,720.000000,39,5,0,2.553448
810,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
825,D,25,2.000000,10,15.000000,4,960.000000,38,4,2,4.631152
825,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
840,D,25,2.000000,10,15.000000,2,480.000000,39,6,0,2.486977
840,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
855,D,25,2.000000,10,15.000000,4,960.000000,39,4,2,3.819840
855,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
870,D,25,2.000000,10,15.000000,2,480.000000,39,5,0,3.411474
870,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
885,D,25,2.000000,10,15.000000,4,960.000000,38,3,2,3.955412
885,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
900,D,25,2.000000,10,15.000000,2,480.000000,40,6,0,2.638289
900,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
