sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,6,0,54.644834
15,15.000000,0,0.000000,0,72,0,54.447923
30,15.000000,3,720.000000,0,126,0,53.668360
45,15.000000,32,7680.000000,13,176,5,43.920086
60,15.000000,24,5760.000000,29,231,12,38.390873
75,15.000000,46,11040.000000,53,284,9,36.398965
90,15.000000,54,12960.000000,86,324,17,33.898942
105,15.000000,49,11760.000000,110,366,23,29.427588
120,15.000000,49,11760.000000,127,406,35,23.076438
135,15.000000,47,11280.000000,139,439,38,19.719877
150,15.000000,49,11760.000000,166,474,41,18.503637
165,15.000000,44,10560.000000,200,491,48,16.859042
180,15.000000,31,7440.000000,224,527,50,15.300829
195,15.000000,43,10320.000000,228,589,45,14.670825
210,15.000000,55,13200.000000,262,617,46,15.182882
225,15.000000,46,11040.000000,299,636,43,12.734035
240,15.000000,27,6480.000000,327,650,43,11.677334
255,15.000000,33,7920.000000,343,662,46,9.722365
270,15.000000,44,10560.000000,370,693,51,9.723179
285,15.000000,37,8880.000000,390,715,53,8.907532
300,15.000000,38,9120.000000,406,738,59,8.306485
315,15.000000,39,9360.000000,428,777,47,8.387774
330,15.000000,52,12480.000000,446,782,42,8.774252
345,15.000000,47,11280.000000,462,780,43,7.750817
360,15.000000,37,8880.000000,463,781,45,7.140343
375,15.000000,35,8400.000000,470,786,47,7.220290
390,15.000000,57,13680.000000,487,788,50,6.698519
405,15.000000,27,6480.000000,513,788,56,6.264480
420,15.000000,44,10560.000000,538,792,58,5.730671
435,15.000000,30,7200.000000,551,794,53,5.733242
450,15.000000,42,10080.000000,568,823,45,6.422685
465,15.000000,26,6240.000000,573,838,43,5.623333
480,15.000000,34,8160.000000,578,846,41,4.974456
495,15.000000,28,6720.000000,582,835,42,4.383787
510,15.000000,38,9120.000000,596,843,50,4.484753
525,15.000000,28,6720.000000,611,856,58,3.899418
540,15.000000,37,8880.000000,620,853,57,3.773209
555,15.000000,34,8160.000000,615,857,55,4.640448
570,15.000000,38,9120.000000,629,876,48,5.762056
585,15.000000,26,6240.000000,633,892,44,5.413413
600,15.000000,22,5280.000000,639,881,44,4.399078
615,15.000000,22,5280.000000,648,876,49,3.833178
630,15.000000,45,10800.000000,648,875,49,3.554804
645,15.000000,37,8880.000000,650,883,56,3.327448
660,15.000000,51,12240.000000,660,907,60,3.149503
675,15.000000,32,7680.000000,655,920,62,3.263823
690,15.000000,42,10080.000000,679,943,46,4.545475
705,15.000000,37,8880.000000,675,936,48,4.363394
720,15.000000,39,9360.000000,686,924,44,3.804095
735,15.000000,41,9840.000000,692,918,48,3.703398
750,15.000000,45,10800.000000,691,912,51,3.458476
765,15.000000,50,12000.000000,696,921,55,3.199347
780,15.000000,68,16320.000000,703,917,64,2.781611
795,15.000000,47,11280.000000,707,917,71,2.504921
810,15.000000,64,15360.000000,726,936,42,3.598072
825,15.000000,49,11760.000000,732,930,44,3.936161
840,15.000000,42,10080.000000,740,925,42,3.326894
855,15.000000,29,6960.000000,741,918,46,2.818822
870,15.000000,54,12960.000000,740,909,47,2.623478
885,15.000000,35,8400.000000,745,925,50,2.549269
900,15.000000,31,7440.000000,749,928,54,2.342265
