window_sec,start_sec,end_sec,minute,direction,cell,n_veh,k_veh_km_lane,q_veh_h_lane,speed_kph,freeway_percent
60,60,120,1.5,E,15,0.0,0.0,0.0,,70
60,60,120,1.5,E,16,0.0,0.0,0.0,,70
60,60,120,1.5,E,17,0.0,0.0,0.0,,70
60,60,120,1.5,E,18,0.0,0.0,0.0,,70
60,60,120,1.5,E,19,0.0,0.0,0.0,,70
60,60,120,1.5,E,20,0.0,0.0,0.0,,70
60,60,120,1.5,W,0,19.23333333333333,12.488601715981494,1033.7138136272072,82.77258232235701,70
60,60,120,1.5,W,1,12.308333333333334,7.99205577751502,902.0244304753912,112.86513202437372,70
60,60,120,1.5,W,2,10.108333333333333,6.563550208615923,774.6421539439849,118.02182192910142,70
60,60,120,1.5,W,3,10.15,6.590592400105448,794.1315915122689,120.49472085385877,70
60,60,120,1.5,W,4,8.541666666666666,5.546281091369597,672.328851505331,121.22156097560976,70
60,60,120,1.5,W,5,5.875,3.814759189673723,452.87679377552513,118.7170070921986,70
60,60,120,1.5,W,6,3.6,2.3375545672894305,280.17577328144824,119.85849537037036,70
60,60,120,1.5,W,7,0.6083333333333333,0.333412093232075,43.33133178578807,129.96328767123288,70
60,60,120,1.5,W,8,0.0,0.0,0.0,,70
60,60,120,1.5,W,9,0.0,0.0,0.0,,70
60,60,120,1.5,W,10,0.0,0.0,0.0,,70
60,60,120,1.5,W,11,0.0,0.0,0.0,,70
60,60,120,1.5,W,12,0.0,0.0,0.0,,70
60,60,120,1.5,W,13,0.0,0.0,0.0,,70
60,60,120,1.5,W,14,0.0,0.0,0.0,,70
60,60,120,1.5,W,15,0.0,0.0,0.0,,70
60,60,120,1.5,W,16,0.0,0.0,0.0,,70
60,60,120,1.5,W,17,0.0,0.0,0.0,,70
60,60,120,1.5,W,18,0.0,0.0,0.0,,70
60,60,120,1.5,W,19,0.0,0.0,0.0,,70
60,60,120,1.5,W,20,0.0,0.0,0.0,,70
60,120,180,2.5,E,0,21.4,10.41818801421547,862.2773558573905,82.76653816199374,70
60,120,180,2.5,E,1,15.391666666666667,7.493143793713386,848.3674115184263,113.2191553871142,70
60,120,180,2.5,E,2,14.791666666666666,7.201045064342857,829.8586972396669,115.24142535211269,70
60,120,180,2.5,E,3,14.675,7.144234177042642,819.5245956387798,114.71132879046,70
60,120,180,2.5,E,4,13.066666666666666,6.361261217402592,740.6916654495885,116.43786352040816,70
60,120,180,2.5,E,5,11.541666666666666,5.6188436094979375,660.6154353144564,117.57142238267149,70
60,120,180,2.5,E,6,11.141666666666667,5.424111127338818,652.6188679551465,120.31812266267762,70
60,120,180,2.5,E,7,10.425,5.07521542281291,612.120596205962,120.60977617905677,70
60,120,180,2.5,E,8,7.441666666666666,3.622835629553903,443.79493046427496,122.4993281075028,70
60,120,180,2.5,E,9,3.4833333333333334,1.6957920988096653,214.18685876339887,126.30490430622008,70
60,120,180,2.5,E,10,1.3916666666666666,0.677506775067751,88.76872271716735,131.02263473053893,70
60,120,180,2.5,E,11,0.5083333333333333,0.2474725346055857,34.22423445791346,138.29508196721312,70
60,120,180,2.5,E,12,0.1833333333333333,0.0892523895298832,12.47715950213393,139.79636363636362,70
60,120,180,2.5,E,13,0.0583333333333333,0.0341832013597118,1.3889611375346909,40.63285714285714,70
60,120,180,2.5,E,14,1.0583333333333331,0.6869729366305638,28.170975083431305,41.00740157480312,70
60,120,180,2.5,E,15,0.5166666666666667,0.3353726152031982,13.794578863952324,41.13209677419355,70
60,120,180,2.5,E,16,0.0,0.0,0.0,,70
60,120,180,2.5,E,17,0.0,0.0,0.0,,70
60,120,180,2.5,E,18,0.0,0.0,0.0,,70
60,120,180,2.5,E,19,0.0,0.0,0.0,,70
60,120,180,2.5,E,20,0.0,0.0,0.0,,70
60,120,180,2.5,W,0,20.325,13.19744349448824,1115.423791067641,84.51817138171383,70
60,120,180,2.5,W,1,15.908333333333331,10.32961034480445,1152.5610940447982,111.57837087480355,70
60,120,180,2.5,W,2,15.075,9.788509750524488,1142.15524262626,116.68326147042568,70
60,120,180,2.5,W,3,13.716666666666669,8.906498432326408,1057.8158906649935,118.76899756986636,70
60,120,180,2.5,W,4,12.708333333333334,8.251784062769401,975.9261099001282,118.26849836065576,70
60,120,180,2.5,W,5,11.808333333333334,7.667395420947043,894.9206454334467,116.71768525052931,70
60,120,180,2.5,W,6,9.425,6.119847721306356,704.4971195050964,115.11677276746242,70
60,120,180,2.5,W,7,6.816666666666666,3.736042359778594,419.4821967354876,112.2798288508557,70
60,120,180,2.5,W,8,5.258333333333334,2.5607585624299145,313.15394712321705,122.28952456418382,70
60,120,180,2.5,W,9,3.0083333333333333,1.4650270051958536,183.13462534917147,125.00426592797784,70
60,120,180,2.5,W,10,1.8666666666666667,0.909048998390334,116.04270192737872,127.65285714285716,70
60,120,180,2.5,W,11,0.7416666666666667,0.3611846466818738,47.34988679093366,131.0960674157303,70
60,120,180,2.5,W,12,0.0833333333333333,0.040582544570997,5.5170751867933365,135.947,70
60,120,180,2.5,W,13,0.0,0.0,0.0,,70
60,120,180,2.5,W,14,0.0,0.0,0.0,,70
60,120,180,2.5,W,15,0.0,0.0,0.0,,70
60,120,180,2.5,W,16,0.0,0.0,0.0,,70
60,120,180,2.5,W,17,0.0,0.0,0.0,,70
60,120,180,2.5,W,18,0.0,0.0,0.0,,70
60,120,180,2.5,W,19,0.0,0.0,0.0,,70
60,120,180,2.5,W,20,0.0,0.0,0.0,,70
60,180,240,3.5,E,0,18.75,9.128085292828976,742.6322558135762,81.3568488888889,70
60,180,240,3.5,E,1,13.216666666666669,6.434285899745225,739.0512470992974,114.86142496847415,70
60,180,240,3.5,E,2,13.508333333333333,6.576278337633674,770.652637813803,117.18674275138804,70
60,180,240,3.5,E,3,14.183333333333334,6.9048759621388855,812.2713114817943,117.6373501762632,70
60,180,240,3.5,E,4,15.116666666666667,7.359265209418559,861.1730198140305,117.01888643880928,70
60,180,240,3.5,E,5,14.716666666666669,7.164532717959103,839.792812137509,117.21529445073612,70
60,180,240,3.5,E,6,15.833333333333334,7.708160913944467,880.4153075961895,114.21859473684208,70
60,180,240,3.5,E,7,13.933333333333334,6.783181604271131,762.663169595768,112.43443181818184,70
60,180,240,3.5,E,8,11.258333333333333,5.480908102494202,627.149238109148,114.42433012583274,70
60,180,240,3.5,E,9,6.05,2.945323118985208,351.31854732444543,119.28013774104689,70
60,180,240,3.5,E,10,5.45,2.6532301251156243,320.4418804667091,120.774250764526,70
60,180,240,3.5,E,11,5.308333333333334,2.5842623695698053,313.9398033201892,121.48139717425435,70
60,180,240,3.5,E,12,4.258333333333334,2.073089593171378,256.51388280349846,123.7350684931507,70
60,180,240,3.5,E,13,2.783333333333333,1.6310270363062502,198.1109409717259,121.46392215568864,70
60,180,240,3.5,E,14,4.158333333333333,2.6992086250287506,177.43391241373115,65.73553106212427,70
60,180,240,3.5,E,15,2.433333333333333,1.5794968328924817,90.75458838420724,57.457910958904094,70
60,180,240,3.5,E,16,0.725,0.4706025920141662,53.4523406150159,113.58275862068956,70
60,180,240,3.5,E,17,0.525,0.340781850932282,40.24958213653994,118.10952380952376,70
60,180,240,3.5,E,18,0.0416666666666666,0.0270461786454192,3.319647966938753,122.73999999999998,70
60,180,240,3.5,E,19,0.0,0.0,0.0,,70
60,180,240,3.5,E,20,0.0,0.0,0.0,,70
60,180,240,3.5,W,0,26.016666666666666,16.893160553420373,1251.5510107434436,74.08625560538114,70
60,180,240,3.5,W,1,17.966666666666665,11.666128812675952,1242.0182792438354,106.46361781076064,70
60,180,240,3.5,W,2,13.525,8.782062645163762,1015.1570392966732,115.59437461491068,70
60,180,240,3.5,W,3,15.316666666666666,9.94540954958441,1137.7948397284797,114.4040206746463,70
60,180,240,3.5,W,4,14.666666666666666,9.523370459327309,1099.0431068870632,115.40484659090907,70
60,180,240,3.5,W,5,15.15,9.837208804009686,1115.1451242615867,113.35991199119908,70
60,180,240,3.5,W,6,13.466666666666669,8.744185603564166,1003.4276558245256,114.75370049504949,70
60,180,240,3.5,W,7,10.975,6.015119545022504,615.3382799712479,102.29859529233109,70
60,180,240,3.5,W,8,9.666666666666666,4.707575170235658,539.7820944618787,114.66244827586206,70
60,180,240,3.5,W,9,8.308333333333334,4.046071812133701,490.8497091698191,121.3151253761284,70
60,180,240,3.5,W,10,7.191666666666666,3.5022735964770457,426.2905330338667,121.71822711471611,70
60,180,240,3.5,W,11,4.75,2.313205040546832,286.6829272806254,123.93321052631578,70
60,180,240,3.5,W,12,3.175,1.5461949481549877,198.67233393785088,128.49112860892387,70
60,180,240,3.5,W,13,2.125,1.034854886560425,137.37625570509414,132.74929411764708,70
60,180,240,3.5,W,14,1.175,0.5722138784510585,75.86095056656482,132.57446808510642,70
60,180,240,3.5,W,15,0.7166666666666667,0.3490098833105747,46.85295353266182,134.24534883720932,70
60,180,240,3.5,W,16,0.2333333333333333,0.1136309034500939,15.300685226813773,134.6525,70
60,180,240,3.5,W,17,0.0,0.0,0.0,,70
60,180,240,3.5,W,18,0.0,0.0,0.0,,70
60,180,240,3.5,W,19,0.0,0.0,0.0,,70
60,180,240,3.5,W,20,0.0,0.0,0.0,,70
60,240,300,4.5,E,0,18.10833333333333,8.815701929474384,715.9594631874464,81.21411872986656,70
60,240,300,4.5,E,1,15.191666666666666,7.395777550589877,819.1671534978819,110.76146461876024,70
60,240,300,4.5,E,2,14.375,6.998198724502213,819.3026954221637,117.07336811594205,70
60,240,300,4.5,E,3,12.791666666666666,6.227370506394353,743.7065422847785,119.4254527687296,70
60,240,300,4.5,E,4,12.633333333333333,6.150301023968322,735.0277493792901,119.51085751978891,70
60,240,300,4.5,E,5,12.891666666666667,6.276065750103473,744.9561035100775,118.6979444085326,70
60,240,300,4.5,E,6,13.225,6.438342826542036,765.7783214059681,118.9402835538752,70
60,240,300,4.5,E,7,16.025,7.801470230271162,894.9007675705502,114.70924596983886,70
60,240,300,4.5,E,8,15.375,7.485029940119765,821.8031011148437,109.79289430894303,70
60,240,300,4.5,E,9,11.291666666666666,5.497125104993053,582.8073132291896,106.0203837638376,70
60,240,300,4.5,E,10,8.858333333333333,4.312513185012092,504.6185271732961,117.0126340545626,70
60,240,300,4.5,E,11,6.233333333333333,3.034581244016035,362.1673320026614,119.34672459893042,70
60,240,300,4.5,E,12,5.333333333333333,2.596433149960239,310.0273436866104,119.40509375000008,70
60,240,300,4.5,E,13,3.65,2.138891742221969,251.008712578708,117.35456621004568,70
60,240,300,4.5,E,14,6.066666666666666,3.937923605252365,294.96919398899854,74.90475274725276,70
60,240,300,4.5,E,15,7.975,5.176638592733236,365.9182989035481,70.68646812957158,70
60,240,300,4.5,E,16,3.325,2.1582808530304867,264.9112865431028,122.74180451127822,70
60,240,300,4.5,E,17,2.958333333333333,1.920278683824764,249.6918899328716,130.02898591549297,70
60,240,300,4.5,E,18,2.191666666666667,1.4226289967490504,186.57389827391296,131.1472623574144,70
60,240,300,4.5,E,19,1.125,0.730246823426316,95.07326809795008,130.19333333333324,70
60,240,300,4.5,E,20,0.7583333333333333,0.4922404513466296,61.7052074712364,125.35582417582413,70
60,240,300,4.5,W,0,15.375,9.983305964465275,844.4600930736312,84.58721951219515,70
60,240,300,4.5,W,1,13.533333333333331,8.787473651106561,947.4632446599328,107.81975369458132,70
60,240,300,4.5,W,2,17.383333333333333,11.28735839667998,1230.226615093287,108.99154362416108,70
60,240,300,4.5,W,3,16.625,10.794935827758922,1183.4121282483825,109.6266015037594,70
60,240,300,4.5,W,4,15.483333333333333,10.05364904172167,1155.4672912266165,114.93013993541442,70
60,240,300,4.5,W,5,14.908333333333331,9.680289631668495,1112.783977708387,114.95358300726664,70
60,240,300,4.5,W,6,13.808333333333334,8.966036847218948,999.370537678674,111.46179239589618,70
60,240,300,4.5,W,7,11.4,6.248051281390118,604.2142823543412,96.70443713450294,70
60,240,300,4.5,W,8,10.075,4.906429638633544,540.4457813957929,110.15052109181144,70
60,240,300,4.5,W,9,9.191666666666666,4.476245946623342,542.1106794218975,121.1083318223028,70
60,240,300,4.5,W,10,8.733333333333333,4.253050671040491,513.5129727785278,120.7399141221374,70
60,240,300,4.5,W,11,8.425,4.102895256127803,501.975477104627,122.34664688427296,70
60,240,300,4.5,W,12,6.408333333333333,3.1207976775096733,386.6360706746637,123.89014304291288,70
60,240,300,4.5,W,13,6.141666666666667,2.990933534882483,324.7005332871018,108.56160108548173,70
60,240,300,4.5,W,14,4.983333333333333,2.426836165345624,306.95411120656127,126.48324414715717,70
60,240,300,4.5,W,15,3.225,1.570544474897586,200.67938426215417,127.77695090439276,70
60,240,300,4.5,W,16,2.825,1.3757455810564942,177.46419977221868,128.9949262536873,70
60,240,300,4.5,W,17,2.1083333333333334,1.0267383776462256,137.5875690146753,134.00450592885375,70
60,240,300,4.5,W,18,1.5166666666666666,0.7386023111921464,101.30734232382792,137.16087912087912,70
60,240,300,4.5,W,19,0.8916666666666667,0.4342332269096685,58.53244753001647,134.79495327102802,70
60,240,300,4.5,W,20,0.3666666666666666,0.178563196112387,24.096535159742636,134.94681818181817,70
60,300,360,5.5,E,0,20.1,9.785307433912664,797.5014604936468,81.49988805970149,70
60,300,360,5.5,E,1,11.575,5.635071320773087,665.7869220907778,118.15057595392368,70
60,300,360,5.5,E,2,10.825,5.269947909059927,623.949580513769,118.397675134719,70
60,300,360,5.5,E,3,12.833333333333334,6.247655100877722,734.059391994433,117.49358441558437,70
60,300,360,5.5,E,4,13.358333333333333,6.503253655291042,766.4891761193056,117.8624142233312,70
60,300,360,5.5,E,5,14.016666666666667,6.823750867274752,793.2718703152295,116.2515873959572,70
60,300,360,5.5,E,6,13.691666666666666,6.665530727163557,785.2774532236338,117.81169202678028,70
60,300,360,5.5,E,7,12.175,5.927170050143614,697.1447349204028,117.6184804928131,70
60,300,360,5.5,E,8,12.983333333333333,6.320691949434468,728.5951268195322,115.2714184852375,70
60,300,360,5.5,E,9,10.9,5.306449916849383,552.806316849909,104.17629969418962,70
60,300,360,5.5,E,10,9.858333333333333,4.7993444006296375,527.3446197036826,109.87846999154696,70
60,300,360,5.5,E,11,9.675,4.710092011099755,571.8742596108599,121.41466838931952,70
60,300,360,5.5,E,12,9.041666666666666,4.401765574541968,528.1990084870902,119.99707834101382,70
60,300,360,5.5,E,13,7.941666666666666,4.653798699400768,533.1158367601378,114.55498426023084,70
60,300,360,5.5,E,14,7.375,4.787173613527944,429.96402797962486,89.8158418079096,70
60,300,360,5.5,E,15,6.333333333333333,4.11101915410372,349.8683932947115,85.10502631578944,70
60,300,360,5.5,E,16,5.35,3.4727225755528126,388.8774213314744,111.98056074766356,70
60,300,360,5.5,E,17,4.691666666666666,3.0453997154742027,354.66546581633503,116.45941385435168,70
60,300,360,5.5,E,18,4.158333333333333,2.699208628812837,318.9634822495932,118.16925851703408,70
60,300,360,5.5,E,19,3.8666666666666663,2.5098853782948933,307.56519481362403,122.54153017241384,70
60,300,360,5.5,E,20,2.908333333333333,1.8878232694502608,240.76281042251563,127.5346131805158,70
60,300,360,5.5,W,0,13.608333333333333,8.836172704591757,748.9249954493442,84.75671769748931,70
60,300,360,5.5,W,1,9.175,5.957517543022368,701.5305896070162,117.75552225249776,70
60,300,360,5.5,W,2,10.133333333333333,6.579783226444322,769.2212458603098,116.90677631578946,70
60,300,360,5.5,W,3,11.766666666666667,7.640325508168219,883.8101286042096,115.6770254957507,70
60,300,360,5.5,W,4,12.941666666666666,8.40329222916779,959.673504230216,114.20208628461042,70
60,300,360,5.5,W,5,14.866666666666667,9.6532346019545,1099.4540186783593,113.89488228699544,70
60,300,360,5.5,W,6,15.841666666666669,10.286322297262052,1158.3964310736328,112.61521830615467,70
60,300,360,5.5,W,7,11.758333333333333,6.444444706170655,669.722313993458,103.92242381289866,70
60,300,360,5.5,W,8,9.966666666666669,4.853672330691248,574.2876870611809,118.32024247491636,70
60,300,360,5.5,W,9,10.4,5.0646916966327575,620.0229258464202,122.42066506410258,70
60,300,360,5.5,W,10,10.366666666666667,5.048468544632034,610.2776268107118,120.88371382636652,70
60,300,360,5.5,W,11,8.583333333333334,4.180002090812697,496.3012257227102,118.73229126213592,70
60,300,360,5.5,W,12,5.033333333333333,2.451185692088222,299.7235598228914,122.27697019867554,70
60,300,360,5.5,W,13,13.333333333333334,6.493207131359529,494.7388383392715,76.19329375000001,70
60,300,360,5.5,W,14,9.466666666666669,4.610177063265265,404.69850902977856,87.7837235915493,70
60,300,360,5.5,W,15,6.508333333333334,3.16949673099487,389.0163586613864,122.73758002560815,70
60,300,360,5.5,W,16,6.108333333333333,2.974694722461387,367.900422317369,123.67669849931788,70
60,300,360,5.5,W,17,4.858333333333333,2.3659623484891283,293.53528993143823,124.0659176672384,70
60,300,360,5.5,W,18,4.458333333333333,2.171166134548342,272.01059236879354,125.28317757009351,70
60,300,360,5.5,W,19,3.3916666666666666,1.65170956403958,212.8780913347501,128.88348894348894,70
60,300,360,5.5,W,20,2.725,1.3270492074716038,174.25933609554366,131.31339449541284,70
60,360,420,6.5,E,0,27.591666666666665,13.432484624247438,1065.8861545202276,79.35137722742373,70
60,360,420,6.5,E,1,19.95833333333333,9.716339678366843,1072.7715301105104,110.40901878914404,70
60,360,420,6.5,E,2,17.866666666666667,8.698051052366809,973.3083426642648,111.89958955223882,70
60,360,420,6.5,E,3,13.816666666666666,6.726371530685236,790.4180281686482,117.51031363088056,70
60,360,420,6.5,E,4,12.275,5.975853171705369,709.9176849552923,118.79771215207056,70
60,360,420,6.5,E,5,10.658333333333331,5.188809369348637,616.7286154901632,118.85744331508994,70
60,360,420,6.5,E,6,11.3,5.501192736478262,651.3037745646915,118.3931932153392,70
60,360,420,6.5,E,7,13.225,6.438342826542036,759.1450838161073,117.91001260239445,70
60,360,420,6.5,E,8,13.75,6.693929214741253,752.7777777777782,112.45678787878788,70
60,360,420,6.5,E,9,12.416666666666666,6.044809156044022,550.02996440297,90.99211409395971,70
60,360,420,6.5,E,10,7.425,3.6147217759602768,395.6097560975613,109.44404040404044,70
60,360,420,6.5,E,11,7.641666666666667,3.720201872677412,439.0837025136721,118.0268484187568,70
60,360,420,6.5,E,12,8.891666666666667,4.328740892199336,508.8570825828014,117.55313964386131,70
60,360,420,6.5,E,13,8.05,4.717281787640233,506.7411529201698,107.42227743271224,70
60,360,420,6.5,E,14,12.341666666666669,8.011078103542243,552.1796507629208,68.92700877785283,70
60,360,420,6.5,E,15,9.116666666666667,5.917703887617723,498.5948969270136,84.25478976234004,70
60,360,420,6.5,E,16,5.475,3.5538609534862897,439.4651985596748,123.65852359208522,70
60,360,420,6.5,E,17,5.6,3.635006409944341,455.9845620412295,125.4425744047619,70
60,360,420,6.5,E,18,5.933333333333334,3.8513758391076953,471.7359319301778,122.48504213483142,70
60,360,420,6.5,E,19,5.458333333333333,3.543049402549903,424.5907642709148,119.83766412213735,70
60,360,420,6.5,E,20,5.283333333333333,3.429455452239156,400.79483309803175,116.86835962145108,70
60,360,420,6.5,W,0,23.641666666666666,15.351023859722485,1296.5937392929725,84.46301374691578,70
60,360,420,6.5,W,1,17.133333333333333,11.125028218395991,1221.879543215865,109.8315904669261,70
60,360,420,6.5,W,2,12.791666666666666,8.305894122197396,952.5710719397566,114.68615635179152,70
60,360,420,6.5,W,3,10.125,6.574359413898291,767.5288113861194,116.74579423868316,70
60,360,420,6.5,W,4,9.175,5.957517543022368,695.0031849180979,116.65986376021796,70
60,360,420,6.5,W,5,9.216666666666669,5.984572572736365,692.5527026567821,115.72300180831824,70
60,360,420,6.5,W,6,10.5,6.817867487927505,777.3967347392856,114.0234444444444,70
60,360,420,6.5,W,7,9.575,5.247815001693892,514.5897775726271,98.05791122715408,70
60,360,420,6.5,W,8,9.058333333333334,4.41132259486738,509.2171075229649,115.43411223551058,70
60,360,420,6.5,W,9,8.858333333333333,4.313916084551779,529.0296115641194,122.63326434619002,70
60,360,420,6.5,W,10,10.166666666666666,4.951070437661641,615.53221409922,124.32305737704915,70
60,360,420,6.5,W,11,8.425,4.102895256127803,508.75718554534166,123.9995548961424,70
60,360,420,6.5,W,12,6.316666666666666,3.0761568784815765,397.9277172935533,129.35872031662268,70
60,360,420,6.5,W,13,9.375,4.565536264237169,438.0936008794401,95.9566577777778,70
60,360,420,6.5,W,14,13.916666666666666,6.777284943356508,516.1678828443625,76.16145508982038,70
60,360,420,6.5,W,15,10.9,5.308196829886415,447.5673524142718,84.31626911314983,70
60,360,420,6.5,W,16,5.566666666666666,2.710908696595097,329.9263136057098,121.70321856287428,70
60,360,420,6.5,W,17,6.133333333333334,2.9868752804253837,366.9119394495449,122.84139945652171,70
60,360,420,6.5,W,18,5.908333333333333,2.8773024100836917,350.2379516918377,121.72441466854728,70
60,360,420,6.5,W,19,6.158333333333333,2.9990500437966823,364.5637928381224,121.55975642760484,70
60,360,420,6.5,W,20,5.675,2.7636712852848992,342.74844309126,124.01925110132156,70
60,420,480,7.5,E,0,16.5,8.032715057689499,689.6943917043959,85.86068181818179,70
60,420,480,7.5,E,1,14.9,7.253785112701427,826.4402495821366,113.93227628635348,70
60,420,480,7.5,E,2,17.133333333333333,8.341041494247275,938.248097301332,112.4857247081712,70
60,420,480,7.5,E,3,19.28333333333333,9.38771032690328,1078.0017305193244,114.83116681071736,70
60,420,480,7.5,E,4,18.741666666666667,9.124028366032162,1062.0450967982729,116.40089817696747,70
60,420,480,7.5,E,5,18.4,8.957694360845808,1039.417586832838,116.03628623188403,70
60,420,480,7.5,E,6,16.291666666666668,7.931291887769175,914.590980640345,115.31425063938616,70
60,420,480,7.5,E,7,12.658333333333331,6.162471804358761,719.3038313616668,116.72326530612246,70
60,420,480,7.5,E,8,11.341666666666669,5.521477370462331,653.1940184671313,118.300587803086,70
60,420,480,7.5,E,9,8.816666666666666,4.292220192680923,496.4059349802472,115.65248582230628,70
60,420,480,7.5,E,10,10.741666666666667,5.229378641091803,535.7802281615634,102.45581070597363,70
60,420,480,7.5,E,11,9.875,4.807458254223264,573.1721516316964,119.225611814346,70
60,420,480,7.5,E,12,8.8,4.284114697434395,514.8670545088679,120.1805018939394,70
60,420,480,7.5,E,13,7.3,4.277783484443938,498.3409241848892,116.49512557077624,70
60,420,480,7.5,E,14,7.725,5.014361513830965,431.0947746148474,85.97201725997844,70
60,420,480,7.5,E,15,12.133333333333333,7.875847221546073,587.1047065760085,74.54495879120883,70
60,420,480,7.5,E,16,7.925,5.1441731609824375,554.7850114264476,107.84726603575186,70
60,420,480,7.5,E,17,5.716666666666667,3.710735710151516,430.9359059658464,116.13220116618074,70
60,420,480,7.5,E,18,5.275,3.424046216510072,414.1736040114896,120.9602843601896,70
60,420,480,7.5,E,19,5.233333333333333,3.39700003786464,420.9798830523224,123.92695859872616,70
60,420,480,7.5,E,20,5.408333333333333,3.510593988175413,442.7958175789346,126.13130970724193,70
60,420,480,7.5,W,0,20.016666666666666,12.997236274604656,1048.167800921732,80.64543713572021,70
60,420,480,7.5,W,1,14.041666666666666,9.117545013617338,1064.3735472801798,116.73905044510389,70
60,420,480,7.5,W,2,16.183333333333334,10.508173540916838,1227.199319598469,116.78521627188466,70
60,420,480,7.5,W,3,16.908333333333335,10.978909671440029,1292.4907071564955,117.72486939379004,70
60,420,480,7.5,W,4,18.366666666666667,11.925857097930336,1369.7117968370724,114.85227313974592,70
60,420,480,7.5,W,5,15.408333333333331,10.004949988236474,1143.714153438381,114.31482963764202,70
60,420,480,7.5,W,6,11.875,7.71068346848944,872.7059769755202,113.18140350877192,70
60,420,480,7.5,W,7,10.85,5.946610210796735,532.3286254463683,89.51799539170506,70
60,420,480,7.5,W,8,8.741666666666667,4.257108925497591,484.45367940828703,113.79875119161105,70
