window_sec,start_sec,end_sec,minute,direction,cell,n_veh,k_veh_km_lane,q_veh_h_lane,speed_kph,freeway_percent
60,3600,3660,60.5,E,4,20.508333333333333,9.984096846956492,1158.3808805153922,116.02260056887448,70
60,3600,3660,60.5,E,5,20.175,9.821819767938273,1134.048771548892,115.462185047501,70
60,3600,3660,60.5,E,6,95.16666666666669,46.33010401960306,966.37927397238,20.85856042031524,70
60,3600,3660,60.5,E,7,151.875,73.93749087191469,950.5752722197876,12.856471879286692,70
60,3600,3660,60.5,E,8,149.99166666666667,73.02062541583504,869.4405903639881,11.906780932274016,70
60,3600,3660,60.5,E,9,39.65833333333333,19.306877029270805,603.8139987069779,31.274555578903133,70
60,3600,3660,60.5,E,10,13.058333333333334,6.357204290605784,601.7361618226965,94.65421186981494,70
60,3600,3660,60.5,E,11,11.35,5.525534297259144,627.5947698099739,113.58082966226138,70
60,3600,3660,60.5,E,12,12.075,5.878486928581854,656.783506158414,111.72662525879916,70
60,3600,3660,60.5,E,13,8.716666666666667,5.10794694603694,546.2479483933535,106.94080305927343,70
60,3600,3660,60.5,E,14,6.966666666666667,4.52212106317442,367.26795679543,81.21586124401915,70
60,3600,3660,60.5,E,15,16.583333333333332,10.764379100876845,685.8545781066597,63.71520100502512,70
60,3600,3660,60.5,E,16,13.141666666666667,8.530348133406209,907.6271481656024,106.39977805960687,70
60,3600,3660,60.5,E,17,14.116666666666667,9.163245325068027,1045.1834542297524,114.06258559622196,70
60,3600,3660,60.5,E,18,11.216666666666669,7.280831291346851,820.9663599630015,112.7572288261516,70
60,3600,3660,60.5,E,19,6.766666666666667,4.392299412016063,501.1853258253127,114.10545566502462,70
60,3600,3660,60.5,E,20,7.333333333333333,4.76012744159378,544.3456177076745,114.35526136363636,70
60,3600,3660,60.5,W,0,18.841666666666665,12.23428443666991,985.4137677202332,80.5452720035383,70
60,3600,3660,60.5,W,1,16.4,10.648859695429625,1150.374993533848,108.02799796747968,70
60,3600,3660,60.5,W,2,15.133333333333333,9.826386792124088,1124.0784245228522,114.39387114537443,70
60,3600,3660,60.5,W,3,15.458333333333334,10.037396471424962,1135.948229327508,113.1716010781671,70
60,3600,3660,60.5,W,4,15.441666666666666,10.026594012007672,1152.9559351484445,114.98978953049108,70
60,3600,3660,60.5,W,5,25.6,16.622610256280392,1325.752081126996,79.75595052083335,70
60,3600,3660,60.5,W,6,23.716666666666665,15.39972291320768,1381.4204020463994,89.7042375263528,70
60,3600,3660,60.5,W,7,18.566666666666663,10.175919777000864,866.0359025631776,85.10640035906643,70
60,3600,3660,60.5,W,8,15.741666666666667,7.666042669461344,788.0283603807882,102.79467443091588,70
60,3600,3660,60.5,W,9,11.316666666666666,5.511098817329555,628.5295381910217,114.0479528718704,70
60,3600,3660,60.5,W,10,9.058333333333334,4.41132259486738,517.9491724732173,117.41357865685374,70
60,3600,3660,60.5,W,11,8.416666666666666,4.098837001670702,397.0241063561356,96.86262376237626,70
60,3600,3660,60.5,W,12,9.091666666666669,4.4275556126957785,429.55965991178334,97.01959670027496,70
60,3600,3660,60.5,W,13,10.891666666666667,5.304138575429316,502.399077704859,94.71831675592958,70
60,3600,3660,60.5,W,14,13.908333333333331,6.773226688899409,540.0988818048002,79.74026363091674,70
60,3600,3660,60.5,W,15,13.308333333333334,6.48103236798823,553.5355593995343,85.40854727614278,70
60,3600,3660,60.5,W,16,10.758333333333333,5.239196298359687,611.969579059188,116.8060030983734,70
60,3600,3660,60.5,W,17,10.408333333333331,5.068759816917532,617.711172082326,121.86633306645317,70
60,3600,3660,60.5,W,18,11.341666666666669,5.523284316112699,667.3803107129476,120.8303379867744,70
60,3600,3660,60.5,W,19,11.208333333333334,5.458352244799104,654.8590941586459,119.9737695167286,70
60,3600,3660,60.5,W,20,11.491666666666667,5.596332896340495,664.1380088969927,118.67378535170415,70
60,3660,3720,61.5,E,0,20.558333333333334,10.008438407737373,829.486961037275,82.87875962707741,70
60,3660,3720,61.5,E,1,13.6,6.620904532398617,773.1665125034481,116.77656862745094,70
60,3660,3720,61.5,E,2,14.691666666666666,7.152361942781103,830.4138876718105,116.10344866704476,70
60,3660,3720,61.5,E,3,15.608333333333333,7.598609093470112,877.1252575332115,115.43234383342232,70
60,3660,3720,61.5,E,4,14.575,7.095564967625722,827.0902909627894,116.56440251572324,70
60,3660,3720,61.5,E,5,15.55,7.570225397345236,887.2045333759166,117.19658092175774,70
60,3660,3720,61.5,E,6,104.525,50.88603281242392,921.8799393083748,18.11656142868532,70
60,3660,3720,61.5,E,7,154.91666666666666,75.41826915275139,943.8529445174688,12.51491124260355,70
60,3660,3720,61.5,E,8,140.89166666666668,68.59046135371538,835.2845528455293,12.1778529603123,70
60,3660,3720,61.5,E,9,49.208333333333336,23.956106084859027,902.2219257966804,37.66145977984759,70
60,3660,3720,61.5,E,10,14.775,7.192931210749238,677.1169449718452,94.13644106034968,70
60,3660,3720,61.5,E,11,10.216666666666669,4.973792252892592,580.864855654545,116.78510603588909,70
60,3660,3720,61.5,E,12,8.616666666666667,4.194862307904512,500.64030475634047,119.34606382978724,70
60,3660,3720,61.5,E,13,10.141666666666667,5.9429937221099,651.9711208867246,109.70415776499588,70
60,3660,3720,61.5,E,14,12.683333333333334,8.232856768123764,668.1712446479862,81.15909986859394,70
60,3660,3720,61.5,E,15,9.466666666666669,6.144891788239244,541.3749736299762,88.10162852112677,70
60,3660,3720,61.5,E,16,7.375,4.787164298075139,557.5504778076803,116.46779661016951,70
60,3660,3720,61.5,E,17,6.133333333333334,3.981197496605708,477.6208017569202,119.96913043478264,70
60,3660,3720,61.5,E,18,8.433333333333334,5.474146557832848,645.1535952485275,117.85464426877463,70
60,3660,3720,61.5,E,19,13.5,8.762961881115793,1001.9971980158892,114.34458024691357,70
60,3660,3720,61.5,E,20,13.708333333333334,8.89819277434292,1015.629012976757,114.13879635258355,70
60,3660,3720,61.5,W,0,22.433333333333334,14.56642799801654,1184.612159655843,81.32482169390791,70
60,3660,3720,61.5,W,1,14.25,9.252820162187328,1057.837539091813,114.32595906432752,70
60,3660,3720,61.5,W,2,14.566666666666666,9.458438388013713,1078.8622732328574,114.06346681922196,70
60,3660,3720,61.5,W,3,14.383333333333333,9.33937806451724,1064.8251858893357,114.01457126303592,70
60,3660,3720,61.5,W,4,14.2,9.22035412653053,1038.3061884809206,112.61022887323944,70
60,3660,3720,61.5,W,5,16.225,10.535228570630837,1137.358385857968,107.95763739085773,70
60,3660,3720,61.5,W,6,18.291666666666668,11.87715804444514,1110.3164507783515,93.48334396355352,70
60,3660,3720,61.5,W,7,14.958333333333334,8.198283662350338,758.4597142427276,92.51445125348192,70
60,3660,3720,61.5,W,8,13.825,6.732644144328411,745.0582635475897,110.66354430379748,70
60,3660,3720,61.5,W,9,13.083333333333334,6.371447086308837,745.2167071192681,116.96192356687898,70
60,3660,3720,61.5,W,10,16.083333333333332,7.832431102202431,878.0261591835697,112.10135751295331,70
60,3660,3720,61.5,W,11,14.075,6.8543917780414025,788.5955826062567,115.04968028419188,70
60,3660,3720,61.5,W,12,9.3,4.529011974123272,524.8710124403357,115.89084229390684,70
60,3660,3720,61.5,W,13,12.016666666666667,5.852002927137776,479.380049686021,81.91726074895976,70
60,3660,3720,61.5,W,14,8.941666666666666,4.354507032467984,413.4460359295124,94.94669151910531,70
60,3660,3720,61.5,W,15,12.716666666666669,6.192896301534151,506.1302368527166,81.72754914809961,70
60,3660,3720,61.5,W,16,9.275,4.516828412141233,515.3392385690554,114.09316262353995,70
60,3660,3720,61.5,W,17,9.033333333333331,4.399147831496081,524.2538331024999,119.17167896678968,70
60,3660,3720,61.5,W,18,8.975,4.370740050296383,530.9904137536516,121.48753017641596,70
60,3660,3720,61.5,W,19,9.575,4.6629343712075615,568.2849199809621,121.87281114012188,70
60,3660,3720,61.5,W,20,10.258333333333333,4.995711236689737,604.8632660442279,121.07650690495532,70
60,3720,3780,62.5,E,0,18.525,9.018548269315028,759.5545088684418,84.22137201979305,70
60,3720,3780,62.5,E,1,13.741666666666667,6.689872287944437,773.1823345179563,115.5750515463918,70
60,3720,3780,62.5,E,2,13.65,6.645246093179494,782.140961978482,117.69932234432235,70
60,3720,3780,62.5,E,3,14.166666666666666,6.896762124345537,814.0371260007605,118.03178235294116,70
60,3720,3780,62.5,E,4,14.375,6.998198724502213,827.5232461905458,118.24803478260874,70
60,3720,3780,62.5,E,5,12.958333333333334,6.308521164454364,752.1650595764295,119.23001286173633,70
60,3720,3780,62.5,E,6,98.84166666666668,48.11920873699754,920.7241208639628,19.13423235814855,70
60,3720,3780,62.5,E,7,170.525,83.01689304318191,811.5148158966621,9.775297365977622,70
60,3720,3780,62.5,E,8,120.63333333333334,58.72807231066327,815.9119565746562,13.893048494059132,70
60,3720,3780,62.5,E,9,39.641666666666666,19.29876319147746,615.9843902742987,31.918335085137688,70
60,3720,3780,62.5,E,10,16.391666666666666,7.979975009330936,725.5282118689455,90.91860701576006,70
60,3720,3780,62.5,E,11,15.791666666666666,7.687876279960409,863.1087012965944,112.2688073878628,70
60,3720,3780,62.5,E,12,16.216666666666665,7.894779546597852,907.1585284715112,114.90612538540596,70
60,3720,3780,62.5,E,13,10.25,6.006476810349365,691.9956941942182,115.20825203252028,70
60,3720,3780,62.5,E,14,12.483333333333333,8.10303511080775,650.7140182039876,80.3049732977303,70
60,3720,3780,62.5,E,15,16.066666666666666,10.429006485673646,761.1956574655572,72.98831950207469,70
60,3720,3780,62.5,E,16,8.266666666666667,5.365951394000609,600.6310077559635,111.93373991935482,70
60,3720,3780,62.5,E,17,8.166666666666666,5.301051014502164,627.3547214514067,118.34534693877556,70
60,3720,3780,62.5,E,18,7.925,5.144183178358733,597.926315390899,116.23348054679288,70
60,3720,3780,62.5,E,19,6.65,4.316570111808891,501.0159085622776,116.06805764411024,70
60,3720,3780,62.5,E,20,6.725,4.36525323337066,520.327961962255,119.19765799256513,70
60,3720,3780,62.5,W,0,21.40833333333333,13.900874267052192,1143.8442881313044,82.28578045932267,70
60,3720,3780,62.5,W,1,17.658333333333335,11.465921592792368,1197.7744316117028,104.46386031146768,70
60,3720,3780,62.5,W,2,15.075,9.788509750524488,1110.1264703597,113.4111829740188,70
60,3720,3780,62.5,W,3,15.241666666666667,9.89671059096294,1130.6530833366874,114.2453417167851,70
60,3720,3780,62.5,W,4,14.0,9.09048998390334,1069.0606688479515,117.60209523809526,70
60,3720,3780,62.5,W,5,14.466666666666669,9.393506316700115,1097.4684500476492,116.83267281105988,70
60,3720,3780,62.5,W,6,16.9,10.9735200519976,1106.819047087223,100.86271696252466,70
60,3720,3780,62.5,W,7,16.091666666666665,8.819434959330641,602.3021411632102,68.29259968928015,70
60,3720,3780,62.5,W,8,10.5,5.113400615945629,556.9082935137405,108.91153174603171,70
60,3720,3780,62.5,W,9,9.55,4.650750548350272,554.7802410793246,119.28832460732984,70
60,3720,3780,62.5,W,10,11.233333333333333,5.470527008170403,636.8509146656227,116.41491097922852,70
60,3720,3780,62.5,W,11,13.15,6.403925533303336,706.3354546641033,110.29726235741444,70
60,3720,3780,62.5,W,12,10.6,5.162099669430825,576.1869501471037,111.61871855345916,70
60,3720,3780,62.5,W,13,14.083333333333334,6.858450032498503,658.7237292955976,96.04556804733733,70
60,3720,3780,62.5,W,14,17.9,8.717130573850167,754.5984892904286,86.56500931098694,70
60,3720,3780,62.5,W,15,13.566666666666666,6.60683825615832,654.1589235171626,99.01240171990172,70
60,3720,3780,62.5,W,16,9.141666666666667,4.451896467312609,530.7068442815084,119.20916134913402,70
60,3720,3780,62.5,W,17,8.641666666666667,4.208409872012395,498.90130877082936,118.54864995178396,70
60,3720,3780,62.5,W,18,9.258333333333333,4.508720701837772,534.3607129151839,118.51714671467148,70
60,3720,3780,62.5,W,19,8.891666666666667,4.330157505725386,512.4073013516909,118.33456419868789,70
60,3720,3780,62.5,W,20,8.416666666666666,4.098837001670702,489.5713411914125,119.44152475247525,70
60,3780,3840,63.5,E,0,17.333333333333332,8.438407737370786,703.7334680233031,83.39647596153848,70
60,3780,3840,63.5,E,1,13.166666666666666,6.409944338964348,750.7902487707512,117.12898101265824,70
60,3780,3840,63.5,E,2,13.775,6.706099995131686,782.9126300245036,116.74633998790078,70
60,3780,3840,63.5,E,3,12.908333333333331,6.284167370947786,736.7166333025655,117.233770174306,70
60,3780,3840,63.5,E,4,13.316666666666666,6.482969021306978,767.220883436379,118.34406132665832,70
60,3780,3840,63.5,E,5,13.591666666666669,6.616847600787824,768.2414028131958,116.1038381361128,70
60,3780,3840,63.5,E,6,91.31666666666666,44.45580383947551,863.258767018808,19.418359189633158,70
60,3780,3840,63.5,E,7,178.41666666666666,86.8588027197637,826.3871038410982,9.514143390938816,70
60,3780,3840,63.5,E,8,108.95833333333331,53.04431786832841,761.5334371906597,14.35655066921606,70
60,3780,3840,63.5,E,9,34.93333333333333,17.006604014856737,511.2506880534442,30.06189169847329,70
60,3780,3840,63.5,E,10,11.116666666666667,5.411940346948383,555.9702140434583,102.73029235382312,70
60,3780,3840,63.5,E,11,10.391666666666667,5.058987715625663,578.627014264155,114.37604651162792,70
60,3780,3840,63.5,E,12,10.391666666666667,5.058987715625654,589.1009444525578,116.4464073777065,70
60,3780,3840,63.5,E,13,10.025,5.874627319390476,636.2135928896485,108.29854530340812,70
60,3780,3840,63.5,E,14,9.291666666666666,6.03129782947306,489.2154437640109,81.11279820627801,70
60,3780,3840,63.5,E,15,11.308333333333334,7.340332884366773,598.2582801875927,81.50288135593222,70
60,3780,3840,63.5,E,16,9.975,6.474842559091459,726.7337864965837,112.23960735171264,70
60,3780,3840,63.5,E,17,10.1,6.555993703649616,770.8184714581685,117.57462046204624,70
60,3780,3840,63.5,E,18,9.6,6.231439559904585,747.8362516160097,120.01019097222222,70
60,3780,3840,63.5,E,19,9.733333333333333,6.317987331569904,758.6859343643315,120.0834845890411,70
60,3780,3840,63.5,E,20,7.708333333333333,5.003543049402554,589.1828808507651,117.75313513513514,70
60,3780,3840,63.5,W,0,18.041666666666668,11.71482786616115,977.1563562112824,83.41192609699763,70
60,3780,3840,63.5,W,1,13.85,8.993091876932947,1001.8690155627022,111.40429001203368,70
60,3780,3840,63.5,W,2,15.791666666666666,10.253856261605256,1152.747990190063,112.42092348284964,70
60,3780,3840,63.5,W,3,16.125,10.470276103615795,1191.3716483753371,113.78607751937984,70
60,3780,3840,63.5,W,4,17.216666666666665,11.179138277823986,1262.896808004306,112.96906582768634,70
60,3780,3840,63.5,W,5,14.783333333333331,9.599124542526503,1070.536250168553,111.5243630214205,70
60,3780,3840,63.5,W,6,15.616666666666667,10.140225136806464,1038.748213556388,102.43837780149413,70
60,3780,3840,63.5,W,7,12.666666666666666,6.942279201544575,621.967425842491,89.59124342105265,70
60,3780,3840,63.5,W,8,12.0,5.843886418223576,645.4622871283211,110.45086111111118,70
60,3780,3840,63.5,W,9,12.991666666666667,6.326806374239157,734.2764454824894,116.05799230275817,70
60,3780,3840,63.5,W,10,10.308333333333334,5.020060763432336,594.2946380394151,118.38395311236864,70
60,3780,3840,63.5,W,11,9.233333333333333,4.496545938466474,463.5556980814521,103.0915072202166,70
60,3780,3840,63.5,W,12,8.425,4.102895256127803,416.97334895598993,101.6290504451039,70
60,3780,3840,63.5,W,13,10.116666666666667,4.926720910919043,467.7958029207746,94.9507413509061,70
60,3780,3840,63.5,W,14,12.458333333333334,6.06709041336406,553.9532755308035,91.30460200668897,70
60,3780,3840,63.5,W,15,15.258333333333333,7.43066391094956,638.9320687163126,85.98586564718734,70
60,3780,3840,63.5,W,16,12.733333333333333,6.201000731133696,695.8045522487877,112.20842931937172,70
60,3780,3840,63.5,W,17,11.758333333333333,5.726197038967684,676.0731323425999,118.06669029057409,70
60,3780,3840,63.5,W,18,11.075,5.3934201734855085,645.9551621321356,119.76726109857036,70
60,3780,3840,63.5,W,19,10.116666666666667,4.926720910919043,595.4386599708716,120.8590197693575,70
60,3780,3840,63.5,W,20,9.133333333333333,4.447846884981277,545.1041705220083,122.55461678832114,70
60,3840,3900,64.5,E,0,17.608333333333334,8.572286321665612,684.8685150025151,79.89333175579742,70
60,3840,3900,64.5,E,1,11.608333333333333,5.651299027960339,646.4605342161207,114.39149318018669,70
60,3840,3900,64.5,E,2,10.816666666666666,5.265890982263115,625.0983399055546,118.70704160246534,70
60,3840,3900,64.5,E,3,11.675,5.683743374240058,675.6553384508932,118.87506067094934,70
60,3840,3900,64.5,E,4,12.741666666666667,6.20304107232689,730.0612190253637,117.69408109875734,70
60,3840,3900,64.5,E,5,12.416666666666666,6.0448209228533765,712.0076508459292,117.7880469798658,70
60,3840,3900,64.5,E,6,87.15,42.42734044106908,819.3307287863299,19.31138554216868,70
60,3840,3900,64.5,E,7,172.73333333333332,84.09197864433732,875.8922804796911,10.415883828637597,70
60,3840,3900,64.5,E,8,115.88333333333334,56.415624036479926,911.47213702676,16.156377822522646,70
60,3840,3900,64.5,E,9,38.24166666666667,18.61720081683625,570.9183906949204,30.666177816517767,70
60,3840,3900,64.5,E,10,8.575,4.174577673920454,419.7906625772848,100.558833819242,70
60,3840,3900,64.5,E,11,6.808333333333334,3.314509192996124,383.9351378543728,115.83468788249697,70
60,3840,3900,64.5,E,12,7.483333333333333,3.643120263537961,425.4191616766462,116.77329621380844,70
60,3840,3900,64.5,E,13,7.158333333333333,4.194767138284638,472.6584013393106,112.67810244470316,70
60,3840,3900,64.5,E,14,12.308333333333334,7.989441160656241,571.8350283270654,71.57384563303995,70
60,3840,3900,64.5,E,15,12.858333333333333,8.346450729976366,551.6941726303495,66.09925469863903,70
60,3840,3900,64.5,E,16,5.583333333333333,3.624180881028636,410.4771607366415,113.26067164179108,70
60,3840,3900,64.5,E,17,5.983333333333333,3.883831253482198,444.0648783733347,114.33681058495814,70
60,3840,3900,64.5,E,18,7.683333333333334,4.987315342215302,568.4445742661022,113.97806941431668,70
60,3840,3900,64.5,E,19,8.55,5.549875858040002,629.6597590726388,113.45474658869396,70
60,3840,3900,64.5,E,20,9.6,6.231439559904585,717.826082252839,115.19426215277778,70
60,3840,3900,64.5,W,0,23.03333333333333,14.956020425898116,1194.059938362149,79.83807887120115,70
60,3840,3900,64.5,W,1,16.0,10.389131410175246,1071.4246291242416,103.12937499999998,70
60,3840,3900,64.5,W,2,12.441666666666666,8.078631872599813,902.5365821878776,111.71898861352982,70
60,3840,3900,64.5,W,3,11.933333333333334,7.748545416215927,880.6061158965954,113.64792597765368,70
60,3840,3900,64.5,W,4,13.058333333333334,8.479046312366984,960.4680563428568,113.27548181238032,70
60,3840,3900,64.5,W,5,14.166666666666666,9.198710102759332,1042.8805987949042,113.3724823529412,70
60,3840,3900,64.5,W,6,16.358333333333334,10.62180466571563,1054.0479951898317,99.23436067244008,70
60,3840,3900,64.5,W,7,17.225,9.440586256310946,694.7041057002158,73.58696661828733,70
60,3840,3900,64.5,W,8,11.858333333333333,5.774896092452881,583.2434429971086,100.99635277582571,70
60,3840,3900,64.5,W,9,7.683333333333334,3.741703320749521,429.7042301214096,114.84187635574835,70
60,3840,3900,64.5,W,10,9.075,4.419439103781579,511.1059408949328,115.6495041322314,70
60,3840,3900,64.5,W,11,10.991666666666667,5.352837628914512,570.4591703888975,106.57135708870354,70
60,3840,3900,64.5,W,12,9.108333333333333,4.4356721216099775,484.68849001117474,109.27058554437328,70
60,3840,3900,64.5,W,13,11.791666666666666,5.742430056796083,532.9450314303691,92.80827561837457,70
60,3840,3900,64.5,W,14,10.033333333333331,4.886138366348045,421.0442651669955,86.1711710963455,70
60,3840,3900,64.5,W,15,8.9,4.334215760182485,418.7925426814738,96.6247565543071,70
60,3840,3900,64.5,W,16,9.266666666666667,4.512770165589444,518.9013238974229,114.9850989208633,70
60,3840,3900,64.5,W,17,9.85,4.796856768291852,562.0634941505942,117.17329103214888,70
60,3840,3900,64.5,W,18,10.608333333333333,5.1661579238879245,615.249191433382,119.09221523959152,70
60,3840,3900,64.5,W,19,11.1,5.405594936856808,648.8819752465956,120.03895645645645,70
60,3840,3900,64.5,W,20,12.058333333333334,5.872294199423274,707.1204022411954,120.41637871458188,70
60,3900,3960,65.5,E,0,23.541666666666668,11.460818200996382,953.0684971520373,83.15885309734513,70
60,3900,3960,65.5,E,1,16.108333333333334,7.842039498239294,908.691884523636,115.87443352302124,70
60,3900,3960,65.5,E,2,15.391666666666667,7.493143793713385,872.3782516268275,116.42353004872766,70
60,3900,3960,65.5,E,3,13.108333333333333,6.381533424467959,748.9871901974454,117.36790209790212,70
60,3900,3960,65.5,E,4,11.133333333333333,5.420054200542004,647.2071304545383,119.40971556886235,70
60,3900,3960,65.5,E,5,11.175,5.44033883056804,647.5417047363629,119.02598806860554,70
60,3900,3960,65.5,E,6,79.13333333333334,38.524576862535085,677.0869642828163,17.5754549283909,70
60,3900,3960,65.5,E,7,165.09166666666667,80.37177677165991,865.0901854826928,10.763606582201804,70
60,3900,3960,65.5,E,8,109.375,53.24716420816906,887.4693296334166,16.666978285714283,70
60,3900,3960,65.5,E,9,38.125,18.56040395228282,737.0052425128742,39.708469945355205,70
60,3900,3960,65.5,E,10,14.0,6.815637018645639,669.3619671226658,98.20974404761908,70
60,3900,3960,65.5,E,11,11.208333333333334,5.456566541713325,641.6276796001497,117.58817100371746,70
60,3900,3960,65.5,E,12,9.658333333333331,4.701978157506121,548.6097317559995,116.67636755823986,70
60,3900,3960,65.5,E,13,6.816666666666666,3.994551244606325,450.879600089011,112.87365525672372,70
60,3900,3960,65.5,E,14,8.658333333333333,5.620195914639021,450.9805856207279,80.24285851780557,70
60,3900,3960,65.5,E,15,12.575,8.162536715187516,559.9146422601956,68.59566600397616,70
60,3900,3960,65.5,E,16,10.608333333333333,6.885943673954409,712.7987569167768,103.51504320502757,70
60,3900,3960,65.5,E,17,9.025,5.858202294597801,667.301602756547,113.90893813481073,70
60,3900,3960,65.5,E,18,6.316666666666666,4.100200682645552,491.1992275611384,119.79882585751984,70
60,3900,3960,65.5,E,19,5.541666666666667,3.597141759840742,436.29180663063977,121.2884661654135,70
60,3900,3960,65.5,E,20,6.383333333333334,4.143474568478223,481.596427740725,116.23009138381204,70
60,3900,3960,65.5,W,0,15.741666666666667,10.221390225948458,881.0841621371135,86.20003176283747,70
60,3900,3960,65.5,W,1,14.633333333333333,9.50172643555611,1038.821695017091,109.32978359908884,70
60,3900,3960,65.5,W,2,17.025,11.054685141139595,1190.577685487661,107.69892315222718,70
60,3900,3960,65.5,W,3,16.875,10.957265689830484,1193.4408130172098,108.91775802469138,70
60,3900,3960,65.5,W,4,15.608333333333333,10.134814130863663,1157.417850648877,114.20217832354513,70
60,3900,3960,65.5,W,5,13.4,8.700897556021769,978.7790627834694,112.49173507462687,70
60,3900,3960,65.5,W,6,11.475,7.450955183235059,792.2524351150043,106.32897603485836,70
60,3900,3960,65.5,W,7,10.725,5.878100876570966,510.1545289477402,86.78900543900545,70
60,3900,3960,65.5,W,8,10.008333333333333,4.873963602976746,531.4408394158451,109.03668609492088,70
60,3900,3960,65.5,W,9,11.733333333333333,5.714011144919008,650.3362419598016,113.81431107954543,70
60,3900,3960,65.5,W,10,13.208333333333334,6.432333314503033,718.0386894500319,111.6295835962145,70
60,3900,3960,65.5,W,11,11.35,5.527342570569799,557.8992786696198,100.93444933920703,70
60,3900,3960,65.5,W,12,8.091666666666667,3.940565077843814,387.82696544509975,98.41912461380022,70
60,3900,3960,65.5,W,13,10.3,5.0160025089752365,436.6607123957272,87.05352750809058,70
60,3900,3960,65.5,W,14,11.65,5.673439731025389,506.3591629866416,89.2508226037196,70
60,3900,3960,65.5,W,15,12.883333333333333,6.274061390676144,555.2323561705923,88.49648124191464,70
60,3900,3960,65.5,W,16,8.941666666666666,4.35449855006967,509.0451010795583,116.90096924510716,70
60,3900,3960,65.5,W,17,8.0,3.895924278815717,472.1101332341172,121.18052083333336,70
60,3900,3960,65.5,W,18,6.6,3.2141375300229664,387.22821058249934,120.4765530303031,70
60,3900,3960,65.5,W,19,8.2,3.9933223857861098,469.7894610053694,117.64376016260168,70
60,3900,3960,65.5,W,20,9.366666666666667,4.561478009780069,536.382332372988,117.58959074733094,70
60,3960,4020,66.5,E,0,18.166666666666668,8.844100417052076,738.3184849812566,83.48146788990822,70
60,3960,4020,66.5,E,1,14.308333333333334,6.965743310127712,810.7407948330984,116.3897029702971,70
60,3960,4020,66.5,E,2,15.283333333333331,7.440403745354817,864.7858348343963,116.22834787350058,70
60,3960,4020,66.5,E,3,16.566666666666666,8.065154766587606,949.206482891486,117.69228370221326,70
60,3960,4020,66.5,E,4,16.441666666666666,8.004316570111808,937.938716063807,117.17911302584892,70
60,3960,4020,66.5,E,5,15.225,7.412005252384644,863.6877863992088,116.52552271483307,70
60,3960,4020,66.5,E,6,71.14166666666667,34.633984064391534,854.8000746474531,24.68096286751787,70
60,3960,4020,66.5,E,7,165.83333333333334,80.73284325657626,851.3034500105476,10.544697989949746,70
60,3960,4020,66.5,E,8,99.225,48.30582736965097,874.1703990393203,18.096582682455697,70
60,3960,4020,66.5,E,9,43.3,21.07975058711727,577.2001644837189,27.381735950731333,70
60,3960,4020,66.5,E,10,9.033333333333331,4.397708647745163,495.2348554922679,112.61202029520295,70
60,3960,4020,66.5,E,11,10.425,5.0752154228129145,566.2907518296744,111.5796482813749,70
60,3960,4020,66.5,E,12,11.65,5.671583661944398,657.1106567353092,115.86017167381976,70
60,3960,4020,66.5,E,13,9.0,5.27397963835554,601.6141378036652,114.0721388888889,70
60,3960,4020,66.5,E,14,8.525,5.5336481430950135,460.6019391062037,83.23657869012706,70
60,3960,4020,66.5,E,15,10.2,6.6209045323986215,503.10273761420274,75.98700980392157,70
60,3960,4020,66.5,E,16,6.833333333333333,4.435564660363406,498.7677785004504,112.44741463414634,70
60,3960,4020,66.5,E,17,6.95,4.511302598055924,529.679989614268,117.4117625899281,70
60,3960,4020,66.5,E,18,8.6,5.582331272414525,644.9372799117215,115.53188953488367,70
60,3960,4020,66.5,E,19,8.95,5.8095191730360245,667.5022854020937,114.89802607076352,70
60,3960,4020,66.5,E,20,8.9,5.777063758661543,670.2431451460226,116.01795880149808,70
60,3960,4020,66.5,W,0,20.75,13.47340479757102,1131.10813289344,83.95117269076306,70
60,3960,4020,66.5,W,1,13.066666666666666,8.484457318309783,974.637316504672,114.87326530612246,70
60,3960,4020,66.5,W,2,11.725,7.613285361519047,856.882896957348,112.55100213219616,70
60,3960,4020,66.5,W,3,11.316666666666666,7.348131756439406,851.5792098301769,115.89057437407956,70
60,3960,4020,66.5,W,4,12.825,8.327538145968594,971.0911596499988,116.61203378817414,70
60,3960,4020,66.5,W,5,16.583333333333332,10.767901826171215,1216.0576254817693,112.93357286432165,70
60,3960,4020,66.5,W,6,15.833333333333334,10.280911291319253,1104.6261287087852,107.44437894736846,70
60,3960,4020,66.5,W,7,11.525,6.316560615615887,649.1158480805838,102.7641287057122,70
60,3960,4020,66.5,W,8,9.633333333333333,4.691342152407259,552.6704207143699,117.8064619377163,70
60,3960,4020,66.5,W,9,9.325,4.541177891451967,528.2908077793664,116.3334316353888,70
60,3960,4020,66.5,W,10,7.916666666666667,3.85534173424472,445.0887735045981,115.44729473684208,70
60,3960,4020,66.5,W,11,9.2,4.480312920638075,470.17373711991206,104.94216485507248,70
60,3960,4020,66.5,W,12,9.158333333333331,4.460021648352576,437.13195690328575,98.01117379435853,70
60,3960,4020,66.5,W,13,10.158333333333331,4.947012183204541,472.1402048996444,95.43946677604598,70
60,3960,4020,66.5,W,14,11.383333333333333,5.543575588398197,471.3010390430052,85.01751830161054,70
60,3960,4020,66.5,W,15,10.383333333333333,5.056585053546232,415.6675650018733,82.20321829855538,70
60,3960,4020,66.5,W,16,7.233333333333333,3.522558006952911,401.6763561361335,114.02973502304144,70
