sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,4,0,53.253911
15,15.000000,0,0.000000,0,77,0,54.120255
30,15.000000,0,0.000000,0,156,0,54.246084
45,15.000000,46,11040.000000,14,211,6,47.682543
60,15.000000,42,10080.000000,47,232,16,40.599955
75,15.000000,42,10080.000000,64,250,24,33.416734
90,15.000000,50,12000.000000,105,280,30,33.690957
105,15.000000,46,11040.000000,127,321,29,30.809961
120,15.000000,58,13920.000000,138,336,44,24.647642
135,15.000000,50,12000.000000,152,357,56,22.139186
150,15.000000,63,15120.000000,187,372,67,22.712631
165,15.000000,59,14160.000000,223,400,73,22.760784
180,15.000000,46,11040.000000,252,429,83,20.088602
195,15.000000,56,13440.000000,266,488,80,19.336687
210,15.000000,54,12960.000000,301,527,72,18.392497
225,15.000000,38,9120.000000,334,564,68,15.183117
240,15.000000,29,6960.000000,365,583,68,11.325038
255,15.000000,34,8160.000000,388,594,67,10.426373
270,15.000000,48,11520.000000,426,610,70,10.463606
285,15.000000,44,10560.000000,465,613,72,10.256158
300,15.000000,44,10560.000000,495,635,76,10.318788
315,15.000000,42,10080.000000,498,680,75,9.240239
330,15.000000,43,10320.000000,534,711,69,8.921391
345,15.000000,42,10080.000000,543,720,67,7.132419
360,15.000000,33,7920.000000,542,712,67,5.573694
375,15.000000,43,10320.000000,537,722,70,6.335254
390,15.000000,48,11520.000000,550,740,74,6.651464
405,15.000000,38,9120.000000,575,770,81,6.016499
420,15.000000,36,8640.000000,600,786,83,5.565016
435,15.000000,32,7680.000000,617,778,72,5.621991
450,15.000000,30,7200.000000,633,807,67,5.872077
465,15.000000,21,5040.000000,632,836,68,5.086843
480,15.000000,12,2880.000000,632,850,70,4.618653
495,15.000000,31,7440.000000,628,855,71,4.382902
510,15.000000,42,10080.000000,638,849,76,4.913132
525,15.000000,40,9600.000000,654,861,80,4.237586
540,15.000000,30,7200.000000,677,876,81,3.776204
555,15.000000,43,10320.000000,691,872,79,3.628066
570,15.000000,45,10800.000000,703,896,70,4.316471
585,15.000000,27,6480.000000,706,898,68,4.072807
600,15.000000,30,7200.000000,701,898,69,4.001043
615,15.000000,19,4560.000000,700,901,69,3.905179
630,15.000000,27,6480.000000,705,897,76,3.829891
645,15.000000,17,4080.000000,713,913,84,3.457314
660,15.000000,17,4080.000000,727,923,87,3.047968
675,15.000000,16,3840.000000,721,921,87,3.499644
690,15.000000,37,8880.000000,732,933,70,4.696960
705,15.000000,10,2400.000000,730,938,69,4.821342
720,15.000000,18,4320.000000,728,926,73,4.116131
735,15.000000,12,2880.000000,732,933,72,3.527170
750,15.000000,29,6960.000000,728,923,75,2.866331
765,15.000000,13,3120.000000,733,931,82,2.394572
780,15.000000,20,4800.000000,737,944,85,2.287143
795,15.000000,9,2160.000000,735,956,87,2.464088
810,15.000000,28,6720.000000,738,974,74,3.364606
825,15.000000,18,4320.000000,734,982,66,3.365629
840,15.000000,9,2160.000000,731,959,65,2.626088
855,15.000000,8,1920.000000,736,962,71,2.583033
870,15.000000,27,6480.000000,729,956,71,2.425485
885,15.000000,11,2640.000000,730,969,75,2.273361
900,15.000000,14,3360.000000,729,974,76,2.203506
