sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,0,0,58.153997
15,15.000000,0,0.000000,0,14,0,64.227946
30,15.000000,0,0.000000,0,31,0,69.128505
45,15.000000,13,3120.000000,2,47,4,68.130846
60,15.000000,14,3360.000000,11,63,7,61.037145
75,15.000000,25,6000.000000,23,70,0,62.632253
90,15.000000,21,5040.000000,34,73,0,59.730518
105,15.000000,9,2160.000000,41,90,4,58.012462
120,15.000000,14,3360.000000,49,108,2,50.789402
135,15.000000,44,10560.000000,56,95,13,57.457764
150,15.000000,17,4080.000000,93,85,19,54.272272
165,15.000000,28,6720.000000,98,83,18,48.742374
180,15.000000,34,8160.000000,98,87,22,45.884750
195,15.000000,60,14400.000000,108,93,14,55.998283
210,15.000000,33,7920.000000,122,104,7,56.681829
225,15.000000,21,5040.000000,129,97,0,47.072543
240,15.000000,21,5040.000000,135,74,4,39.459516
255,15.000000,43,10320.000000,113,62,9,51.157345
270,15.000000,56,13440.000000,108,101,11,54.202334
285,15.000000,27,6480.000000,102,99,20,52.939515
300,15.000000,20,4800.000000,93,74,15,49.430524
315,15.000000,30,7200.000000,98,66,8,57.317556
330,15.000000,34,8160.000000,106,96,3,57.519774
345,15.000000,26,6240.000000,97,95,1,49.752694
360,15.000000,38,9120.000000,106,85,3,40.953259
375,15.000000,74,17760.000000,82,69,7,54.847160
390,15.000000,32,7680.000000,77,109,26,57.085641
405,15.000000,22,5280.000000,80,115,20,56.044998
420,15.000000,8,1920.000000,71,86,21,51.513726
435,15.000000,24,5760.000000,66,79,14,56.358842
450,15.000000,24,5760.000000,106,84,3,63.581149
465,15.000000,23,5520.000000,106,87,2,58.043391
480,15.000000,17,4080.000000,103,72,1,47.731139
495,15.000000,34,8160.000000,83,50,6,49.167813
510,15.000000,54,12960.000000,87,74,22,58.046130
525,15.000000,10,2400.000000,88,75,19,54.698980
540,15.000000,9,2160.000000,85,64,13,47.460023
555,15.000000,15,3600.000000,74,61,10,54.296721
570,15.000000,29,6960.000000,88,87,6,60.567414
585,15.000000,7,1680.000000,83,101,4,55.611379
600,15.000000,33,7920.000000,86,79,5,46.682294
615,15.000000,46,11040.000000,70,75,3,48.833817
630,15.000000,49,11760.000000,74,92,17,60.367500
645,15.000000,23,5520.000000,80,109,14,57.695638
660,15.000000,13,3120.000000,76,79,16,51.260392
675,15.000000,16,3840.000000,84,73,22,51.203216
690,15.000000,46,11040.000000,100,98,11,63.040204
705,15.000000,36,8640.000000,112,98,3,58.604382
720,15.000000,30,7200.000000,99,100,2,50.182854
735,15.000000,33,7920.000000,98,91,6,43.263336
750,15.000000,63,15120.000000,93,95,18,57.039247
765,15.000000,23,5520.000000,106,113,16,55.262326
780,15.000000,14,3360.000000,107,96,16,49.819575
795,15.000000,18,4320.000000,106,98,21,44.410180
810,15.000000,41,9840.000000,118,107,8,55.905325
825,15.000000,18,4320.000000,125,111,4,52.588338
840,15.000000,20,4800.000000,124,106,2,46.275459
855,15.000000,24,5760.000000,135,97,6,37.315789
870,15.000000,61,14640.000000,108,93,21,54.172460
885,15.000000,36,8640.000000,111,126,20,53.180717
900,15.000000,19,4560.000000,110,111,14,49.197853
