t_start,kind,key,veh_h
0,mainline,FW_E,5184.0
0,mainline,FW_W,5232.0
0,ramp,R_D_E,48.0
0,ramp,R_D_W,48.0
0,ramp,R_F_E,0.0
0,ramp,R_F_W,0.0
150,mainline,FW_E,5376.0
150,mainline,FW_W,5280.0
150,ramp,R_D_E,720.0
150,ramp,R_D_W,816.0
150,ramp,R_F_E,120.0
150,ramp,R_F_W,264.0
300,mainline,FW_E,5184.0
300,mainline,FW_W,5448.0
300,ramp,R_D_E,600.0
300,ramp,R_D_W,720.0
300,ramp,R_F_E,384.0
300,ramp,R_F_W,792.0
450,mainline,FW_E,5352.0
450,mainline,FW_W,5352.0
450,ramp,R_D_E,744.0
450,ramp,R_D_W,672.0
450,ramp,R_F_E,312.0
450,ramp,R_F_W,1200.0
600,mainline,FW_E,5736.0
600,mainline,FW_W,5424.0
600,ramp,R_D_E,672.0
600,ramp,R_D_W,1008.0
600,ramp,R_F_E,384.0
600,ramp,R_F_W,1200.0
750,mainline,FW_E,5832.0
750,mainline,FW_W,5472.0
750,ramp,R_D_E,720.0
750,ramp,R_D_W,960.0
750,ramp,R_F_E,288.0
750,ramp,R_F_W,1512.0
900,mainline,FW_E,6912.0
900,mainline,FW_W,5568.0
900,ramp,R_D_E,600.0
900,ramp,R_D_W,912.0
900,ramp,R_F_E,480.0
900,ramp,R_F_W,1080.0
1050,mainline,FW_E,7104.0
1050,mainline,FW_W,5352.0
1050,ramp,R_D_E,984.0
1050,ramp,R_D_W,1104.0
1050,ramp,R_F_E,480.0
1050,ramp,R_F_W,1752.0
1200,mainline,FW_E,7368.0
1200,mainline,FW_W,5256.0
1200,ramp,R_D_E,1416.0
1200,ramp,R_D_W,1296.0
1200,ramp,R_F_E,600.0
1200,ramp,R_F_W,1680.0
1350,mainline,FW_E,7080.0
1350,mainline,FW_W,5376.0
1350,ramp,R_D_E,888.0
1350,ramp,R_D_W,960.0
1350,ramp,R_F_E,576.0
1350,ramp,R_F_W,1800.0
1500,mainline,FW_E,7344.0
1500,mainline,FW_W,5256.0
1500,ramp,R_D_E,1296.0
1500,ramp,R_D_W,1104.0
1500,ramp,R_F_E,360.0
1500,ramp,R_F_W,1920.0
1650,mainline,FW_E,7128.0
1650,mainline,FW_W,4800.0
1650,ramp,R_D_E,1128.0
1650,ramp,R_D_W,888.0
1650,ramp,R_F_E,552.0
1650,ramp,R_F_W,2184.0
1800,mainline,FW_E,7368.0
1800,mainline,FW_W,4920.0
1800,ramp,R_D_E,864.0
1800,ramp,R_D_W,1272.0
1800,ramp,R_F_E,624.0
1800,ramp,R_F_W,1752.0
1950,mainline,FW_E,7080.0
1950,mainline,FW_W,3984.0
1950,ramp,R_D_E,768.0
1950,ramp,R_D_W,1080.0
1950,ramp,R_F_E,456.0
1950,ramp,R_F_W,2160.0
2100,mainline,FW_E,6336.0
2100,mainline,FW_W,5016.0
2100,ramp,R_D_E,1320.0
2100,ramp,R_D_W,1368.0
2100,ramp,R_F_E,504.0
2100,ramp,R_F_W,1776.0
2250,mainline,FW_E,4032.0
2250,mainline,FW_W,4752.0
2250,ramp,R_D_E,840.0
2250,ramp,R_D_W,1272.0
2250,ramp,R_F_E,624.0
2250,ramp,R_F_W,2088.0
2400,mainline,FW_E,3888.0
2400,mainline,FW_W,4872.0
2400,ramp,R_D_E,1224.0
2400,ramp,R_D_W,1152.0
2400,ramp,R_F_E,576.0
2400,ramp,R_F_W,1776.0
2550,mainline,FW_E,4056.0
2550,mainline,FW_W,5328.0
2550,ramp,R_D_E,1080.0
2550,ramp,R_D_W,1392.0
2550,ramp,R_F_E,504.0
2550,ramp,R_F_W,2040.0
2700,mainline,FW_E,3384.0
2700,mainline,FW_W,4512.0
2700,ramp,R_D_E,1008.0
2700,ramp,R_D_W,1464.0
2700,ramp,R_F_E,744.0
2700,ramp,R_F_W,2184.0
2850,mainline,FW_E,4344.0
2850,mainline,FW_W,4992.0
2850,ramp,R_D_E,1032.0
2850,ramp,R_D_W,1200.0
2850,ramp,R_F_E,432.0
2850,ramp,R_F_W,1728.0
3000,mainline,FW_E,2856.0
3000,mainline,FW_W,4896.0
3000,ramp,R_D_E,1056.0
3000,ramp,R_D_W,840.0
3000,ramp,R_F_E,480.0
3000,ramp,R_F_W,2184.0
3150,mainline,FW_E,3888.0
3150,mainline,FW_W,4896.0
3150,ramp,R_D_E,720.0
3150,ramp,R_D_W,1224.0
3150,ramp,R_F_E,552.0
3150,ramp,R_F_W,1752.0
3300,mainline,FW_E,2784.0
3300,mainline,FW_W,5016.0
3300,ramp,R_D_E,840.0
3300,ramp,R_D_W,960.0
3300,ramp,R_F_E,552.0
3300,ramp,R_F_W,1680.0
3450,mainline,FW_E,2784.0
3450,mainline,FW_W,4752.0
3450,ramp,R_D_E,1008.0
3450,ramp,R_D_W,1032.0
3450,ramp,R_F_E,624.0
3450,ramp,R_F_W,1512.0
3600,mainline,FW_E,3024.0
3600,mainline,FW_W,4440.0
3600,ramp,R_D_E,792.0
3600,ramp,R_D_W,1248.0
3600,ramp,R_F_E,312.0
3600,ramp,R_F_W,2256.0
3750,mainline,FW_E,2712.0
3750,mainline,FW_W,4776.0
3750,ramp,R_D_E,1008.0
3750,ramp,R_D_W,840.0
3750,ramp,R_F_E,432.0
3750,ramp,R_F_W,1464.0
3900,mainline,FW_E,2784.0
3900,mainline,FW_W,4440.0
3900,ramp,R_D_E,720.0
3900,ramp,R_D_W,888.0
3900,ramp,R_F_E,384.0
3900,ramp,R_F_W,1224.0
4050,mainline,FW_E,2712.0
4050,mainline,FW_W,5232.0
4050,ramp,R_D_E,960.0
4050,ramp,R_D_W,768.0
4050,ramp,R_F_E,432.0
4050,ramp,R_F_W,1680.0
4200,mainline,FW_E,2880.0
4200,mainline,FW_W,4200.0
4200,ramp,R_D_E,840.0
4200,ramp,R_D_W,504.0
4200,ramp,R_F_E,528.0
4200,ramp,R_F_W,1272.0
4350,mainline,FW_E,2496.0
4350,mainline,FW_W,4920.0
4350,ramp,R_D_E,864.0
4350,ramp,R_D_W,912.0
4350,ramp,R_F_E,384.0
4350,ramp,R_F_W,1368.0
4500,mainline,FW_E,2376.0
4500,mainline,FW_W,4680.0
4500,ramp,R_D_E,768.0
4500,ramp,R_D_W,888.0
