t_start,kind,key,veh_h
0,mainline,FW_E,2064.0
0,mainline,FW_W,2184.0
0,ramp,R_D_E,48.0
0,ramp,R_D_W,48.0
0,ramp,R_F_E,0.0
0,ramp,R_F_W,0.0
150,mainline,FW_E,2544.0
150,mainline,FW_W,2736.0
150,ramp,R_D_E,720.0
150,ramp,R_D_W,816.0
150,ramp,R_F_E,120.0
150,ramp,R_F_W,264.0
300,mainline,FW_E,2184.0
300,mainline,FW_W,1776.0
300,ramp,R_D_E,576.0
300,ramp,R_D_W,720.0
300,ramp,R_F_E,384.0
300,ramp,R_F_W,792.0
450,mainline,FW_E,2856.0
450,mainline,FW_W,2736.0
450,ramp,R_D_E,744.0
450,ramp,R_D_W,648.0
450,ramp,R_F_E,336.0
450,ramp,R_F_W,1224.0
600,mainline,FW_E,2160.0
600,mainline,FW_W,2424.0
600,ramp,R_D_E,696.0
600,ramp,R_D_W,960.0
600,ramp,R_F_E,312.0
600,ramp,R_F_W,1224.0
750,mainline,FW_E,2352.0
750,mainline,FW_W,2832.0
750,ramp,R_D_E,792.0
750,ramp,R_D_W,1152.0
750,ramp,R_F_E,360.0
750,ramp,R_F_W,1488.0
900,mainline,FW_E,3072.0
900,mainline,FW_W,3528.0
900,ramp,R_D_E,768.0
900,ramp,R_D_W,984.0
900,ramp,R_F_E,336.0
900,ramp,R_F_W,960.0
1050,mainline,FW_E,3168.0
1050,mainline,FW_W,3240.0
1050,ramp,R_D_E,1008.0
1050,ramp,R_D_W,1056.0
1050,ramp,R_F_E,456.0
1050,ramp,R_F_W,1704.0
1200,mainline,FW_E,3360.0
1200,mainline,FW_W,3864.0
1200,ramp,R_D_E,1224.0
1200,ramp,R_D_W,1416.0
1200,ramp,R_F_E,528.0
1200,ramp,R_F_W,1656.0
1350,mainline,FW_E,3504.0
1350,mainline,FW_W,3792.0
1350,ramp,R_D_E,1008.0
1350,ramp,R_D_W,888.0
1350,ramp,R_F_E,600.0
1350,ramp,R_F_W,1944.0
1500,mainline,FW_E,3672.0
1500,mainline,FW_W,4032.0
1500,ramp,R_D_E,1224.0
1500,ramp,R_D_W,1104.0
1500,ramp,R_F_E,408.0
1500,ramp,R_F_W,1872.0
1650,mainline,FW_E,3240.0
1650,mainline,FW_W,3744.0
1650,ramp,R_D_E,1152.0
1650,ramp,R_D_W,936.0
1650,ramp,R_F_E,528.0
1650,ramp,R_F_W,2136.0
1800,mainline,FW_E,3696.0
1800,mainline,FW_W,3792.0
1800,ramp,R_D_E,1080.0
1800,ramp,R_D_W,1368.0
1800,ramp,R_F_E,720.0
1800,ramp,R_F_W,1704.0
1950,mainline,FW_E,3840.0
1950,mainline,FW_W,3672.0
1950,ramp,R_D_E,816.0
