t_start,kind,key,veh_h
1950,ramp,R_D_W,1080.0
1950,ramp,R_F_E,816.0
1950,ramp,R_F_W,2160.0
2100,mainline,FW_E,3936.0
2100,mainline,FW_W,3168.0
2100,ramp,R_D_E,1080.0
2100,ramp,R_D_W,1344.0
2100,ramp,R_F_E,456.0
2100,ramp,R_F_W,1656.0
2250,mainline,FW_E,3696.0
2250,mainline,FW_W,3528.0
2250,ramp,R_D_E,1008.0
2250,ramp,R_D_W,1224.0
2250,ramp,R_F_E,696.0
2250,ramp,R_F_W,1920.0
2400,mainline,FW_E,3504.0
2400,mainline,FW_W,3000.0
2400,ramp,R_D_E,1104.0
2400,ramp,R_D_W,1104.0
2400,ramp,R_F_E,696.0
2400,ramp,R_F_W,1800.0
2550,mainline,FW_E,3096.0
2550,mainline,FW_W,3600.0
2550,ramp,R_D_E,1128.0
2550,ramp,R_D_W,1416.0
2550,ramp,R_F_E,480.0
2550,ramp,R_F_W,1944.0
2700,mainline,FW_E,3672.0
2700,mainline,FW_W,3408.0
2700,ramp,R_D_E,816.0
2700,ramp,R_D_W,1344.0
2700,ramp,R_F_E,576.0
2700,ramp,R_F_W,2064.0
2850,mainline,FW_E,3264.0
2850,mainline,FW_W,2904.0
2850,ramp,R_D_E,1248.0
2850,ramp,R_D_W,1056.0
2850,ramp,R_F_E,624.0
2850,ramp,R_F_W,1704.0
3000,mainline,FW_E,3576.0
3000,mainline,FW_W,3000.0
3000,ramp,R_D_E,1056.0
3000,ramp,R_D_W,720.0
3000,ramp,R_F_E,312.0
3000,ramp,R_F_W,2160.0
3150,mainline,FW_E,3624.0
3150,mainline,FW_W,3264.0
3150,ramp,R_D_E,960.0
3150,ramp,R_D_W,1416.0
3150,ramp,R_F_E,360.0
3150,ramp,R_F_W,1776.0
3300,mainline,FW_E,3408.0
3300,mainline,FW_W,3288.0
3300,ramp,R_D_E,1008.0
3300,ramp,R_D_W,1008.0
3300,ramp,R_F_E,600.0
3300,ramp,R_F_W,1632.0
3450,mainline,FW_E,2904.0
3450,mainline,FW_W,2544.0
3450,ramp,R_D_E,1128.0
3450,ramp,R_D_W,1176.0
3450,ramp,R_F_E,384.0
3450,ramp,R_F_W,1824.0
3600,mainline,FW_E,2568.0
3600,mainline,FW_W,2496.0
3600,ramp,R_D_E,912.0
3600,ramp,R_D_W,1296.0
3600,ramp,R_F_E,432.0
3600,ramp,R_F_W,2256.0
3750,mainline,FW_E,2256.0
3750,mainline,FW_W,2376.0
3750,ramp,R_D_E,1008.0
3750,ramp,R_D_W,960.0
3750,ramp,R_F_E,432.0
3750,ramp,R_F_W,1248.0
3900,mainline,FW_E,2448.0
3900,mainline,FW_W,2424.0
3900,ramp,R_D_E,648.0
3900,ramp,R_D_W,816.0
3900,ramp,R_F_E,168.0
3900,ramp,R_F_W,1440.0
4050,mainline,FW_E,2496.0
4050,mainline,FW_W,2448.0
4050,ramp,R_D_E,1296.0
4050,ramp,R_D_W,672.0
4050,ramp,R_F_E,336.0
4050,ramp,R_F_W,1584.0
4200,mainline,FW_E,2496.0
4200,mainline,FW_W,1968.0
4200,ramp,R_D_E,792.0
4200,ramp,R_D_W,672.0
4200,ramp,R_F_E,384.0
4200,ramp,R_F_W,1320.0
4350,mainline,FW_E,2760.0
4350,mainline,FW_W,2376.0
4350,ramp,R_D_E,1080.0
4350,ramp,R_D_W,816.0
4350,ramp,R_F_E,408.0
4350,ramp,R_F_W,1392.0
4500,mainline,FW_E,1776.0
4500,mainline,FW_W,2160.0
4500,ramp,R_D_E,1080.0
4500,ramp,R_D_W,984.0
4500,ramp,R_F_E,384.0
4500,ramp,R_F_W,1536.0
4650,mainline,FW_E,1704.0
4650,mainline,FW_W,1512.0
4650,ramp,R_D_E,648.0
4650,ramp,R_D_W,768.0
4650,ramp,R_F_E,360.0
4650,ramp,R_F_W,1344.0
4800,mainline,FW_E,1752.0
4800,mainline,FW_W,1536.0
4800,ramp,R_D_E,816.0
4800,ramp,R_D_W,768.0
4800,ramp,R_F_E,504.0
4800,ramp,R_F_W,1248.0
4950,mainline,FW_E,1344.0
4950,mainline,FW_W,1488.0
4950,ramp,R_D_E,912.0
4950,ramp,R_D_W,912.0
4950,ramp,R_F_E,336.0
4950,ramp,R_F_W,984.0
5100,mainline,FW_E,1968.0
5100,mainline,FW_W,1632.0
5100,ramp,R_D_E,744.0
5100,ramp,R_D_W,744.0
5100,ramp,R_F_E,288.0
5100,ramp,R_F_W,1416.0
5250,mainline,FW_E,1512.0
5250,mainline,FW_W,1632.0
5250,ramp,R_D_E,1056.0
5250,ramp,R_D_W,720.0
5250,ramp,R_F_E,384.0
5250,ramp,R_F_W,840.0
