t_start,kind,key,veh_h
0,mainline,FW_E,3408.0
0,mainline,FW_W,3384.0
0,ramp,R_D_E,48.0
0,ramp,R_D_W,48.0
0,ramp,R_F_E,0.0
0,ramp,R_F_W,0.0
150,mainline,FW_E,3312.0
150,mainline,FW_W,3264.0
150,ramp,R_D_E,720.0
150,ramp,R_D_W,816.0
150,ramp,R_F_E,120.0
150,ramp,R_F_W,264.0
300,mainline,FW_E,3840.0
300,mainline,FW_W,3960.0
300,ramp,R_D_E,576.0
300,ramp,R_D_W,744.0
300,ramp,R_F_E,408.0
300,ramp,R_F_W,792.0
450,mainline,FW_E,3480.0
450,mainline,FW_W,3984.0
450,ramp,R_D_E,792.0
450,ramp,R_D_W,648.0
450,ramp,R_F_E,336.0
450,ramp,R_F_W,1128.0
600,mainline,FW_E,3480.0
600,mainline,FW_W,4032.0
600,ramp,R_D_E,600.0
600,ramp,R_D_W,960.0
600,ramp,R_F_E,360.0
600,ramp,R_F_W,1344.0
750,mainline,FW_E,3696.0
750,mainline,FW_W,3936.0
750,ramp,R_D_E,648.0
750,ramp,R_D_W,1080.0
750,ramp,R_F_E,360.0
750,ramp,R_F_W,1440.0
900,mainline,FW_E,4560.0
900,mainline,FW_W,5088.0
900,ramp,R_D_E,696.0
900,ramp,R_D_W,912.0
900,ramp,R_F_E,432.0
900,ramp,R_F_W,864.0
1050,mainline,FW_E,5040.0
1050,mainline,FW_W,5424.0
1050,ramp,R_D_E,1008.0
1050,ramp,R_D_W,1128.0
1050,ramp,R_F_E,504.0
1050,ramp,R_F_W,1704.0
1200,mainline,FW_E,5352.0
1200,mainline,FW_W,5424.0
1200,ramp,R_D_E,1440.0
1200,ramp,R_D_W,1512.0
1200,ramp,R_F_E,504.0
1200,ramp,R_F_W,1608.0
1350,mainline,FW_E,5088.0
1350,mainline,FW_W,5376.0
1350,ramp,R_D_E,1104.0
1350,ramp,R_D_W,1032.0
1350,ramp,R_F_E,624.0
1350,ramp,R_F_W,1968.0
1500,mainline,FW_E,5160.0
1500,mainline,FW_W,5400.0
1500,ramp,R_D_E,1152.0
1500,ramp,R_D_W,1008.0
1500,ramp,R_F_E,528.0
1500,ramp,R_F_W,1920.0
1650,mainline,FW_E,5208.0
1650,mainline,FW_W,5400.0
1650,ramp,R_D_E,1128.0
1650,ramp,R_D_W,1104.0
1650,ramp,R_F_E,480.0
1650,ramp,R_F_W,1944.0
1800,mainline,FW_E,5784.0
1800,mainline,FW_W,5496.0
1800,ramp,R_D_E,1032.0
1800,ramp,R_D_W,1200.0
1800,ramp,R_F_E,600.0
1800,ramp,R_F_W,1680.0
1950,mainline,FW_E,5856.0
1950,mainline,FW_W,5112.0
1950,ramp,R_D_E,888.0
1950,ramp,R_D_W,1128.0
1950,ramp,R_F_E,648.0
1950,ramp,R_F_W,2112.0
2100,mainline,FW_E,5304.0
2100,mainline,FW_W,5112.0
2100,ramp,R_D_E,1248.0
2100,ramp,R_D_W,1512.0
2100,ramp,R_F_E,504.0
2100,ramp,R_F_W,1824.0
2250,mainline,FW_E,4992.0
2250,mainline,FW_W,5016.0
2250,ramp,R_D_E,984.0
2250,ramp,R_D_W,1248.0
2250,ramp,R_F_E,576.0
2250,ramp,R_F_W,2016.0
2400,mainline,FW_E,5496.0
2400,mainline,FW_W,5256.0
2400,ramp,R_D_E,1392.0
2400,ramp,R_D_W,1128.0
2400,ramp,R_F_E,552.0
2400,ramp,R_F_W,1800.0
2550,mainline,FW_E,5112.0
2550,mainline,FW_W,5304.0
2550,ramp,R_D_E,1080.0
2550,ramp,R_D_W,1536.0
2550,ramp,R_F_E,456.0
2550,ramp,R_F_W,2112.0
2700,mainline,FW_E,5088.0
2700,mainline,FW_W,4992.0
2700,ramp,R_D_E,984.0
2700,ramp,R_D_W,1368.0
2700,ramp,R_F_E,768.0
2700,ramp,R_F_W,2064.0
2850,mainline,FW_E,5304.0
2850,mainline,FW_W,4560.0
2850,ramp,R_D_E,1200.0
2850,ramp,R_D_W,1272.0
2850,ramp,R_F_E,408.0
2850,ramp,R_F_W,1896.0
3000,mainline,FW_E,5448.0
3000,mainline,FW_W,5040.0
3000,ramp,R_D_E,1296.0
3000,ramp,R_D_W,960.0
3000,ramp,R_F_E,480.0
3000,ramp,R_F_W,2400.0
3150,mainline,FW_E,4488.0
3150,mainline,FW_W,4032.0
3150,ramp,R_D_E,1032.0
3150,ramp,R_D_W,1392.0
3150,ramp,R_F_E,480.0
3150,ramp,R_F_W,1728.0
3300,mainline,FW_E,4800.0
3300,mainline,FW_W,4776.0
3300,ramp,R_D_E,960.0
3300,ramp,R_D_W,1056.0
3300,ramp,R_F_E,600.0
3300,ramp,R_F_W,1680.0
3450,mainline,FW_E,4584.0
3450,mainline,FW_W,4560.0
3450,ramp,R_D_E,744.0
3450,ramp,R_D_W,1032.0
3450,ramp,R_F_E,480.0
3450,ramp,R_F_W,1584.0
3600,mainline,FW_E,3672.0
3600,mainline,FW_W,3720.0
3600,ramp,R_D_E,816.0
3600,ramp,R_D_W,1248.0
3600,ramp,R_F_E,504.0
3600,ramp,R_F_W,2136.0
3750,mainline,FW_E,3504.0
3750,mainline,FW_W,3600.0
3750,ramp,R_D_E,1080.0
3750,ramp,R_D_W,816.0
3750,ramp,R_F_E,480.0
3750,ramp,R_F_W,1560.0
3900,mainline,FW_E,3840.0
3900,mainline,FW_W,3456.0
3900,ramp,R_D_E,480.0
3900,ramp,R_D_W,840.0
3900,ramp,R_F_E,360.0
3900,ramp,R_F_W,1320.0
4050,mainline,FW_E,3912.0
4050,mainline,FW_W,3336.0
4050,ramp,R_D_E,1080.0
4050,ramp,R_D_W,720.0
4050,ramp,R_F_E,432.0
4050,ramp,R_F_W,1344.0
4200,mainline,FW_E,3096.0
4200,mainline,FW_W,4032.0
4200,ramp,R_D_E,792.0
4200,ramp,R_D_W,504.0
4200,ramp,R_F_E,336.0
4200,ramp,R_F_W,1416.0
4350,mainline,FW_E,3840.0
4350,mainline,FW_W,3600.0
4350,ramp,R_D_E,1008.0
4350,ramp,R_D_W,840.0
4350,ramp,R_F_E,384.0
4350,ramp,R_F_W,1224.0
4500,mainline,FW_E,2544.0
4500,mainline,FW_W,2904.0
4500,ramp,R_D_E,1248.0
