t_start,kind,key,veh_h
4500,ramp,R_D_W,1080.0
4500,ramp,R_F_E,312.0
4500,ramp,R_F_W,1632.0
4650,mainline,FW_E,2736.0
4650,mainline,FW_W,2304.0
4650,ramp,R_D_E,912.0
4650,ramp,R_D_W,792.0
4650,ramp,R_F_E,408.0
4650,ramp,R_F_W,1032.0
4800,mainline,FW_E,2136.0
4800,mainline,FW_W,2328.0
4800,ramp,R_D_E,816.0
4800,ramp,R_D_W,888.0
4800,ramp,R_F_E,480.0
4800,ramp,R_F_W,1176.0
4950,mainline,FW_E,2712.0
4950,mainline,FW_W,2400.0
4950,ramp,R_D_E,1032.0
4950,ramp,R_D_W,840.0
4950,ramp,R_F_E,528.0
4950,ramp,R_F_W,1224.0
5100,mainline,FW_E,2400.0
5100,mainline,FW_W,2976.0
5100,ramp,R_D_E,1008.0
5100,ramp,R_D_W,768.0
5100,ramp,R_F_E,312.0
5100,ramp,R_F_W,1200.0
5250,mainline,FW_E,2424.0
5250,mainline,FW_W,2712.0
5250,ramp,R_D_E,912.0
5250,ramp,R_D_W,744.0
5250,ramp,R_F_E,624.0
5250,ramp,R_F_W,936.0
