sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,2,0,55.982052
15,15.000000,0,0.000000,0,27,0,59.969332
30,15.000000,2,480.000000,0,58,0,63.733739
45,15.000000,15,3600.000000,8,73,2,54.313471
60,15.000000,17,4080.000000,16,88,3,48.132893
75,15.000000,34,8160.000000,35,91,0,55.001061
90,15.000000,34,8160.000000,67,82,3,57.020120
105,15.000000,28,6720.000000,72,104,4,50.189927
120,15.000000,32,7680.000000,72,129,6,42.275444
135,15.000000,67,16080.000000,67,131,7,52.940402
150,15.000000,40,9600.000000,108,133,13,54.811509
165,15.000000,17,4080.000000,123,132,12,48.335678
180,15.000000,36,8640.000000,118,148,14,43.235233
195,15.000000,37,8880.000000,125,171,7,50.317046
210,15.000000,37,8880.000000,158,169,4,51.721273
225,15.000000,31,7440.000000,180,171,5,45.079953
240,15.000000,31,7440.000000,186,184,5,36.353016
255,15.000000,62,14880.000000,166,159,8,41.095758
270,15.000000,91,21840.000000,182,168,17,49.760757
285,15.000000,44,10560.000000,191,191,20,46.017036
300,15.000000,17,4080.000000,198,164,17,41.705659
315,15.000000,37,8880.000000,206,145,9,42.895608
330,15.000000,55,13200.000000,218,163,6,47.406559
345,15.000000,36,8640.000000,222,185,4,43.718924
360,15.000000,45,10800.000000,231,174,6,35.750427
375,15.000000,31,7440.000000,212,145,11,35.628249
390,15.000000,91,21840.000000,218,137,26,47.971634
405,15.000000,82,19680.000000,214,170,22,47.892674
420,15.000000,22,5280.000000,206,158,22,42.960256
435,15.000000,22,5280.000000,197,149,15,43.664513
450,15.000000,51,12240.000000,215,173,7,48.097763
465,15.000000,22,5280.000000,217,184,5,41.587581
480,15.000000,29,6960.000000,219,188,6,33.200687
495,15.000000,41,9840.000000,206,161,6,32.229100
510,15.000000,74,17760.000000,220,154,26,43.562430
525,15.000000,73,17520.000000,232,184,28,44.908820
540,15.000000,23,5520.000000,218,183,25,41.514257
555,15.000000,22,5280.000000,207,165,14,40.765171
570,15.000000,47,11280.000000,233,175,8,46.311025
585,15.000000,30,7200.000000,237,179,1,40.968983
600,15.000000,35,8400.000000,242,163,4,35.786104
615,15.000000,46,11040.000000,238,128,4,32.687173
630,15.000000,80,19200.000000,228,139,26,46.977455
645,15.000000,98,23520.000000,202,196,31,49.129992
660,15.000000,22,5280.000000,182,203,34,44.437466
675,15.000000,24,5760.000000,189,175,22,39.309880
690,15.000000,47,11280.000000,211,171,6,47.748403
705,15.000000,25,6000.000000,216,175,8,47.455398
720,15.000000,21,5040.000000,230,180,6,42.112391
735,15.000000,33,7920.000000,231,172,7,34.469807
750,15.000000,46,11040.000000,224,152,24,42.850170
765,15.000000,62,14880.000000,210,179,28,48.348587
780,15.000000,33,7920.000000,201,184,26,46.585794
795,15.000000,28,6720.000000,194,180,27,39.188387
810,15.000000,46,11040.000000,192,169,15,46.909996
825,15.000000,31,7440.000000,190,183,8,46.823720
840,15.000000,28,6720.000000,189,194,4,42.529302
855,15.000000,30,7200.000000,210,184,2,33.698802
870,15.000000,58,13920.000000,182,150,19,42.115645
885,15.000000,85,20400.000000,179,176,25,47.734683
900,15.000000,35,8400.000000,183,188,19,45.366610
