sim_sec,urban_volume_vph,freeway_volume_vph,ramp_green_D_sec,ramp_green_F_sec,vsl_speed_kph,total_vehicles,urban_vehicles,freeway_vehicles,ramp_vehicles,boundary_vehicles,other_vehicles,mean_speed_kph,freeway_mean_speed_kph,stopped_vehicles
1,3000.000000,600.000000,10.000000,10.000000,120.000000,7,0,1,0,6,0,54.644834,55.611930,0
10,3000.000000,600.000000,10.000000,10.000000,120.000000,61,0,4,0,57,0,53.988760,71.961766,0
20,3000.000000,600.000000,10.000000,10.000000,120.000000,110,0,5,0,105,0,53.081999,99.135487,0
30,3000.000000,600.000000,10.000000,10.000000,120.000000,167,0,11,0,155,1,52.327494,92.066680,0
40,3000.000000,600.000000,10.000000,10.000000,120.000000,232,6,13,1,203,9,45.279817,111.763743,16
50,3000.000000,600.000000,10.000000,10.000000,120.000000,296,23,14,3,249,7,43.075134,116.394589,45
60,3000.000000,600.000000,10.000000,10.000000,120.000000,373,41,13,5,303,11,39.465931,120.866763,69
70,3000.000000,600.000000,10.000000,10.000000,120.000000,441,51,13,3,353,21,36.075232,117.027812,83
80,3000.000000,600.000000,10.000000,10.000000,120.000000,506,78,16,1,389,22,32.870254,111.731736,116
90,3000.000000,600.000000,10.000000,10.000000,120.000000,564,100,18,4,424,18,28.619340,113.546422,167
100,3000.000000,600.000000,10.000000,10.000000,120.000000,622,125,21,3,454,19,27.253873,110.246328,228
110,3000.000000,600.000000,10.000000,10.000000,120.000000,661,144,20,4,472,21,24.036901,111.040424,274
120,3000.000000,600.000000,10.000000,10.000000,120.000000,728,154,19,9,524,22,21.559119,107.266081,344
130,3000.000000,600.000000,10.000000,10.000000,120.000000,769,142,21,5,545,56,22.109798,106.347215,318
140,3000.000000,600.000000,10.000000,10.000000,120.000000,811,165,20,11,571,44,25.250113,113.450244,311
150,3000.000000,600.000000,10.000000,10.000000,120.000000,857,187,18,11,588,53,26.845684,113.798766,324
160,3000.000000,600.000000,10.000000,10.000000,120.000000,908,215,22,10,618,43,25.785130,103.108689,351
170,3000.000000,600.000000,10.000000,10.000000,120.000000,932,229,25,13,616,49,24.403692,104.080186,382
180,3000.000000,600.000000,10.000000,10.000000,120.000000,963,248,23,11,621,60,23.459617,105.075449,421
