case_id,tuning_name,demand_profile,returncode,timed_out,elapsed_sec,sim_period_sec,urban_volume_vph,freeway_volume_vph,rand_seed,state_csv,action_csv,state_rows,completed_sim_sec,vehicle_hours_total,vehicle_hours_freeway,vehicle_hours_urban,stopped_vehicle_hours,mean_total_vehicles,mean_freeway_vehicles,mean_urban_vehicles,mean_speed_kph,freeway_mean_speed_kph,mean_stopped_vehicles,final_total_vehicles,final_urban_vehicles,final_freeway_vehicles,controller_fallback_rows,mean_decision_wall_sec,max_decision_wall_sec,controller_statuses,analysis_time_h,decision_count,vsl_mean_abs_step_kph,ramp_green_abs_step_sec,signal_green_abs_step_sec,mean_vsl_kph,mean_ramp_green_sec,mean_signal_green_sec,primary_rank_key
mpc_00_calibrated_base_d_ramp_bias_u2600_fw3400_seed13_300s,00_calibrated_base,d_ramp_bias,0,False,73.543,300.0,2600.0,3400.0,13,evaluation\runs\mpc_tuning_physical_300s_20260628\mpc_00_calibrated_base_d_ramp_bias_u2600_fw3400_seed13_300s\state.csv,evaluation\runs\mpc_tuning_physical_300s_20260628\mpc_00_calibrated_base_d_ramp_bias_u2600_fw3400_seed13_300s\actions.csv,61,300.0,72.85,8.58611111111111,12.906944444444445,37.048611111111114,1070.4489795918366,126.16326530612245,189.6530612244898,24.68017424489796,61.71274267346939,544.3877551020408,1578.0,356.0,159.0,0,3.2054595409836066,3.335704,ok,0.06805555555555555,6,0.0,0.0,0.07999999999999971,120.0,5.5,56.46666666666667,82.11231277777776
mpc_00_calibrated_base_sym_u2600_fw3400_seed13_300s,00_calibrated_base,sym,0,False,80.133,300.0,2600.0,3400.0,13,evaluation\runs\mpc_tuning_physical_300s_20260628\mpc_00_calibrated_base_sym_u2600_fw3400_seed13_300s\state.csv,evaluation\runs\mpc_tuning_physical_300s_20260628\mpc_00_calibrated_base_sym_u2600_fw3400_seed13_300s\actions.csv,61,300.0,66.48194444444445,9.584722222222222,12.206944444444444,27.63888888888889,976.8775510204082,140.83673469387756,179.3673469387755,34.382081673469386,92.44074767346939,406.1224489795918,1262.0,261.0,165.0,0,3.0137899180327867,3.315273,ok,0.06805555555555555,6,0.0,0.0,0.07999999999999971,120.0,5.5,56.46666666666667,73.39182666666667
mpc_00_calibrated_base_urban_d_heavy_u2600_fw3400_seed13_300s,00_calibrated_base,urban_d_heavy,0,False,71.472,300.0,2600.0,3400.0,13,evaluation\runs\mpc_tuning_physical_300s_20260628\mpc_00_calibrated_base_urban_d_heavy_u2600_fw3400_seed13_300s\state.csv,evaluation\runs\mpc_tuning_physical_300s_20260628\mpc_00_calibrated_base_urban_d_heavy_u2600_fw3400_seed13_300s\actions.csv,61,300.0,53.67777777777778,9.57638888888889,10.265277777777778,19.275,788.734693877551,140.71428571428572,150.83673469387756,39.497997020408164,92.2373072244898,283.2244897959184,1083.0,224.0,166.0,0,3.2437974098360653,3.587134,ok,0.06805555555555555,6,0.0,0.0,0.07999999999999971,120.0,5.5,56.46666666666667,58.49668777777778
mpc_04_smooth_low_d_ramp_bias_u2600_fw3400_seed13_300s,04_smooth_low,d_ramp_bias,0,False,75.646,300.0,2600.0,3400.0,13,evaluation\runs\mpc_tuning_physical_300s_20260628\mpc_04_smooth_low_d_ramp_bias_u2600_fw3400_seed13_300s\state.csv,evaluation\runs\mpc_tuning_physical_300s_20260628\mpc_04_smooth_low_d_ramp_bias_u2600_fw3400_seed13_300s\actions.csv,61,300.0,71.96666666666667,8.925,11.772222222222222,34.86388888888889,1057.469387755102,131.14285714285714,172.9795918367347,25.377185959183674,62.54856485714286,512.2857142857143,1507.0,312.0,162.0,0,3.236869262295082,3.405693,ok,0.06805555555555555,6,0.0,0.0,0.07999999999999971,120.0,10.0,56.46666666666667,80.68279888888888
mpc_04_smooth_low_sym_u2600_fw3400_seed13_300s,04_smooth_low,sym,0,False,71.832,300.0,2600.0,3400.0,13,evaluation\runs\mpc_tuning_physical_300s_20260628\mpc_04_smooth_low_sym_u2600_fw3400_seed13_300s\state.csv,evaluation\runs\mpc_tuning_physical_300s_20260628\mpc_04_smooth_low_sym_u2600_fw3400_seed13_300s\actions.csv,61,300.0,66.82916666666667,9.602777777777778,13.23611111111111,27.544444444444444,981.9795918367347,141.10204081632654,194.48979591836735,34.25492432653061,92.24895073469388,404.734693877551,1293.0,342.0,166.0,0,3.204572131147541,3.62236,ok,0.06805555555555555,6,0.0,0.9,0.23999999999999916,120.0,8.5,56.4,73.72475777777777
mpc_04_smooth_low_urban_d_heavy_u2600_fw3400_seed13_300s,04_smooth_low,urban_d_heavy,0,False,72.179,300.0,2600.0,3400.0,13,evaluation\runs\mpc_tuning_physical_300s_20260628\mpc_04_smooth_low_urban_d_heavy_u2600_fw3400_seed13_300s\state.csv,evaluation\runs\mpc_tuning_physical_300s_20260628\mpc_04_smooth_low_urban_d_heavy_u2600_fw3400_seed13_300s\actions.csv,61,300.0,53.7875,9.598611111111111,11.020833333333334,18.4,790.3469387755102,141.0408163265306,161.9387755102041,39.7944508367347,92.24430053061225,270.3673469387755,1091.0,304.0,162.0,0,3.2609689180327868,3.567672,ok,0.06805555555555555,6,0.0,0.9,0.2,120.0,8.5,56.36666666666667,58.3969
mpc_05_activation_early_d_ramp_bias_u2600_fw3400_seed13_300s,05_activation_early,d_ramp_bias,0,False,75.711,300.0,2600.0,3400.0,13,evaluation\runs\mpc_tuning_physical_300s_20260628\mpc_05_activation_early_d_ramp_bias_u2600_fw3400_seed13_300s\state.csv,evaluation\runs\mpc_tuning_physical_300s_20260628\mpc_05_activation_early_d_ramp_bias_u2600_fw3400_seed13_300s\actions.csv,61,300.0,72.85,8.58611111111111,12.906944444444445,37.048611111111114,1070.4489795918366,126.16326530612245,189.6530612244898,24.68017424489796,61.71274267346939,544.3877551020408,1578.0,356.0,159.0,0,3.108580081967213,3.321532,ok,0.06805555555555555,6,0.0,0.0,0.07999999999999971,120.0,5.5,56.46666666666667,82.11231277777776
mpc_05_activation_early_sym_u2600_fw3400_seed13_300s,05_activation_early,sym,0,False,73.564,300.0,2600.0,3400.0,13,evaluation\runs\mpc_tuning_physical_300s_20260628\mpc_05_activation_early_sym_u2600_fw3400_seed13_300s\state.csv,evaluation\runs\mpc_tuning_physical_300s_20260628\mpc_05_activation_early_sym_u2600_fw3400_seed13_300s\actions.csv,61,300.0,66.48194444444445,9.584722222222222,12.206944444444444,27.63888888888889,976.8775510204082,140.83673469387756,179.3673469387755,34.382081673469386,92.44074767346939,406.1224489795918,1262.0,261.0,165.0,0,3.209147868852459,3.457905,ok,0.06805555555555555,6,0.0,0.0,0.07999999999999971,120.0,5.5,56.46666666666667,73.39182666666667
mpc_05_activation_early_urban_d_heavy_u2600_fw3400_seed13_300s,05_activation_early,urban_d_heavy,0,False,72.176,300.0,2600.0,3400.0,13,evaluation\runs\mpc_tuning_physical_300s_20260628\mpc_05_activation_early_urban_d_heavy_u2600_fw3400_seed13_300s\state.csv,evaluation\runs\mpc_tuning_physical_300s_20260628\mpc_05_activation_early_urban_d_heavy_u2600_fw3400_seed13_300s\actions.csv,61,300.0,53.67777777777778,9.57638888888889,10.265277777777778,19.275,788.734693877551,140.71428571428572,150.83673469387756,39.497997020408164,92.2373072244898,283.2244897959184,1083.0,224.0,166.0,0,3.2242679836065573,3.523559,ok,0.06805555555555555,6,0.0,0.0,0.07999999999999971,120.0,5.5,56.46666666666667,58.49668777777778
mpc_07_boundary_queue_priority_d_ramp_bias_u2600_fw3400_seed13_300s,07_boundary_queue_priority,d_ramp_bias,0,False,74.716,300.0,2600.0,3400.0,13,evaluation\runs\mpc_tuning_physical_300s_20260628\mpc_07_boundary_queue_priority_d_ramp_bias_u2600_fw3400_seed13_300s\state.csv,evaluation\runs\mpc_tuning_physical_300s_20260628\mpc_07_boundary_queue_priority_d_ramp_bias_u2600_fw3400_seed13_300s\actions.csv,61,300.0,71.44166666666666,8.933333333333334,12.030555555555555,34.393055555555556,1049.7551020408164,131.26530612244898,176.77551020408163,26.12738826530612,62.468803897959184,505.3673469387755,1524.0,336.0,162.0,0,3.0486041803278687,3.20502,ok,0.06805555555555555,6,0.0,0.0,0.07999999999999971,120.0,10.0,56.46666666666667,80.04009055555555
mpc_07_boundary_queue_priority_sym_u2600_fw3400_seed13_300s,07_boundary_queue_priority,sym,0,False,73.687,300.0,2600.0,3400.0,13,evaluation\runs\mpc_tuning_physical_300s_20260628\mpc_07_boundary_queue_priority_sym_u2600_fw3400_seed13_300s\state.csv,evaluation\runs\mpc_tuning_physical_300s_20260628\mpc_07_boundary_queue_priority_sym_u2600_fw3400_seed13_300s\actions.csv,61,300.0,66.49583333333334,9.609722222222222,12.434722222222222,27.25138888888889,977.0816326530612,141.20408163265307,182.71428571428572,34.58457987755102,92.24485267346938,400.42857142857144,1268.0,265.0,168.0,0,3.125257786885246,3.443572,ok,0.06805555555555555,6,0.0,0.0,0.07999999999999971,120.0,10.0,56.46666666666667,73.30884055555555
mpc_07_boundary_queue_priority_urban_d_heavy_u2600_fw3400_seed13_300s,07_boundary_queue_priority,urban_d_heavy,0,False,72.203,300.0,2600.0,3400.0,13,evaluation\runs\mpc_tuning_physical_300s_20260628\mpc_07_boundary_queue_priority_urban_d_heavy_u2600_fw3400_seed13_300s\state.csv,evaluation\runs\mpc_tuning_physical_300s_20260628\mpc_07_boundary_queue_priority_urban_d_heavy_u2600_fw3400_seed13_300s\actions.csv,61,300.0,53.78888888888889,9.606944444444444,10.659722222222221,18.931944444444444,790.3673469387755,141.16326530612244,156.6326530612245,39.72873126530612,92.20666916326532,278.18367346938777,1089.0,238.0,165.0,0,3.1645888032786886,3.430413,ok,0.06805555555555555,6,0.0,0.0,0.07999999999999971,120.0,10.0,56.46666666666667,58.522035
mpc_08_mfd_strong_d_ramp_bias_u2600_fw3400_seed13_300s,08_mfd_strong,d_ramp_bias,0,False,75.701,300.0,2600.0,3400.0,13,evaluation\runs\mpc_tuning_physical_300s_20260628\mpc_08_mfd_strong_d_ramp_bias_u2600_fw3400_seed13_300s\state.csv,evaluation\runs\mpc_tuning_physical_300s_20260628\mpc_08_mfd_strong_d_ramp_bias_u2600_fw3400_seed13_300s\actions.csv,61,300.0,72.23194444444445,8.866666666666667,13.915277777777778,33.13194444444444,1061.3673469387754,130.28571428571428,204.46938775510205,25.478213693877553,62.251578061224485,486.83673469387753,1558.0,415.0,159.0,0,3.1024271967213117,3.278387,ok,0.06805555555555555,6,0.0,0.9,0.15999999999999942,120.0,7.75,56.266666666666666,80.52425055555557
mpc_08_mfd_strong_sym_u2600_fw3400_seed13_300s,08_mfd_strong,sym,0,False,74.702,300.0,2600.0,3400.0,13,evaluation\runs\mpc_tuning_physical_300s_20260628\mpc_08_mfd_strong_sym_u2600_fw3400_seed13_300s\state.csv,evaluation\runs\mpc_tuning_physical_300s_20260628\mpc_08_mfd_strong_sym_u2600_fw3400_seed13_300s\actions.csv,61,300.0,66.5,9.598611111111111,12.818055555555556,27.366666666666667,977.1428571428571,141.0408163265306,188.3469387755102,34.33817304081633,92.28523624489796,402.1224489795918,1272.0,336.0,163.0,0,3.106459163934426,3.504905,ok,0.06805555555555555,6,0.0,0.9,0.23999999999999916,120.0,8.5,56.4,73.35114666666666
mpc_08_mfd_strong_urban_d_heavy_u2600_fw3400_seed13_300s,08_mfd_strong,urban_d_heavy,0,False,73.204,300.0,2600.0,3400.0,13,evaluation\runs\mpc_tuning_physical_300s_20260628\mpc_08_mfd_strong_urban_d_heavy_u2600_fw3400_seed13_300s\state.csv,evaluation\runs\mpc_tuning_physical_300s_20260628\mpc_08_mfd_strong_urban_d_heavy_u2600_fw3400_seed13_300s\actions.csv,61,300.0,53.7875,9.598611111111111,11.020833333333334,18.4,790.3469387755102,141.0408163265306,161.9387755102041,39.7944508367347,92.24430053061225,270.3673469387755,1091.0,304.0,162.0,0,3.2157878032786886,3.449356,ok,0.06805555555555555,6,0.0,0.9,0.2,120.0,8.5,56.36666666666667,58.3969
