sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,0,0,58.153997
15,15.000000,0,0.000000,0,2,0,77.345976
30,15.000000,0,0.000000,0,2,0,94.927681
45,15.000000,2,480.000000,0,5,3,96.345638
60,15.000000,5,1200.000000,1,5,7,91.995273
75,15.000000,6,1440.000000,6,7,4,100.940138
90,15.000000,9,2160.000000,9,12,9,105.212456
105,15.000000,11,2640.000000,11,22,5,110.237131
120,15.000000,2,480.000000,17,14,1,108.161551
135,15.000000,5,1200.000000,17,8,8,96.363547
150,15.000000,6,1440.000000,18,5,21,79.621671
165,15.000000,12,2880.000000,19,6,29,69.976496
180,15.000000,10,2400.000000,20,8,38,60.835763
195,15.000000,19,4560.000000,17,21,23,75.406961
210,15.000000,20,4800.000000,32,32,12,89.982033
225,15.000000,9,2160.000000,30,35,4,94.074528
240,15.000000,2,480.000000,29,22,4,94.544512
255,15.000000,13,3120.000000,23,10,17,84.623233
270,15.000000,23,5520.000000,16,20,27,68.989572
285,15.000000,22,5280.000000,16,13,35,63.583688
300,15.000000,17,4080.000000,15,7,48,70.650572
315,15.000000,22,5280.000000,13,14,46,79.030090
330,15.000000,16,3840.000000,25,29,37,86.423375
345,15.000000,7,1680.000000,32,42,15,85.711868
360,15.000000,10,2400.000000,31,33,8,91.779276
375,15.000000,10,2400.000000,30,22,17,86.993643
390,15.000000,18,4320.000000,29,16,31,75.458848
405,15.000000,14,3360.000000,30,9,45,64.008103
420,15.000000,11,2640.000000,29,9,61,61.248325
435,15.000000,23,5520.000000,23,10,66,65.552060
450,15.000000,28,6720.000000,35,40,52,75.557823
465,15.000000,16,3840.000000,30,48,44,73.949615
480,15.000000,13,3120.000000,43,38,24,78.259142
495,15.000000,11,2640.000000,34,23,27,74.184166
510,15.000000,16,3840.000000,35,22,45,59.750419
525,15.000000,12,2880.000000,34,22,52,53.305067
540,15.000000,19,4560.000000,32,11,66,55.120021
555,15.000000,14,3360.000000,22,11,67,61.612833
570,15.000000,37,8880.000000,40,42,52,75.649180
585,15.000000,21,5040.000000,44,39,27,73.965034
600,15.000000,10,2400.000000,47,39,16,74.305341
615,15.000000,6,1440.000000,38,17,29,75.498722
630,15.000000,21,5040.000000,40,27,47,69.769421
645,15.000000,9,2160.000000,41,15,62,65.123291
660,15.000000,9,2160.000000,38,11,75,60.967520
675,15.000000,5,1200.000000,31,11,79,58.821761
690,15.000000,42,10080.000000,40,38,67,69.384676
705,15.000000,14,3360.000000,48,38,42,75.412727
720,15.000000,19,4560.000000,53,41,26,85.253443
735,15.000000,14,3360.000000,53,28,19,82.542219
750,15.000000,19,4560.000000,48,22,35,70.277673
765,15.000000,8,1920.000000,39,25,43,67.002078
780,15.000000,12,2880.000000,35,13,59,60.853875
795,15.000000,8,1920.000000,40,8,70,55.768829
810,15.000000,38,9120.000000,35,31,57,71.031717
825,15.000000,31,7440.000000,36,44,44,75.642204
840,15.000000,12,2880.000000,44,39,33,72.839247
855,15.000000,9,2160.000000,46,43,24,69.200422
870,15.000000,24,5760.000000,33,19,32,67.942345
885,15.000000,14,3360.000000,30,21,48,68.632003
900,15.000000,25,6000.000000,26,8,63,62.300666
