sim_sec,urban_volume_vph,freeway_volume_vph,ramp_green_D_sec,ramp_green_F_sec,vsl_speed_kph,total_vehicles,urban_vehicles,freeway_vehicles,ramp_vehicles,boundary_vehicles,other_vehicles,mean_speed_kph,freeway_mean_speed_kph,stopped_vehicles
1,60.000000,2800.000000,10.000000,10.000000,120.000000,1,0,1,0,0,0,55.611930,55.611930,0
10,60.000000,2800.000000,10.000000,10.000000,120.000000,17,0,16,0,1,0,73.625360,74.916178,0
20,60.000000,2800.000000,10.000000,10.000000,120.000000,29,0,25,0,4,0,92.945824,98.994256,0
30,60.000000,2800.000000,10.000000,10.000000,120.000000,42,0,34,0,4,4,98.981199,103.603178,0
40,60.000000,2800.000000,10.000000,10.000000,120.000000,53,0,40,2,6,5,101.403395,108.024880,1
50,60.000000,2800.000000,10.000000,10.000000,120.000000,68,0,53,3,5,7,97.274510,105.994640,2
60,60.000000,2800.000000,10.000000,10.000000,120.000000,83,2,61,7,6,7,97.404407,109.172705,5
70,60.000000,2800.000000,10.000000,10.000000,120.000000,103,5,76,4,7,11,99.551212,104.788447,1
80,60.000000,2800.000000,10.000000,10.000000,120.000000,123,8,87,2,12,14,104.742808,107.188474,1
90,60.000000,2800.000000,10.000000,10.000000,120.000000,134,6,96,5,10,17,104.420861,106.617618,1
100,60.000000,2800.000000,10.000000,10.000000,120.000000,141,5,101,3,18,14,102.802811,104.458230,5
110,60.000000,2800.000000,10.000000,10.000000,120.000000,141,4,101,6,14,16,95.809193,97.909342,4
120,60.000000,2800.000000,10.000000,10.000000,120.000000,156,9,112,4,15,16,92.304322,94.625309,4
130,60.000000,2800.000000,10.000000,10.000000,120.000000,154,10,107,13,7,17,87.837123,96.854054,2
140,60.000000,2800.000000,10.000000,10.000000,120.000000,168,16,114,17,5,16,81.454347,95.996442,17
150,60.000000,2800.000000,10.000000,10.000000,120.000000,177,15,117,26,4,15,78.997249,96.791023,27
160,60.000000,2800.000000,10.000000,10.000000,120.000000,189,17,122,32,3,15,73.317037,93.523630,36
170,60.000000,2800.000000,10.000000,10.000000,120.000000,196,14,123,42,4,13,68.119755,89.541632,49
180,60.000000,2800.000000,10.000000,10.000000,120.000000,200,15,121,48,7,9,57.843148,82.028692,57
190,60.000000,2800.000000,10.000000,10.000000,120.000000,205,5,116,40,9,35,61.717858,80.461979,24
200,60.000000,2800.000000,10.000000,10.000000,120.000000,212,25,114,25,22,26,77.211487,87.888022,3
210,60.000000,2800.000000,10.000000,10.000000,120.000000,218,33,116,13,29,27,88.503932,94.547965,2
220,60.000000,2800.000000,10.000000,10.000000,120.000000,210,29,111,4,38,28,96.056503,100.153062,6
230,60.000000,2800.000000,10.000000,10.000000,120.000000,197,30,109,7,27,24,100.340731,107.434293,6
240,60.000000,2800.000000,10.000000,10.000000,120.000000,191,28,113,6,18,26,97.077982,108.831029,12
250,60.000000,2800.000000,10.000000,10.000000,120.000000,195,22,120,15,11,27,92.144273,104.126905,4
260,60.000000,2800.000000,10.000000,10.000000,120.000000,206,22,128,28,16,12,85.985843,103.562590,16
270,60.000000,2800.000000,10.000000,10.000000,120.000000,208,17,117,35,20,19,78.207719,102.782468,38
280,60.000000,2800.000000,10.000000,10.000000,120.000000,213,17,118,44,17,17,72.933057,101.329403,49
290,60.000000,2800.000000,10.000000,10.000000,120.000000,213,17,113,56,11,16,67.650635,101.390852,63
300,60.000000,2800.000000,10.000000,10.000000,120.000000,212,18,101,63,12,18,62.272229,101.841116,78
310,60.000000,2800.000000,10.000000,10.000000,120.000000,219,8,104,66,7,34,60.235019,95.751129,48
320,60.000000,2800.000000,10.000000,10.000000,120.000000,231,22,107,59,25,18,65.500774,92.352994,23
330,60.000000,2800.000000,10.000000,10.000000,120.000000,242,32,102,41,29,38,76.168929,92.532771,9
340,60.000000,2800.000000,10.000000,10.000000,120.000000,245,46,101,24,37,37,84.418980,99.273693,5
350,60.000000,2800.000000,10.000000,10.000000,120.000000,241,47,102,19,40,33,91.705040,104.468452,14
360,60.000000,2800.000000,10.000000,10.000000,120.000000,236,40,111,15,42,28,94.400901,108.572988,21
