sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,6,0,54.644834
15,15.000000,0,0.000000,0,72,0,54.447923
30,15.000000,3,720.000000,0,126,0,54.042518
45,15.000000,29,6960.000000,8,175,8,43.490181
60,15.000000,26,6240.000000,28,229,12,38.948700
75,15.000000,45,10800.000000,54,283,11,37.369905
90,15.000000,50,12000.000000,93,320,16,33.894493
105,15.000000,51,12240.000000,126,358,14,28.817135
120,15.000000,50,12000.000000,146,394,30,25.225626
135,15.000000,53,12720.000000,159,421,40,21.170609
150,15.000000,45,10800.000000,194,442,55,20.800374
165,15.000000,63,15120.000000,228,448,67,18.566343
180,15.000000,45,10800.000000,252,473,71,17.099361
195,15.000000,41,9840.000000,264,537,66,15.969589
210,15.000000,51,12240.000000,296,569,70,15.351243
225,15.000000,39,9360.000000,328,596,67,12.977217
240,15.000000,38,9120.000000,361,618,66,11.060887
255,15.000000,32,7680.000000,384,630,72,9.816777
270,15.000000,58,13920.000000,418,660,75,9.832012
285,15.000000,50,12000.000000,449,679,79,9.328302
300,15.000000,38,9120.000000,468,699,84,8.790023
315,15.000000,42,10080.000000,482,731,71,8.774604
330,15.000000,31,7440.000000,508,752,66,8.505810
345,15.000000,28,6720.000000,514,756,68,7.299829
360,15.000000,31,7440.000000,521,758,67,6.402512
375,15.000000,34,8160.000000,513,759,71,6.801098
390,15.000000,44,10560.000000,534,759,75,6.821375
405,15.000000,39,9360.000000,552,789,81,6.688972
420,15.000000,33,7920.000000,568,797,83,6.401253
435,15.000000,28,6720.000000,581,800,78,6.194511
450,15.000000,42,10080.000000,600,824,69,6.584251
465,15.000000,40,9600.000000,611,849,67,5.040211
480,15.000000,36,8640.000000,608,865,66,4.281838
495,15.000000,27,6480.000000,600,863,68,4.080839
510,15.000000,44,10560.000000,615,860,77,4.902094
525,15.000000,38,9120.000000,631,871,84,4.431680
540,15.000000,33,7920.000000,654,878,84,4.116357
555,15.000000,32,7680.000000,663,868,77,4.796984
570,15.000000,44,10560.000000,683,881,72,5.224078
585,15.000000,24,5760.000000,673,894,68,4.838025
600,15.000000,19,4560.000000,674,888,67,4.132137
615,15.000000,26,6240.000000,672,891,72,3.643070
630,15.000000,40,9600.000000,678,895,74,3.649188
645,15.000000,34,8160.000000,689,904,80,3.237010
660,15.000000,37,8880.000000,709,916,83,3.143705
675,15.000000,49,11760.000000,714,908,84,3.095219
690,15.000000,36,8640.000000,727,928,68,4.203838
705,15.000000,18,4320.000000,722,931,71,4.074190
720,15.000000,31,7440.000000,725,923,66,3.492468
735,15.000000,16,3840.000000,722,917,70,3.418462
750,15.000000,32,7680.000000,724,902,75,3.190150
765,15.000000,25,6000.000000,723,902,78,3.023521
780,15.000000,28,6720.000000,728,919,88,2.745872
795,15.000000,25,6000.000000,725,934,92,2.289950
810,15.000000,42,10080.000000,735,955,68,3.063024
825,15.000000,6,1440.000000,735,953,69,3.566738
840,15.000000,13,3120.000000,734,947,68,2.890401
855,15.000000,9,2160.000000,733,945,70,2.314189
870,15.000000,24,5760.000000,728,938,73,2.221303
885,15.000000,14,3360.000000,726,950,75,2.401392
900,15.000000,29,6960.000000,730,963,79,2.035480
