sim_sec,site,link,green_sec,cycle_sec,interval_sec,passage_count,release_rate_vph,queue_count,presence_count,downstream_count,mean_speed_kph
1,D,25,10.000000,10,1.000000,0,0.000000,0,0,0,0.000000
1,F,31,1.000000,10,1.000000,0,0.000000,0,0,0,0.000000
15,D,25,10.000000,10,14.000000,0,0.000000,0,0,0,0.000000
15,F,31,1.000000,10,14.000000,0,0.000000,0,0,0,0.000000
30,D,25,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
30,F,31,1.000000,10,15.000000,0,0.000000,0,0,0,0.000000
45,D,25,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
45,F,31,1.000000,10,15.000000,0,0.000000,6,0,0,53.496538
60,D,25,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
60,F,31,1.000000,10,15.000000,0,0.000000,7,1,0,27.418108
75,D,25,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
75,F,31,1.000000,10,15.000000,0,0.000000,9,2,0,23.613356
90,D,25,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
90,F,31,1.000000,10,15.000000,0,0.000000,13,3,0,18.548656
105,D,25,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
105,F,31,1.000000,10,15.000000,0,0.000000,13,3,0,10.613414
120,D,25,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
120,F,31,1.000000,10,15.000000,0,0.000000,27,3,0,22.523794
135,D,25,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
135,F,31,1.000000,10,15.000000,1,240.000000,35,3,1,14.169368
150,D,25,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
150,F,31,1.000000,10,15.000000,0,0.000000,47,6,0,8.163431
165,D,25,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
165,F,31,1.000000,10,15.000000,0,0.000000,54,4,0,5.732476
180,D,25,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
180,F,31,1.000000,10,15.000000,1,240.000000,58,6,0,4.488489
195,D,25,10.000000,10,15.000000,0,0.000000,1,0,0,51.292438
195,F,31,1.000000,10,15.000000,1,240.000000,59,4,0,4.455275
210,D,25,10.000000,10,15.000000,1,240.000000,0,0,0,0.000000
210,F,31,1.000000,10,15.000000,0,0.000000,63,5,0,3.063078
225,D,25,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
225,F,31,1.000000,10,15.000000,1,240.000000,63,4,0,2.720065
240,D,25,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
240,F,31,1.000000,10,15.000000,0,0.000000,64,4,0,2.398503
255,D,25,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
255,F,31,1.000000,10,15.000000,0,0.000000,65,3,0,2.746055
270,D,25,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
270,F,31,1.000000,10,15.000000,1,240.000000,64,6,0,2.706727
285,D,25,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
