sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,4,0,53.253911
15,15.000000,0,0.000000,0,85,0,54.793985
30,15.000000,0,0.000000,0,172,0,56.001072
45,15.000000,48,11520.000000,19,225,6,48.841594
60,15.000000,50,12000.000000,57,248,10,43.057980
75,15.000000,40,9600.000000,73,281,2,37.977040
90,15.000000,52,12480.000000,102,317,2,39.270668
105,15.000000,42,10080.000000,140,345,8,37.744102
120,15.000000,33,7920.000000,164,365,8,32.839467
135,15.000000,57,13680.000000,167,378,15,32.754507
150,15.000000,81,19440.000000,190,427,21,35.219742
165,15.000000,56,13440.000000,227,451,21,34.658297
180,15.000000,36,8640.000000,249,478,28,32.151132
195,15.000000,45,10800.000000,254,524,12,31.016063
210,15.000000,42,10080.000000,267,582,7,29.028114
225,15.000000,27,6480.000000,287,614,3,24.986080
240,15.000000,12,2880.000000,327,595,5,20.770248
255,15.000000,53,12720.000000,309,613,12,19.863198
270,15.000000,86,20640.000000,310,675,25,24.194000
285,15.000000,71,17040.000000,322,723,28,24.777037
300,15.000000,33,7920.000000,322,705,32,24.704596
315,15.000000,25,6000.000000,337,706,12,24.045805
330,15.000000,25,6000.000000,338,727,12,23.862756
345,15.000000,32,7680.000000,350,739,4,21.582366
360,15.000000,19,4560.000000,373,704,2,19.331830
375,15.000000,30,7200.000000,357,656,5,19.776140
390,15.000000,79,18960.000000,350,681,28,24.816101
405,15.000000,54,12960.000000,358,710,38,26.235673
420,15.000000,28,6720.000000,375,707,33,24.110339
435,15.000000,39,9360.000000,370,705,19,22.976905
450,15.000000,42,10080.000000,383,732,11,22.943437
465,15.000000,46,11040.000000,385,734,5,20.322245
480,15.000000,41,9840.000000,394,721,2,18.951080
495,15.000000,58,13920.000000,379,690,5,17.094286
510,15.000000,79,18960.000000,358,706,30,20.774534
525,15.000000,78,18720.000000,373,731,34,22.227704
540,15.000000,47,11280.000000,386,722,29,20.587777
555,15.000000,45,10800.000000,393,735,15,19.003368
570,15.000000,46,11040.000000,406,764,4,19.131620
585,15.000000,67,16080.000000,401,764,5,18.647488
600,15.000000,36,8640.000000,399,758,2,17.268573
615,15.000000,60,14400.000000,402,717,7,16.230140
630,15.000000,67,16080.000000,371,736,20,20.003166
645,15.000000,93,22320.000000,370,781,28,21.460434
660,15.000000,37,8880.000000,371,779,28,21.596087
675,15.000000,49,11760.000000,411,729,28,20.433097
690,15.000000,44,10560.000000,415,744,16,21.872426
705,15.000000,50,12000.000000,412,759,8,20.127136
720,15.000000,39,9360.000000,417,753,4,17.120446
735,15.000000,45,10800.000000,425,707,6,15.400293
750,15.000000,100,24000.000000,393,690,25,18.747706
765,15.000000,83,19920.000000,413,731,33,21.019371
780,15.000000,49,11760.000000,417,756,35,20.413896
795,15.000000,39,9360.000000,439,752,37,18.545344
810,15.000000,43,10320.000000,439,766,10,20.114250
825,15.000000,52,12480.000000,438,765,7,18.679121
840,15.000000,42,10080.000000,461,756,3,16.637961
855,15.000000,79,18960.000000,478,711,10,13.681965
870,15.000000,85,20400.000000,444,715,16,16.051518
885,15.000000,115,27600.000000,439,759,27,19.564859
900,15.000000,77,18480.000000,446,795,27,19.964351
