sim_sec,urban_volume_vph,freeway_volume_vph,ramp_green_D_sec,ramp_green_F_sec,vsl_speed_kph,total_vehicles,urban_vehicles,freeway_vehicles,ramp_vehicles,boundary_vehicles,other_vehicles,mean_speed_kph,freeway_mean_speed_kph,stopped_vehicles
1,2600.000000,1000.000000,10.000000,10.000000,120.000000,5,0,1,0,4,0,53.253911,58.153997,0
15,2600.000000,1000.000000,10.000000,10.000000,120.000000,92,0,7,0,85,0,54.793985,86.412791,0
30,2600.000000,1000.000000,10.000000,10.000000,120.000000,194,0,19,0,172,3,56.001072,88.370185,0
45,2600.000000,1000.000000,10.000000,10.000000,120.000000,283,19,22,6,225,11,48.841594,108.589633,21
60,2600.000000,1000.000000,10.000000,10.000000,120.000000,352,57,28,10,248,9,43.057980,113.985329,63
75,2600.000000,1000.000000,10.000000,10.000000,120.000000,425,73,39,2,281,30,37.977040,105.672041,103
90,2600.000000,1000.000000,10.000000,10.000000,120.000000,499,102,42,2,317,36,39.270668,108.806018,137
105,2600.000000,1000.000000,10.000000,10.000000,120.000000,567,140,48,8,345,26,37.744102,112.100623,189
120,2600.000000,1000.000000,10.000000,10.000000,120.000000,607,164,46,8,365,24,32.839467,109.587825,255
135,2600.000000,1000.000000,10.000000,10.000000,120.000000,650,167,43,15,378,47,32.754507,117.097469,223
150,2600.000000,1000.000000,10.000000,10.000000,120.000000,724,190,38,21,427,48,35.219742,112.618852,205
165,2600.000000,1000.000000,10.000000,10.000000,120.000000,786,227,40,21,451,47,34.658297,110.444227,245
180,2600.000000,1000.000000,10.000000,10.000000,120.000000,844,249,38,28,478,51,32.151132,107.898890,299
195,2600.000000,1000.000000,10.000000,10.000000,120.000000,897,254,42,12,524,65,31.016063,106.724251,287
210,2600.000000,1000.000000,10.000000,10.000000,120.000000,946,267,44,7,582,46,29.028114,112.060857,376
225,2600.000000,1000.000000,10.000000,10.000000,120.000000,991,287,44,3,614,43,24.986080,112.842891,454
240,2600.000000,1000.000000,10.000000,10.000000,120.000000,999,327,43,5,595,29,20.770248,108.570001,539
255,2600.000000,1000.000000,10.000000,10.000000,120.000000,1036,309,39,12,613,63,19.863198,111.330130,504
270,2600.000000,1000.000000,10.000000,10.000000,120.000000,1101,310,38,25,675,53,24.194000,114.053912,479
285,2600.000000,1000.000000,10.000000,10.000000,120.000000,1170,322,40,28,723,57,24.777037,114.350033,500
