scope,candidate,scenario_id,internal_storage_fraction,offramp_storage_fraction,metric,n,mean_abs_error
overall,int050_off065,,0.5,0.65,total_model_vehicles,18,43.37472650449587
overall,int050_off065,,0.5,0.65,urban_link_occupancy_total_veh,18,92.3673486522743
overall,int050_off065,,0.5,0.65,urban_movement_queue_total_veh,18,89.80617283950617
overall,int050_off065,,0.5,0.65,urban_queue_plus_link_occupancy_total_veh,18,51.2503673766785
overall,int050_off080,,0.5,0.8,freeway_total_veh,18,14.390819356726835
overall,int050_off080,,0.5,0.8,protected_accumulation_veh,18,53.93949886493562
overall,int050_off080,,0.5,0.8,total_model_vehicles,18,43.53817213936185
overall,int050_off080,,0.5,0.8,urban_link_occupancy_total_veh,18,90.43648212487135
overall,int050_off080,,0.5,0.8,urban_movement_queue_total_veh,18,89.17932098765434
overall,int050_off080,,0.5,0.8,urban_queue_plus_link_occupancy_total_veh,18,51.40521613225578
overall,int060_off035,,0.6,0.35,freeway_total_veh,18,14.350807328283935
overall,int060_off035,,0.6,0.35,protected_accumulation_veh,18,49.372226653323644
overall,int060_off035,,0.6,0.35,total_model_vehicles,18,44.62389991190064
overall,int060_off035,,0.6,0.35,urban_link_occupancy_total_veh,18,86.23188492604046
overall,int060_off035,,0.6,0.35,urban_movement_queue_total_veh,18,81.70447530864199
overall,int060_off035,,0.6,0.35,urban_queue_plus_link_occupancy_total_veh,18,51.24356704708052
overall,int060_off050,,0.6,0.5,freeway_total_veh,18,14.356520522262917
overall,int060_off050,,0.6,0.5,protected_accumulation_veh,18,50.94837772315584
overall,int060_off050,,0.6,0.5,total_model_vehicles,18,44.47560562861003
overall,int060_off050,,0.6,0.5,urban_link_occupancy_total_veh,18,84.28898275205246
overall,int060_off050,,0.6,0.5,urban_movement_queue_total_veh,18,81.07762345679014
overall,int060_off050,,0.6,0.5,urban_queue_plus_link_occupancy_total_veh,18,51.387897769325946
overall,int060_off065,,0.6,0.65,freeway_total_veh,18,14.363818661379298
overall,int060_off065,,0.6,0.65,protected_accumulation_veh,18,52.65184994537805
overall,int060_off065,,0.6,0.65,total_model_vehicles,18,44.354564327309724
overall,int060_off065,,0.6,0.65,urban_link_occupancy_total_veh,18,82.34914641304988
overall,int060_off065,,0.6,0.65,urban_movement_queue_total_veh,18,80.96373456790126
overall,int060_off065,,0.6,0.65,urban_queue_plus_link_occupancy_total_veh,18,51.50650394202392
overall,int060_off080,,0.6,0.8,freeway_total_veh,18,14.37264530336255
overall,int060_off080,,0.6,0.8,protected_accumulation_veh,18,54.31990547152463
overall,int060_off080,,0.6,0.8,total_model_vehicles,18,44.199953362954865
overall,int060_off080,,0.6,0.8,urban_link_occupancy_total_veh,18,80.41827990817134
overall,int060_off080,,0.6,0.8,urban_movement_queue_total_veh,18,81.37021604938272
overall,int060_off080,,0.6,0.8,urban_queue_plus_link_occupancy_total_veh,18,51.66091923002078
overall,int070_off035,,0.7,0.35,freeway_total_veh,18,14.340391099173
overall,int070_off035,,0.7,0.35,protected_accumulation_veh,18,49.664984932298765
overall,int070_off035,,0.7,0.35,total_model_vehicles,18,45.93004587487001
overall,int070_off035,,0.7,0.35,urban_link_occupancy_total_veh,18,75.90562268059975
overall,int070_off035,,0.7,0.35,urban_movement_queue_total_veh,18,73.88503086419755
overall,int070_off035,,0.7,0.35,urban_queue_plus_link_occupancy_total_veh,18,51.92857465232899
overall,int070_off050,,0.7,0.5,freeway_total_veh,18,14.346105169493189
overall,int070_off050,,0.7,0.5,protected_accumulation_veh,18,51.12317066227739
overall,int070_off050,,0.7,0.5,total_model_vehicles,18,45.78175072888329
overall,int070_off050,,0.7,0.5,urban_link_occupancy_total_veh,18,73.96272052025675
overall,int070_off050,,0.7,0.5,urban_movement_queue_total_veh,18,74.37669753086422
overall,int070_off050,,0.7,0.5,urban_queue_plus_link_occupancy_total_veh,18,52.07290538839197
overall,int070_off065,,0.7,0.65,freeway_total_veh,18,14.353404359046555
overall,int070_off065,,0.7,0.65,protected_accumulation_veh,18,52.82664288449963
overall,int070_off065,,0.7,0.65,total_model_vehicles,18,45.6607083952974
overall,int070_off065,,0.7,0.65,urban_link_occupancy_total_veh,18,71.89718975496122
overall,int070_off065,,0.7,0.65,urban_movement_queue_total_veh,18,74.7204475308642
overall,int070_off065,,0.7,0.65,urban_queue_plus_link_occupancy_total_veh,18,52.19151157947098
overall,int070_off080,,0.7,0.8,freeway_total_veh,18,14.36223222330171
overall,int070_off080,,0.7,0.8,protected_accumulation_veh,18,54.49469841072484
overall,int070_off080,,0.7,0.8,total_model_vehicles,18,45.50609622973712
overall,int070_off080,,0.7,0.8,urban_link_occupancy_total_veh,18,69.95312882821466
overall,int070_off080,,0.7,0.8,urban_movement_queue_total_veh,18,75.22114197530865
overall,int070_off080,,0.7,0.8,urban_queue_plus_link_occupancy_total_veh,18,52.345926890365455
scenario,int010_off035,fw_eb_heavy,0.1,0.35,freeway_total_veh,6,16.217739267417315
scenario,int010_off035,fw_eb_heavy,0.1,0.35,protected_accumulation_veh,6,46.55674505182305
scenario,int010_off035,fw_eb_heavy,0.1,0.35,total_model_vehicles,6,43.19819177237849
scenario,int010_off035,fw_eb_heavy,0.1,0.35,urban_link_occupancy_total_veh,6,128.7443683821374
scenario,int010_off035,fw_eb_heavy,0.1,0.35,urban_movement_queue_total_veh,6,105.5013888888889
scenario,int010_off035,fw_eb_heavy,0.1,0.35,urban_queue_plus_link_occupancy_total_veh,6,44.69584316963133
scenario,int010_off035,ramp_d_bias,0.1,0.35,freeway_total_veh,6,18.994626587905795
scenario,int010_off035,ramp_d_bias,0.1,0.35,protected_accumulation_veh,6,59.3566145059112
scenario,int010_off035,ramp_d_bias,0.1,0.35,total_model_vehicles,6,21.116398560838253
scenario,int010_off035,ramp_d_bias,0.1,0.35,urban_link_occupancy_total_veh,6,169.71277312211208
scenario,int010_off035,ramp_d_bias,0.1,0.35,urban_movement_queue_total_veh,6,209.1185185185185
scenario,int010_off035,ramp_d_bias,0.1,0.35,urban_queue_plus_link_occupancy_total_veh,6,33.71093688126074
scenario,int010_off035,urban_d_heavy,0.1,0.35,freeway_total_veh,6,8.240727473634044
scenario,int010_off035,urban_d_heavy,0.1,0.35,protected_accumulation_veh,6,41.12460803239736
scenario,int010_off035,urban_d_heavy,0.1,0.35,total_model_vehicles,6,63.51488571877942
scenario,int010_off035,urban_d_heavy,0.1,0.35,urban_link_occupancy_total_veh,6,115.92494487724461
scenario,int010_off035,urban_d_heavy,0.1,0.35,urban_movement_queue_total_veh,6,78.09166666666668
scenario,int010_off035,urban_d_heavy,0.1,0.35,urban_queue_plus_link_occupancy_total_veh,6,72.38890543439072
scenario,int010_off050,fw_eb_heavy,0.1,0.5,freeway_total_veh,6,16.214529236422422
scenario,int010_off050,fw_eb_heavy,0.1,0.5,protected_accumulation_veh,6,47.86924505182307
scenario,int010_off050,fw_eb_heavy,0.1,0.5,total_model_vehicles,6,43.13258866116522
scenario,int010_off050,fw_eb_heavy,0.1,0.5,urban_link_occupancy_total_veh,6,127.55676146235585
scenario,int010_off050,fw_eb_heavy,0.1,0.5,urban_movement_queue_total_veh,6,104.37638888888893
scenario,int010_off050,fw_eb_heavy,0.1,0.5,urban_queue_plus_link_occupancy_total_veh,6,44.63245215196307
scenario,int010_off050,ramp_d_bias,0.1,0.5,freeway_total_veh,6,19.011741256027967
scenario,int010_off050,ramp_d_bias,0.1,0.5,protected_accumulation_veh,6,63.66598950591119
scenario,int010_off050,ramp_d_bias,0.1,0.5,total_model_vehicles,6,21.665317522427312
scenario,int010_off050,ramp_d_bias,0.1,0.5,urban_link_occupancy_total_veh,6,166.07173949240087
scenario,int010_off050,ramp_d_bias,0.1,0.5,urban_movement_queue_total_veh,6,206.0435185185185
scenario,int010_off050,ramp_d_bias,0.1,0.5,urban_queue_plus_link_occupancy_total_veh,6,34.28412914116062
scenario,int010_off050,urban_d_heavy,0.1,0.5,freeway_total_veh,6,8.243949189048545
scenario,int010_off050,urban_d_heavy,0.1,0.5,protected_accumulation_veh,6,40.537108032397356
scenario,int010_off050,urban_d_heavy,0.1,0.5,total_model_vehicles,6,63.44255965111571
scenario,int010_off050,urban_d_heavy,0.1,0.5,urban_link_occupancy_total_veh,6,115.02487870180457
scenario,int010_off050,urban_d_heavy,0.1,0.5,urban_movement_queue_total_veh,6,79.96111111111115
scenario,int010_off050,urban_d_heavy,0.1,0.5,urban_queue_plus_link_occupancy_total_veh,6,72.31289721115363
scenario,int010_off065,fw_eb_heavy,0.1,0.65,freeway_total_veh,6,16.210563581074982
scenario,int010_off065,fw_eb_heavy,0.1,0.65,protected_accumulation_veh,6,49.18174505182306
scenario,int010_off065,fw_eb_heavy,0.1,0.65,total_model_vehicles,6,43.06626050452789
scenario,int010_off065,fw_eb_heavy,0.1,0.65,urban_link_occupancy_total_veh,6,126.36912396364565
scenario,int010_off065,fw_eb_heavy,0.1,0.65,urban_movement_queue_total_veh,6,103.2513888888889
scenario,int010_off065,fw_eb_heavy,0.1,0.65,urban_queue_plus_link_occupancy_total_veh,6,44.56903123196457
scenario,int010_off065,ramp_d_bias,0.1,0.65,freeway_total_veh,6,19.03364925523634
scenario,int010_off065,ramp_d_bias,0.1,0.65,protected_accumulation_veh,6,68.05140617257784
scenario,int010_off065,ramp_d_bias,0.1,0.65,total_model_vehicles,6,22.13352993707805
scenario,int010_off065,ramp_d_bias,0.1,0.65,urban_link_occupancy_total_veh,6,162.46495241187515
scenario,int010_off065,ramp_d_bias,0.1,0.65,urban_movement_queue_total_veh,6,202.92685185185186
scenario,int010_off065,ramp_d_bias,0.1,0.65,urban_queue_plus_link_occupancy_total_veh,6,34.7804481103821
scenario,int010_off065,urban_d_heavy,0.1,0.65,freeway_total_veh,6,8.247885401345515
scenario,int010_off065,urban_d_heavy,0.1,0.65,protected_accumulation_veh,6,39.94960803239733
scenario,int010_off065,urban_d_heavy,0.1,0.65,total_model_vehicles,6,63.37086568044441
scenario,int010_off065,urban_d_heavy,0.1,0.65,urban_link_occupancy_total_veh,6,114.12479399379292
scenario,int010_off065,urban_d_heavy,0.1,0.65,urban_movement_queue_total_veh,6,81.93611111111115
scenario,int010_off065,urban_d_heavy,0.1,0.65,urban_queue_plus_link_occupancy_total_veh,6,72.23687172315982
scenario,int010_off080,fw_eb_heavy,0.1,0.8,freeway_total_veh,6,16.205848094053994
scenario,int010_off080,fw_eb_heavy,0.1,0.8,protected_accumulation_veh,6,50.49424505182315
scenario,int010_off080,fw_eb_heavy,0.1,0.8,total_model_vehicles,6,42.99921293477771
scenario,int010_off080,fw_eb_heavy,0.1,0.8,urban_link_occupancy_total_veh,6,125.18145604637496
scenario,int010_off080,fw_eb_heavy,0.1,0.8,urban_movement_queue_total_veh,6,102.1263888888889
scenario,int010_off080,fw_eb_heavy,0.1,0.8,urban_queue_plus_link_occupancy_total_veh,6,44.505580571817326
scenario,int010_off080,ramp_d_bias,0.1,0.8,freeway_total_veh,6,19.060180196364495
scenario,int010_off080,ramp_d_bias,0.1,0.8,protected_accumulation_veh,6,72.33057275104989
scenario,int010_off080,ramp_d_bias,0.1,0.8,total_model_vehicles,6,22.7034944386812
scenario,int010_off080,ramp_d_bias,0.1,0.8,urban_link_occupancy_total_veh,6,158.7601236358106
scenario,int010_off080,ramp_d_bias,0.1,0.8,urban_movement_queue_total_veh,6,199.8185185185185
scenario,int010_off080,ramp_d_bias,0.1,0.8,urban_queue_plus_link_occupancy_total_veh,6,35.384487434005806
scenario,int010_off080,urban_d_heavy,0.1,0.8,freeway_total_veh,6,8.252531402190117
scenario,int010_off080,urban_d_heavy,0.1,0.8,protected_accumulation_veh,6,39.51085885479842
scenario,int010_off080,urban_d_heavy,0.1,0.8,total_model_vehicles,6,63.29979924657593
scenario,int010_off080,urban_d_heavy,0.1,0.8,urban_link_occupancy_total_veh,6,113.22469083631846
scenario,int010_off080,urban_d_heavy,0.1,0.8,urban_movement_queue_total_veh,6,83.91111111111117
scenario,int010_off080,urban_d_heavy,0.1,0.8,urban_queue_plus_link_occupancy_total_veh,6,72.16082905375357
scenario,int020_off035,fw_eb_heavy,0.2,0.35,freeway_total_veh,6,16.223466950667756
scenario,int020_off035,fw_eb_heavy,0.2,0.35,protected_accumulation_veh,6,47.028235599142974
scenario,int020_off035,fw_eb_heavy,0.2,0.35,total_model_vehicles,6,42.75885173926924
scenario,int020_off035,fw_eb_heavy,0.2,0.35,urban_link_occupancy_total_veh,6,120.31074584804948
scenario,int020_off035,fw_eb_heavy,0.2,0.35,urban_movement_queue_total_veh,6,95.82222222222222
scenario,int020_off035,fw_eb_heavy,0.2,0.35,urban_queue_plus_link_occupancy_total_veh,6,45.881191179797604
scenario,int020_off035,ramp_d_bias,0.2,0.35,freeway_total_veh,6,18.83657390527034
scenario,int020_off035,ramp_d_bias,0.2,0.35,protected_accumulation_veh,6,58.086912554758804
scenario,int020_off035,ramp_d_bias,0.2,0.35,total_model_vehicles,6,19.280340605285158
scenario,int020_off035,ramp_d_bias,0.2,0.35,urban_link_occupancy_total_veh,6,156.06521709363386
scenario,int020_off035,ramp_d_bias,0.2,0.35,urban_movement_queue_total_veh,6,193.4768518518518
scenario,int020_off035,ramp_d_bias,0.2,0.35,urban_queue_plus_link_occupancy_total_veh,6,31.69160671570714
scenario,int020_off035,urban_d_heavy,0.2,0.35,freeway_total_veh,6,8.300837106990345
scenario,int020_off035,urban_d_heavy,0.2,0.35,protected_accumulation_veh,6,41.88315640575205
scenario,int020_off035,urban_d_heavy,0.2,0.35,total_model_vehicles,6,64.68244228712102
scenario,int020_off035,urban_d_heavy,0.2,0.35,urban_link_occupancy_total_veh,6,107.71927774560913
scenario,int020_off035,urban_d_heavy,0.2,0.35,urban_movement_queue_total_veh,6,74.44444444444449
scenario,int020_off035,urban_d_heavy,0.2,0.35,urban_queue_plus_link_occupancy_total_veh,6,73.63209793677424
scenario,int020_off050,fw_eb_heavy,0.2,0.5,freeway_total_veh,6,16.22025957676564
scenario,int020_off050,fw_eb_heavy,0.2,0.5,protected_accumulation_veh,6,48.34073559914297
scenario,int020_off050,fw_eb_heavy,0.2,0.5,total_model_vehicles,6,42.69325124478027
scenario,int020_off050,fw_eb_heavy,0.2,0.5,urban_link_occupancy_total_veh,6,119.12313896863641
scenario,int020_off050,fw_eb_heavy,0.2,0.5,urban_movement_queue_total_veh,6,94.69722222222221
scenario,int020_off050,fw_eb_heavy,0.2,0.5,urban_queue_plus_link_occupancy_total_veh,6,45.817800203008346
scenario,int020_off050,ramp_d_bias,0.2,0.5,freeway_total_veh,6,18.85368857339251
scenario,int020_off050,ramp_d_bias,0.2,0.5,protected_accumulation_veh,6,62.39628755475879
scenario,int020_off050,ramp_d_bias,0.2,0.5,total_model_vehicles,6,19.82925956687428
scenario,int020_off050,ramp_d_bias,0.2,0.5,urban_link_occupancy_total_veh,6,152.42418346392267
scenario,int020_off050,ramp_d_bias,0.2,0.5,urban_movement_queue_total_veh,6,190.40185185185186
scenario,int020_off050,ramp_d_bias,0.2,0.5,urban_queue_plus_link_occupancy_total_veh,6,32.26479897560704
scenario,int020_off050,urban_d_heavy,0.2,0.5,freeway_total_veh,6,8.304058822404848
scenario,int020_off050,urban_d_heavy,0.2,0.5,protected_accumulation_veh,6,41.29565640575203
scenario,int020_off050,urban_d_heavy,0.2,0.5,total_model_vehicles,6,64.61011621945723
scenario,int020_off050,urban_d_heavy,0.2,0.5,urban_link_occupancy_total_veh,6,106.81921157016909
scenario,int020_off050,urban_d_heavy,0.2,0.5,urban_movement_queue_total_veh,6,76.4194444444445
scenario,int020_off050,urban_d_heavy,0.2,0.5,urban_queue_plus_link_occupancy_total_veh,6,73.55608971353713
scenario,int020_off065,fw_eb_heavy,0.2,0.65,freeway_total_veh,6,16.216297107576874
scenario,int020_off065,fw_eb_heavy,0.2,0.65,protected_accumulation_veh,6,49.65323559914296
scenario,int020_off065,fw_eb_heavy,0.2,0.65,total_model_vehicles,6,42.626926220521874
scenario,int020_off065,fw_eb_heavy,0.2,0.65,urban_link_occupancy_total_veh,6,117.93550152370604
scenario,int020_off065,fw_eb_heavy,0.2,0.65,urban_movement_queue_total_veh,6,93.57222222222222
scenario,int020_off065,fw_eb_heavy,0.2,0.65,urban_queue_plus_link_occupancy_total_veh,6,45.7543793374698
scenario,int020_off065,ramp_d_bias,0.2,0.65,freeway_total_veh,6,18.875596572600884
scenario,int020_off065,ramp_d_bias,0.2,0.65,protected_accumulation_veh,6,66.78170422142546
scenario,int020_off065,ramp_d_bias,0.2,0.65,total_model_vehicles,6,20.29747198152492
scenario,int020_off065,ramp_d_bias,0.2,0.65,urban_link_occupancy_total_veh,6,148.81739638339695
scenario,int020_off065,ramp_d_bias,0.2,0.65,urban_movement_queue_total_veh,6,187.28518518518516
