scope,candidate,scenario_id,internal_storage_fraction,offramp_storage_fraction,metric,n,mean_abs_error
overall,int010_off035,,0.1,0.35,freeway_total_veh,18,14.484364442985719
overall,int010_off035,,0.1,0.35,protected_accumulation_veh,18,49.012655863377205
overall,int010_off035,,0.1,0.35,total_model_vehicles,18,42.60982535066539
overall,int010_off035,,0.1,0.35,urban_link_occupancy_total_veh,18,138.1273621271647
overall,int010_off035,,0.1,0.35,urban_movement_queue_total_veh,18,130.90385802469135
overall,int010_off035,,0.1,0.35,urban_queue_plus_link_occupancy_total_veh,18,50.26522849509426
overall,int010_off050,,0.1,0.5,freeway_total_veh,18,14.490073227166311
overall,int010_off050,,0.1,0.5,protected_accumulation_veh,18,50.690780863377206
overall,int010_off050,,0.1,0.5,total_model_vehicles,18,42.74682194490275
overall,int010_off050,,0.1,0.5,urban_link_occupancy_total_veh,18,136.21779321885376
overall,int010_off050,,0.1,0.5,urban_movement_queue_total_veh,18,130.12700617283951
overall,int010_off050,,0.1,0.5,urban_queue_plus_link_occupancy_total_veh,18,50.409826168092444
overall,int010_off065,,0.1,0.65,freeway_total_veh,18,14.497366079218946
overall,int010_off065,,0.1,0.65,protected_accumulation_veh,18,52.39425308559941
overall,int010_off065,,0.1,0.65,total_model_vehicles,18,42.856885374016784
overall,int010_off065,,0.1,0.65,urban_link_occupancy_total_veh,18,134.3196234564379
overall,int010_off065,,0.1,0.65,urban_movement_queue_total_veh,18,129.37145061728398
overall,int010_off065,,0.1,0.65,urban_queue_plus_link_occupancy_total_veh,18,50.528783688502166
overall,int010_off080,,0.1,0.8,freeway_total_veh,18,14.506186564202869
overall,int010_off080,,0.1,0.8,protected_accumulation_veh,18,54.11189221922382
overall,int010_off080,,0.1,0.8,total_model_vehicles,18,43.000835540011614
overall,int010_off080,,0.1,0.8,urban_link_occupancy_total_veh,18,132.38875683950135
overall,int010_off080,,0.1,0.8,urban_movement_queue_total_veh,18,128.6186728395062
overall,int010_off080,,0.1,0.8,urban_queue_plus_link_occupancy_total_veh,18,50.68363235319224
overall,int020_off035,,0.2,0.35,freeway_total_veh,18,14.453625987642813
overall,int020_off035,,0.2,0.35,protected_accumulation_veh,18,48.99943485321794
overall,int020_off035,,0.2,0.35,total_model_vehicles,18,42.24054487722514
overall,int020_off035,,0.2,0.35,urban_link_occupancy_total_veh,18,128.03174689576417
overall,int020_off035,,0.2,0.35,urban_movement_queue_total_veh,18,121.24783950617282
overall,int020_off035,,0.2,0.35,urban_queue_plus_link_occupancy_total_veh,18,50.401631944093
overall,int020_off050,,0.2,0.5,freeway_total_veh,18,14.459335657520999
overall,int020_off050,,0.2,0.5,protected_accumulation_veh,18,50.67755985321793
overall,int020_off050,,0.2,0.5,total_model_vehicles,18,42.37754234370392
overall,int020_off050,,0.2,0.5,urban_link_occupancy_total_veh,18,126.12217800090939
overall,int020_off050,,0.2,0.5,urban_movement_queue_total_veh,18,120.50617283950618
overall,int020_off050,,0.2,0.5,urban_queue_plus_link_occupancy_total_veh,18,50.546229630717505
overall,int020_off065,,0.2,0.65,freeway_total_veh,18,14.466629571626527
overall,int020_off065,,0.2,0.65,protected_accumulation_veh,18,52.381032075440146
overall,int020_off065,,0.2,0.65,total_model_vehicles,18,42.487606816944265
overall,int020_off065,,0.2,0.65,urban_link_occupancy_total_veh,18,124.22400825642015
overall,int020_off065,,0.2,0.65,urban_movement_queue_total_veh,18,119.75061728395063
overall,int020_off065,,0.2,0.65,urban_queue_plus_link_occupancy_total_veh,18,50.66518716928053
overall,int020_off080,,0.2,0.8,freeway_total_veh,18,14.475451293783847
overall,int020_off080,,0.2,0.8,protected_accumulation_veh,18,54.04908760157085
overall,int020_off080,,0.2,0.8,total_model_vehicles,18,42.64519179028573
overall,int020_off080,,0.2,0.8,urban_link_occupancy_total_veh,18,122.2931416617886
overall,int020_off080,,0.2,0.8,urban_movement_queue_total_veh,18,118.99783950617285
overall,int020_off080,,0.2,0.8,urban_queue_plus_link_occupancy_total_veh,18,50.8200358566147
overall,int030_off035,,0.3,0.35,freeway_total_veh,18,14.423350505045406
overall,int030_off035,,0.3,0.35,protected_accumulation_veh,18,49.03753985560045
overall,int030_off035,,0.3,0.35,total_model_vehicles,18,42.20298708422421
overall,int030_off035,,0.3,0.35,urban_link_occupancy_total_veh,18,118.17635564028684
overall,int030_off035,,0.3,0.35,urban_movement_queue_total_veh,18,111.9672839506173
overall,int030_off035,,0.3,0.35,urban_queue_plus_link_occupancy_total_veh,18,50.538045947453185
overall,int030_off050,,0.3,0.5,freeway_total_veh,18,14.429061058754588
overall,int030_off050,,0.3,0.5,protected_accumulation_veh,18,50.71566485560043
overall,int030_off050,,0.3,0.5,total_model_vehicles,18,42.350644139745675
overall,int030_off050,,0.3,0.5,urban_link_occupancy_total_veh,18,116.21123120337
overall,int030_off050,,0.3,0.5,urban_movement_queue_total_veh,18,111.17006172839508
overall,int030_off050,,0.3,0.5,urban_queue_plus_link_occupancy_total_veh,18,50.682643647741855
overall,int030_off065,,0.3,0.65,freeway_total_veh,18,14.43635603259611
overall,int030_off065,,0.3,0.65,protected_accumulation_veh,18,52.41913707782264
overall,int030_off065,,0.3,0.65,total_model_vehicles,18,42.47438540225103
overall,int030_off065,,0.3,0.65,urban_link_occupancy_total_veh,18,114.27139481018511
overall,int030_off065,,0.3,0.65,urban_movement_queue_total_veh,18,110.37283950617285
overall,int030_off065,,0.3,0.65,urban_queue_plus_link_occupancy_total_veh,18,50.801601204503186
overall,int030_off080,,0.3,0.8,freeway_total_veh,18,14.445178989166969
overall,int030_off080,,0.3,0.8,protected_accumulation_veh,18,54.08719260392669
overall,int030_off080,,0.3,0.8,total_model_vehicles,18,42.63491958747107
overall,int030_off080,,0.3,0.8,urban_link_occupancy_total_veh,18,112.34052823791032
overall,int030_off080,,0.3,0.8,urban_movement_queue_total_veh,18,109.62006172839507
overall,int030_off080,,0.3,0.8,urban_queue_plus_link_occupancy_total_veh,18,50.95644991453325
overall,int035_off035,,0.35,0.35,freeway_total_veh,18,14.408174599794853
overall,int035_off035,,0.35,0.35,protected_accumulation_veh,18,48.88089724207938
overall,int035_off035,,0.35,0.35,total_model_vehicles,18,42.21912083048142
overall,int035_off035,,0.35,0.35,urban_link_occupancy_total_veh,18,112.64656274595075
overall,int035_off035,,0.35,0.35,urban_movement_queue_total_veh,18,106.5405864197531
overall,int035_off035,,0.35,0.35,urban_queue_plus_link_occupancy_total_veh,18,50.62775138597374
overall,int035_off050,,0.35,0.5,freeway_total_veh,18,14.413885594718817
overall,int035_off050,,0.35,0.5,protected_accumulation_veh,18,50.55902224207938
overall,int035_off050,,0.35,0.5,total_model_vehicles,18,42.36677832045683
overall,int035_off050,,0.35,0.5,urban_link_occupancy_total_veh,18,110.68143831579471
overall,int035_off050,,0.35,0.5,urban_movement_queue_total_veh,18,105.74336419753088
overall,int035_off050,,0.35,0.5,urban_queue_plus_link_occupancy_total_veh,18,50.77234909310867
overall,int035_off065,,0.35,0.65,freeway_total_veh,18,14.421181097558494
overall,int035_off065,,0.35,0.65,protected_accumulation_veh,18,52.26249446430157
overall,int035_off065,,0.35,0.65,total_model_vehicles,18,42.49052010295807
overall,int035_off065,,0.35,0.65,urban_link_occupancy_total_veh,18,108.74160193161205
overall,int035_off065,,0.35,0.65,urban_movement_queue_total_veh,18,104.94614197530866
overall,int035_off065,,0.35,0.65,urban_queue_plus_link_occupancy_total_veh,18,50.8913066589861
overall,int035_off080,,0.35,0.8,freeway_total_veh,18,14.430004670299944
overall,int035_off080,,0.35,0.8,protected_accumulation_veh,18,53.93054999039231
overall,int035_off080,,0.35,0.8,total_model_vehicles,18,42.651054892852805
overall,int035_off080,,0.35,0.8,urban_link_occupancy_total_veh,18,106.81073537053514
overall,int035_off080,,0.35,0.8,urban_movement_queue_total_veh,18,104.19336419753087
overall,int035_off080,,0.35,0.8,urban_queue_plus_link_occupancy_total_veh,18,51.04615538038371
overall,int040_off035,,0.4,0.35,freeway_total_veh,18,14.392684052660242
overall,int040_off035,,0.4,0.35,protected_accumulation_veh,18,48.86177945668639
overall,int040_off035,,0.4,0.35,total_model_vehicles,18,42.42884989005586
overall,int040_off035,,0.4,0.35,urban_link_occupancy_total_veh,18,107.12925546203542
overall,int040_off035,,0.4,0.35,urban_movement_queue_total_veh,18,101.37114197530865
overall,int040_off035,,0.4,0.35,urban_queue_plus_link_occupancy_total_veh,18,50.67839110225751
overall,int040_off050,,0.4,0.5,freeway_total_veh,18,14.398395488331445
overall,int040_off050,,0.4,0.5,protected_accumulation_veh,18,50.53990445668639
overall,int040_off050,,0.4,0.5,total_model_vehicles,18,42.578474004564214
overall,int040_off050,,0.4,0.5,urban_link_occupancy_total_veh,18,105.18635326087184
overall,int040_off050,,0.4,0.5,urban_movement_queue_total_veh,18,100.59614197530864
overall,int040_off050,,0.4,0.5,urban_queue_plus_link_occupancy_total_veh,18,50.82298881624836
overall,int040_off065,,0.4,0.65,freeway_total_veh,18,14.405691519588855
overall,int040_off065,,0.4,0.65,protected_accumulation_veh,18,52.24337667890861
overall,int040_off065,,0.4,0.65,total_model_vehicles,18,42.704656997178375
overall,int040_off065,,0.4,0.65,urban_link_occupancy_total_veh,18,103.24651688570263
overall,int040_off065,,0.4,0.65,urban_movement_queue_total_veh,18,99.79891975308642
overall,int040_off065,,0.4,0.65,urban_queue_plus_link_occupancy_total_veh,18,50.94194639125319
overall,int040_off080,,0.4,0.8,freeway_total_veh,18,14.414515707809468
overall,int040_off080,,0.4,0.8,protected_accumulation_veh,18,53.91143220498601
overall,int040_off080,,0.4,0.8,total_model_vehicles,18,42.86810383824517
overall,int040_off080,,0.4,0.8,urban_link_occupancy_total_veh,18,101.31565033583666
overall,int040_off080,,0.4,0.8,urban_movement_queue_total_veh,18,99.04614197530864
overall,int040_off080,,0.4,0.8,urban_queue_plus_link_occupancy_total_veh,18,51.09679512403147
overall,int050_off035,,0.5,0.35,freeway_total_veh,18,14.36898453767921
overall,int050_off035,,0.5,0.35,protected_accumulation_veh,18,48.88984611664597
overall,int050_off035,,0.5,0.35,total_model_vehicles,18,43.255379565485185
overall,int050_off035,,0.5,0.35,urban_link_occupancy_total_veh,18,96.2500871969776
overall,int050_off035,,0.5,0.35,urban_movement_queue_total_veh,18,91.37839506172841
overall,int050_off035,,0.5,0.35,urban_queue_plus_link_occupancy_total_veh,18,50.9868120556533
overall,int050_off050,,0.5,0.5,freeway_total_veh,18,14.374696853441113
overall,int050_off050,,0.5,0.5,protected_accumulation_veh,18,50.56797111664596
overall,int050_off050,,0.5,0.5,total_model_vehicles,18,43.248544548913586
overall,int050_off050,,0.5,0.5,urban_link_occupancy_total_veh,18,94.30718500938282
overall,int050_off050,,0.5,0.5,urban_movement_queue_total_veh,18,90.6033950617284
overall,int050_off050,,0.5,0.5,urban_queue_plus_link_occupancy_total_veh,18,51.13140978338453
overall,int050_off065,,0.5,0.65,freeway_total_veh,18,14.381993939791169
overall,int050_off065,,0.5,0.65,protected_accumulation_veh,18,52.27144333886817
