sim_sec,total_vehicles,urban_vehicles,freeway_vehicles,ramp_vehicles,boundary_vehicles,other_vehicles,mean_speed_kph,freeway_mean_speed_kph,stopped_vehicles,controller_mode,controller_status,decision_wall_sec
1,7,0,1,0,6,0,54.644834,55.611930,0,VISSIM_ADAPTER_STACKELBERG,ok,3.202865
5,30,0,9,0,21,0,57.003140,62.757569,0,VISSIM_ADAPTER_STACKELBERG,ok,3.202865
10,65,0,16,0,49,0,58.654858,77.719340,0,VISSIM_ADAPTER_STACKELBERG,ok,3.202865
15,99,0,24,0,75,0,60.754900,87.972739,0,VISSIM_ADAPTER_STACKELBERG,ok,3.202865
20,125,0,31,0,94,0,62.945184,96.183137,0,VISSIM_ADAPTER_STACKELBERG,ok,3.202865
25,154,0,36,0,116,2,63.679660,99.863436,0,VISSIM_ADAPTER_STACKELBERG,ok,3.202865
30,179,0,40,0,135,4,62.757554,103.273682,0,VISSIM_ADAPTER_STACKELBERG,ok,3.202865
35,208,1,45,2,153,7,59.883967,104.749738,3,VISSIM_ADAPTER_STACKELBERG,ok,3.202865
40,240,5,51,2,168,14,57.379185,104.115777,16,VISSIM_ADAPTER_STACKELBERG,ok,3.202865
45,280,13,60,4,191,12,54.778147,102.178287,31,VISSIM_ADAPTER_STACKELBERG,ok,3.202865
50,315,20,66,6,209,14,53.889922,104.515368,46,VISSIM_ADAPTER_STACKELBERG,ok,3.202865
55,358,25,73,8,240,12,53.244539,105.268453,61,VISSIM_ADAPTER_STACKELBERG,ok,3.202865
60,397,30,83,7,260,17,52.151316,104.781802,74,VISSIM_ADAPTER_STACKELBERG,ok,2.927366
65,438,39,90,3,284,22,51.170054,103.987263,94,VISSIM_ADAPTER_STACKELBERG,ok,2.927366
70,482,47,94,2,320,19,49.610840,105.501739,124,VISSIM_ADAPTER_STACKELBERG,ok,2.927366
75,519,48,104,3,339,25,48.501994,106.992785,144,VISSIM_ADAPTER_STACKELBERG,ok,2.927366
80,557,49,108,8,363,29,47.083285,108.317490,172,VISSIM_ADAPTER_STACKELBERG,ok,2.927366
85,588,59,110,4,385,30,44.765052,108.028491,202,VISSIM_ADAPTER_STACKELBERG,ok,2.927366
90,621,66,119,6,407,23,42.999084,108.417481,225,VISSIM_ADAPTER_STACKELBERG,ok,2.927366
95,661,61,125,10,430,35,42.384339,107.899858,240,VISSIM_ADAPTER_STACKELBERG,ok,2.927366
100,687,64,129,11,447,36,41.329798,107.749878,254,VISSIM_ADAPTER_STACKELBERG,ok,2.927366
105,718,77,130,9,471,31,39.724644,108.141848,279,VISSIM_ADAPTER_STACKELBERG,ok,2.927366
110,745,88,130,13,482,32,38.535195,108.552069,320,VISSIM_ADAPTER_STACKELBERG,ok,2.927366
115,772,99,132,16,492,33,36.822155,104.524347,336,VISSIM_ADAPTER_STACKELBERG,ok,2.927366
120,788,109,132,15,496,36,34.865482,105.177722,338,VISSIM_ADAPTER_STACKELBERG,ok,2.981973
125,810,104,132,17,503,54,34.657503,101.766699,317,VISSIM_ADAPTER_STACKELBERG,ok,2.981973
130,833,123,136,22,505,47,34.704009,100.713560,315,VISSIM_ADAPTER_STACKELBERG,ok,2.981973
135,873,138,137,30,520,48,35.384228,98.980331,334,VISSIM_ADAPTER_STACKELBERG,ok,2.981973
140,901,149,138,39,529,46,35.330196,97.634530,352,VISSIM_ADAPTER_STACKELBERG,ok,2.981973
145,928,169,140,41,532,46,35.135927,96.204645,349,VISSIM_ADAPTER_STACKELBERG,ok,2.981973
150,936,182,136,50,525,43,33.612964,93.303114,365,VISSIM_ADAPTER_STACKELBERG,ok,2.981973
155,952,190,137,51,531,43,32.400681,90.071888,369,VISSIM_ADAPTER_STACKELBERG,ok,2.981973
160,979,200,137,52,551,39,31.654345,88.414448,390,VISSIM_ADAPTER_STACKELBERG,ok,2.981973
165,998,196,132,50,563,57,31.409563,88.925653,398,VISSIM_ADAPTER_STACKELBERG,ok,2.981973
170,1024,203,131,51,587,52,31.260904,88.524543,404,VISSIM_ADAPTER_STACKELBERG,ok,2.981973
175,1048,196,131,42,607,72,31.690778,89.396577,412,VISSIM_ADAPTER_STACKELBERG,ok,2.981973
180,1073,210,131,43,636,53,32.049452,88.704979,437,VISSIM_ADAPTER_STACKELBERG,ok,2.89124
185,1092,204,134,42,650,62,32.653977,89.711239,451,VISSIM_ADAPTER_STACKELBERG,ok,2.89124
190,1108,216,134,38,668,52,32.408519,91.263274,481,VISSIM_ADAPTER_STACKELBERG,ok,2.89124
195,1118,220,135,32,677,54,32.075043,91.041570,489,VISSIM_ADAPTER_STACKELBERG,ok,2.89124
200,1126,221,140,26,681,58,31.576811,89.705895,508,VISSIM_ADAPTER_STACKELBERG,ok,2.89124
205,1130,225,145,22,684,54,30.873620,86.452474,530,VISSIM_ADAPTER_STACKELBERG,ok,2.89124
210,1131,233,153,22,678,45,29.592522,82.948569,536,VISSIM_ADAPTER_STACKELBERG,ok,2.89124
215,1131,239,158,19,665,50,28.312263,79.200684,523,VISSIM_ADAPTER_STACKELBERG,ok,2.89124
220,1150,234,160,19,672,65,27.941582,76.987462,529,VISSIM_ADAPTER_STACKELBERG,ok,2.89124
225,1161,241,165,17,675,63,28.119797,76.345877,541,VISSIM_ADAPTER_STACKELBERG,ok,2.89124
230,1168,253,164,15,677,59,27.958137,75.540100,563,VISSIM_ADAPTER_STACKELBERG,ok,2.89124
235,1178,255,161,11,683,68,27.326357,75.616730,579,VISSIM_ADAPTER_STACKELBERG,ok,2.89124
240,1179,258,160,10,691,60,26.654152,76.830334,576,VISSIM_ADAPTER_STACKELBERG,ok,3.040382
245,1185,250,157,19,686,73,27.314668,78.695563,543,VISSIM_ADAPTER_STACKELBERG,ok,3.040382
250,1201,251,159,26,686,79,28.330605,79.931396,527,VISSIM_ADAPTER_STACKELBERG,ok,3.040382
255,1214,248,166,33,687,80,29.216216,81.271485,518,VISSIM_ADAPTER_STACKELBERG,ok,3.040382
260,1209,250,163,43,680,73,30.281813,83.422778,510,VISSIM_ADAPTER_STACKELBERG,ok,3.040382
265,1224,254,167,52,682,69,31.532139,85.297745,510,VISSIM_ADAPTER_STACKELBERG,ok,3.040382
270,1246,257,167,63,693,66,31.731969,85.976870,514,VISSIM_ADAPTER_STACKELBERG,ok,3.040382
275,1257,263,170,72,695,57,31.391278,87.004740,513,VISSIM_ADAPTER_STACKELBERG,ok,3.040382
280,1264,267,168,78,702,49,30.522286,88.599698,534,VISSIM_ADAPTER_STACKELBERG,ok,3.040382
285,1271,265,170,76,704,56,30.347067,89.782284,540,VISSIM_ADAPTER_STACKELBERG,ok,3.040382
290,1269,264,166,79,701,59,29.409119,88.025802,544,VISSIM_ADAPTER_STACKELBERG,ok,3.040382
295,1265,264,170,73,691,67,29.581557,88.870328,547,VISSIM_ADAPTER_STACKELBERG,ok,3.040382
300,1262,261,165,72,694,70,30.336717,90.359999,550,VISSIM_ADAPTER_STACKELBERG,ok,3.315273
