case_id,controller,scenario_id,category,demand_profile,returncode,elapsed_sec,timed_out,case_timeout_sec,sim_period_sec,urban_volume_vph,freeway_volume_vph,control_interval_sec,rand_seed,state_csv,action_csv,decision_dir,stdout,stderr,tuning_json
no-control_ramp_d_bias_u2200_fw3000_seed13_600s,no-control,ramp_d_bias,1_ramp_metering,d_ramp_bias,4294967295,308.46,False,1200.0,600,2200.0,3000.0,60,13,evaluation\runs\controller_pfo_h3_i3_focused_600s_20260628\no-control_ramp_d_bias_u2200_fw3000_seed13_600s\state.csv,evaluation\runs\controller_pfo_h3_i3_focused_600s_20260628\no-control_ramp_d_bias_u2200_fw3000_seed13_600s\action.csv,evaluation\runs\controller_pfo_h3_i3_focused_600s_20260628\no-control_ramp_d_bias_u2200_fw3000_seed13_600s\decisions,evaluation\runs\controller_pfo_h3_i3_focused_600s_20260628\no-control_ramp_d_bias_u2200_fw3000_seed13_600s\stdout.txt,evaluation\runs\controller_pfo_h3_i3_focused_600s_20260628\no-control_ramp_d_bias_u2200_fw3000_seed13_600s\stderr.txt,evaluation\configs\pfo_h3_i3_medium.json
