next_link,pbin,win900,rows,L1rows,stop,L1stop
-1,0,0,13,6,0,0
-1,0,1,34,6,0,0
-1,0,2,30,11,0,0
-1,0,3,35,20,0,0
-1,0,4,67,28,0,0
-1,0,5,140,75,0,0
-1,100,0,12,6,0,0
-1,100,1,35,4,0,0
-1,100,2,25,10,0,0
-1,100,3,32,19,0,0
-1,100,4,63,41,0,0
-1,100,5,140,108,0,0
-1,200,0,7,4,0,0
-1,200,1,33,6,0,0
-1,200,2,22,8,0,0
-1,200,3,33,18,0,0
-1,200,4,62,33,0,0
-1,200,5,371,339,230,230
-1,300,0,49,11,0,0
-1,300,1,98,14,0,0
-1,300,2,93,16,0,0
-1,300,3,111,18,1,1
-1,300,4,141,56,0,0
-1,300,5,843,742,655,648
-1,400,0,85,5,0,0
-1,400,1,148,5,0,0
-1,400,2,146,9,0,0
-1,400,3,171,12,0,0
-1,400,4,197,42,6,6
-1,400,5,1589,1421,1390,1364
-1,500,0,76,4,0,0
-1,500,1,152,8,0,0
-1,500,2,143,12,0,0
-1,500,3,178,15,0,0
-1,500,4,710,551,470,470
-1,500,5,2670,2528,2494,2494
-1,600,0,195,88,0,0
-1,600,1,341,130,1,1
-1,600,2,353,140,11,11
-1,600,3,338,142,7,5
-1,600,4,491,300,236,235
-1,600,5,3000,2849,2814,2814
-1,700,0,187,61,0,0
-1,700,1,312,68,0,0
-1,700,2,320,36,5,5
-1,700,3,367,46,9,8
-1,700,4,180,0,0,0
-1,700,5,1202,1059,1050,1050
-1,800,0,196,80,0,0
-1,800,1,362,120,0,0
-1,800,2,326,79,0,0
-1,800,3,351,96,0,0
-1,800,4,244,67,0,0
-1,800,5,216,66,0,0
-1,900,0,299,156,0,0
-1,900,1,490,214,0,0
-1,900,2,448,189,0,0
-1,900,3,491,213,0,0
-1,900,4,406,209,0,0
-1,900,5,356,189,0,0
-1,1000,0,316,145,0,0
-1,1000,1,482,202,0,0
-1,1000,2,441,169,0,0
-1,1000,3,492,203,0,0
-1,1000,4,403,200,0,0
-1,1000,5,360,173,0,0
-1,1100,0,295,116,0,0
-1,1100,1,468,180,0,0
-1,1100,2,430,154,0,0
-1,1100,3,475,188,0,0
-1,1100,4,377,182,0,0
-1,1100,5,392,175,0,0
-1,1200,0,298,128,0,0
-1,1200,1,489,179,0,0
-1,1200,2,438,154,0,0
-1,1200,3,512,184,0,0
-1,1200,4,406,193,0,0
-1,1200,5,367,162,0,0
-1,1300,0,297,121,0,0
-1,1300,1,464,170,0,0
-1,1300,2,441,150,0,0
-1,1300,3,505,185,0,0
-1,1300,4,390,187,0,0
-1,1300,5,364,160,0,0
-1,1400,0,290,118,0,0
-1,1400,1,475,170,0,0
-1,1400,2,471,163,0,0
-1,1400,3,499,183,0,0
-1,1400,4,410,192,0,0
-1,1400,5,353,156,0,0
-1,1500,0,297,114,0,0
-1,1500,1,474,163,0,0
-1,1500,2,477,156,0,0
-1,1500,3,512,177,0,0
-1,1500,4,416,201,0,0
-1,1500,5,362,156,0,0
-1,1600,0,290,112,0,0
-1,1600,1,469,152,0,0
-1,1600,2,453,153,0,0
-1,1600,3,516,183,0,0
-1,1600,4,403,190,0,0
-1,1600,5,348,144,0,0
-1,1700,0,297,109,0,0
-1,1700,1,497,167,0,0
-1,1700,2,471,160,0,0
-1,1700,3,506,178,0,0
-1,1700,4,414,200,0,0
-1,1700,5,347,141,0,0
-1,1800,0,289,105,0,0
-1,1800,1,487,162,0,0
-1,1800,2,476,157,0,0
-1,1800,3,494,170,0,0
-1,1800,4,408,190,0,0
-1,1800,5,337,145,0,0
-1,1900,0,231,82,0,0
-1,1900,1,366,120,0,0
-1,1900,2,352,112,0,0
-1,1900,3,391,153,0,0
-1,1900,4,316,138,0,0
-1,1900,5,276,112,0,0
10480,0,0,32,18,0,0
10480,0,1,86,55,0,0
10480,0,2,68,37,0,0
10480,0,3,80,45,0,0
10480,0,4,24,11,0,0
10480,100,0,26,23,0,0
10480,100,1,98,90,0,0
10480,100,2,70,58,0,0
10480,100,3,78,62,0,0
10480,100,4,28,22,0,0
10480,200,0,27,27,0,0
10480,200,1,95,91,1,1
10480,200,2,82,76,0,0
10480,200,3,80,68,0,0
10480,200,4,29,22,0,0
10480,300,0,32,31,0,0
10480,300,1,106,103,2,2
10480,300,2,89,82,1,1
10480,300,3,99,93,0,0
10480,300,4,30,25,0,0
10480,400,0,26,26,0,0
10480,400,1,81,80,0,0
10480,400,2,72,71,0,0
10480,400,3,74,72,0,0
10480,400,4,28,24,0,0
10480,500,0,26,26,0,0
10480,500,1,86,86,0,0
10480,500,2,71,71,0,0
10480,500,3,67,67,0,0
10480,500,4,722,721,685,685
10480,600,0,50,50,0,0
10480,600,1,117,117,1,1
10480,600,2,456,456,324,324
10480,600,3,161,161,71,71
10480,600,4,2083,2083,1985,1985
10480,700,0,18,18,0,0
10480,700,1,50,50,8,8
10480,700,2,489,489,406,406
10480,700,3,503,503,438,438
10480,700,4,1002,1002,949,949
10480,700,5,13,13,10,10
10484,0,0,39,27,0,0
10484,0,1,101,60,0,0
10484,0,2,95,50,0,0
10484,0,3,123,71,0,0
10484,0,4,113,73,0,0
10484,0,5,57,32,0,0
10484,100,0,39,34,0,0
10484,100,1,119,107,0,0
10484,100,2,106,95,0,0
10484,100,3,151,127,0,0
10484,100,4,118,107,0,0
10484,100,5,68,61,0,0
10484,200,0,46,41,0,0
10484,200,1,135,132,1,1
10484,200,2,106,101,0,0
10484,200,3,149,134,0,0
10484,200,4,125,118,0,0
10484,200,5,65,63,0,0
10484,300,0,106,104,0,0
10484,300,1,202,202,1,1
10484,300,2,194,192,0,0
10484,300,3,247,236,8,8
10484,300,4,200,197,3,3
10484,300,5,109,108,0,0
10484,400,0,12,12,0,0
10484,400,1,37,37,0,0
10484,400,2,24,24,0,0
10484,400,3,40,40,0,0
10484,400,4,42,41,0,0
10484,400,5,23,23,0,0
