win,dest,lg,n,n_stop,run
3750,under,L2p,61,0,h0
3900,RFW,L1,719,0,h0
3900,RFW,L2p,167,0,h0
3900,to70,L1,120,0,h0
3900,to70,L2p,138,0,h0
3900,to71,L1,8,0,h0
3900,to71,L2p,13,0,h0
3900,under,L1,1,0,h0
3900,under,L2p,32,0,h0
4050,RFW,L1,408,0,h0
4050,RFW,L2p,267,0,h0
4050,to70,L1,111,0,h0
4050,to70,L2p,65,0,h0
4050,to71,L2p,1,0,h0
4050,under,L2p,69,0,h0
4200,RFW,L1,534,0,h0
4200,RFW,L2p,260,0,h0
4200,to70,L1,112,0,h0
4200,to70,L2p,73,0,h0
4200,to71,L1,7,0,h0
4200,to71,L2p,40,0,h0
4200,under,L2p,99,0,h0
4350,RFW,L1,637,0,h0
4350,RFW,L2p,327,0,h0
4350,to70,L1,155,0,h0
4350,to70,L2p,60,0,h0
4350,to71,L2p,53,0,h0
4350,under,L1,2,0,h0
4350,under,L2p,73,0,h0
4500,RFW,L1,467,0,h0
4500,RFW,L2p,229,0,h0
4500,to70,L1,191,0,h0
4500,to70,L2p,84,0,h0
4500,to71,L2p,29,0,h0
4500,under,L1,13,0,h0
4500,under,L2p,104,0,h0
4650,RFW,L1,334,0,h0
4650,RFW,L2p,168,0,h0
4650,to70,L1,128,0,h0
4650,to70,L2p,104,0,h0
4650,to71,L1,8,0,h0
4650,to71,L2p,4,0,h0
4650,under,L1,14,0,h0
4650,under,L2p,70,0,h0
4800,RFW,L1,292,0,h0
4800,RFW,L2p,123,0,h0
4800,to70,L1,100,0,h0
4800,to70,L2p,91,0,h0
4800,under,L1,18,0,h0
4800,under,L2p,48,0,h0
4950,RFW,L1,324,0,h0
4950,RFW,L2p,186,0,h0
4950,to70,L1,61,0,h0
4950,to70,L2p,65,0,h0
4950,to71,L2p,7,0,h0
4950,under,L1,11,0,h0
4950,under,L2p,68,0,h0
5100,END,L2p,1,0,h0
5100,RFW,L1,315,0,h0
5100,RFW,L2p,170,0,h0
5100,to70,L1,127,0,h0
5100,to70,L2p,68,0,h0
5100,to71,L1,7,0,h0
5100,to71,L2p,17,0,h0
5100,under,L2p,20,0,h0
5250,END,L1,201,0,h0
5250,END,L2p,300,0,h0
5250,RFW,L1,258,0,h0
5250,RFW,L2p,46,0,h0
5250,to70,L1,67,0,h0
5250,to70,L2p,12,0,h0
5250,under,L2p,55,0,h0
0,RFW,L1,224,0,h11
0,RFW,L2p,205,0,h11
0,to70,L1,26,0,h11
0,to70,L2p,80,0,h11
0,to71,L2p,23,0,h11
0,under,L1,4,0,h11
0,under,L2p,33,0,h11
150,RFW,L1,516,0,h11
150,RFW,L2p,242,0,h11
150,to70,L1,115,0,h11
150,to70,L2p,63,0,h11
150,to71,L1,2,0,h11
150,to71,L2p,36,0,h11
150,under,L1,11,0,h11
150,under,L2p,104,0,h11
300,RFW,L1,565,0,h11
300,RFW,L2p,405,0,h11
300,to70,L1,106,0,h11
300,to70,L2p,62,0,h11
300,to71,L1,1,0,h11
300,to71,L2p,7,0,h11
300,under,L2p,37,0,h11
450,RFW,L1,755,0,h11
450,RFW,L2p,287,0,h11
450,to70,L1,63,0,h11
450,to70,L2p,73,0,h11
450,to71,L1,18,0,h11
450,to71,L2p,32,0,h11
450,under,L1,2,0,h11
450,under,L2p,24,0,h11
600,RFW,L1,565,0,h11
600,RFW,L2p,345,0,h11
600,to70,L1,116,0,h11
600,to70,L2p,68,0,h11
600,to71,L1,12,0,h11
600,to71,L2p,6,0,h11
600,under,L2p,22,0,h11
750,RFW,L1,552,0,h11
750,RFW,L2p,206,0,h11
750,to70,L1,95,0,h11
750,to70,L2p,76,0,h11
750,to71,L1,7,0,h11
750,to71,L2p,31,0,h11
900,RFW,L1,743,0,h11
900,RFW,L2p,539,0,h11
900,to70,L1,98,0,h11
900,to70,L2p,140,0,h11
900,to71,L2p,20,0,h11
900,under,L2p,16,0,h11
1050,RFW,L1,943,0,h11
1050,RFW,L2p,460,0,h11
1050,to70,L1,231,0,h11
1050,to70,L2p,97,0,h11
1050,to71,L1,1,0,h11
1050,to71,L2p,45,0,h11
1050,under,L2p,93,0,h11
1200,RFW,L1,1015,0,h11
1200,RFW,L2p,705,0,h11
1200,to70,L1,247,0,h11
1200,to70,L2p,145,0,h11
1200,to71,L1,17,0,h11
1200,to71,L2p,58,0,h11
1200,under,L1,14,0,h11
1200,under,L2p,133,0,h11
1350,RFW,L1,1124,1,h11
1350,RFW,L2p,525,0,h11
1350,to70,L1,156,0,h11
1350,to70,L2p,106,0,h11
1350,to71,L1,15,0,h11
1350,to71,L2p,39,0,h11
1350,under,L1,2,0,h11
1350,under,L2p,141,0,h11
1500,RFW,L1,979,0,h11
1500,RFW,L2p,451,0,h11
1500,to70,L1,160,0,h11
1500,to70,L2p,149,0,h11
1500,to71,L2p,6,0,h11
1500,under,L1,6,0,h11
1500,under,L2p,137,0,h11
1650,RFW,L1,765,0,h11
1650,RFW,L2p,410,0,h11
1650,to70,L1,219,0,h11
1650,to70,L2p,207,0,h11
1650,to71,L2p,4,0,h11
1650,under,L1,9,0,h11
1650,under,L2p,111,0,h11
1800,RFW,L1,840,0,h11
1800,RFW,L2p,493,0,h11
1800,to70,L1,369,0,h11
1800,to70,L2p,235,0,h11
1800,to71,L2p,41,0,h11
1800,under,L1,3,0,h11
1800,under,L2p,100,0,h11
1950,RFW,L1,959,0,h11
1950,RFW,L2p,551,0,h11
1950,to70,L1,256,0,h11
1950,to70,L2p,195,0,h11
1950,to71,L1,13,0,h11
1950,to71,L2p,44,0,h11
1950,under,L1,3,0,h11
1950,under,L2p,191,0,h11
2100,RFW,L1,995,0,h11
2100,RFW,L2p,394,0,h11
2100,to70,L1,204,0,h11
2100,to70,L2p,242,0,h11
2100,to71,L1,1,0,h11
2100,under,L1,15,0,h11
2100,under,L2p,30,0,h11
2250,RFW,L1,836,0,h11
2250,RFW,L2p,436,0,h11
2250,to70,L1,192,0,h11
2250,to70,L2p,203,0,h11
2250,to71,L2p,10,0,h11
2250,under,L1,29,0,h11
2250,under,L2p,74,0,h11
2400,RFW,L1,1009,0,h11
2400,RFW,L2p,563,0,h11
2400,to70,L1,184,0,h11
2400,to70,L2p,129,0,h11
2400,to71,L1,15,0,h11
2400,to71,L2p,53,0,h11
2400,under,L1,19,0,h11
2400,under,L2p,218,0,h11
2550,RFW,L1,1065,0,h11
2550,RFW,L2p,565,0,h11
2550,to70,L1,134,0,h11
2550,to70,L2p,133,0,h11
2550,to71,L1,8,0,h11
2550,to71,L2p,14,0,h11
2550,under,L1,24,0,h11
2550,under,L2p,176,0,h11
2700,RFW,L1,1044,0,h11
2700,RFW,L2p,538,0,h11
2700,to70,L1,166,0,h11
2700,to70,L2p,142,0,h11
2700,to71,L2p,59,0,h11
2700,under,L2p,137,0,h11
2850,RFW,L1,1056,0,h11
2850,RFW,L2p,394,0,h11
2850,to70,L1,85,0,h11
2850,to70,L2p,96,0,h11
2850,to71,L1,12,0,h11
2850,to71,L2p,24,0,h11
2850,under,L1,14,0,h11
2850,under,L2p,47,0,h11
3000,RFW,L1,836,1,h11
3000,RFW,L2p,500,0,h11
3000,to70,L1,135,0,h11
3000,to70,L2p,214,0,h11
3000,to71,L1,28,0,h11
3000,to71,L2p,23,0,h11
3000,under,L2p,69,0,h11
3150,RFW,L1,878,0,h11
3150,RFW,L2p,372,0,h11
3150,to70,L1,176,0,h11
3150,to70,L2p,218,0,h11
3150,to71,L1,3,0,h11
3150,to71,L2p,19,0,h11
3150,under,L1,1,0,h11
3150,under,L2p,30,0,h11
3300,RFW,L1,804,0,h11
3300,RFW,L2p,437,0,h11
3300,to70,L1,186,0,h11
3300,to70,L2p,95,0,h11
3300,to71,L2p,19,0,h11
3300,under,L1,32,0,h11
3300,under,L2p,105,0,h11
3450,END,L2p,2,0,h11
3450,RFW,L1,981,82,h11
3450,RFW,L2p,425,0,h11
3450,to70,L1,80,11,h11
3450,to70,L2p,126,0,h11
3450,to71,L2p,13,0,h11
3450,under,L1,1,0,h11
3450,under,L2p,74,0,h11
3600,END,L1,227,13,h11
3600,END,L2p,276,0,h11
3600,RFW,L1,1544,1260,h11
3600,RFW,L2p,76,0,h11
3600,to70,L1,302,236,h11
3600,to70,L2p,28,0,h11
3600,to71,L2p,30,0,h11
3600,under,L2p,17,0,h11
3750,END,L1,1124,782,h11
3750,END,L2p,422,0,h11
3750,RFW,L1,1620,1620,h11
3750,RFW,L2p,48,0,h11
3750,to70,L1,362,330,h11
3750,to70,L2p,35,0,h11
3750,to71,L1,1,0,h11
3750,to71,L2p,18,0,h11
3750,under,L2p,61,0,h11
3900,END,L1,2016,1870,h11
3900,END,L2p,106,0,h11
3900,RFW,L1,1620,1620,h11
3900,RFW,L2p,178,0,h11
3900,to70,L1,372,332,h11
3900,to70,L2p,276,3,h11
3900,to71,L2p,30,0,h11
3900,under,L1,3,0,h11
3900,under,L2p,30,0,h11
4050,END,L1,2429,2320,h11
4050,END,L2p,294,0,h11
4050,RFW,L1,1245,1043,h11
4050,RFW,L2p,185,12,h11
4050,to70,L1,317,235,h11
4050,to70,L2p,311,10,h11
4050,to71,L2p,13,8,h11
4050,under,L2p,69,0,h11
4200,END,L1,2856,2340,h11
4200,END,L2p,480,17,h11
4200,RFW,L1,660,530,h11
4200,RFW,L2p,268,8,h11
4200,to70,L1,208,157,h11
4200,to70,L2p,194,17,h11
4200,to71,L2p,48,0,h11
4200,under,L2p,99,0,h11
4350,END,L1,3465,3055,h11
4350,END,L2p,743,52,h11
4350,RFW,L1,555,528,h11
4350,RFW,L2p,285,104,h11
4350,to70,L1,186,151,h11
4350,to70,L2p,223,59,h11
4350,to71,L2p,90,13,h11
4350,under,L1,2,0,h11
4350,under,L2p,73,0,h11
4500,END,L1,3853,3518,h11
4500,END,L2p,1152,170,h11
4500,RFW,L1,344,301,h11
4500,RFW,L2p,192,159,h11
4500,to70,L1,108,90,h11
4500,to70,L2p,277,67,h11
4500,to71,L1,1,0,h11
4500,to71,L2p,78,48,h11
4500,under,L1,12,0,h11
4500,under,L2p,106,0,h11
4650,END,L1,4152,3695,h11
4650,END,L2p,1490,526,h11
4650,RFW,L1,29,25,h11
4650,RFW,L2p,18,14,h11
4650,to70,L1,12,9,h11
4650,to70,L2p,215,162,h11
4650,to71,L2p,53,45,h11
4650,under,L1,14,1,h11
4650,under,L2p,70,0,h11
4800,END,L1,4402,4165,h11
4800,END,L2p,1781,1055,h11
4800,to70,L2p,180,169,h11
4800,to71,L2p,15,13,h11
4800,under,L1,18,0,h11
4800,under,L2p,50,0,h11
4950,END,L1,4570,4470,h11
4950,END,L2p,2165,1521,h11
4950,to70,L2p,174,167,h11
4950,under,L1,11,0,h11
4950,under,L2p,69,0,h11
5100,END,L1,4703,4616,h11
5100,END,L2p,2610,1905,h11
5100,to70,L2p,134,130,h11
5100,under,L2p,21,0,h11
5250,END,L1,4843,4723,h11
5250,END,L2p,3259,2417,h11
5250,to70,L2p,81,72,h11
5250,under,L2p,55,0,h11
0,RFW,L1,224,0,b0
0,RFW,L2p,205,0,b0
0,to70,L1,26,0,b0
0,to70,L2p,80,0,b0
0,to71,L2p,23,0,b0
0,under,L1,4,0,b0
0,under,L2p,33,0,b0
150,RFW,L1,516,0,b0
150,RFW,L2p,242,0,b0
150,to70,L1,115,0,b0
150,to70,L2p,63,0,b0
150,to71,L1,2,0,b0
150,to71,L2p,36,0,b0
150,under,L1,11,0,b0
150,under,L2p,104,0,b0
300,RFW,L1,565,0,b0
300,RFW,L2p,405,0,b0
300,to70,L1,106,0,b0
300,to70,L2p,62,0,b0
300,to71,L1,1,0,b0
300,to71,L2p,7,0,b0
300,under,L2p,37,0,b0
450,RFW,L1,755,0,b0
450,RFW,L2p,287,0,b0
450,to70,L1,63,0,b0
450,to70,L2p,73,0,b0
450,to71,L1,18,0,b0
450,to71,L2p,32,0,b0
450,under,L1,2,0,b0
450,under,L2p,24,0,b0
600,RFW,L1,565,0,b0
600,RFW,L2p,345,0,b0
600,to70,L1,116,0,b0
600,to70,L2p,68,0,b0
600,to71,L1,12,0,b0
600,to71,L2p,6,0,b0
600,under,L2p,22,0,b0
750,RFW,L1,552,0,b0
750,RFW,L2p,206,0,b0
750,to70,L1,95,0,b0
750,to70,L2p,76,0,b0
750,to71,L1,7,0,b0
750,to71,L2p,31,0,b0
900,RFW,L1,743,0,b0
900,RFW,L2p,539,0,b0
900,to70,L1,98,0,b0
900,to70,L2p,140,0,b0
900,to71,L2p,20,0,b0
900,under,L2p,16,0,b0
1050,RFW,L1,943,0,b0
1050,RFW,L2p,460,0,b0
1050,to70,L1,231,0,b0
1050,to70,L2p,97,0,b0
1050,to71,L1,1,0,b0
1050,to71,L2p,45,0,b0
1050,under,L2p,93,0,b0
1200,RFW,L1,1015,0,b0
1200,RFW,L2p,705,0,b0
1200,to70,L1,247,0,b0
1200,to70,L2p,145,0,b0
1200,to71,L1,17,0,b0
1200,to71,L2p,58,0,b0
1200,under,L1,14,0,b0
1200,under,L2p,133,0,b0
1350,RFW,L1,1124,1,b0
1350,RFW,L2p,525,0,b0
1350,to70,L1,156,0,b0
1350,to70,L2p,106,0,b0
1350,to71,L1,15,0,b0
1350,to71,L2p,39,0,b0
1350,under,L1,2,0,b0
1350,under,L2p,141,0,b0
1500,RFW,L1,980,0,b0
1500,RFW,L2p,451,0,b0
1500,to70,L1,161,0,b0
1500,to70,L2p,149,0,b0
1500,to71,L2p,6,0,b0
1500,under,L1,6,0,b0
1500,under,L2p,137,0,b0
1650,RFW,L1,759,0,b0
1650,RFW,L2p,410,0,b0
1650,to70,L1,220,0,b0
1650,to70,L2p,207,0,b0
1650,to71,L2p,4,0,b0
1650,under,L1,9,0,b0
1650,under,L2p,111,0,b0
1800,RFW,L1,840,0,b0
1800,RFW,L2p,493,0,b0
1800,to70,L1,369,0,b0
1800,to70,L2p,235,0,b0
1800,to71,L2p,41,0,b0
1800,under,L1,3,0,b0
1800,under,L2p,100,0,b0
1950,RFW,L1,960,0,b0
1950,RFW,L2p,551,0,b0
1950,to70,L1,256,0,b0
1950,to70,L2p,195,0,b0
1950,to71,L1,13,0,b0
1950,to71,L2p,44,0,b0
1950,under,L1,3,0,b0
1950,under,L2p,191,0,b0
2100,RFW,L1,995,0,b0
2100,RFW,L2p,394,0,b0
2100,to70,L1,205,0,b0
2100,to70,L2p,242,0,b0
2100,to71,L1,1,0,b0
2100,under,L1,15,0,b0
2100,under,L2p,30,0,b0
2250,RFW,L1,838,0,b0
2250,RFW,L2p,436,0,b0
2250,to70,L1,194,0,b0
2250,to70,L2p,203,0,b0
2250,to71,L2p,10,0,b0
2250,under,L1,29,0,b0
2250,under,L2p,74,0,b0
2400,RFW,L1,1013,0,b0
2400,RFW,L2p,563,0,b0
2400,to70,L1,184,0,b0
2400,to70,L2p,129,0,b0
2400,to71,L1,15,0,b0
2400,to71,L2p,53,0,b0
2400,under,L1,19,0,b0
2400,under,L2p,218,0,b0
2550,RFW,L1,1065,0,b0
2550,RFW,L2p,565,0,b0
2550,to70,L1,134,0,b0
2550,to70,L2p,133,0,b0
2550,to71,L1,8,0,b0
2550,to71,L2p,14,0,b0
2550,under,L1,24,0,b0
2550,under,L2p,176,0,b0
2700,RFW,L1,1042,0,b0
2700,RFW,L2p,538,0,b0
2700,to70,L1,166,0,b0
2700,to70,L2p,142,0,b0
2700,to71,L2p,59,0,b0
2700,under,L2p,137,0,b0
2850,RFW,L1,1056,0,b0
2850,RFW,L2p,394,0,b0
2850,to70,L1,85,0,b0
2850,to70,L2p,96,0,b0
2850,to71,L1,12,0,b0
2850,to71,L2p,24,0,b0
2850,under,L1,14,0,b0
2850,under,L2p,47,0,b0
3000,RFW,L1,837,1,b0
3000,RFW,L2p,500,0,b0
3000,to70,L1,135,0,b0
3000,to70,L2p,214,0,b0
3000,to71,L1,28,0,b0
3000,to71,L2p,23,0,b0
3000,under,L2p,69,0,b0
3150,RFW,L1,878,0,b0
3150,RFW,L2p,372,0,b0
3150,to70,L1,176,0,b0
3150,to70,L2p,218,0,b0
3150,to71,L1,3,0,b0
3150,to71,L2p,19,0,b0
3150,under,L1,1,0,b0
3150,under,L2p,30,0,b0
3300,RFW,L1,806,1,b0
3300,RFW,L2p,437,0,b0
3300,to70,L1,187,1,b0
3300,to70,L2p,95,0,b0
3300,to71,L2p,19,0,b0
3300,under,L1,32,0,b0
3300,under,L2p,105,0,b0
3450,END,L2p,23,0,b0
3450,RFW,L1,1399,576,b0
3450,RFW,L2p,404,0,b0
3450,to70,L1,108,46,b0
3450,to70,L2p,134,0,b0
3450,to71,L2p,13,0,b0
3450,under,L1,1,0,b0
3450,under,L2p,74,0,b0
3600,END,L1,200,18,b0
3600,END,L2p,219,9,b0
3600,RFW,L1,2188,1984,b0
3600,RFW,L2p,98,0,b0
3600,to70,L1,280,230,b0
3600,to70,L2p,102,0,b0
3600,to71,L2p,30,0,b0
3600,under,L2p,17,0,b0
3750,END,L1,952,702,b0
3750,END,L2p,352,0,b0
3750,RFW,L1,2294,2280,b0
3750,RFW,L2p,126,0,b0
3750,to70,L1,360,330,b0
3750,to70,L2p,118,0,b0
3750,to71,L2p,19,0,b0
3750,under,L2p,61,0,b0
3900,END,L1,1733,1626,b0
3900,END,L2p,93,0,b0
3900,RFW,L1,1924,1710,b0
3900,RFW,L2p,286,5,b0
3900,to70,L1,347,296,b0
3900,to70,L2p,305,4,b0
3900,to71,L2p,30,0,b0
3900,under,L1,2,0,b0
3900,under,L2p,31,0,b0
4050,END,L1,2043,1622,b0
4050,END,L2p,440,1,b0
4050,RFW,L1,787,418,b0
4050,RFW,L2p,60,0,b0
4050,to70,L1,361,178,b0
4050,to70,L2p,215,1,b0
4050,to71,L2p,7,0,b0
4050,under,L2p,69,0,b0
4200,END,L1,2596,1936,b0
4200,END,L2p,630,51,b0
4200,RFW,L1,600,600,b0
4200,RFW,L2p,1,0,b0
4200,to70,L1,369,330,b0
4200,to70,L2p,254,21,b0
4200,to71,L2p,48,0,b0
4200,under,L2p,99,0,b0
4350,END,L1,3420,3276,b0
4350,END,L2p,584,216,b0
4350,RFW,L1,600,600,b0
4350,RFW,L2p,51,0,b0
4350,to70,L1,380,330,b0
4350,to70,L2p,382,146,b0
4350,to71,L2p,90,19,b0
4350,under,L1,2,0,b0
4350,under,L2p,73,0,b0
4500,END,L1,3777,3664,b0
4500,END,L2p,946,169,b0
4500,RFW,L1,600,600,b0
4500,RFW,L2p,90,6,b0
4500,to70,L1,330,330,b0
4500,to70,L2p,486,238,b0
4500,to71,L2p,90,63,b0
4500,under,L1,12,0,b0
4500,under,L2p,105,0,b0
4650,END,L1,3809,3706,b0
4650,END,L2p,1527,514,b0
4650,RFW,L1,537,500,b0
4650,RFW,L2p,90,69,b0
4650,to70,L1,293,274,b0
4650,to70,L2p,450,385,b0
4650,to71,L2p,90,84,b0
4650,under,L1,13,0,b0
4650,under,L2p,71,0,b0
4800,END,L1,3845,3539,b0
4800,END,L2p,2033,1104,b0
4800,RFW,L1,286,262,b0
4800,RFW,L2p,69,55,b0
4800,to70,L1,254,237,b0
4800,to70,L2p,262,206,b0
4800,to71,L1,1,0,b0
4800,to71,L2p,42,28,b0
4800,under,L1,17,1,b0
4800,under,L2p,50,0,b0
4950,END,L1,3998,3743,b0
4950,END,L2p,2444,1650,b0
4950,RFW,L1,270,270,b0
4950,RFW,L2p,60,55,b0
4950,to70,L1,270,270,b0
4950,to70,L2p,156,147,b0
4950,under,L1,10,0,b0
4950,under,L2p,71,0,b0
5100,END,L1,4133,4036,b0
5100,END,L2p,2885,2260,b0
5100,RFW,L1,270,270,b0
5100,RFW,L2p,60,58,b0
5100,to70,L1,270,270,b0
5100,to70,L2p,136,130,b0
5100,under,L2p,21,0,b0
5250,END,L1,4271,4083,b0
5250,END,L2p,3540,2729,b0
5250,RFW,L1,217,189,b0
5250,RFW,L2p,48,45,b0
5250,to70,L1,173,151,b0
5250,to70,L2p,95,82,b0
5250,under,L2p,55,0,b0
