link,nc_lcd200,g1_lcd200,h0,h11,b0,d_g1_200,d_h11_1000,d_b0_1000,d_nc_1000v200
10237,0.1,0.1,0.1,0.1,0.1,0.0,0.0,-0.0,0.0
10198,0.2,0.2,0.2,0.2,0.2,0.0,0.0,-0.0,0.0
10181,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,-0.0
10182,0.1,0.1,0.1,0.1,0.0,-0.0,-0.0,-0.0,-0.0
10183,0.4,0.4,0.4,0.5,0.4,0.0,0.1,0.0,0.0
10184,0.2,0.2,0.2,0.2,0.2,0.0,-0.0,-0.0,0.0
10186,0.2,0.2,0.3,0.3,0.3,0.0,0.0,0.0,0.0
10187,0.5,0.5,0.5,0.9,0.5,0.0,0.4,0.0,-0.0
10189,0.7,0.7,0.7,0.6,0.7,-0.0,-0.1,-0.0,0.0
10206,0.2,0.2,0.2,0.2,0.2,-0.0,-0.0,-0.0,0.0
10190,1.1,1.1,1.1,1.1,1.1,-0.0,-0.0,0.0,-0.0
10191,1.4,1.4,1.4,2.3,1.4,-0.0,0.9,-0.0,0.0
10192,0.7,0.7,0.7,0.7,0.6,-0.0,0.0,-0.1,0.0
10193,0.4,0.4,0.4,1.2,0.4,-0.0,0.7,-0.0,0.0
10194,0.1,0.1,0.1,0.2,0.2,-0.0,0.1,0.1,-0.0
10195,0.3,0.2,0.3,0.2,0.2,-0.0,-0.1,-0.1,0.0
10197,0.8,0.8,0.7,0.8,0.7,0.0,0.0,-0.0,-0.0
10274,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
10275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
10277,0.1,0.1,0.1,0.2,0.1,0.0,0.0,-0.0,0.0
10278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10263,0.1,0.1,0.1,0.1,0.1,0.0,0.0,-0.0,0.0
10284,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10285,0.5,0.6,0.5,0.5,0.5,0.0,0.0,-0.0,0.0
10286,0.2,0.2,0.2,0.2,0.2,-0.0,-0.0,-0.0,0.0
10287,0.1,0.1,0.1,0.3,0.3,0.0,0.2,0.2,-0.0
10288,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0
10289,0.2,0.2,0.2,0.2,0.2,-0.0,-0.0,-0.0,0.0
10290,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
10273,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
10218,0.3,0.3,0.3,0.3,0.3,0.0,-0.0,0.0,0.0
10222,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
10223,0.2,0.1,0.2,0.2,0.2,-0.0,0.0,-0.0,-0.0
10224,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0
10225,0.2,0.2,0.2,0.2,0.2,-0.0,0.0,-0.0,-0.0
10226,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.0
10227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10283,0.2,0.1,0.2,0.1,0.1,-0.0,-0.0,-0.0,0.0
10229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10231,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0
10232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
10233,0.2,0.2,0.2,0.2,0.2,-0.0,-0.0,-0.0,-0.0
10236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10216,0.8,0.8,0.8,0.8,0.8,-0.0,-0.0,-0.0,-0.0
10316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10317,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
10318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
10319,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
10322,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
10323,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
10299,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
10301,0.1,0.1,0.2,0.1,0.1,0.0,-0.0,-0.0,0.0
10330,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
10331,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
10332,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0
10333,0.1,0.0,0.1,0.1,0.1,-0.0,0.0,0.0,-0.0
10334,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,-0.0
10314,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
10315,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
10255,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
10256,0.1,0.1,0.1,0.1,0.1,-0.0,-0.1,-0.1,0.0
10257,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
10258,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
10259,0.1,0.1,0.1,0.1,0.1,-0.0,-0.0,-0.0,0.0
10260,0.2,0.1,0.1,0.1,0.2,-0.0,-0.0,0.0,-0.0
10328,0.1,0.1,0.1,0.1,0.1,0.0,-0.0,-0.0,0.0
10267,0.1,0.1,0.1,0.1,0.1,-0.0,-0.0,0.0,-0.0
10269,0.1,0.0,0.1,0.0,0.1,-0.0,-0.0,0.0,-0.0
10270,0.1,0.1,0.1,0.1,0.1,0.0,-0.0,0.0,-0.0
10271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10272,0.2,0.1,0.1,0.1,0.1,-0.0,-0.0,-0.0,-0.1
10253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
10254,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
10371,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
10372,0.1,0.1,0.1,0.2,0.2,0.0,0.0,0.0,0.0
10373,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.0
10374,0.2,0.1,0.1,0.2,0.1,-0.0,0.0,0.0,-0.0
10347,0.1,0.1,0.1,0.1,0.1,0.0,0.0,-0.0,0.0
10348,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.0
10350,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
10357,0.1,0.1,0.1,0.1,0.1,-0.0,0.0,-0.0,0.0
10378,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
10381,0.2,0.1,0.2,0.1,0.1,-0.0,-0.1,-0.1,0.0
10385,0.6,0.6,0.6,0.6,0.6,-0.0,-0.0,0.0,-0.0
10367,0.2,0.2,0.2,0.2,0.2,0.0,-0.0,0.0,0.0
10368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
10369,0.1,0.1,0.1,0.1,0.1,-0.0,-0.0,-0.0,0.0
10370,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.0
10294,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
10295,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
10296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10297,0.1,0.1,0.1,0.1,0.1,0.0,-0.0,0.0,0.0
10298,0.4,0.4,0.4,0.4,0.4,0.0,-0.0,-0.0,0.0
10375,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0
10376,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0
10377,0.0,0.1,0.1,0.0,0.0,0.0,-0.0,-0.0,0.0
1220015600,1.1,1.1,1.1,1.1,1.1,0.0,0.0,0.0,0.0
10303,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
10304,0.1,0.1,0.1,0.1,0.1,0.0,0.0,-0.0,0.0
10305,0.2,0.2,0.2,0.2,0.2,0.0,0.0,-0.0,0.0
10313,0.2,0.1,0.1,0.1,0.2,-0.0,-0.0,0.0,-0.0
10291,0.2,0.1,0.1,0.2,0.2,-0.0,0.0,0.0,-0.0
1220015700,0.5,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
10293,0.8,0.8,0.8,0.8,0.8,-0.0,-0.0,-0.0,-0.0
10424,0.7,0.7,0.7,0.7,0.6,0.0,-0.0,-0.1,0.0
10425,0.1,0.1,0.1,0.1,0.1,0.0,0.0,-0.0,0.0
10426,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
10428,0.1,0.1,0.1,0.1,0.1,0.0,-0.0,0.0,0.0
10410,0.0,0.0,0.1,0.0,0.0,0.0,-0.0,-0.0,0.0
10411,0.1,0.1,0.1,0.1,0.1,0.0,-0.0,0.0,0.0
10414,0.2,0.2,0.2,0.2,0.2,-0.0,-0.0,0.0,0.0
10415,0.1,0.1,0.1,0.1,0.1,0.0,-0.0,-0.0,0.0
10433,0.1,0.1,0.1,0.1,0.1,0.0,-0.0,-0.0,0.0
10434,0.2,0.2,0.2,0.2,0.2,-0.0,0.0,0.0,0.0
10436,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,-0.0
1220017202,5.3,5.3,5.3,5.3,5.3,0.0,0.0,0.0,0.0
10420,0.2,0.2,0.2,0.2,0.2,-0.0,-0.0,-0.0,0.0
10421,0.6,0.6,0.6,0.6,0.6,-0.0,-0.1,-0.0,0.0
10422,0.2,0.2,0.2,0.2,0.2,-0.0,-0.0,-0.0,0.0
1220013000,0.2,0.2,0.2,0.2,0.2,0.0,-0.0,0.0,0.0
1220013100,1.4,1.5,1.4,1.5,1.5,0.0,0.0,0.0,0.0
10344,0.1,0.1,0.1,0.1,0.1,-0.0,-0.0,-0.0,-0.0
10345,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.0
10346,0.2,0.2,0.2,0.3,0.2,0.0,0.0,-0.0,0.0
10429,0.2,0.2,0.2,0.2,0.3,-0.0,-0.0,0.0,-0.0
10430,0.2,0.2,0.2,0.2,0.3,-0.0,0.0,0.0,-0.0
10431,0.2,0.2,0.2,0.2,0.2,-0.0,-0.0,-0.0,0.0
10432,0.1,0.1,0.1,0.1,0.1,-0.0,-0.0,0.0,-0.0
10358,0.1,0.1,0.1,0.1,0.1,-0.0,0.0,0.0,-0.0
10359,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
10365,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.0
10366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,1.1,1.1,0.9,1.0,1.0,0.0,0.1,0.1,-0.1
10337,0.2,0.2,0.2,0.2,0.3,0.0,0.0,0.0,-0.0
10341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10342,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
10469,0.4,0.4,0.4,0.4,0.4,-0.0,0.0,-0.0,-0.0
10470,0.2,0.2,0.2,0.2,0.2,0.0,-0.0,-0.0,0.0
10471,0.1,0.1,0.1,0.1,0.1,-0.0,0.0,0.0,-0.0
10448,1.1,1.1,1.0,0.8,1.0,-0.0,-0.1,-0.0,-0.2
10449,0.2,0.2,0.2,0.2,0.2,0.0,-0.0,-0.0,-0.0
10451,1.3,1.2,1.1,1.3,1.0,-0.0,0.3,-0.0,-0.2
10453,0.7,0.7,0.7,0.7,0.7,0.0,-0.0,0.0,-0.0
10454,0.1,0.1,0.1,0.1,0.1,-0.0,0.0,0.0,-0.0
10478,0.7,0.7,0.7,0.7,0.7,0.0,0.0,0.0,0.0
35,1.7,1.7,1.7,1.7,1.7,0.0,0.0,0.0,0.0
1220020804,2.3,2.3,2.3,2.3,2.3,-0.0,-0.0,0.0,0.0
10458,0.3,0.3,0.3,0.3,0.3,-0.0,-0.0,-0.0,0.0
10460,0.2,0.2,0.3,0.3,0.2,0.0,-0.0,-0.0,0.0
10462,0.2,0.2,0.2,0.2,0.2,-0.0,0.0,0.0,0.0
10467,0.3,0.3,0.3,0.3,0.3,0.0,0.0,-0.0,-0.0
10468,0.1,0.1,0.1,0.1,0.1,0.0,0.0,-0.0,0.0
10402,0.2,0.2,0.2,0.2,0.2,-0.0,-0.0,0.0,-0.0
10403,0.3,0.3,0.3,0.2,0.3,-0.0,-0.0,0.0,-0.0
10408,0.2,0.2,0.2,0.2,0.2,0.0,0.0,-0.0,0.0
76,18.0,18.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0
10472,0.4,0.4,0.4,0.4,0.4,-0.0,-0.0,0.0,-0.0
10474,0.2,0.2,0.2,0.2,0.2,-0.0,0.0,0.0,-0.0
10475,0.2,0.2,0.2,0.2,0.2,-0.0,-0.0,-0.0,-0.0
10477,0.6,0.6,0.6,0.6,0.6,0.0,0.0,-0.0,0.0
10416,0.1,0.1,0.1,0.1,0.1,0.0,-0.0,-0.0,0.0
10417,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10418,0.4,0.4,0.4,0.4,0.4,0.0,0.0,0.0,0.0
14,0.5,0.6,0.5,0.5,0.5,0.0,-0.0,-0.0,-0.0
10388,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0
10395,0.2,0.2,0.2,0.2,0.2,-0.0,-0.0,-0.0,0.0
10396,0.3,0.3,0.3,0.4,0.3,0.0,0.1,0.0,0.0
10401,0.1,0.1,0.1,0.1,0.2,-0.0,0.0,0.0,0.0
10601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.3,1.3,1.3,1.3,1.4,-0.0,0.0,0.1,-0.0
10494,0.3,0.3,0.3,0.3,0.3,-0.0,-0.0,-0.0,-0.0
10495,0.2,0.1,0.1,0.1,0.1,-0.0,-0.0,-0.0,-0.0
10234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1220018404,6.9,6.9,6.8,7.8,7.9,0.0,0.9,1.0,-0.1
10498,0.4,0.4,0.4,0.4,0.4,-0.0,-0.0,-0.0,-0.0
10499,0.5,0.4,0.4,0.4,0.5,-0.0,-0.0,0.0,-0.0
10516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
10501,7.8,7.8,7.8,7.8,7.8,0.0,0.1,0.0,-0.0
1220018503,0.2,0.2,0.2,0.2,0.2,-0.0,-0.0,-0.1,0.0
1220017300,1.2,1.2,1.2,1.2,1.2,0.0,0.0,0.0,0.0
10504,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
10505,0.2,0.2,0.2,0.2,0.2,-0.0,0.0,0.0,-0.0
10506,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0
10507,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.0
10446,0.1,0.1,0.1,0.1,0.1,-0.0,-0.0,-0.0,-0.0
10447,0.4,0.4,0.4,0.3,0.4,-0.0,-0.0,0.0,-0.0
10509,0.3,0.3,0.3,0.2,0.3,-0.0,-0.0,0.0,-0.0
10510,0.1,0.1,0.1,0.1,0.1,-0.0,-0.0,0.0,0.0
10511,0.1,0.1,0.1,0.1,0.1,-0.0,0.0,0.0,-0.0
10512,0.1,0.2,0.1,0.2,0.1,0.0,0.1,-0.0,-0.0
10514,9.9,9.9,10.2,9.8,9.4,0.0,-0.4,-0.8,0.3
10515,0.2,0.2,0.1,0.2,0.1,0.0,0.0,0.0,-0.0
10456,0.5,0.5,0.5,0.5,0.5,-0.0,-0.0,-0.0,0.0
10457,0.3,0.4,0.3,0.3,0.3,0.0,-0.0,0.0,-0.0
10438,0.1,0.1,0.1,0.1,0.1,0.0,-0.0,-0.0,0.0
10439,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0
10441,0.8,0.8,0.8,0.8,0.8,-0.0,0.0,0.0,-0.0
10443,0.6,0.7,0.6,0.6,0.6,0.0,0.0,0.0,-0.0
10444,0.3,0.3,0.3,0.3,0.3,0.0,0.0,-0.0,-0.0
10445,0.2,0.2,0.2,0.2,0.2,0.0,-0.0,-0.0,0.0
4,0.2,0.2,0.2,0.2,0.2,-0.0,0.0,0.0,-0.0
5,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0
6,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0
7,0.1,0.1,0.1,0.1,0.1,0.0,-0.0,-0.0,-0.0
8,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.0
12,0.3,0.3,0.3,0.3,0.3,-0.0,0.0,0.0,0.0
1220001100,1.3,1.3,1.3,1.3,1.3,0.0,0.0,0.0,0.0
1220001200,10.9,10.9,10.9,10.9,10.9,0.0,0.0,0.0,0.0
13,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
18,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
1220007300,4.7,4.8,4.6,4.6,4.8,0.0,0.0,0.2,-0.1
19,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
1220007501,7.8,7.8,7.9,7.9,7.8,-0.0,-0.0,-0.1,0.1
20,0.6,0.6,0.6,0.5,0.5,-0.0,-0.0,-0.0,-0.0
1220002302,2.2,2.2,2.2,2.2,2.2,-0.0,0.0,0.0,-0.0
22,0.4,0.4,0.4,0.4,0.4,0.0,0.0,0.0,-0.0
1220008202,3.0,3.0,3.0,2.9,3.0,-0.0,-0.1,-0.0,-0.0
1220008203,0.8,0.8,0.8,0.9,0.8,-0.0,0.1,0.0,-0.0
23,0.4,0.4,0.4,0.4,0.4,0.0,0.0,0.0,0.0
36,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
25,5.0,5.0,5.0,5.0,5.0,-0.0,0.0,-0.0,0.0
1220008401,1.6,1.6,1.6,1.5,1.5,0.0,-0.0,-0.1,0.0
27,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
10500,0.4,0.4,0.4,0.4,0.4,0.0,0.0,0.0,-0.0
28,5.2,5.2,5.2,5.2,5.2,-0.0,-0.0,0.0,0.0
1220021301,2.8,2.8,2.9,2.8,2.7,0.0,-0.1,-0.2,0.0
1220021304,2.3,2.2,2.3,2.3,2.2,-0.0,0.0,-0.1,0.0
10485,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.0
33,1.8,1.8,1.8,1.8,1.8,0.0,0.0,0.0,0.0
34,1.2,1.3,1.3,1.3,1.3,0.0,0.0,0.0,0.0
10492,0.2,0.2,0.2,0.2,0.2,-0.0,-0.0,-0.0,-0.0
1220018202,1.7,1.7,1.7,1.7,1.7,-0.0,-0.0,-0.0,0.0
10533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
255,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.0
256,1.5,1.5,1.5,1.5,1.5,0.0,0.0,-0.0,0.0
194,0.2,0.2,0.2,0.2,0.2,0.0,-0.0,-0.0,0.0
10521,0.1,0.1,0.1,0.1,0.1,0.0,0.0,-0.0,-0.0
10524,0.1,0.1,0.1,0.1,0.1,0.0,-0.0,0.0,0.0
10525,0.1,0.1,0.1,0.1,0.1,0.0,-0.0,-0.0,0.0
199,0.7,0.6,0.6,0.6,0.6,-0.0,-0.0,-0.0,-0.0
10542,0.4,0.3,0.4,0.3,0.4,-0.0,-0.0,0.0,-0.0
10544,0.5,0.5,0.5,1.3,0.5,0.0,0.8,-0.0,0.0
10527,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
10528,0.1,0.1,0.1,0.1,0.1,-0.0,-0.0,-0.0,-0.0
10529,0.1,0.1,0.1,0.1,0.1,-0.0,-0.0,-0.0,0.0
10530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
10531,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.0
10553,0.2,0.2,0.2,0.5,0.2,0.0,0.3,-0.1,0.1
10554,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
10555,0.1,0.1,0.1,0.1,0.1,0.0,0.0,-0.0,0.0
10556,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
10557,0.5,0.5,0.5,0.5,0.5,0.0,-0.0,0.0,0.0
10535,0.2,0.2,0.2,0.2,0.2,-0.0,-0.0,-0.0,0.0
10536,0.6,0.6,0.6,0.6,0.6,-0.0,-0.0,-0.0,-0.0
201,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1220001501,18.0,18.0,18.0,18.0,18.0,0.0,-0.0,-0.0,0.0
1220001602,3.0,3.0,3.0,3.0,3.0,-0.0,0.0,0.0,-0.0
1220001900,3.2,3.2,3.2,3.2,3.2,0.0,0.0,0.0,0.0
210,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
1220002202,11.9,11.9,11.9,11.9,11.9,-0.0,-0.0,-0.0,0.0
83,5.5,5.5,5.5,5.5,5.5,0.0,0.0,0.0,0.0
10547,0.5,0.5,0.5,0.5,0.5,0.0,-0.0,-0.0,0.0
10550,1.4,1.3,1.4,1.7,1.4,-0.0,0.3,-0.0,0.1
10574,0.1,0.1,0.1,0.1,0.2,0.0,-0.0,0.0,0.0
10558,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.0
84,5.7,5.7,5.6,5.5,6.7,-0.0,-0.1,1.1,-0.1
10561,0.3,0.3,0.4,0.4,0.4,0.0,-0.0,-0.0,0.0
10562,0.1,0.1,0.1,0.1,0.1,-0.0,-0.0,-0.0,0.0
10563,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.0
10564,0.3,0.3,0.3,0.3,0.3,0.0,-0.0,-0.0,0.0
10565,0.5,0.5,0.5,0.5,0.4,0.0,-0.0,-0.0,0.0
10589,0.1,0.1,0.1,0.1,0.1,0.0,-0.0,-0.0,0.0
10567,1.1,1.1,1.2,1.1,1.1,-0.0,-0.1,-0.1,0.0
10568,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.0
10569,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
10570,1.0,0.9,0.9,1.0,0.9,-0.0,0.0,-0.0,-0.0
10571,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
10572,0.1,0.1,0.1,0.1,0.1,0.0,-0.0,0.0,0.0
10573,0.1,0.1,0.1,0.1,0.2,-0.0,-0.0,0.0,0.0
10598,0.8,0.8,0.8,0.8,0.8,-0.0,-0.0,-0.0,0.0
10578,0.2,0.2,0.2,0.2,0.2,0.0,-0.0,0.0,0.0
10579,0.2,0.2,0.2,0.2,0.2,0.0,-0.0,-0.0,0.0
10584,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
10585,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.0
10586,0.3,0.3,0.3,0.3,0.3,-0.0,-0.0,-0.0,-0.0
10587,0.1,0.1,0.1,0.1,0.1,0.0,-0.0,-0.0,0.0
10588,0.3,0.3,0.3,0.4,0.3,0.0,0.0,0.0,0.0
85,2.5,2.5,2.5,2.4,3.0,-0.0,-0.1,0.5,-0.0
217,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0
10592,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
225,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
10594,1.2,1.3,1.3,1.2,1.2,0.0,-0.0,-0.0,0.0
10595,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
10596,0.2,0.2,0.2,0.2,0.2,-0.0,-0.0,-0.0,-0.0
10597,1.1,1.1,1.1,1.1,1.1,-0.0,0.0,0.0,-0.0
10600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
10602,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
10603,0.4,0.4,0.4,0.4,0.4,0.0,-0.0,-0.0,0.0
10605,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
10606,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
10607,0.2,0.2,0.2,0.2,0.2,-0.0,0.0,0.0,0.0
10608,0.1,0.2,0.1,0.2,0.2,0.0,0.0,0.0,0.0
10662,0.3,0.3,0.3,0.3,0.3,0.0,-0.0,-0.0,0.0
10610,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
254,0.2,0.2,0.2,0.2,0.1,0.0,0.0,-0.0,0.0
10614,0.3,0.4,0.3,0.3,0.3,0.0,-0.0,-0.0,0.0
10615,0.1,0.1,0.1,0.1,0.1,0.0,-0.0,0.0,0.0
10616,0.1,0.1,0.1,0.1,0.1,-0.0,0.0,0.0,-0.0
10617,0.1,0.1,0.1,0.0,0.0,-0.0,-0.0,-0.0,-0.0
10618,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0
10599,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
10635,0.9,0.9,0.9,0.8,0.8,0.0,-0.1,-0.1,-0.0
90,5.1,5.1,5.1,5.1,5.1,-0.0,-0.0,-0.0,0.0
10620,0.2,0.2,0.2,0.2,0.2,-0.0,-0.1,-0.1,0.0
93,1.5,1.5,1.4,1.5,1.5,0.0,0.1,0.1,-0.0
10623,0.1,0.1,0.1,0.1,0.1,0.0,-0.0,-0.0,-0.0
10624,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.0
10626,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
10627,0.1,0.1,0.1,0.1,0.1,-0.0,-0.1,-0.1,0.0
10566,0.3,0.3,0.3,0.3,0.3,-0.0,-0.0,0.0,0.0
10628,0.2,0.2,0.2,0.2,0.2,0.0,-0.0,0.0,0.0
10629,1.9,1.9,2.7,2.4,2.2,-0.0,-0.4,-0.5,0.8
10630,0.1,0.2,0.1,0.1,0.1,0.0,-0.0,0.0,0.0
10631,0.1,0.2,0.1,0.2,0.2,0.0,0.0,0.0,0.0
10632,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
10633,0.6,0.6,0.6,0.6,0.6,-0.0,-0.0,-0.0,0.0
95,5.0,5.0,5.0,5.0,5.2,-0.0,-0.1,0.1,0.0
10637,1.1,1.1,1.1,14.1,13.5,0.0,13.1,12.5,0.0
96,0.6,0.5,0.6,0.6,0.6,-0.0,0.0,0.0,0.0
80,90.8,90.8,90.8,90.8,90.8,0.0,0.0,0.0,0.0
10640,0.4,0.4,0.4,0.3,0.3,-0.0,-0.0,-0.0,-0.0
81,4.5,4.5,4.5,4.5,4.8,-0.0,-0.1,0.3,0.0
82,1.1,1.1,1.1,1.1,1.1,0.0,0.0,0.0,0.0
100,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,-0.0
10696,0.1,0.1,0.1,0.1,0.1,-0.0,-0.0,-0.0,0.0
290,0.9,0.9,0.9,0.9,0.9,0.0,0.0,-0.0,0.0
291,2.1,2.1,2.1,2.1,2.1,0.0,-0.0,0.0,-0.0
293,2.3,2.3,2.3,2.3,2.3,0.0,0.0,0.0,0.0
294,0.5,0.5,0.5,0.5,0.5,0.0,-0.0,-0.0,0.0
