next_link,pbin,win900,rows,L1rows,stop,L1stop
-1,0,0,14,8,0,0
-1,0,1,38,10,0,0
-1,0,2,30,7,0,0
-1,0,3,50,16,0,0
-1,0,4,24,8,0,0
-1,0,5,78,28,0,0
-1,100,0,12,9,0,0
-1,100,1,37,14,0,0
-1,100,2,27,6,0,0
-1,100,3,47,16,0,0
-1,100,4,24,10,0,0
-1,100,5,71,27,0,0
-1,200,0,11,6,0,0
-1,200,1,36,17,0,0
-1,200,2,28,8,0,0
-1,200,3,46,15,0,0
-1,200,4,24,11,0,0
-1,200,5,75,32,0,0
-1,300,0,49,15,0,0
-1,300,1,87,21,1,1
-1,300,2,106,16,1,1
-1,300,3,104,17,0,0
-1,300,4,76,15,0,0
-1,300,5,121,31,0,0
-1,400,0,90,9,0,0
-1,400,1,125,9,0,0
-1,400,2,170,5,0,0
-1,400,3,148,10,0,0
-1,400,4,116,7,0,0
-1,400,5,152,24,0,0
-1,500,0,81,6,0,0
-1,500,1,137,13,0,0
-1,500,2,163,10,0,0
-1,500,3,152,14,0,0
-1,500,4,119,8,0,0
-1,500,5,532,405,358,358
-1,600,0,194,93,0,0
-1,600,1,360,163,0,0
-1,600,2,330,137,2,2
-1,600,3,298,121,1,1
-1,600,4,319,145,5,4
-1,600,5,1221,1034,947,946
-1,700,0,177,56,0,0
-1,700,1,325,92,0,0
-1,700,2,320,85,0,0
-1,700,3,291,73,0,0
-1,700,4,299,70,11,1
-1,700,5,328,22,165,18
-1,800,0,197,75,0,0
-1,800,1,379,137,0,0
-1,800,2,373,144,0,0
-1,800,3,323,126,0,0
-1,800,4,315,125,0,0
-1,800,5,188,55,0,0
-1,900,0,325,168,0,0
-1,900,1,479,210,0,0
-1,900,2,512,247,0,0
-1,900,3,505,272,0,0
-1,900,4,467,230,0,0
-1,900,5,354,209,0,0
-1,1000,0,305,141,0,0
-1,1000,1,473,186,0,0
-1,1000,2,516,221,0,0
-1,1000,3,487,244,0,0
-1,1000,4,460,215,0,0
-1,1000,5,344,191,0,0
-1,1100,0,316,126,0,0
-1,1100,1,489,176,0,0
-1,1100,2,512,215,0,0
-1,1100,3,497,238,0,0
-1,1100,4,459,205,0,0
-1,1100,5,351,195,0,0
-1,1200,0,313,128,0,0
-1,1200,1,471,183,0,0
-1,1200,2,497,196,0,0
-1,1200,3,487,224,0,0
-1,1200,4,466,201,0,0
-1,1200,5,349,191,0,0
-1,1300,0,324,118,0,0
-1,1300,1,482,170,0,0
-1,1300,2,506,200,0,0
-1,1300,3,504,219,0,0
-1,1300,4,463,185,0,0
-1,1300,5,338,184,0,0
-1,1400,0,316,117,0,0
-1,1400,1,494,160,0,0
-1,1400,2,522,197,0,0
-1,1400,3,494,206,0,0
-1,1400,4,475,200,0,0
-1,1400,5,338,177,0,0
-1,1500,0,320,121,0,0
-1,1500,1,498,180,0,0
-1,1500,2,511,192,0,0
-1,1500,3,519,212,0,0
-1,1500,4,472,192,0,0
-1,1500,5,363,193,0,0
-1,1600,0,321,115,0,0
-1,1600,1,504,168,0,0
-1,1600,2,505,190,0,0
-1,1600,3,513,211,0,0
-1,1600,4,474,186,0,0
-1,1600,5,333,171,0,0
-1,1700,0,310,102,0,0
-1,1700,1,492,159,0,0
-1,1700,2,524,179,0,0
-1,1700,3,534,215,0,0
-1,1700,4,484,197,0,0
-1,1700,5,357,183,0,0
-1,1800,0,308,103,0,0
-1,1800,1,509,180,0,0
-1,1800,2,547,201,0,0
-1,1800,3,525,199,0,0
-1,1800,4,466,189,0,0
-1,1800,5,353,175,0,0
-1,1900,0,241,80,0,0
-1,1900,1,382,136,0,0
-1,1900,2,412,149,0,0
-1,1900,3,400,153,0,0
-1,1900,4,374,152,0,0
-1,1900,5,281,150,0,0
10480,0,0,26,15,0,0
10480,0,1,79,35,0,0
10480,0,2,70,26,0,0
10480,0,3,62,20,0,0
10480,0,4,68,19,0,0
10480,0,5,20,9,0,0
10480,100,0,21,13,0,0
10480,100,1,83,41,0,0
10480,100,2,67,22,0,0
10480,100,3,57,15,0,0
10480,100,4,67,28,0,0
10480,100,5,16,7,0,0
10480,200,0,24,18,0,0
10480,200,1,83,39,0,0
10480,200,2,65,24,0,0
10480,200,3,60,18,0,0
10480,200,4,63,23,0,0
10480,200,5,21,8,0,0
10480,300,0,25,18,0,0
10480,300,1,78,33,0,0
10480,300,2,80,31,1,0
10480,300,3,67,19,0,0
10480,300,4,67,22,0,0
10480,300,5,19,9,0,0
10480,400,0,27,12,0,0
10480,400,1,80,25,0,0
10480,400,2,66,21,0,0
10480,400,3,68,10,0,0
10480,400,4,61,14,0,0
10480,400,5,23,11,0,0
10480,500,0,24,15,0,0
10480,500,1,81,33,0,0
10480,500,2,72,28,0,0
10480,500,3,64,25,0,0
10480,500,4,59,20,0,0
10480,500,5,54,44,29,29
10480,600,0,50,47,0,0
10480,600,1,128,108,0,0
10480,600,2,116,103,1,1
10480,600,3,129,121,0,0
10480,600,4,172,154,79,79
10480,600,5,1502,1498,1431,1431
10480,700,0,16,15,0,0
10480,700,1,51,43,4,0
10480,700,2,42,36,1,0
10480,700,3,50,46,0,0
10480,700,4,218,212,180,179
10480,700,5,925,900,884,862
10484,0,0,37,15,0,0
10484,0,1,118,51,0,0
10484,0,2,100,32,0,0
10484,0,3,113,55,0,0
10484,0,4,100,38,0,0
10484,0,5,94,40,0,0
10484,100,0,39,20,0,0
10484,100,1,117,52,0,0
10484,100,2,90,36,0,0
10484,100,3,114,57,0,0
10484,100,4,96,40,0,0
10484,100,5,93,44,0,0
10484,200,0,37,22,0,0
10484,200,1,106,64,0,0
10484,200,2,95,54,0,0
10484,200,3,112,74,0,0
10484,200,4,104,61,0,0
10484,200,5,91,60,0,0
10484,300,0,98,92,0,0
10484,300,1,223,201,1,1
10484,300,2,187,173,3,3
10484,300,3,216,202,2,2
10484,300,4,187,174,0,0
10484,300,5,168,153,1,1
10484,400,0,13,13,0,0
10484,400,1,46,40,1,0
10484,400,2,29,28,1,0
10484,400,3,43,40,1,0
10484,400,4,34,34,0,0
10484,400,5,29,27,1,0
