run,t,scan_ok,obs_n,unobs_n,total,stopped,ramp_R_D_W,ramp_R_D_E,ramp_R_F_W,ramp_R_F_E,ramp_D,ramp_F,obs_n_32,obs_stop_32,obs_qtail_32,full_n_32,full_stop_32,obs_n_69,obs_stop_69,obs_qtail_69,full_n_69,full_stop_69,obs_n_70,obs_stop_70,obs_qtail_70,full_n_70,full_stop_70,obs_n_420,obs_stop_420,obs_qtail_420,full_n_420,full_stop_420,obs_n_31,obs_stop_31,obs_qtail_31,full_n_31,full_stop_31,obs_n_68,obs_stop_68,obs_qtail_68,full_n_68,full_stop_68,obs_n_30,obs_stop_30,obs_qtail_30,full_n_30,full_stop_30,obs_n_10482,obs_stop_10482,obs_qtail_10482,full_n_10482,full_stop_10482,obs_n_10639,obs_stop_10639,obs_qtail_10639,full_n_10639,full_stop_10639,obs_n_10681,obs_stop_10681,obs_qtail_10681,full_n_10681,full_stop_10681,obs_n_10480,obs_stop_10480,obs_qtail_10480,full_n_10480,full_stop_10480,obs_n_10637,obs_stop_10637,obs_qtail_10637,full_n_10637,full_stop_10637,obs_n_10638,obs_stop_10638,obs_qtail_10638,full_n_10638,full_stop_10638,far_interval_sec,far_freeway_exit_count,far_link_volume_veh_h_10482,far_link_volume_veh_h_10490,far_link_volume_veh_h_10639,far_link_volume_veh_h_10480,far_link_volume_veh_h_10646,far_link_volume_veh_h_10644,far_link_volume_veh_h_10681,far_link_volume_veh_h_10484,meter_R_D_W,meter_R_F_W,meter_R_D_E,meter_R_F_E,g_SC1001_p1,g_SC1001_p2,g_SC1001_p3,g_SC1001_p4,g_SC1004_p1,g_SC1004_p2,g_SC1004_p3,g_SC1004_p4,g_SC105_p1,g_SC105_p2,g_SC105_p3,g_SC105_p4,diag_leader_search_ramp_queue_stress,diag_leader_forecast_ramp_first_veh_h,diag_leader_forecast_ramp_future_mean_veh_h,diag_leader_forecast_ramp_peak_veh_h,diag_leader_ramp_queue_veh,diag_leader_ramp_queue_penalty,diag_wu_b3_meter_price_enabled,diag_wu_b3_meter_fd3_R_D_W_lo,diag_wu_b3_meter_fd3_R_D_W_base,diag_wu_b3_meter_fd3_R_D_W_hi,diag_wu_b3_meter_fd3_R_D_W_curv,diag_wu_b3_meter_fd3_R_D_W_nonlin,diag_wu_b3_meter_fd3_R_D_W_cliffup,diag_wu_b3_meter_price_R_D_W,diag_wu_b3_meter_price_ref_R_D_W,diag_wu_b3_meter_fd3_R_F_W_lo,diag_wu_b3_meter_fd3_R_F_W_base,diag_wu_b3_meter_fd3_R_F_W_hi,diag_wu_b3_meter_fd3_R_F_W_curv,diag_wu_b3_meter_fd3_R_F_W_nonlin,diag_wu_b3_meter_fd3_R_F_W_cliffup,diag_wu_b3_meter_price_R_F_W,diag_wu_b3_meter_price_ref_R_F_W,diag_wu_b3_meter_fd3_R_D_E_lo,diag_wu_b3_meter_fd3_R_D_E_base,diag_wu_b3_meter_fd3_R_D_E_hi,diag_wu_b3_meter_fd3_R_D_E_curv,diag_wu_b3_meter_fd3_R_D_E_nonlin,diag_wu_b3_meter_fd3_R_D_E_cliffup,diag_wu_b3_meter_price_R_D_E,diag_wu_b3_meter_price_ref_R_D_E,diag_wu_b3_meter_fd3_R_F_E_lo,diag_wu_b3_meter_fd3_R_F_E_base,diag_wu_b3_meter_fd3_R_F_E_hi,diag_wu_b3_meter_fd3_R_F_E_curv,diag_wu_b3_meter_fd3_R_F_E_nonlin,diag_wu_b3_meter_fd3_R_F_E_cliffup,diag_wu_b3_meter_price_R_F_E,diag_wu_b3_meter_price_ref_R_F_E,diag_phase_price_ramp_signal_zeroed,diag_leader_candidate_wu_metered_serial_override,diag_gate_onramp_queue_kept,diag_leg_ramp_split_enabled,diag_leg_ramp_split_folded_movements,diag_leg_ramp_split_folded_into_w,diag_leg_ramp_split_redistributed,diag_leg_ramp_split_moved_beta,diag_offramp_direct_enabled,diag_offramp_direct_movements,diag_offramp_direct_beta_zeroed,diag_offramp_direct_offramps,diag_leg_ramp_split_substep_rebound_modules,diag_leg_ramp_split_runtime,diag_leg_ramp_split_patched_modules,diag_leg_ramp_split_links,diag_leg_ramp_split_injected_veh,diag_offramp_direct_veh,diag_leg_ramp_split_tail_extra_exit_veh,diag_leg_ramp_split_len_SC1004_W_out,diag_leg_ramp_split_injected_R_F_E,diag_leg_ramp_split_injected_R_F_W,diag_leg_ramp_split_storage_adjust_veh,diag_leg_ramp_split_len_SC1001_W_out,diag_leg_ramp_split_injected_R_D_E,diag_leg_ramp_split_injected_R_D_W,diag_phase_local_ramp_aware_enabled,diag_phase_local_ramp_setup_built,diag_phase_local_ramp_scored,diag_leg_ramp_split_req_last_SC1001_W_out,diag_leg_ramp_split_req_last_SC1004_W_out,diag_leg_ramp_split_u_on_last
h11,1500,True,4016,619,4635,1590,47,22,61,5,69,66,178,80,1496.810337,178.0,80.0,,,,63.0,0.0,,,,3.0,0.0,80,53,579.709119,80.0,53.0,,,,28.0,0.0,,,,38.0,0.0,22,0,0.0,22.0,0.0,34,29,284.839962,34.0,29.0,4,2,308.072483,4.0,2.0,1,0,0.0,1.0,0.0,13,13,67.442108,13.0,13.0,,,,1.0,0.0,7,0,0.0,7.0,0.0,150,591,588.840059,335.58333,276.131684,211.643182,783.691269,1107.367817,292.738588,588.786443,0.0,1288.8207965115769,1351.1792034884234,0.0,23.0,21.298850574712645,72.40229885057471,21.298850574712645,20.0,23.057471264367813,71.88505747126436,23.057471264367813,34.0,40.666666666666664,34.666666666666664,28.666666666666664,0.22168813056861292,3976.0,3976.0,3976.0,363.687995598978,0.0,1.0,785.3596015919206,785.3596015919206,785.1832424936883,0.17635909823229667,0.0,0.0,-0.0002517220399231314,0.0,786.7610103067803,785.3596015919206,784.0333988104576,0.07520593339677362,0.0,0.0,-0.0005558383025576516,710.0020885177703,786.4292839404293,785.3596015919206,784.6020932906495,0.31217404723747677,0.0,0.0,-0.0003691134020649481,364.99895574111486,785.5157322876653,785.3596015919206,785.3263422932584,0.12287139708246286,0.0,0.0,-5.434206188641928e-05,364.99895574111486,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h11,1650,True,4348,633,4981,1946,89,15,57,25,104,82,176,86,1276.639263,176.0,86.0,,,,55.0,0.0,,,,10.0,0.0,95,52,580.960604,95.0,52.0,,,,40.0,1.0,,,,58.0,4.0,35,3,496.162585,35.0,3.0,66,62,185.112112,66.0,62.0,10,9,266.384533,10.0,9.0,15,14,248.502814,15.0,14.0,23,23,3.226607,23.0,23.0,,,,1.0,0.0,2,0,0.0,2.0,0.0,150,590,450.052075,305.860844,127.219381,52.261263,713.061706,961.678203,309.042999,675.165856,300.0,1588.8207965115769,1651.1792034884234,300.0,23.0,21.298850574712645,72.40229885057471,21.298850574712645,24.0,22.275862068965516,69.44827586206897,22.275862068965516,34.0,28.666666666666664,34.666666666666664,40.666666666666664,0.30131000381204875,3976.0,3976.0,3976.0,381.2837934785455,0.0,1.0,835.1540757315734,835.1540757315734,834.9925193934512,0.16155633812218184,0.0,0.0,-0.00021372339434372456,0.0,836.0803585495871,835.1540757315734,834.6946935517908,0.4669006382312091,0.0,0.0,-5.199819034677777e-05,1288.8207965115769,835.1949561221593,835.1540757315734,835.1302480315197,0.01705269053218217,0.0,0.0,2.086457173749385e-06,1351.1792034884234,835.1540757315734,835.1540757315734,834.9910453100488,0.16303042152458147,0.0,0.0,-0.00014240740762995566,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h11,1800,True,4702,664,5366,1998,91,6,33,12,97,45,170,68,1509.838003,170.0,68.0,,,,59.0,0.0,,,,9.0,0.0,106,72,551.42912,106.0,72.0,,,,37.0,0.0,,,,59.0,2.0,43,7,509.986175,43.0,7.0,71,34,147.431181,71.0,34.0,10,4,286.086542,10.0,4.0,2,1,289.396145,2.0,1.0,20,12,10.776559,20.0,12.0,,,,,,3,0,0.0,3.0,0.0,150,484,674.900192,525.964042,282.405384,307.146546,844.36318,1288.955938,348.125024,697.372644,600.0,1800.0,1800.0,600.0,23.0,21.298850574712645,72.40229885057471,21.298850574712645,24.0,22.275862068965516,69.44827586206897,22.275862068965516,34.0,22.666666666666664,34.666666666666664,46.666666666666664,0.22879709011281554,3600.583061889251,3600.583061889251,3600.583061889251,209.96782404223924,0.0,1.0,879.3864742619292,879.2530790576188,879.1771005054973,0.05741665218874914,0.0,0.0,-0.00013366637011654175,300.0,879.4242860001235,879.2530790576188,879.2041871349088,0.12231501979476889,0.0,0.0,-5.653197717332822e-05,1588.8207965115769,879.25647586031,879.2530790576188,879.2516770166153,0.0019947616876834218,0.0,0.0,-1.878418898440598e-08,1651.1792034884234,879.384773858364,879.2530790576188,879.1810997485447,0.05971549167111334,0.0,0.0,-9.004846231108282e-05,300.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h11,1950,True,5009,711,5720,2201,94,7,27,17,101,44,157,71,1524.771549,157.0,71.0,,,,72.0,0.0,,,,10.0,0.0,131,89,355.377315,131.0,89.0,,,,38.0,0.0,,,,55.0,2.0,36,5,504.97406,36.0,5.0,75,37,123.524983,75.0,37.0,17,9,247.73028,17.0,9.0,0,0,0.0,,,19,9,9.058821,19.0,9.0,,,,1.0,0.0,4,0,0.0,4.0,0.0,150,555,891.214662,493.651226,326.510144,368.379265,1004.047712,870.825965,490.09339,475.118273,0.0,705.249724960335,612.2918958663874,122.45837917327742,77.0,20.187606196901548,20.624787606196904,20.187606196901548,20.0,23.057471264367813,71.88505747126436,23.057471264367813,34.0,22.666666666666664,34.666666666666664,46.666666666666664,0.2354828852040182,3582.9142630504125,3582.9142630504125,3582.9142630504125,477.2355667410816,0.0,1.0,924.7492357167982,924.6703897994353,924.6147456663497,0.02320178427726205,0.0,0.0,-3.46507451055405e-05,600.0,924.7235011778523,924.6703897994353,924.6703897994353,0.05311137841704294,0.0,0.0,2.1013776766112515e-05,1800.0,924.6749963580194,924.6703897994353,924.6703897994353,0.0046065585841006396,0.0,0.0,-2.4814911674929542e-06,1800.0,924.7533568014345,924.6703897994353,924.6607276900367,0.07330489260061768,0.0,0.0,-8.50510201016636e-06,600.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h11,2100,True,5337,735,6072,2653,130,20,49,26,150,75,227,160,1506.812448,227.0,160.0,,,,68.0,0.0,,,,4.0,0.0,126,92,336.344025,126.0,92.0,,,,45.0,0.0,,,,58.0,2.0,26,1,527.550052,26.0,1.0,106,104,49.509679,106.0,104.0,26,17,145.566536,26.0,17.0,0,0,0.0,,,24,24,2.009102,24.0,24.0,,,,1.0,0.0,7,0,0.0,7.0,0.0,150,539,301.892319,384.195592,325.004504,56.156028,750.130859,959.169174,192.0,467.455155,0.0,940.7035873736394,859.2964126263605,0.0,24.0,20.0,74.0,20.0,20.0,23.057471264367813,71.88505747126436,23.057471264367813,34.0,22.666666666666664,34.666666666666664,46.666666666666664,0.36962330234331614,3976.0,3976.0,3976.0,669.4616986093129,0.0,1.0,987.757073233322,987.757073233322,987.6285249825135,0.12854825080853516,0.0,0.0,-0.00010525255689988928,0.0,988.9931764861823,987.757073233322,986.6489961404488,0.12802615998725742,0.0,0.0,-7.618425009192891e-05,705.249724960335,988.4552234195789,987.757073233322,987.5821962921849,0.5232732451199809,0.0,0.0,-3.891237810352147e-06,612.2918958663874,987.8093880557082,987.757073233322,987.6620059055356,0.04275250540013076,0.0,0.0,-0.00012043416757958288,122.45837917327742,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h11,2250,True,5632,770,6402,2867,143,12,68,50,155,118,239,139,870.433585,239.0,139.0,,,,62.0,0.0,,,,3.0,0.0,140,97,324.446625,140.0,97.0,,,,48.0,13.0,,,,47.0,1.0,14,2,520.715362,14.0,2.0,119,119,1.246238,119.0,119.0,37,36,107.710034,37.0,36.0,13,12,253.98822,13.0,12.0,24,24,2.009102,24.0,24.0,,,,4.0,0.0,5,0,0.0,5.0,0.0,150,511,19.828957,162.744964,122.071144,0.0,792.545792,899.900906,274.542175,709.386436,300.0,1240.7035873736395,1159.2964126263605,300.0,24.0,20.0,74.0,20.0,24.0,22.275862068965516,69.44827586206897,22.275862068965516,34.0,22.666666666666664,34.666666666666664,46.666666666666664,0.43913492042172786,3976.0,3976.0,3976.0,651.3895309494735,0.0,1.0,1036.9146071902262,1036.9146071902262,1036.7657769751136,0.14883021511241168,0.0,0.0,-0.0001433463126139777,0.0,1038.1552787820333,1036.9146071902262,1035.8181936308165,0.14425803239737434,0.0,0.0,-7.666370479850236e-05,940.7035873736394,1037.1480660519392,1036.9146071902262,1036.8801899930481,0.1990416645348887,0.0,0.0,-0.00010463702092309294,859.2964126263605,1036.9146071902262,1036.9146071902262,1036.8048363290607,0.10977086116554347,0.0,0.0,-0.00014392529252739273,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h11,2400,True,5925,806,6731,2913,120,7,52,45,127,97,251,138,675.583024,251.0,138.0,,,,65.0,0.0,,,,13.0,0.0,146,105,329.362704,146.0,105.0,,,,50.0,6.0,,,,55.0,4.0,40,4,503.593024,40.0,4.0,99,42,2.451911,99.0,42.0,42,21,57.782487,42.0,21.0,3,0,0.0,3.0,0.0,21,9,8.708457,21.0,9.0,,,,,,8,0,0.0,8.0,0.0,150,461,495.107184,178.274319,207.836437,300.144878,926.841222,920.803419,392.030841,416.052913,600.0,1540.7035873736395,1459.2964126263605,300.0,24.0,20.0,74.0,20.0,24.0,22.275862068965516,69.44827586206897,22.275862068965516,34.0,22.666666666666664,34.666666666666664,46.666666666666664,0.35930061921528,3717.8469055374594,3717.8469055374594,3717.8469055374594,462.0991043248806,0.0,1.0,1077.563982685107,1077.4239692639871,1077.32809231506,0.04413647219280392,0.0,0.0,-0.0001178753159545877,300.0,1078.319148715554,1077.4239692639871,1077.0040700024265,0.47528019000628774,0.0,0.0,-6.038458327207118e-05,1240.7035873736395,1077.4351755928503,1077.4239692639871,1077.418428142606,0.005665207481797552,0.0,0.0,6.443199348085371e-06,1159.2964126263605,1077.4904254050582,1077.4239692639871,1077.4058483082024,0.048335185286305204,0.0,0.0,-0.00011693293771546712,300.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h11,2550,True,6155,837,6992,3101,118,11,28,44,129,72,267,131,548.955473,267.0,131.0,,,,77.0,0.0,,,,16.0,0.0,184,141,249.778514,184.0,141.0,,,,38.0,2.0,,,,56.0,0.0,28,0,0.0,28.0,0.0,97,44,7.648152,97.0,44.0,44,32,10.301335,44.0,32.0,0,0,0.0,,,21,11,34.283997,21.0,11.0,,,,,,8,0,0.0,8.0,0.0,150,454,741.102785,371.570801,228.538345,396.926446,936.228493,1143.921453,293.426984,627.891044,0.0,896.2354924535192,903.7645075464809,0.0,23.0,20.0,75.0,20.0,20.0,23.057471264367813,71.88505747126436,23.057471264367813,34.0,22.666666666666664,34.666666666666664,46.666666666666664,0.32901815907747967,3887.6994818652847,3887.6994818652847,3887.6994818652847,675.0125169324737,0.0,1.0,1109.2392713129013,1109.144219031914,1109.0719953990288,0.02282864810240426,0.0,0.0,-3.739401053341537e-05,600.0,1109.292412428863,1109.144219031914,1109.102229711727,0.10620407676196919,0.0,0.0,-2.8895376551141803e-05,1540.7035873736395,1109.163690167722,1109.144219031914,1109.1353099865046,0.010562090398707369,0.0,0.0,8.238744026664929e-07,1459.2964126263605,1109.2013921026362,1109.144219031914,1109.1382094069713,0.051163445779820904,0.0,0.0,-0.00010245355734088151,300.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h11,2700,True,6217,953,7170,3280,140,9,61,59,149,120,283,170,482.741889,283.0,170.0,,,,67.0,0.0,,,,10.0,7.0,208,162,202.008244,208.0,162.0,,,,45.0,5.0,,,,72.0,6.0,39,4,520.979716,39.0,4.0,115,115,2.722489,115.0,115.0,49,49,4.784697,49.0,49.0,10,8,267.36671,10.0,8.0,25,25,2.576397,25.0,25.0,,,,,,10,0,0.0,10.0,0.0,150,475,198.503275,314.15488,51.809768,48.150054,861.47549,1151.704823,211.394443,580.806174,300.0,1196.2354924535193,1203.764507546481,300.0,23.0,20.0,75.0,20.0,24.0,22.275862068965516,69.44827586206897,22.275862068965516,34.0,22.666666666666664,34.666666666666664,46.666666666666664,0.43211453895234975,3952.3745928338762,3952.3745928338762,3952.3745928338762,665.2040143266072,0.0,1.0,1098.2429275602224,1098.2429275602224,1098.088218475476,0.15470908474662792,0.0,0.0,-0.00014848953621569513,0.0,1099.4755271020726,1098.2429275602224,1097.1808699312003,0.17054191282795728,0.0,0.0,-8.305966380185541e-05,896.2354924535192,1098.3353860938432,1098.2429275602224,1098.2264071982781,0.07593817167662564,0.0,0.0,-2.763282233154819e-05,903.7645075464809,1098.2429275602224,1098.2429275602224,1098.1858659771865,0.05706158303610209,0.0,0.0,-0.00013634629413906572,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h11,2850,True,6283,873,7156,3267,116,11,60,45,127,105,312,209,405.865332,312.0,209.0,,,,68.0,0.0,,,,22.0,12.0,222,180,154.481802,222.0,180.0,,,,31.0,1.0,,,,40.0,0.0,36,6,509.685466,36.0,6.0,97,48,7.714296,97.0,48.0,44,27,1.002851,44.0,27.0,1,1,289.521729,1.0,1.0,19,8,0.180965,19.0,8.0,,,,2.0,0.0,7,0,0.0,7.0,0.0,150,513,511.50924,169.198978,147.104802,265.756406,1045.733093,1122.800451,339.767295,635.896947,0.0,1114.7084808166912,985.291519183309,0.0,23.0,20.0,75.0,20.0,20.0,23.057471264367813,71.88505747126436,23.057471264367813,34.0,22.666666666666664,34.666666666666664,46.666666666666664,0.3732273278786485,3976.0,3976.0,3976.0,704.8455224190831,0.0,1.0,1115.945125004409,1115.7967935538777,1115.6958696212055,0.0474075178590283,0.0,0.0,-0.0001279493742583179,300.0,1116.8719443626642,1115.7967935538777,1115.1753145014075,0.4536717563159982,0.0,0.0,-8.07686648472603e-05,1196.2354924535193,1115.8261576026046,1115.7967935538777,1115.7824237035386,0.014994198387739743,0.0,0.0,1.0947132306111164e-05,1203.764507546481,1115.8420546368136,1115.7967935538777,1115.7926395301406,0.04110705919902102,0.0,0.0,-0.0001022520266938424,300.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h11,3000,True,6328,838,7166,3534,140,8,58,57,148,115,300,184,295.245264,300.0,184.0,,,,58.0,0.0,,,,32.0,21.0,227,186,133.864395,227.0,186.0,,,,44.0,4.0,,,,38.0,0.0,45,8,394.068811,45.0,8.0,118,118,0.380894,118.0,118.0,47,47,4.743828,47.0,47.0,10,10,264.85511,10.0,10.0,22,22,5.547887,22.0,22.0,,,,,,5,0,0.0,5.0,0.0,150,442,193.307565,358.801022,64.794887,36.215096,904.290916,1060.299744,198.736625,489.644496,300.0,1414.7084808166912,1285.291519183309,0.0,77.0,20.0,21.0,20.0,24.0,22.275862068965516,69.44827586206897,22.275862068965516,34.0,22.666666666666664,34.666666666666664,46.666666666666664,0.42231313491082656,3835.110749185668,3835.110749185668,3835.110749185668,684.311559880915,0.0,1.0,1115.9092503040679,1115.9092503040679,1115.7507566269692,0.1584936770987042,0.0,0.0,-0.00015708165664302478,0.0,1117.077916633873,1115.9092503040679,1115.186789835118,0.44620586085511604,0.0,0.0,-6.55701056197465e-05,1114.7084808166912,1115.9383122326003,1115.9092503040679,1115.8997655788771,0.019577203341668792,0.0,0.0,1.529550226422316e-05,985.291519183309,1115.9092503040679,1115.9092503040679,1115.8684085113887,0.040841792679202626,0.0,0.0,-0.00013170871021578198,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h11,3150,True,6482,788,7270,3540,115,10,30,69,125,99,358,283,354.712606,358.0,283.0,,,,56.0,0.0,,,,32.0,20.0,223,176,149.128549,223.0,176.0,,,,41.0,0.0,,,,59.0,4.0,14,2,527.450475,14.0,2.0,98,45,2.173752,98.0,45.0,47,47,4.743828,47.0,47.0,22,21,230.208457,22.0,21.0,17,8,36.86679,17.0,8.0,,,,2.0,0.0,8,1,283.876634,8.0,1.0,150,448,501.501121,173.260539,0.0,315.67838,773.125718,1166.123319,226.865349,503.384862,600.0,1714.7084808166912,1585.291519183309,0.0,25.0,21.311475409836067,70.37704918032787,21.311475409836067,24.0,22.275862068965516,69.44827586206897,22.275862068965516,40.0,28.666666666666664,40.666666666666664,28.666666666666664,0.365429829960489,3976.0,3976.0,3976.0,587.8463303719507,0.0,1.0,1144.5509530368765,1144.4354015221288,1144.3449973181898,0.02514731080873389,0.0,0.0,-7.754539530723011e-05,300.0,1144.7003934981117,1144.4354015221288,1144.323036190961,0.15262664481497268,0.0,0.0,-8.045379083062204e-05,1414.7084808166912,1144.4545947427941,1144.4354015221288,1144.4268054556628,0.010597154199331271,0.0,0.0,4.054659606901446e-06,1285.291519183309,1144.4354015221288,1144.4354015221288,1144.3742734010964,0.06112812103219767,0.0,0.0,-0.00017326229161227503,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h11,3300,True,6597,758,7355,3488,118,12,29,80,130,109,332,176,193.417601,332.0,176.0,,,,52.0,0.0,,,,40.0,28.0,208,163,169.424789,208.0,163.0,,,,47.0,1.0,,,,41.0,1.0,39,11,453.314137,39.0,11.0,100,48,3.04981,100.0,48.0,47,47,4.743828,47.0,47.0,33,32,194.244615,33.0,32.0,18,11,6.034373,18.0,11.0,,,,7.0,7.0,14,1,283.060362,14.0,1.0,150,452,761.831914,542.394567,0.0,360.993915,960.778974,1000.344802,189.557296,859.72392,0.0,911.1498776366673,888.8501223633326,0.0,23.0,20.55708689975337,73.88582620049326,20.55708689975337,20.0,23.057471264367813,71.88505747126436,23.057471264367813,46.0,22.666666666666664,40.666666666666664,28.666666666666664,0.3912927752727756,3934.3316062176164,3934.3316062176164,3934.3316062176164,783.1221443559843,0.0,1.0,1157.9566945838098,1157.8518816999783,1157.7659274314615,0.01885861531491173,0.0,0.0,-3.681623521296885e-05,600.0,1157.9706496608933,1157.8518816999783,1157.8362876884557,0.10317394939238511,0.0,0.0,-2.7483524232071565e-05,1714.7084808166912,1157.8720845072633,1157.8518816999783,1157.8452029144596,0.013524021766443184,0.0,0.0,-4.0971284386770234e-06,1585.291519183309,1157.8518816999783,1157.8518816999783,1157.7915031003158,0.06037859966227188,0.0,0.0,-0.00016289039797309595,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h11,3450,True,6584,824,7408,3639,142,9,37,95,151,132,322,190,183.1791,322.0,190.0,,,,53.0,0.0,,,,42.0,28.0,210,161,155.769834,210.0,161.0,,,,50.0,7.0,,,,51.0,0.0,36,5,514.851743,36.0,5.0,121,121,1.849578,121.0,121.0,47,47,4.743828,47.0,47.0,48,47,142.146714,48.0,47.0,21,21,1.287982,21.0,21.0,,,,21.0,21.0,16,7,229.183723,16.0,7.0,150,463,214.520344,267.318924,0.0,30.107529,760.101128,806.697707,199.147062,631.818074,0.0,906.5259092349806,893.4740907650194,0.0,23.0,20.0,75.0,20.0,20.0,23.057471264367813,71.88505747126436,23.057471264367813,46.0,22.666666666666664,40.666666666666664,28.666666666666664,0.4595880423694235,3952.3745928338762,3952.3745928338762,3952.3745928338762,862.3361026693406,0.0,1.0,1167.4731758060987,1167.4731758060987,1167.3258380379452,0.14733776815364763,0.0,0.0,-0.00018507898169196503,0.0,1168.5744339248822,1167.4731758060987,1166.9707429765317,0.5988252892166201,0.0,0.0,-8.412139314108776e-05,911.1498776366673,1167.5885316887845,1167.4731758060987,1167.4549499952127,0.097130071799711,0.0,0.0,-5.305610206391976e-05,888.8501223633326,1167.4731758060987,1167.4731758060987,1167.4250155834993,0.048160222599562985,0.0,0.0,-0.00011906784364867917,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h11,3600,True,6617,879,7496,3821,142,11,29,99,153,128,361,271,156.224851,361.0,271.0,,,,69.0,21.0,,,,41.0,28.0,198,148,145.852179,198.0,148.0,,,,47.0,12.0,,,,62.0,3.0,40,0,0.0,40.0,0.0,121,121,1.849578,121.0,121.0,47,47,4.743828,47.0,47.0,52,52,130.428696,52.0,52.0,21,21,1.287982,21.0,21.0,,,,23.0,23.0,10,2,271.298422,10.0,2.0,150,485,0.0,97.02597,0.0,0.0,599.933062,765.728235,49.256507,676.516365,0.0,691.8950330702665,748.1049669297337,0.0,23.0,20.0,75.0,20.0,20.0,23.057471264367813,71.88505747126436,23.057471264367813,46.0,22.666666666666664,40.666666666666664,28.666666666666664,0.45913354386221217,3934.3316062176164,3934.3316062176164,3934.3316062176164,889.8902776245792,0.0,1.0,1137.8847801277425,1137.8847801277425,1137.734781382006,0.14999874573641137,0.0,0.0,-0.00022357162446537716,0.0,1138.8910667405687,1137.8847801277425,1137.5435554264545,0.6650619115380323,0.0,0.0,-0.0002336493217498909,906.5259092349806,1138.0600524255296,1137.8847801277425,1137.8577419052522,0.14823407529684118,0.0,0.0,-7.870698909597551e-05,893.4740907650194,1137.8847801277425,1137.8847801277425,1137.8019256466057,0.08285448113656457,0.0,0.0,-0.000140358355270583,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h11,3750,True,6514,837,7351,3860,142,11,19,109,153,128,370,316,91.93429,370.0,316.0,,,,98.0,72.0,,,,38.0,28.0,207,158,142.134048,207.0,158.0,,,,51.0,19.0,,,,72.0,5.0,56,11,403.239654,56.0,11.0,121,121,1.849578,121.0,121.0,47,47,4.743828,47.0,47.0,62,62,95.190772,62.0,62.0,21,21,1.287982,21.0,21.0,,,,23.0,23.0,7,0,0.0,7.0,0.0,150,479,0.0,96.0,0.0,0.0,842.577092,78.289604,90.010766,595.003172,0.0,891.9665564648202,908.0334435351797,0.0,23.0,20.0,75.0,20.0,26.0,23.057471264367813,65.88505747126436,23.057471264367813,34.0,22.666666666666664,34.666666666666664,46.666666666666664,0.4610829379644089,3468.0103626943005,3468.0103626943005,3468.0103626943005,880.1420539185319,0.0,1.0,1115.645235138597,1115.645235138597,1115.4767421547283,0.16849298386841838,0.0,0.0,-0.00021697855920711128,0.0,1116.7837465616622,1115.645235138597,1115.3105430217588,0.8038193062270693,0.0,0.0,-3.396665281919613e-05,691.8950330702665,1116.0990155794966,1115.645235138597,1115.605156989574,0.41370229187668883,0.0,0.0,-0.00021866944968754377,748.1049669297337,1115.645235138597,1115.645235138597,1115.5608139089886,0.08442122960832421,0.0,0.0,-0.00014078637664185735,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
