link,veh_h_h0,stop_veh_h_h0,veh_h_h11,stop_veh_h_h11,veh_h_b0,stop_veh_h_b0,dTTT_h11,dTTT_b0,dStop_h11,dStop_b0
10005,0.4,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0
10171,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
407,2.5,0.0,2.5,0.0,2.5,0.0,-0.0,-0.0,0.0,0.0
411,1.5,0.0,1.5,0.0,1.5,0.0,-0.0,0.0,0.0,0.0
413,0.4,0.0,0.4,0.0,0.5,0.0,-0.0,0.0,0.0,0.0
417,1.2,0.0,1.2,0.0,1.2,0.0,-0.0,-0.0,0.0,0.0
421,1.2,0.0,1.2,0.0,1.3,0.0,0.0,0.0,0.0,0.0
10159,0.3,0.2,0.4,0.2,0.4,0.2,0.0,0.0,0.0,0.0
10163,0.2,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0
10165,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0
10166,0.2,0.1,0.2,0.1,0.3,0.2,0.0,0.1,0.1,0.1
10167,0.7,0.0,0.7,0.0,0.7,0.0,-0.0,-0.0,0.0,0.0
10168,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10169,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0
10170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10143,0.1,0.0,0.1,0.0,0.1,0.0,0.0,-0.0,0.0,0.0
10144,0.3,0.0,0.3,0.0,0.3,0.0,0.0,-0.0,0.0,0.0
10150,0.4,0.0,0.3,0.0,0.4,0.0,-0.0,-0.0,0.0,0.0
10151,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,-0.0,0.0,0.0
10153,0.6,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0
10158,0.3,0.0,0.3,0.0,0.2,0.0,0.0,-0.0,0.0,0.0
10203,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10204,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,-0.0,0.0,0.0
10205,1.2,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0
10206,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,-0.0,0.0,0.0
10207,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10208,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,-0.0,0.0,0.0
10209,0.5,0.0,0.5,0.0,0.5,0.0,-0.0,-0.0,0.0,0.0
10210,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10192,0.7,0.0,0.7,0.0,0.6,0.0,0.0,-0.1,0.0,0.0
10197,0.7,0.0,0.8,0.0,0.7,0.0,0.0,-0.0,0.0,0.0
10198,0.2,0.0,0.2,0.0,0.2,0.0,0.0,-0.0,0.0,0.0
10199,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
10200,1.6,0.0,1.6,0.0,1.6,0.0,0.0,0.0,0.0,0.0
10201,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,0.0,0.0,0.0
10202,0.5,0.0,0.5,0.0,0.5,0.0,-0.0,-0.0,0.0,0.0
10173,0.4,0.0,0.3,0.0,0.4,0.0,-0.0,-0.0,0.0,0.0
10174,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0
10181,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
10182,0.1,0.0,0.1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10184,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,-0.0,0.0,0.0
10186,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0
10190,1.1,0.0,1.1,0.0,1.1,0.0,-0.0,0.0,0.0,0.0
10010,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,0.0,0.0,0.0
10017,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0
10018,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,-0.0,0.0,0.0
10024,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,0.0,0.0,0.0
10025,1.7,0.0,1.7,0.0,1.7,0.0,-0.0,0.0,0.0,0.0
10026,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,-0.0,-0.0,-0.0
10244,0.6,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0
10245,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10247,0.1,0.0,0.1,0.0,0.1,0.0,0.0,-0.0,0.0,0.0
10249,0.4,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
10251,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10252,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10237,0.1,0.0,0.1,0.0,0.1,0.0,0.0,-0.0,0.0,0.0
10238,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
10239,0.1,0.0,0.1,0.0,0.1,0.0,0.0,-0.0,0.0,0.0
10240,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10241,0.1,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
10242,0.1,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
10243,0.1,0.0,0.1,0.0,0.1,0.0,0.0,-0.0,0.0,0.0
10226,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
10229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10231,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
10232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
10233,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,-0.0,0.0,0.0
10212,0.4,0.0,0.4,0.0,0.4,0.0,-0.0,-0.0,-0.0,-0.0
10214,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10216,0.8,0.0,0.8,0.0,0.8,0.0,-0.0,-0.0,0.0,0.0
10218,0.3,0.0,0.3,0.0,0.3,0.0,-0.0,0.0,0.0,0.0
10223,0.2,0.1,0.2,0.2,0.2,0.1,0.0,-0.0,0.0,-0.0
10224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
10225,0.2,0.0,0.2,0.0,0.2,0.0,0.0,-0.0,0.0,0.0
10285,0.5,0.0,0.5,0.0,0.5,0.0,0.0,-0.0,0.0,0.0
10286,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,-0.0,0.0,0.0
10288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
10289,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,-0.0,0.0,0.0
10290,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10291,0.1,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
10293,0.8,0.0,0.8,0.0,0.8,0.0,-0.0,-0.0,0.0,0.0
10294,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10274,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10277,0.1,0.0,0.2,0.0,0.1,0.0,0.0,-0.0,0.0,0.0
10278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10282,0.6,0.0,0.6,0.0,0.6,0.0,0.0,0.1,0.0,0.0
10283,0.2,0.0,0.1,0.0,0.1,0.0,-0.0,-0.0,0.0,0.0
10284,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
10263,0.1,0.0,0.1,0.0,0.1,0.0,0.0,-0.0,0.0,0.0
10265,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,-0.0,0.0,0.0
10266,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,-0.0,0.0,0.0
10267,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,0.0,0.0,0.0
10269,0.1,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,-0.0,0.0
10270,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,0.0,0.0,0.0
10271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10272,0.1,0.1,0.1,0.1,0.1,0.1,-0.0,-0.0,-0.0,-0.0
10253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10254,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10255,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10257,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
10258,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10259,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,-0.0,0.0,-0.0
10260,0.1,0.0,0.1,0.0,0.2,0.0,-0.0,0.0,0.0,0.0
10334,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
10337,0.2,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0
10341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10342,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10344,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,-0.0,0.0,0.0
10345,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10346,0.2,0.0,0.3,0.0,0.2,0.0,0.0,-0.0,0.0,0.0
10347,0.1,0.0,0.1,0.0,0.1,0.0,0.0,-0.0,0.0,0.0
10319,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10322,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10323,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10328,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,-0.0,0.0,0.0
10330,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
10331,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
10332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
10333,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10304,0.1,0.0,0.1,0.0,0.1,0.0,0.0,-0.0,0.0,0.0
10305,0.2,0.0,0.2,0.0,0.2,0.0,0.0,-0.0,0.0,0.0
10313,0.1,0.0,0.1,0.0,0.2,0.0,-0.0,0.0,0.0,0.0
10314,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10315,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
10316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10317,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
10295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10297,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,0.0,0.0,0.0
10298,0.4,0.0,0.4,0.0,0.4,0.0,-0.0,-0.0,0.0,0.0
10299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10301,0.2,0.1,0.1,0.1,0.1,0.1,-0.0,-0.0,-0.0,-0.0
10303,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10403,0.3,0.0,0.2,0.0,0.3,0.0,-0.0,0.0,0.0,0.0
10408,0.2,0.0,0.2,0.0,0.2,0.0,0.0,-0.0,0.0,0.0
10410,0.1,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10411,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,0.0,0.0,0.0
10414,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,0.0,0.0,0.0
10415,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,-0.0,0.0,0.0
10416,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,-0.0,-0.0,-0.0
10417,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
10377,0.1,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10378,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10385,0.6,0.0,0.6,0.0,0.6,0.0,-0.0,0.0,0.0,0.0
10388,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0
10395,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,-0.0,0.0,0.0
10401,0.1,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0
10402,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,0.0,0.0,0.0
10369,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,-0.0,0.0,0.0
10370,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10372,0.1,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
10373,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10374,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
10376,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
10348,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10350,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10357,0.1,0.0,0.1,0.0,0.1,0.0,0.0,-0.0,0.0,0.0
10358,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10359,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
10365,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,-0.0,-0.0
10366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10367,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,0.0,0.0,0.0
10449,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,-0.0,0.0,0.0
10452,0.3,0.2,0.3,0.2,0.3,0.2,0.0,0.0,0.0,0.0
10453,0.7,0.0,0.7,0.0,0.7,0.0,-0.0,0.0,0.0,0.0
10454,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10456,0.5,0.0,0.5,0.0,0.5,0.0,-0.0,-0.0,0.0,0.0
10457,0.3,0.0,0.3,0.0,0.3,0.0,-0.0,0.0,0.0,0.0
10458,0.3,0.0,0.3,0.0,0.3,0.0,-0.0,-0.0,0.0,0.0
10460,0.3,0.0,0.3,0.0,0.2,0.0,-0.0,-0.0,0.0,0.0
10439,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0
10441,0.8,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0
10443,0.6,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0
10444,0.3,0.0,0.3,0.0,0.3,0.0,0.0,-0.0,0.0,0.0
10445,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,-0.0,0.0,0.0
10446,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,-0.0,0.0,0.0
10447,0.4,0.2,0.3,0.1,0.4,0.2,-0.0,0.0,-0.0,0.0
10429,0.2,0.0,0.2,0.0,0.3,0.0,-0.0,0.0,0.0,0.0
10430,0.2,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0
10431,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,-0.0,0.0,0.0
10432,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,0.0,0.0,0.0
10433,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,-0.0,0.0,0.0
10434,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
10436,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
10438,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,-0.0,0.0,0.0
10418,0.4,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0
10420,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,-0.0,0.0,0.0
10422,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,-0.0,0.0,0.0
10424,0.7,0.0,0.7,0.0,0.6,0.0,-0.0,-0.1,-0.0,-0.0
10425,0.1,0.0,0.1,0.0,0.1,0.0,0.0,-0.0,0.0,0.0
10426,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10428,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,0.0,0.0,0.0
89,4.9,0.0,4.9,0.0,5.8,0.0,-0.0,0.9,0.0,0.0
90,5.1,2.5,5.1,2.5,5.1,2.5,-0.0,-0.0,0.0,0.0
96,0.6,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0
77,3.7,0.0,3.6,0.0,3.9,0.0,-0.0,0.2,0.0,0.0
78,9.6,0.0,9.6,0.0,9.9,0.0,0.0,0.4,0.0,0.0
80,90.8,73.6,90.8,73.6,90.8,73.6,0.0,0.0,0.0,0.0
82,1.1,0.0,1.1,0.0,1.1,0.0,0.0,0.0,0.0,0.0
83,5.5,2.2,5.5,2.2,5.5,2.2,0.0,0.0,0.0,0.0
1220007300,4.6,0.0,4.6,0.0,4.8,0.0,0.0,0.2,0.0,0.0
1220007501,7.9,3.8,7.9,3.5,7.8,3.5,-0.0,-0.1,-0.2,-0.3
1220008401,1.6,0.0,1.5,0.0,1.5,0.0,-0.0,-0.1,-0.0,-0.0
1220008402,4.9,3.5,5.0,3.6,4.5,3.1,0.0,-0.4,0.0,-0.4
75,0.8,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0
76,18.0,10.6,18.0,10.6,18.0,10.6,0.0,0.0,0.0,0.0
1220001602,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1220001900,3.2,0.0,3.2,0.0,3.2,0.0,0.0,0.0,0.0,0.0
1220002001,7.0,3.7,7.0,3.7,7.1,3.7,0.0,0.1,0.0,0.1
1220002202,11.9,8.6,11.9,8.6,11.9,8.6,-0.0,-0.0,-0.0,-0.0
1220002302,2.2,0.0,2.2,0.0,2.2,0.0,0.0,0.0,0.0,0.0
343,6.1,5.2,6.1,5.2,6.0,5.1,-0.0,-0.0,-0.0,-0.1
353,1.6,0.0,1.6,0.0,1.6,0.0,-0.0,0.0,0.0,0.0
364,1.8,1.4,1.8,1.4,1.8,1.4,0.0,0.0,0.0,0.0
365,0.3,0.0,0.3,0.0,0.3,0.0,0.0,-0.0,0.0,0.0
374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
327,1.0,0.0,1.0,0.0,0.9,0.0,0.0,-0.1,0.0,0.0
332,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
336,0.1,0.0,0.1,0.0,0.1,0.0,0.0,-0.0,0.0,0.0
10475,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,-0.0,0.0,0.0
10477,0.6,0.0,0.6,0.0,0.6,0.0,0.0,-0.0,0.0,0.0
10478,0.7,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0
316,0.1,0.0,0.1,0.0,0.1,0.0,0.0,-0.0,0.0,-0.0
319,0.1,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
10462,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
10467,0.3,0.0,0.3,0.0,0.3,0.0,0.0,-0.0,0.0,0.0
10468,0.1,0.0,0.1,0.0,0.1,0.0,0.0,-0.0,0.0,0.0
10469,0.4,0.0,0.4,0.0,0.4,0.0,0.0,-0.0,0.0,0.0
10470,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,-0.0,0.0,0.0
10471,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10472,0.4,0.0,0.4,0.0,0.4,0.0,-0.0,0.0,0.0,0.0
10474,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
10515,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10519,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0
10521,0.1,0.0,0.1,0.0,0.1,0.0,0.0,-0.0,0.0,0.0
10524,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,0.0,0.0,0.0
10504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10505,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
10506,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
10507,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10509,0.3,0.0,0.2,0.0,0.3,0.0,-0.0,0.0,0.0,0.0
10510,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,0.0,0.0,0.0
10511,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10492,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,-0.0,0.0,0.0
10494,0.3,0.0,0.3,0.0,0.3,0.0,-0.0,-0.0,0.0,0.0
10495,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,-0.0,0.0,0.0
10497,0.3,0.0,0.3,0.0,0.2,0.0,0.0,-0.0,0.0,0.0
10498,0.4,0.0,0.4,0.0,0.4,0.0,-0.0,-0.0,0.0,0.0
10499,0.4,0.0,0.4,0.0,0.5,0.0,-0.0,0.0,0.0,0.0
10500,0.4,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0
379,7.2,0.0,7.2,0.0,7.2,0.0,0.0,0.0,0.0,0.0
380,2.5,0.0,2.4,0.0,2.2,0.0,-0.0,-0.3,0.0,0.0
383,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10485,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
1220000502,9.3,0.0,9.3,0.0,9.4,0.0,-0.0,0.0,0.0,0.0
1220000600,0.3,0.0,0.3,0.0,0.3,0.0,-0.0,-0.0,0.0,0.0
1220001100,1.3,0.0,1.3,0.0,1.3,0.0,0.0,0.0,0.0,0.0
1220001200,10.9,9.0,10.9,9.0,10.9,9.0,0.0,0.0,0.0,0.0
1220001501,18.0,14.3,18.0,14.3,18.0,14.3,-0.0,-0.0,-0.0,0.0
1210015600,1.9,0.9,1.9,0.9,1.9,0.9,0.0,0.0,0.0,0.0
1210018202,1.8,0.6,1.8,0.7,1.8,0.7,0.0,-0.0,0.0,0.0
1210018504,1.2,0.0,1.2,0.0,1.1,0.0,-0.0,-0.1,0.0,0.0
217,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0
225,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
236,0.3,0.1,0.3,0.0,0.3,0.0,-0.0,-0.0,-0.0,-0.0
254,0.2,0.0,0.2,0.0,0.1,0.0,0.0,-0.0,0.0,0.0
190,0.4,0.0,0.4,0.0,0.4,0.0,0.0,-0.0,0.0,0.0
194,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,-0.0,0.0,0.0
196,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,-0.0,0.0,0.0
199,0.6,0.0,0.6,0.0,0.6,0.0,-0.0,-0.0,0.0,0.0
201,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
210,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10566,0.3,0.0,0.3,0.0,0.3,0.0,-0.0,0.0,0.0,0.0
10568,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10569,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10570,0.9,0.0,1.0,0.0,0.9,0.0,0.0,-0.0,0.0,0.0
10571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10572,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,0.0,-0.0,0.0
10573,0.1,0.0,0.1,0.0,0.2,0.0,-0.0,0.0,0.0,0.0
10556,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10557,0.5,0.0,0.5,0.0,0.5,0.0,-0.0,0.0,-0.0,-0.0
10558,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10561,0.4,0.0,0.4,0.0,0.4,0.0,-0.0,-0.0,0.0,0.0
10562,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,-0.0,0.0,0.0
10563,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10564,0.3,0.0,0.3,0.0,0.3,0.0,-0.0,-0.0,0.0,0.0
10565,0.5,0.0,0.5,0.0,0.4,0.0,-0.0,-0.0,0.0,0.0
10535,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,-0.0,0.0,0.0
10536,0.6,0.0,0.6,0.0,0.6,0.0,-0.0,-0.0,0.0,0.0
10542,0.4,0.0,0.3,0.0,0.4,0.0,-0.0,0.0,0.0,0.0
10547,0.5,0.0,0.5,0.0,0.5,0.0,-0.0,-0.0,0.0,0.0
10554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10555,0.1,0.0,0.1,0.0,0.1,0.0,0.0,-0.0,0.0,0.0
10525,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,-0.0,0.0,0.0
10527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10528,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,-0.0,0.0,0.0
10529,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,-0.0,0.0,0.0
10530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10531,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
10610,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10611,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10614,0.3,0.0,0.3,0.0,0.3,0.0,-0.0,-0.0,0.0,0.0
