next_link,pbin,win900,rows,L1rows,stop,L1stop
-1,0,0,13,6,0,0
-1,0,1,34,12,0,0
-1,0,2,33,9,0,0
-1,0,3,41,19,0,0
-1,0,4,30,12,0,0
-1,0,5,27,8,0,0
-1,100,0,12,6,0,0
-1,100,1,33,11,0,0
-1,100,2,31,7,0,0
-1,100,3,40,23,0,0
-1,100,4,29,10,0,0
-1,100,5,29,9,0,0
-1,200,0,7,4,0,0
-1,200,1,31,9,0,0
-1,200,2,28,5,0,0
-1,200,3,35,12,0,0
-1,200,4,29,10,0,0
-1,200,5,28,9,0,0
-1,300,0,49,11,0,0
-1,300,1,99,11,0,0
-1,300,2,103,17,0,0
-1,300,3,104,20,0,0
-1,300,4,77,16,0,0
-1,300,5,72,11,0,0
-1,400,0,85,5,0,0
-1,400,1,153,9,0,0
-1,400,2,169,7,0,0
-1,400,3,178,11,0,0
-1,400,4,122,9,0,0
-1,400,5,114,10,0,0
-1,500,0,76,4,0,0
-1,500,1,159,8,0,0
-1,500,2,166,6,0,0
-1,500,3,164,9,0,0
-1,500,4,124,9,0,0
-1,500,5,121,7,0,0
-1,600,0,195,88,0,0
-1,600,1,344,131,0,0
-1,600,2,264,82,0,0
-1,600,3,246,70,1,1
-1,600,4,198,68,1,1
-1,600,5,180,68,0,0
-1,700,0,187,61,0,0
-1,700,1,319,81,0,0
-1,700,2,262,54,0,0
-1,700,3,244,44,0,0
-1,700,4,193,45,1,1
-1,700,5,208,47,2,2
-1,800,0,196,80,0,0
-1,800,1,360,122,0,0
-1,800,2,318,108,0,0
-1,800,3,297,107,0,0
-1,800,4,253,97,0,0
-1,800,5,243,85,0,0
-1,900,0,299,156,0,0
-1,900,1,505,226,0,0
-1,900,2,471,236,0,0
-1,900,3,469,243,0,0
-1,900,4,352,173,0,0
-1,900,5,384,213,0,0
-1,1000,0,316,145,0,0
-1,1000,1,486,204,0,0
-1,1000,2,477,221,0,0
-1,1000,3,461,225,0,0
-1,1000,4,341,162,0,0
-1,1000,5,379,189,0,0
-1,1100,0,295,116,0,0
-1,1100,1,485,185,0,0
-1,1100,2,468,205,0,0
-1,1100,3,457,210,0,0
-1,1100,4,349,152,0,0
-1,1100,5,384,188,0,0
