next_link,pbin,win900,rows,L1rows,stop,L1stop
-1,0,5,7,4,0,0
-1,100,5,4,3,0,0
-1,200,5,1,1,0,0
71,0,0,18,6,0,0
71,0,1,36,16,0,0
71,0,2,40,8,0,0
71,0,3,25,8,0,0
71,0,4,27,11,0,0
71,0,5,23,7,0,0
71,100,0,37,11,0,0
71,100,1,56,25,0,0
71,100,2,69,14,0,0
71,100,3,53,20,3,0
71,100,4,40,20,4,1
71,100,5,39,18,0,0
71,200,0,29,12,0,0
71,200,1,56,29,0,0
71,200,2,69,28,6,0
71,200,3,61,45,7,0
71,200,4,78,39,30,0
71,200,5,71,37,16,0
71,300,0,27,14,0,0
71,300,1,39,23,0,0
71,300,2,60,33,3,1
71,300,3,39,35,1,0
71,300,4,44,25,15,0
71,300,5,35,29,5,1
10634,0,1,1,1,0,0
10634,100,0,2,0,0,0
10634,100,1,1,1,0,0
10634,200,1,1,1,0,0
10634,300,0,3,0,0,0
10634,300,1,1,1,0,0
10634,300,5,1,1,0,0
10639,0,0,47,44,0,0
10639,0,1,98,96,0,0
10639,0,2,146,139,0,0
10639,0,3,94,94,1,1
10639,0,4,76,74,0,0
10639,0,5,72,72,0,0
10639,100,0,37,37,0,0
10639,100,1,80,80,0,0
10639,100,2,117,117,0,0
10639,100,3,78,78,1,1
10639,100,4,60,59,0,0
10639,100,5,58,58,0,0
10641,0,0,55,28,0,0
10641,0,1,202,104,0,0
10641,0,2,216,116,0,0
10641,0,3,202,100,0,0
10641,0,4,203,109,0,0
10641,0,5,166,89,0,0
10641,100,0,83,47,0,0
10641,100,1,350,145,0,0
10641,100,2,353,151,0,0
10641,100,3,586,185,162,1
10641,100,4,569,177,147,0
10641,100,5,321,125,0,0
10641,200,0,86,50,0,0
10641,200,1,367,135,14,0
10641,200,2,389,153,22,0
10641,200,3,1648,260,1032,6
10641,200,4,2021,288,1261,4
10641,200,5,1127,191,580,1
10641,300,0,18,8,0,0
10641,300,1,185,41,52,0
10641,300,2,245,51,110,0
10641,300,3,862,112,609,18
10641,300,4,978,95,701,9
10641,300,5,848,83,582,9
10642,0,1,3,0,0,0
10642,0,2,1,1,0,0
10642,0,4,1,0,0,0
10642,100,0,5,1,0,0
10642,100,1,1,1,0,0
10642,100,2,5,0,0,0
10642,100,3,1,0,0,0
10642,100,4,1,0,0,0
10642,100,5,1,0,0,0
10642,200,0,3,2,0,0
10642,200,1,3,2,0,0
10642,200,2,3,2,0,0
10642,200,3,1,0,0,0
10642,200,4,5,1,2,0
10642,200,5,1,0,0,0
10642,300,0,4,4,0,0
10642,300,1,3,2,0,0
10642,300,2,2,2,0,0
10642,300,3,1,1,0,0
10642,300,4,1,1,0,0
10642,300,5,1,1,0,0
