link,seg,w900,veh_h,spd,stop_veh_h,run
26,9500,0,2.3,117.4,0.0,g1_lcd200
26,9500,900,4.7,111.0,0.0,g1_lcd200
26,9500,1800,4.8,94.6,0.0,g1_lcd200
26,9500,2700,6.0,84.4,0.0,g1_lcd200
26,9500,3600,5.4,84.5,0.0,g1_lcd200
26,9500,4500,4.3,94.2,0.0,g1_lcd200
26,10000,0,2.2,117.7,0.0,g1_lcd200
26,10000,900,4.6,111.3,0.0,g1_lcd200
26,10000,1800,4.9,94.7,0.0,g1_lcd200
26,10000,2700,6.0,84.2,0.0,g1_lcd200
26,10000,3600,5.4,84.5,0.0,g1_lcd200
26,10000,4500,4.3,93.5,0.0,g1_lcd200
26,10500,0,1.3,118.2,0.0,g1_lcd200
26,10500,900,2.8,111.8,0.0,g1_lcd200
26,10500,1800,3.0,95.4,0.0,g1_lcd200
26,10500,2700,3.6,84.1,0.0,g1_lcd200
26,10500,3600,3.3,84.5,0.0,g1_lcd200
26,10500,4500,2.6,93.2,0.0,g1_lcd200
74,-500,0,0.0,26.0,0.0,g1_lcd200
74,-500,900,0.0,17.2,0.0,g1_lcd200
74,-500,1800,0.0,10.1,0.0,g1_lcd200
74,-500,2700,0.0,3.7,0.0,g1_lcd200
74,-500,3600,0.0,4.9,0.0,g1_lcd200
74,-500,4500,0.0,2.1,0.0,g1_lcd200
74,0,0,8.8,76.8,0.0,g1_lcd200
74,0,900,14.2,63.1,0.1,g1_lcd200
74,0,1800,23.4,33.8,3.7,g1_lcd200
74,0,2700,41.7,12.1,17.2,g1_lcd200
74,0,3600,42.5,11.6,18.3,g1_lcd200
74,0,4500,38.1,14.8,14.1,g1_lcd200
74,500,0,6.2,106.3,0.0,g1_lcd200
74,500,900,9.1,96.8,0.0,g1_lcd200
74,500,1800,23.8,30.9,5.1,g1_lcd200
74,500,2700,41.6,11.9,17.6,g1_lcd200
74,500,3600,40.5,12.5,16.4,g1_lcd200
74,500,4500,36.2,15.6,12.6,g1_lcd200
74,1000,0,5.7,112.5,0.0,g1_lcd200
74,1000,900,10.1,87.0,0.1,g1_lcd200
74,1000,1800,26.9,25.4,6.8,g1_lcd200
74,1000,2700,41.6,11.8,17.7,g1_lcd200
74,1000,3600,40.3,12.8,15.8,g1_lcd200
74,1000,4500,37.0,14.9,13.8,g1_lcd200
74,1500,0,5.5,112.9,0.0,g1_lcd200
74,1500,900,9.7,89.4,0.0,g1_lcd200
74,1500,1800,32.0,19.6,9.4,g1_lcd200
74,1500,2700,41.8,11.6,17.9,g1_lcd200
74,1500,3600,39.6,13.2,15.3,g1_lcd200
74,1500,4500,36.1,15.8,13.2,g1_lcd200
74,2000,0,5.5,113.6,0.0,g1_lcd200
74,2000,900,8.5,98.9,0.1,g1_lcd200
74,2000,1800,35.2,16.5,11.8,g1_lcd200
74,2000,2700,42.4,11.3,18.3,g1_lcd200
74,2000,3600,38.3,14.2,14.1,g1_lcd200
74,2000,4500,36.4,15.5,13.1,g1_lcd200
74,2500,0,2.1,114.0,0.0,g1_lcd200
74,2500,900,4.3,73.5,0.5,g1_lcd200
74,2500,1800,14.4,15.1,5.0,g1_lcd200
74,2500,2700,16.3,11.7,6.9,g1_lcd200
74,2500,3600,14.9,14.0,5.5,g1_lcd200
74,2500,4500,14.3,15.2,5.1,g1_lcd200
2,0,0,5.2,113.6,0.0,h0
2,0,900,19.7,35.5,5.1,h0
2,0,1800,42.7,10.7,19.3,h0
2,0,2700,47.9,8.0,27.2,h0
2,0,3600,49.3,7.4,29.3,h0
2,0,4500,48.8,7.4,28.8,h0
2,500,0,5.1,114.1,0.0,h0
2,500,900,27.1,23.9,8.8,h0
2,500,1800,44.7,10.0,23.1,h0
2,500,2700,48.0,8.2,28.0,h0
2,500,3600,50.0,7.3,31.1,h0
2,500,4500,48.1,7.7,29.0,h0
2,1000,0,5.8,99.1,0.1,h0
2,1000,900,28.3,20.4,9.6,h0
2,1000,1800,39.8,11.0,20.5,h0
2,1000,2700,44.3,8.6,26.8,h0
2,1000,3600,46.6,7.8,28.3,h0
2,1000,4500,43.7,8.6,26.0,h0
2,1500,0,8.4,60.0,1.3,h0
2,1500,900,20.1,25.8,7.5,h0
2,1500,1800,35.5,11.1,20.7,h0
2,1500,2700,49.4,7.0,32.5,h0
2,1500,3600,51.2,6.7,33.9,h0
2,1500,4500,47.1,7.7,30.4,h0
2,2000,0,3.9,88.0,0.1,h0
2,2000,900,5.6,74.5,0.2,h0
2,2000,1800,4.8,63.3,0.4,h0
2,2000,2700,4.0,65.0,0.4,h0
2,2000,3600,3.7,69.4,0.3,h0
2,2000,4500,3.6,71.6,0.3,h0
2,2500,0,3.2,103.8,0.0,h0
2,2500,900,4.5,93.8,0.0,h0
2,2500,1800,3.7,88.1,0.0,h0
2,2500,2700,2.9,93.4,0.0,h0
2,2500,3600,2.6,98.2,0.0,h0
2,2500,4500,2.6,101.1,0.0,h0
2,3000,0,2.8,116.4,0.0,h0
2,3000,900,3.7,113.9,0.0,h0
2,3000,1800,3.0,112.7,0.0,h0
2,3000,2700,2.3,116.0,0.0,h0
2,3000,3600,2.2,115.3,0.0,h0
2,3000,4500,3.7,71.4,1.0,h0
2,3500,0,2.8,116.6,0.0,h0
2,3500,900,3.7,115.4,0.0,h0
2,3500,1800,6.1,53.2,2.2,h0
2,3500,2700,20.9,12.3,15.5,h0
2,3500,3600,26.6,9.5,19.6,h0
2,3500,4500,36.7,6.8,28.5,h0
2,4000,0,2.3,108.1,0.0,h0
2,4000,900,3.4,103.3,0.0,h0
2,4000,1800,6.3,38.8,3.1,h0
2,4000,2700,8.6,25.3,5.2,h0
2,4000,3600,8.9,21.5,5.6,h0
2,4000,4500,9.6,20.8,6.1,h0
2,4500,0,0.8,92.1,0.0,h0
2,4500,900,1.2,87.6,0.0,h0
2,4500,1800,1.0,84.9,0.0,h0
2,4500,2700,0.8,87.5,0.0,h0
2,4500,3600,0.6,88.3,0.0,h0
2,4500,4500,0.6,96.6,0.0,h0
24,0,0,3.0,76.0,0.0,h0
24,0,900,5.1,69.3,0.0,h0
24,0,1800,4.5,64.4,0.0,h0
24,0,2700,4.0,64.5,0.0,h0
24,0,3600,3.3,63.9,0.0,h0
24,0,4500,3.1,70.0,0.0,h0
24,500,0,2.4,92.1,0.0,h0
24,500,900,4.1,85.3,0.0,h0
24,500,1800,3.5,81.9,0.0,h0
24,500,2700,3.1,82.7,0.0,h0
24,500,3600,2.7,82.5,0.0,h0
24,500,4500,2.5,88.6,0.0,h0
24,1000,0,1.8,117.0,0.0,h0
24,1000,900,3.1,115.4,0.0,h0
24,1000,1800,2.6,112.1,0.0,h0
24,1000,2700,2.2,116.2,0.0,h0
24,1000,3600,1.9,114.9,0.0,h0
24,1000,4500,1.9,118.0,0.0,h0
24,1500,0,1.8,118.0,0.0,h0
24,1500,900,3.0,117.3,0.0,h0
24,1500,1800,2.5,116.4,0.0,h0
24,1500,2700,2.2,118.3,0.0,h0
24,1500,3600,1.9,117.0,0.0,h0
24,1500,4500,1.8,119.5,0.0,h0
24,2000,0,1.7,118.3,0.0,h0
24,2000,900,3.0,117.4,0.0,h0
24,2000,1800,2.5,116.9,0.0,h0
24,2000,2700,2.2,118.2,0.0,h0
24,2000,3600,1.9,117.3,0.0,h0
24,2000,4500,1.8,119.7,0.0,h0
24,2500,0,1.7,118.7,0.0,h0
24,2500,900,3.0,117.5,0.0,h0
24,2500,1800,2.5,117.1,0.0,h0
24,2500,2700,2.2,118.0,0.0,h0
24,2500,3600,1.9,117.7,0.0,h0
24,2500,4500,1.9,119.5,0.0,h0
24,3000,0,1.3,118.8,0.0,h0
24,3000,900,2.2,117.9,0.0,h0
24,3000,1800,1.9,117.6,0.0,h0
24,3000,2700,1.6,118.1,0.0,h0
24,3000,3600,1.4,118.2,0.0,h0
24,3000,4500,1.4,119.7,0.0,h0
26,-500,0,0.0,11.5,0.0,h0
26,-500,900,0.0,16.7,0.0,h0
26,-500,1800,0.0,6.9,0.0,h0
26,-500,2700,0.0,3.7,0.0,h0
26,-500,3600,0.0,3.9,0.0,h0
26,-500,4500,0.0,3.4,0.0,h0
26,0,0,9.4,74.9,0.0,h0
26,0,900,13.4,66.9,0.0,h0
26,0,1800,26.1,28.9,4.8,h0
26,0,2700,36.1,16.1,12.2,h0
26,0,3600,37.3,15.4,13.2,h0
26,0,4500,37.0,15.5,12.6,h0
26,500,0,6.6,103.7,0.0,h0
26,500,900,10.0,89.4,0.0,h0
26,500,1800,27.7,25.6,6.3,h0
26,500,2700,36.5,15.3,13.4,h0
26,500,3600,34.3,17.4,10.2,h0
26,500,4500,36.1,15.7,12.1,h0
26,1000,0,6.2,108.3,0.0,h0
26,1000,900,12.1,71.2,0.6,h0
26,1000,1800,29.2,23.7,6.7,h0
26,1000,2700,38.0,14.4,13.9,h0
26,1000,3600,34.0,17.5,9.9,h0
26,1000,4500,36.2,15.6,11.9,h0
26,1500,0,5.9,111.6,0.0,h0
26,1500,900,13.2,61.8,1.5,h0
26,1500,1800,29.1,23.5,6.3,h0
26,1500,2700,38.9,13.7,14.3,h0
26,1500,3600,34.0,17.8,9.3,h0
26,1500,4500,36.5,15.6,12.0,h0
26,2000,0,5.8,112.1,0.0,h0
26,2000,900,18.4,41.6,3.1,h0
26,2000,1800,31.1,21.5,7.7,h0
26,2000,2700,39.7,13.6,15.3,h0
26,2000,3600,34.0,17.8,9.4,h0
26,2000,4500,37.1,15.4,12.4,h0
26,2500,0,6.0,105.9,0.0,h0
26,2500,900,17.1,42.2,2.2,h0
26,2500,1800,25.2,25.5,6.1,h0
26,2500,2700,32.6,17.0,11.5,h0
26,2500,3600,27.2,21.8,7.6,h0
26,2500,4500,29.6,19.3,9.5,h0
26,3000,0,6.9,87.9,0.1,h0
26,3000,900,9.6,72.7,0.3,h0
26,3000,1800,12.4,48.9,2.5,h0
26,3000,2700,14.2,38.3,3.3,h0
26,3000,3600,12.1,47.3,1.8,h0
26,3000,4500,12.2,45.8,2.4,h0
26,3500,0,5.1,87.5,0.0,h0
26,3500,900,7.3,76.2,0.1,h0
26,3500,1800,8.8,56.6,1.7,h0
26,3500,2700,7.5,56.1,1.5,h0
26,3500,3600,8.2,56.0,1.9,h0
26,3500,4500,7.6,56.8,1.8,h0
26,4000,0,4.8,92.4,0.0,h0
26,4000,900,6.4,89.3,0.0,h0
26,4000,1800,6.2,87.8,0.0,h0
26,4000,2700,4.8,91.3,0.0,h0
26,4000,3600,5.3,91.9,0.0,h0
26,4000,4500,4.6,97.7,0.0,h0
26,4500,0,3.9,110.2,0.0,h0
26,4500,900,5.2,110.2,0.0,h0
26,4500,1800,4.8,112.4,0.0,h0
26,4500,2700,3.9,114.1,0.0,h0
26,4500,3600,4.4,111.0,0.0,h0
26,4500,4500,3.9,113.4,0.0,h0
26,5000,0,3.7,112.3,0.0,h0
26,5000,900,5.2,110.4,0.0,h0
26,5000,1800,4.7,113.3,0.0,h0
26,5000,2700,4.0,114.2,0.0,h0
26,5000,3600,4.5,109.6,0.0,h0
26,5000,4500,3.8,114.8,0.0,h0
26,5500,0,3.6,106.2,0.0,h0
26,5500,900,5.1,108.9,0.0,h0
26,5500,1800,4.7,111.2,0.0,h0
26,5500,2700,3.8,111.2,0.0,h0
26,5500,3600,4.3,110.7,0.0,h0
26,5500,4500,3.7,113.2,0.0,h0
26,6000,0,2.8,102.6,0.0,h0
26,6000,900,5.1,91.1,0.0,h0
26,6000,1800,4.8,89.9,0.0,h0
26,6000,2700,3.9,91.8,0.0,h0
26,6000,3600,4.2,91.3,0.0,h0
26,6000,4500,3.7,96.8,0.0,h0
26,6500,0,3.4,84.0,0.0,h0
26,6500,900,6.1,77.3,0.0,h0
26,6500,1800,5.3,82.5,0.0,h0
26,6500,2700,4.5,81.7,0.0,h0
26,6500,3600,4.6,85.5,0.0,h0
26,6500,4500,3.6,95.6,0.0,h0
26,7000,0,4.5,69.4,0.0,h0
26,7000,900,9.0,59.6,0.0,h0
26,7000,1800,7.9,63.7,0.0,h0
26,7000,2700,7.1,62.7,0.0,h0
26,7000,3600,6.5,67.6,0.0,h0
26,7000,4500,4.6,82.7,0.0,h0
26,7500,0,4.3,68.3,0.0,h0
26,7500,900,9.0,58.2,0.0,h0
26,7500,1800,8.4,60.9,0.0,h0
26,7500,2700,7.5,59.4,0.0,h0
26,7500,3600,6.7,65.7,0.0,h0
26,7500,4500,4.5,85.4,0.0,h0
26,8000,0,3.4,85.7,0.0,h0
26,8000,900,6.3,81.3,0.0,h0
26,8000,1800,6.4,82.7,0.0,h0
26,8000,2700,5.2,83.8,0.0,h0
26,8000,3600,5.1,86.7,0.0,h0
26,8000,4500,3.9,100.4,0.0,h0
26,8500,0,2.5,111.6,0.0,h0
26,8500,900,4.8,106.7,0.0,h0
26,8500,1800,4.8,110.3,0.0,h0
26,8500,2700,3.9,114.1,0.0,h0
26,8500,3600,4.0,112.0,0.0,h0
26,8500,4500,3.3,116.4,0.0,h0
26,9000,0,2.3,116.4,0.0,h0
26,9000,900,4.5,112.7,0.0,h0
26,9000,1800,4.5,114.0,0.0,h0
26,9000,2700,3.9,116.0,0.0,h0
26,9000,3600,3.9,115.0,0.0,h0
26,9000,4500,3.3,117.3,0.0,h0
26,9500,0,2.2,116.8,0.0,h0
26,9500,900,4.5,114.6,0.0,h0
26,9500,1800,4.5,115.2,0.0,h0
26,9500,2700,3.8,117.1,0.0,h0
26,9500,3600,4.0,114.9,0.0,h0
26,9500,4500,3.2,118.0,0.0,h0
26,10000,0,2.2,117.5,0.0,h0
26,10000,900,4.4,115.4,0.0,h0
26,10000,1800,4.5,115.0,0.0,h0
26,10000,2700,3.8,117.3,0.0,h0
26,10000,3600,4.1,115.6,0.0,h0
26,10000,4500,3.1,118.0,0.0,h0
26,10500,0,1.3,117.6,0.0,h0
26,10500,900,2.8,115.7,0.0,h0
26,10500,1800,2.8,115.2,0.0,h0
26,10500,2700,2.3,117.4,0.0,h0
26,10500,3600,2.5,115.5,0.0,h0
26,10500,4500,2.0,118.0,0.0,h0
74,-500,0,0.0,26.0,0.0,h0
74,-500,900,0.0,17.2,0.0,h0
74,-500,1800,0.0,2.5,0.0,h0
74,-500,2700,0.0,3.0,0.0,h0
74,-500,3600,0.0,2.1,0.0,h0
74,-500,4500,0.0,3.9,0.0,h0
74,0,0,8.8,76.8,0.0,h0
74,0,900,14.2,63.1,0.1,h0
74,0,1800,29.5,23.3,8.7,h0
74,0,2700,46.1,9.7,21.9,h0
74,0,3600,50.3,7.8,26.7,h0
74,0,4500,52.8,6.9,29.8,h0
74,500,0,6.2,106.3,0.0,h0
74,500,900,9.1,96.8,0.0,h0
74,500,1800,31.8,19.8,10.4,h0
74,500,2700,45.8,9.6,22.1,h0
74,500,3600,50.9,7.5,27.8,h0
74,500,4500,52.3,7.0,29.4,h0
74,1000,0,5.7,112.5,0.0,h0
74,1000,900,10.1,87.1,0.1,h0
74,1000,1800,35.6,15.8,13.2,h0
74,1000,2700,47.4,8.9,23.9,h0
74,1000,3600,50.8,7.5,27.5,h0
74,1000,4500,51.9,7.1,29.1,h0
74,1500,0,5.5,112.9,0.0,h0
74,1500,900,10.5,81.2,0.4,h0
74,1500,1800,40.0,13.0,15.3,h0
74,1500,2700,48.7,8.3,25.3,h0
74,1500,3600,50.8,7.4,28.3,h0
74,1500,4500,51.7,7.1,29.1,h0
74,2000,0,5.5,113.6,0.0,h0
74,2000,900,12.6,63.1,1.7,h0
74,2000,1800,41.4,11.9,16.7,h0
74,2000,2700,49.4,7.9,27.0,h0
74,2000,3600,50.6,7.4,28.7,h0
74,2000,4500,51.4,7.1,29.6,h0
74,2500,0,2.1,114.0,0.0,h0
74,2500,900,6.0,49.5,1.2,h0
74,2500,1800,16.3,11.5,6.9,h0
74,2500,2700,19.6,7.6,11.1,h0
74,2500,3600,19.6,7.4,11.3,h0
74,2500,4500,20.0,7.2,11.8,h0
2,0,0,5.2,113.6,0.0,h11
2,0,900,21.3,32.0,6.6,h11
2,0,1800,43.6,10.3,20.2,h11
2,0,2700,49.0,7.4,28.9,h11
2,0,3600,47.2,8.0,26.8,h11
2,0,4500,49.2,7.2,29.4,h11
2,500,0,5.1,114.1,0.0,h11
2,500,900,28.2,22.4,10.0,h11
2,500,1800,45.0,9.7,23.7,h11
2,500,2700,48.2,7.7,29.3,h11
2,500,3600,47.4,8.0,27.9,h11
2,500,4500,47.3,7.6,28.9,h11
2,1000,0,5.8,99.1,0.1,h11
2,1000,900,29.2,19.2,10.8,h11
2,1000,1800,41.6,10.0,23.0,h11
2,1000,2700,45.2,8.3,27.3,h11
2,1000,3600,43.0,8.6,25.4,h11
2,1000,4500,43.4,8.6,25.2,h11
2,1500,0,8.4,60.0,1.3,h11
2,1500,900,22.2,22.7,8.9,h11
2,1500,1800,39.6,9.4,24.2,h11
2,1500,2700,51.4,6.9,34.0,h11
2,1500,3600,50.0,6.5,36.7,h11
2,1500,4500,45.9,7.9,30.4,h11
2,2000,0,3.9,88.0,0.1,h11
2,2000,900,5.5,75.6,0.2,h11
2,2000,1800,4.1,65.6,0.4,h11
2,2000,2700,3.1,75.0,0.4,h11
2,2000,3600,3.6,70.2,0.5,h11
2,2000,4500,2.7,81.2,0.4,h11
2,2500,0,3.2,103.8,0.0,h11
2,2500,900,4.5,94.1,0.0,h11
2,2500,1800,3.0,95.1,0.0,h11
2,2500,2700,2.1,111.2,0.0,h11
2,2500,3600,2.5,101.1,0.0,h11
2,2500,4500,2.0,112.7,0.0,h11
2,3000,0,2.8,116.4,0.0,h11
2,3000,900,3.7,113.7,0.0,h11
2,3000,1800,2.6,114.9,0.0,h11
2,3000,2700,2.0,117.4,0.0,h11
2,3000,3600,2.1,117.1,0.0,h11
2,3000,4500,1.9,118.7,0.0,h11
2,3500,0,2.8,116.6,0.0,h11
2,3500,900,3.6,114.7,0.0,h11
2,3500,1800,2.5,116.1,0.0,h11
2,3500,2700,2.0,117.8,0.0,h11
2,3500,3600,2.1,117.9,0.0,h11
2,3500,4500,3.3,68.6,1.3,h11
2,4000,0,2.3,108.1,0.0,h11
2,4000,900,3.3,104.3,0.0,h11
2,4000,1800,2.4,104.4,0.0,h11
2,4000,2700,1.8,107.0,0.0,h11
2,4000,3600,2.9,62.7,1.1,h11
2,4000,4500,18.0,8.5,16.2,h11
2,4500,0,0.8,92.1,0.0,h11
2,4500,900,1.2,87.2,0.0,h11
2,4500,1800,0.9,86.0,0.0,h11
2,4500,2700,0.6,87.6,0.0,h11
2,4500,3600,0.6,92.2,0.0,h11
2,4500,4500,0.5,104.1,0.0,h11
24,0,0,3.0,76.0,0.0,h11
24,0,900,5.0,68.0,0.0,h11
24,0,1800,3.9,67.9,0.0,h11
24,0,2700,3.5,64.4,0.0,h11
24,0,3600,2.9,67.5,0.0,h11
24,0,4500,2.4,75.8,0.0,h11
24,500,0,2.4,92.1,0.0,h11
24,500,900,4.0,84.6,0.0,h11
24,500,1800,3.2,85.1,0.0,h11
24,500,2700,2.8,83.2,0.0,h11
24,500,3600,2.3,87.1,0.0,h11
24,500,4500,2.0,90.4,0.0,h11
24,1000,0,1.8,117.0,0.0,h11
24,1000,900,3.0,112.8,0.0,h11
24,1000,1800,2.3,115.1,0.0,h11
24,1000,2700,2.0,115.8,0.0,h11
24,1000,3600,1.7,117.7,0.0,h11
24,1000,4500,1.6,117.1,0.0,h11
24,1500,0,1.8,118.0,0.0,h11
24,1500,900,2.9,116.5,0.0,h11
24,1500,1800,2.3,117.1,0.0,h11
24,1500,2700,1.9,117.6,0.0,h11
24,1500,3600,1.7,119.6,0.0,h11
24,1500,4500,1.6,118.5,0.0,h11
24,2000,0,1.7,118.3,0.0,h11
24,2000,900,2.8,117.1,0.0,h11
24,2000,1800,2.3,117.3,0.0,h11
24,2000,2700,2.0,118.6,0.0,h11
24,2000,3600,1.7,119.8,0.0,h11
24,2000,4500,1.6,118.2,0.0,h11
24,2500,0,1.7,118.7,0.0,h11
24,2500,900,2.9,117.6,0.0,h11
24,2500,1800,2.3,117.9,0.0,h11
24,2500,2700,2.0,118.5,0.0,h11
24,2500,3600,1.7,120.2,0.0,h11
24,2500,4500,1.6,118.4,0.0,h11
24,3000,0,1.3,118.8,0.0,h11
24,3000,900,2.1,117.9,0.0,h11
24,3000,1800,1.8,117.7,0.0,h11
24,3000,2700,1.5,118.8,0.0,h11
24,3000,3600,1.3,120.5,0.0,h11
24,3000,4500,1.2,118.6,0.0,h11
26,-500,0,0.0,11.5,0.0,h11
26,-500,900,0.0,16.7,0.0,h11
26,-500,1800,0.0,7.6,0.0,h11
26,-500,2700,0.0,2.3,0.0,h11
26,-500,3600,0.0,1.6,0.0,h11
26,-500,4500,0.0,5.1,0.0,h11
26,0,0,9.4,74.9,0.0,h11
26,0,900,13.9,64.1,0.1,h11
26,0,1800,26.7,28.4,4.1,h11
26,0,2700,33.8,18.5,9.7,h11
26,0,3600,29.3,24.5,5.8,h11
26,0,4500,31.2,21.6,7.2,h11
26,500,0,6.6,103.7,0.0,h11
26,500,900,11.4,77.1,0.1,h11
26,500,1800,26.5,27.3,4.6,h11
26,500,2700,32.0,19.8,8.0,h11
26,500,3600,27.6,25.9,4.8,h11
26,500,4500,29.0,23.4,5.9,h11
26,1000,0,6.2,108.3,0.0,h11
26,1000,900,12.6,66.6,1.0,h11
26,1000,1800,27.9,25.5,5.4,h11
26,1000,2700,31.7,20.0,8.2,h11
26,1000,3600,27.8,25.8,5.0,h11
26,1000,4500,28.5,24.1,5.4,h11
26,1500,0,5.9,111.6,0.0,h11
26,1500,900,14.9,53.8,1.7,h11
26,1500,1800,28.0,25.2,5.4,h11
26,1500,2700,30.7,21.0,7.9,h11
26,1500,3600,27.3,26.0,5.0,h11
26,1500,4500,28.0,24.5,5.4,h11
26,2000,0,5.8,112.1,0.0,h11
26,2000,900,18.6,41.1,2.9,h11
26,2000,1800,29.4,23.3,6.2,h11
26,2000,2700,30.6,21.7,6.8,h11
26,2000,3600,28.8,24.3,5.6,h11
26,2000,4500,28.3,24.5,5.3,h11
26,2500,0,6.0,105.9,0.0,h11
26,2500,900,17.0,43.0,2.0,h11
26,2500,1800,22.5,29.7,3.7,h11
26,2500,2700,21.4,31.9,3.5,h11
26,2500,3600,21.2,32.5,3.1,h11
26,2500,4500,21.2,32.7,3.2,h11
26,3000,0,6.9,87.9,0.1,h11
26,3000,900,9.0,78.2,0.2,h11
26,3000,1800,9.7,66.6,0.4,h11
26,3000,2700,8.8,74.9,0.1,h11
26,3000,3600,10.2,65.1,0.3,h11
26,3000,4500,10.0,67.9,0.3,h11
26,3500,0,5.1,87.5,0.0,h11
26,3500,900,6.4,84.2,0.1,h11
26,3500,1800,5.3,92.0,0.0,h11
26,3500,2700,5.4,88.5,0.0,h11
26,3500,3600,6.1,78.5,0.0,h11
26,3500,4500,5.0,97.6,0.0,h11
26,4000,0,4.8,92.4,0.0,h11
26,4000,900,5.5,95.3,0.0,h11
26,4000,1800,4.9,100.4,0.0,h11
26,4000,2700,5.0,93.2,0.0,h11
26,4000,3600,5.5,82.9,0.0,h11
26,4000,4500,4.5,101.1,0.0,h11
26,4500,0,3.9,110.2,0.0,h11
26,4500,900,4.8,111.0,0.0,h11
26,4500,1800,4.2,115.0,0.0,h11
26,4500,2700,4.5,103.1,0.0,h11
26,4500,3600,5.4,85.2,0.0,h11
26,4500,4500,4.5,102.1,0.0,h11
26,5000,0,3.7,112.3,0.0,h11
26,5000,900,4.8,111.0,0.0,h11
26,5000,1800,4.3,115.3,0.0,h11
26,5000,2700,4.4,103.8,0.0,h11
26,5000,3600,5.5,84.7,0.0,h11
26,5000,4500,4.6,100.3,0.0,h11
26,5500,0,3.6,106.2,0.0,h11
26,5500,900,4.8,106.7,0.0,h11
26,5500,1800,4.2,112.2,0.0,h11
26,5500,2700,4.2,101.7,0.0,h11
26,5500,3600,5.3,83.7,0.0,h11
26,5500,4500,4.6,97.8,0.0,h11
26,6000,0,2.8,102.6,0.0,h11
26,6000,900,5.0,86.9,0.0,h11
26,6000,1800,4.3,92.4,0.0,h11
26,6000,2700,4.2,84.7,0.0,h11
26,6000,3600,4.9,73.0,0.0,h11
26,6000,4500,12.4,33.0,4.1,h11
26,6500,0,3.4,84.0,0.0,h11
26,6500,900,5.5,80.6,0.0,h11
26,6500,1800,5.1,80.9,0.0,h11
26,6500,2700,4.7,78.1,0.0,h11
26,6500,3600,4.0,80.3,0.0,h11
26,6500,4500,4.8,84.2,0.0,h11
26,7000,0,4.5,69.4,0.0,h11
26,7000,900,7.9,63.4,0.0,h11
26,7000,1800,7.5,64.3,0.0,h11
26,7000,2700,6.6,65.4,0.0,h11
26,7000,3600,4.7,75.2,0.0,h11
26,7000,4500,4.4,93.6,0.0,h11
26,7500,0,4.3,68.3,0.0,h11
26,7500,900,8.0,61.7,0.0,h11
26,7500,1800,7.8,62.5,0.0,h11
26,7500,2700,6.5,66.2,0.0,h11
26,7500,3600,4.8,73.7,0.0,h11
26,7500,4500,4.4,93.8,0.0,h11
26,8000,0,3.4,85.7,0.0,h11
26,8000,900,5.8,82.9,0.0,h11
26,8000,1800,6.0,83.8,0.0,h11
26,8000,2700,5.0,85.7,0.0,h11
26,8000,3600,4.4,81.7,0.0,h11
26,8000,4500,4.2,99.7,0.0,h11
26,8500,0,2.5,111.6,0.0,h11
26,8500,900,4.4,109.1,0.0,h11
26,8500,1800,4.5,111.6,0.0,h11
26,8500,2700,4.1,104.2,0.0,h11
26,8500,3600,4.2,85.4,0.0,h11
26,8500,4500,4.2,101.1,0.0,h11
26,9000,0,2.3,116.4,0.0,h11
26,9000,900,4.3,110.2,0.0,h11
26,9000,1800,4.5,112.8,0.0,h11
26,9000,2700,4.0,106.8,0.0,h11
26,9000,3600,4.2,85.5,0.0,h11
26,9000,4500,4.2,101.6,0.0,h11
26,9500,0,2.2,116.8,0.0,h11
26,9500,900,4.3,111.9,0.0,h11
26,9500,1800,4.3,115.4,0.0,h11
26,9500,2700,4.1,104.8,0.0,h11
26,9500,3600,4.2,85.4,0.0,h11
26,9500,4500,4.2,103.2,0.0,h11
26,10000,0,2.2,117.5,0.0,h11
26,10000,900,4.3,112.2,0.0,h11
26,10000,1800,4.3,114.8,0.0,h11
26,10000,2700,4.1,105.2,0.0,h11
26,10000,3600,4.2,85.4,0.0,h11
26,10000,4500,4.2,103.0,0.0,h11
26,10500,0,1.3,117.6,0.0,h11
26,10500,900,2.7,110.3,0.0,h11
26,10500,1800,2.6,115.4,0.0,h11
26,10500,2700,2.5,106.3,0.0,h11
26,10500,3600,2.5,85.4,0.0,h11
26,10500,4500,2.6,102.4,0.0,h11
74,-500,0,0.0,26.0,0.0,h11
74,-500,900,0.0,17.2,0.0,h11
74,-500,1800,0.0,3.6,0.0,h11
74,-500,2700,0.0,4.2,0.0,h11
74,-500,3600,0.0,1.1,0.0,h11
74,-500,4500,0.0,3.3,0.0,h11
74,0,0,8.8,76.8,0.0,h11
74,0,900,14.2,63.1,0.1,h11
74,0,1800,31.2,21.4,10.5,h11
74,0,2700,47.0,9.2,22.9,h11
74,0,3600,51.7,7.2,28.6,h11
74,0,4500,51.7,7.4,28.2,h11
74,500,0,6.2,106.3,0.0,h11
74,500,900,9.1,96.8,0.0,h11
74,500,1800,33.4,18.2,12.5,h11
74,500,2700,47.5,8.8,23.3,h11
74,500,3600,52.1,7.2,29.1,h11
74,500,4500,51.1,7.5,27.8,h11
74,1000,0,5.7,112.5,0.0,h11
74,1000,900,10.1,87.0,0.1,h11
74,1000,1800,36.9,14.8,14.8,h11
74,1000,2700,48.8,8.2,25.2,h11
74,1000,3600,51.4,7.3,28.6,h11
74,1000,4500,51.8,7.1,28.8,h11
74,1500,0,5.5,112.9,0.0,h11
74,1500,900,10.3,83.0,0.3,h11
