link,seg,w900,veh_h,spd,stop_veh_h,run
74,1500,1800,41.7,11.8,17.4,h11
74,1500,2700,49.8,7.8,26.7,h11
74,1500,3600,50.2,7.6,27.3,h11
74,1500,4500,51.8,7.1,29.5,h11
74,2000,0,5.5,113.6,0.0,h11
74,2000,900,13.3,59.6,2.2,h11
74,2000,1800,43.2,10.8,19.0,h11
74,2000,2700,49.9,7.6,27.1,h11
74,2000,3600,49.3,7.9,27.1,h11
74,2000,4500,52.4,6.9,30.5,h11
74,2500,0,2.1,114.0,0.0,h11
74,2500,900,6.4,45.6,1.5,h11
74,2500,1800,17.1,10.6,7.6,h11
74,2500,2700,19.6,7.4,11.0,h11
74,2500,3600,19.0,7.9,10.5,h11
74,2500,4500,20.4,6.9,12.1,h11
2,0,0,5.2,113.6,0.0,b0
2,0,900,20.6,33.4,5.6,b0
2,0,1800,43.9,10.2,20.4,b0
2,0,2700,49.1,7.5,28.8,b0
2,0,3600,47.1,8.3,26.0,b0
2,0,4500,47.0,8.0,26.2,b0
2,500,0,5.1,114.1,0.0,b0
2,500,900,27.9,22.7,9.6,b0
2,500,1800,45.6,9.5,24.3,b0
2,500,2700,48.7,7.8,29.2,b0
2,500,3600,46.6,8.6,26.4,b0
2,500,4500,46.9,8.1,27.3,b0
2,1000,0,5.8,99.1,0.1,b0
2,1000,900,29.1,19.5,10.4,b0
2,1000,1800,42.0,10.0,23.4,b0
2,1000,2700,45.8,8.3,27.3,b0
2,1000,3600,41.6,9.6,23.0,b0
2,1000,4500,41.4,9.4,23.5,b0
2,1500,0,8.4,60.0,1.3,b0
2,1500,900,21.4,23.8,8.1,b0
2,1500,1800,39.2,9.4,25.0,b0
2,1500,2700,51.8,6.9,35.1,b0
2,1500,3600,49.5,7.2,33.0,b0
2,1500,4500,41.9,9.3,23.4,b0
2,2000,0,3.9,88.0,0.1,b0
2,2000,900,5.5,74.5,0.2,b0
2,2000,1800,4.3,65.4,0.5,b0
2,2000,2700,2.8,79.5,0.4,b0
2,2000,3600,3.1,74.1,0.4,b0
2,2000,4500,3.9,69.8,0.3,b0
2,2500,0,3.2,103.8,0.0,b0
2,2500,900,4.7,90.7,0.0,b0
2,2500,1800,3.1,93.2,0.0,b0
2,2500,2700,1.9,116.0,0.0,b0
2,2500,3600,2.2,107.2,0.0,b0
2,2500,4500,2.8,101.1,0.0,b0
2,3000,0,2.8,116.4,0.0,b0
2,3000,900,3.7,112.8,0.0,b0
2,3000,1800,2.6,113.9,0.0,b0
2,3000,2700,1.9,118.1,0.0,b0
2,3000,3600,2.0,117.0,0.0,b0
2,3000,4500,5.0,56.3,1.9,b0
2,3500,0,2.8,116.6,0.0,b0
2,3500,900,3.7,114.2,0.0,b0
2,3500,1800,2.7,108.6,0.1,b0
2,3500,2700,13.0,17.3,9.0,b0
2,3500,3600,22.9,9.6,17.7,b0
2,3500,4500,36.9,6.8,29.1,b0
2,4000,0,2.3,108.1,0.0,b0
2,4000,900,3.3,105.3,0.0,b0
2,4000,1800,3.3,68.8,0.8,b0
2,4000,2700,7.7,22.7,5.1,b0
2,4000,3600,8.4,20.6,5.6,b0
2,4000,4500,9.4,21.8,5.9,b0
2,4500,0,0.8,92.1,0.0,b0
2,4500,900,1.2,89.4,0.0,b0
2,4500,1800,0.9,83.5,0.0,b0
2,4500,2700,0.7,83.8,0.0,b0
2,4500,3600,0.6,88.8,0.0,b0
2,4500,4500,0.6,93.6,0.0,b0
24,0,0,3.0,76.0,0.0,b0
24,0,900,4.8,71.4,0.0,b0
24,0,1800,4.0,65.9,0.0,b0
24,0,2700,3.7,60.5,0.0,b0
24,0,3600,3.2,64.2,0.0,b0
24,0,4500,3.2,69.1,0.0,b0
24,500,0,2.4,92.1,0.0,b0
24,500,900,3.9,87.7,0.0,b0
24,500,1800,3.1,84.2,0.0,b0
24,500,2700,3.0,78.6,0.0,b0
24,500,3600,2.5,84.0,0.0,b0
24,500,4500,2.6,86.1,0.0,b0
24,1000,0,1.8,117.0,0.0,b0
24,1000,900,3.0,115.1,0.0,b0
24,1000,1800,2.3,115.6,0.0,b0
24,1000,2700,2.1,114.6,0.0,b0
24,1000,3600,1.8,114.8,0.0,b0
24,1000,4500,1.8,116.9,0.0,b0
24,1500,0,1.8,118.0,0.0,b0
24,1500,900,3.0,117.4,0.0,b0
24,1500,1800,2.2,117.7,0.0,b0
24,1500,2700,2.0,117.6,0.0,b0
24,1500,3600,1.8,117.8,0.0,b0
24,1500,4500,1.8,118.9,0.0,b0
24,2000,0,1.7,118.3,0.0,b0
24,2000,900,2.9,117.7,0.0,b0
24,2000,1800,2.2,118.3,0.0,b0
24,2000,2700,2.0,118.1,0.0,b0
24,2000,3600,1.8,117.8,0.0,b0
24,2000,4500,1.8,119.0,0.0,b0
24,2500,0,1.7,118.7,0.0,b0
24,2500,900,2.9,118.0,0.0,b0
24,2500,1800,2.2,118.6,0.0,b0
24,2500,2700,2.1,118.0,0.0,b0
24,2500,3600,1.8,118.3,0.0,b0
24,2500,4500,1.8,119.1,0.0,b0
24,3000,0,1.3,118.8,0.0,b0
24,3000,900,2.2,118.0,0.0,b0
24,3000,1800,1.7,118.6,0.0,b0
24,3000,2700,1.5,118.1,0.0,b0
24,3000,3600,1.4,118.9,0.0,b0
24,3000,4500,1.4,119.2,0.0,b0
26,-500,0,0.0,11.5,0.0,b0
26,-500,900,0.0,16.7,0.0,b0
26,-500,1800,0.0,6.0,0.0,b0
26,-500,2700,0.0,4.4,0.0,b0
26,-500,3600,0.0,4.4,0.0,b0
26,-500,4500,0.0,2.9,0.0,b0
26,0,0,9.4,74.9,0.0,b0
26,0,900,13.6,66.0,0.0,b0
26,0,1800,24.1,32.5,3.5,b0
26,0,2700,33.6,18.7,9.7,b0
26,0,3600,32.6,19.9,9.2,b0
26,0,4500,38.9,14.0,14.5,b0
26,500,0,6.6,103.7,0.0,b0
26,500,900,11.1,80.0,0.1,b0
26,500,1800,24.5,30.5,3.2,b0
26,500,2700,32.8,18.8,9.1,b0
26,500,3600,32.6,19.7,8.9,b0
26,500,4500,38.5,13.9,13.9,b0
26,1000,0,6.2,108.3,0.0,b0
26,1000,900,11.0,78.7,0.4,b0
26,1000,1800,26.9,27.0,4.4,b0
26,1000,2700,33.7,18.0,9.9,b0
26,1000,3600,31.7,20.2,8.3,b0
26,1000,4500,38.8,13.6,14.5,b0
26,1500,0,5.9,111.6,0.0,b0
26,1500,900,12.6,65.3,1.0,b0
26,1500,1800,27.3,26.4,4.4,b0
26,1500,2700,34.3,17.5,10.1,b0
26,1500,3600,31.8,20.0,8.5,b0
26,1500,4500,39.5,13.3,14.9,b0
26,2000,0,5.8,112.1,0.0,b0
26,2000,900,17.2,45.7,2.1,b0
26,2000,1800,27.1,26.3,4.5,b0
26,2000,2700,34.6,17.5,10.0,b0
26,2000,3600,34.7,17.5,10.2,b0
26,2000,4500,40.4,13.1,16.2,b0
26,2500,0,6.0,105.9,0.0,b0
26,2500,900,16.5,45.2,1.6,b0
26,2500,1800,21.1,32.7,3.0,b0
26,2500,2700,26.5,23.3,6.6,b0
26,2500,3600,30.8,18.8,10.4,b0
26,2500,4500,34.2,15.7,13.2,b0
26,3000,0,6.9,87.9,0.1,b0
26,3000,900,9.9,72.7,0.3,b0
26,3000,1800,10.5,62.7,0.5,b0
26,3000,2700,11.2,54.3,1.1,b0
26,3000,3600,15.4,35.3,4.4,b0
26,3000,4500,16.2,33.2,4.7,b0
26,3500,0,5.1,87.5,0.0,b0
26,3500,900,7.7,72.8,0.1,b0
26,3500,1800,7.5,68.0,0.5,b0
26,3500,2700,9.6,51.1,1.3,b0
26,3500,3600,8.7,48.1,2.3,b0
26,3500,4500,7.7,54.7,1.5,b0
26,4000,0,4.8,92.4,0.0,b0
26,4000,900,6.7,85.8,0.0,b0
26,4000,1800,6.4,80.2,0.0,b0
26,4000,2700,7.3,76.1,0.0,b0
26,4000,3600,5.3,80.8,0.0,b0
26,4000,4500,5.3,80.1,0.0,b0
26,4500,0,3.9,110.2,0.0,b0
26,4500,900,5.5,103.5,0.0,b0
26,4500,1800,6.1,84.1,0.0,b0
26,4500,2700,6.5,84.2,0.0,b0
26,4500,3600,5.2,84.8,0.0,b0
26,4500,4500,5.1,84.7,0.0,b0
26,5000,0,3.7,112.3,0.0,b0
26,5000,900,5.4,105.2,0.0,b0
26,5000,1800,6.1,83.3,0.0,b0
26,5000,2700,6.6,83.6,0.0,b0
26,5000,3600,5.4,83.9,0.0,b0
26,5000,4500,5.0,84.4,0.0,b0
26,5500,0,3.6,106.2,0.0,b0
26,5500,900,5.4,101.8,0.0,b0
26,5500,1800,5.8,83.2,0.0,b0
26,5500,2700,6.6,78.5,0.1,b0
26,5500,3600,5.3,80.4,0.1,b0
26,5500,4500,4.9,84.5,0.0,b0
26,6000,0,2.8,102.6,0.0,b0
26,6000,900,5.4,85.3,0.0,b0
26,6000,1800,5.2,75.0,0.0,b0
26,6000,2700,5.7,76.0,0.0,b0
26,6000,3600,4.9,73.0,0.1,b0
26,6000,4500,8.6,41.9,2.1,b0
26,6500,0,3.4,84.0,0.0,b0
26,6500,900,5.9,79.2,0.0,b0
26,6500,1800,5.6,70.3,0.0,b0
26,6500,2700,6.5,68.5,0.0,b0
26,6500,3600,4.1,80.6,0.0,b0
26,6500,4500,4.4,79.0,0.0,b0
26,7000,0,4.5,69.4,0.0,b0
26,7000,900,8.8,59.7,0.0,b0
26,7000,1800,7.4,62.4,0.0,b0
26,7000,2700,8.6,59.8,0.0,b0
26,7000,3600,4.6,76.7,0.0,b0
26,7000,4500,4.1,83.4,0.0,b0
26,7500,0,4.3,68.3,0.0,b0
26,7500,900,9.0,58.8,0.0,b0
26,7500,1800,7.3,62.9,0.0,b0
26,7500,2700,9.1,57.6,0.0,b0
26,7500,3600,4.8,75.6,0.0,b0
26,7500,4500,4.1,83.2,0.0,b0
26,8000,0,3.4,85.7,0.0,b0
26,8000,900,6.3,81.1,0.0,b0
26,8000,1800,6.1,76.3,0.0,b0
26,8000,2700,7.0,74.0,0.0,b0
26,8000,3600,4.7,81.2,0.0,b0
26,8000,4500,4.0,84.4,0.0,b0
26,8500,0,2.5,111.6,0.0,b0
26,8500,900,4.9,104.3,0.0,b0
26,8500,1800,5.5,84.3,0.0,b0
26,8500,2700,6.2,84.3,0.0,b0
26,8500,3600,4.5,84.9,0.0,b0
26,8500,4500,3.9,84.8,0.0,b0
26,9000,0,2.3,116.4,0.0,b0
26,9000,900,4.8,107.0,0.0,b0
26,9000,1800,5.5,84.5,0.0,b0
26,9000,2700,6.2,84.4,0.0,b0
26,9000,3600,4.5,84.9,0.0,b0
26,9000,4500,3.8,85.0,0.0,b0
26,9500,0,2.2,116.8,0.0,b0
26,9500,900,4.8,106.4,0.0,b0
26,9500,1800,5.5,84.2,0.0,b0
26,9500,2700,6.2,84.2,0.0,b0
26,9500,3600,4.6,85.1,0.0,b0
26,9500,4500,3.8,84.8,0.0,b0
26,10000,0,2.2,117.5,0.0,b0
26,10000,900,4.7,107.6,0.0,b0
26,10000,1800,5.5,84.2,0.0,b0
26,10000,2700,6.3,83.7,0.0,b0
26,10000,3600,4.7,84.8,0.0,b0
26,10000,4500,3.8,84.9,0.0,b0
26,10500,0,1.3,117.6,0.0,b0
26,10500,900,2.9,108.5,0.0,b0
26,10500,1800,3.3,84.2,0.0,b0
26,10500,2700,3.8,84.1,0.0,b0
26,10500,3600,2.8,85.2,0.0,b0
26,10500,4500,2.3,84.9,0.0,b0
74,-500,0,0.0,26.0,0.0,b0
74,-500,900,0.0,17.2,0.0,b0
74,-500,1800,0.0,4.8,0.0,b0
74,-500,2700,0.0,3.3,0.0,b0
74,-500,3600,0.0,8.8,0.0,b0
74,-500,4500,0.0,6.6,0.0,b0
74,0,0,8.8,76.8,0.0,b0
74,0,900,14.2,63.1,0.1,b0
74,0,1800,30.5,22.2,9.5,b0
74,0,2700,47.1,9.2,23.3,b0
74,0,3600,51.5,7.3,28.2,b0
74,0,4500,49.9,8.1,26.0,b0
74,500,0,6.2,106.3,0.0,b0
74,500,900,9.1,96.8,0.0,b0
74,500,1800,32.4,18.9,11.5,b0
74,500,2700,47.4,8.8,24.0,b0
74,500,3600,51.2,7.4,27.9,b0
74,500,4500,49.5,8.1,25.6,b0
74,1000,0,5.7,112.5,0.0,b0
74,1000,900,10.1,87.0,0.1,b0
74,1000,1800,36.7,15.0,14.5,b0
74,1000,2700,48.2,8.4,25.4,b0
74,1000,3600,50.8,7.4,28.2,b0
74,1000,4500,49.1,8.1,25.7,b0
74,1500,0,5.5,112.9,0.0,b0
74,1500,900,10.2,84.1,0.1,b0
74,1500,1800,41.2,12.1,17.3,b0
74,1500,2700,49.5,7.9,27.0,b0
74,1500,3600,49.9,7.7,27.3,b0
74,1500,4500,49.7,7.9,26.4,b0
74,2000,0,5.5,113.6,0.0,b0
74,2000,900,13.1,60.8,1.9,b0
74,2000,1800,42.9,11.1,18.3,b0
74,2000,2700,50.1,7.6,28.0,b0
74,2000,3600,49.3,7.9,26.7,b0
74,2000,4500,49.3,7.9,26.8,b0
74,2500,0,2.1,114.0,0.0,b0
74,2500,900,6.3,47.0,1.3,b0
74,2500,1800,17.0,10.6,7.4,b0
74,2500,2700,19.9,7.3,11.3,b0
74,2500,3600,18.8,8.1,10.2,b0
74,2500,4500,18.7,8.1,10.2,b0
