next_link,pbin,win900,rows,L1rows,stop,L1stop
-1,0,5,46,15,0,0
-1,100,5,44,16,0,0
-1,200,5,42,13,0,0
-1,300,5,39,15,0,0
-1,400,5,37,11,0,0
-1,500,5,37,11,0,0
-1,600,5,38,14,0,0
-1,700,5,35,12,0,0
-1,800,5,33,9,0,0
-1,900,5,29,10,0,0
-1,1000,5,34,10,0,0
-1,1100,5,25,7,0,0
-1,1200,0,1,1,0,0
-1,1200,1,10,5,0,0
-1,1200,2,14,2,11,2
-1,1200,3,2,1,0,0
-1,1200,4,14,3,7,0
-1,1200,5,488,243,290,121
-1,1300,0,3,1,0,0
-1,1300,1,38,0,19,0
-1,1300,2,154,47,125,41
-1,1300,3,36,21,32,19
-1,1300,4,114,0,98,0
-1,1300,5,4069,1451,3379,1208
-1,1400,0,2,0,0,0
-1,1400,1,72,0,50,0
-1,1400,2,210,62,167,52
-1,1400,3,12,12,11,11
-1,1400,4,57,17,42,16
-1,1400,5,3827,1369,3231,1173
-1,1500,0,2,0,0,0
-1,1500,1,142,3,116,1
-1,1500,2,186,52,147,42
-1,1500,4,81,24,66,19
-1,1500,5,2686,891,2227,733
-1,1600,0,1,0,0,0
-1,1600,1,157,22,133,19
-1,1600,2,186,42,153,35
-1,1600,4,100,1,83,0
-1,1600,5,1790,568,1524,492
-1,1700,0,2,0,0,0
-1,1700,1,137,22,111,20
-1,1700,2,164,44,132,36
-1,1700,4,70,21,56,17
-1,1700,5,1205,337,1014,283
-1,1800,0,2,0,0,0
-1,1800,1,87,22,60,18
-1,1800,2,210,44,176,39
-1,1800,4,96,23,79,19
-1,1800,5,447,118,328,78
-1,1900,0,21,0,19,0
-1,1900,1,92,1,78,0
-1,1900,2,145,3,123,0
-1,1900,4,34,1,26,0
-1,1900,5,109,53,85,44
38,1200,0,2,2,0,0
38,1200,1,6,5,0,0
38,1200,2,9,5,2,1
38,1200,3,13,2,8,0
38,1200,4,9,5,2,2
38,1300,0,7,1,0,0
38,1300,1,42,2,28,0
38,1300,2,176,5,141,2
38,1300,3,57,1,43,0
38,1300,4,190,0,164,0
38,1300,5,39,0,36,0
38,1400,0,5,0,0,0
38,1400,1,79,0,65,0
38,1400,2,172,0,140,0
38,1400,3,100,0,84,0
38,1400,4,164,0,138,0
38,1400,5,47,0,38,0
38,1500,0,5,0,0,0
38,1500,1,147,0,124,0
38,1500,2,106,0,82,0
38,1500,3,104,0,85,0
38,1500,4,109,0,84,0
38,1500,5,51,0,41,0
38,1600,0,30,0,20,0
38,1600,1,86,0,69,0
38,1600,2,121,0,96,0
38,1600,3,137,0,110,0
38,1600,4,108,0,87,0
38,1600,5,48,0,38,0
38,1700,0,24,0,17,0
38,1700,1,121,0,93,0
38,1700,2,164,0,136,0
38,1700,3,152,0,129,0
38,1700,4,101,0,89,0
38,1700,5,78,0,60,0
38,1800,0,93,0,84,0
38,1800,1,121,0,97,0
38,1800,2,161,0,136,0
38,1800,3,179,0,149,0
38,1800,4,72,0,57,0
38,1800,5,137,0,109,0
38,1900,0,30,0,24,0
38,1900,1,9,0,0,0
38,1900,2,18,0,5,0
38,1900,3,37,0,21,0
38,1900,4,10,0,3,0
38,1900,5,13,0,3,0
10118,0,0,37,10,0,0
10118,0,1,42,15,0,0
10118,0,2,50,22,0,0
10118,0,3,37,14,0,0
10118,0,4,28,7,0,0
10118,0,5,2,0,0,0
10118,100,0,41,18,0,0
10118,100,1,45,18,0,0
10118,100,2,46,23,0,0
10118,100,3,33,13,0,0
10118,100,4,27,12,0,0
10118,100,5,2,0,0,0
10118,200,0,41,18,0,0
10118,200,1,43,14,0,0
10118,200,2,47,24,0,0
10118,200,3,33,16,0,0
10118,200,4,32,12,0,0
10118,200,5,1,0,0,0
10118,300,0,42,18,0,0
10118,300,1,43,18,0,0
10118,300,2,51,27,0,0
10118,300,3,33,14,0,0
10118,300,4,29,10,0,0
10118,300,5,2,0,0,0
10118,400,0,40,15,0,0
10118,400,1,40,19,0,0
10118,400,2,50,27,0,0
10118,400,3,33,13,0,0
10118,400,4,32,10,0,0
10118,400,5,2,0,0,0
10118,500,0,40,16,0,0
10118,500,1,41,15,0,0
10118,500,2,49,23,0,0
10118,500,3,33,15,0,0
10118,500,4,30,9,0,0
10118,500,5,1,0,0,0
10118,600,0,42,17,0,0
10118,600,1,42,17,0,0
10118,600,2,48,21,0,0
10118,600,3,32,13,0,0
10118,600,4,31,9,0,0
10118,600,5,2,0,0,0
10118,700,0,39,14,0,0
10118,700,1,46,17,0,0
10118,700,2,48,21,0,0
10118,700,3,33,13,0,0
10118,700,4,31,10,0,0
10118,700,5,1,0,0,0
10118,800,0,40,14,0,0
10118,800,1,45,19,0,0
10118,800,2,48,19,0,0
10118,800,3,37,17,0,0
10118,800,4,37,8,0,0
10118,800,5,2,0,0,0
10118,900,0,38,15,0,0
10118,900,1,42,16,0,0
10118,900,2,50,19,0,0
10118,900,3,33,14,0,0
10118,900,4,34,10,0,0
10118,900,5,2,0,0,0
10118,1000,0,40,13,0,0
10118,1000,1,45,14,0,0
10118,1000,2,41,11,0,0
10118,1000,3,27,9,0,0
10118,1000,4,32,7,0,0
10118,1000,5,1,0,0,0
10118,1100,0,41,15,0,0
10118,1100,1,44,16,0,0
10118,1100,2,49,14,0,0
10118,1100,3,32,12,0,0
10118,1100,4,37,11,0,0
10118,1100,5,2,0,0,0
10118,1200,0,111,78,0,0
10118,1200,1,185,127,20,10
10118,1200,2,248,120,97,43
10118,1200,3,339,194,151,75
10118,1200,4,410,230,223,121
10118,1200,5,142,64,95,37
10118,1300,0,214,102,0,0
10118,1300,1,1362,633,890,396
10118,1300,2,3841,1593,3162,1340
10118,1300,3,4307,1731,3564,1464
10118,1300,4,4262,1770,3551,1503
10118,1300,5,1230,414,1023,353
10118,1400,0,189,70,0,0
10118,1400,1,3187,1329,2517,1049
10118,1400,2,5139,2211,4326,1891
10118,1400,3,5567,2384,4680,2066
10118,1400,4,5075,2069,4268,1759
10118,1400,5,2228,889,1847,745
10118,1500,0,359,161,108,63
10118,1500,1,4795,1992,3874,1623
10118,1500,2,5141,2149,4201,1773
10118,1500,3,5429,2329,4426,1947
10118,1500,4,5078,2132,4168,1771
10118,1500,5,3040,1345,2442,1096
10118,1600,0,1096,460,704,279
10118,1600,1,4693,1961,3784,1601
10118,1600,2,4819,1918,3894,1559
10118,1600,3,4714,2060,3760,1696
10118,1600,4,4874,2072,3956,1725
10118,1600,5,3423,1539,2678,1233
10118,1700,0,1765,725,1217,493
10118,1700,1,4619,1997,3689,1643
10118,1700,2,4795,2024,3828,1663
10118,1700,3,4807,2101,3848,1747
10118,1700,4,4956,2074,3963,1704
10118,1700,5,3897,1761,3129,1458
10118,1800,0,2599,1119,1938,849
10118,1800,1,4712,1980,3779,1629
10118,1800,2,4565,1979,3652,1623
10118,1800,3,4757,2064,3845,1725
10118,1800,4,4833,2095,3903,1735
10118,1800,5,4329,1901,3530,1585
10118,1900,0,2251,841,1881,688
10118,1900,1,3228,1228,2789,1034
10118,1900,2,3201,1254,2772,1067
10118,1900,3,3284,1202,2843,1016
10118,1900,4,3335,1284,2909,1095
10118,1900,5,3158,1210,2726,1014
10482,-100,2,1,1,0,0
10482,0,0,288,102,0,0
10482,0,1,341,106,0,0
10482,0,2,411,143,0,0
10482,0,3,341,113,0,0
10482,0,4,251,98,0,0
10482,0,5,160,61,0,0
10482,100,0,306,112,0,0
10482,100,1,367,137,0,0
10482,100,2,430,171,0,0
10482,100,3,369,128,0,0
10482,100,4,276,106,0,0
10482,100,5,175,73,0,0
10482,200,0,301,118,0,0
10482,200,1,355,147,0,0
10482,200,2,436,177,0,0
10482,200,3,364,141,0,0
10482,200,4,264,102,0,0
10482,200,5,179,71,0,0
10482,300,0,297,121,0,0
10482,300,1,358,150,0,0
10482,300,2,435,198,0,0
10482,300,3,353,134,0,0
10482,300,4,269,116,0,0
10482,300,5,181,84,0,0
10482,400,0,293,116,0,0
10482,400,1,360,159,0,0
10482,400,2,437,197,0,0
10482,400,3,360,132,0,0
10482,400,4,285,119,0,0
10482,400,5,194,88,0,0
10482,500,0,288,113,0,0
10482,500,1,352,148,0,0
10482,500,2,441,179,0,0
10482,500,3,376,141,0,0
10482,500,4,267,108,0,0
10482,500,5,182,85,0,0
10482,600,0,294,116,0,0
10482,600,1,367,152,0,0
10482,600,2,439,175,0,0
10482,600,3,364,139,0,0
10482,600,4,267,101,0,0
10482,600,5,191,91,0,0
10482,700,0,285,114,0,0
10482,700,1,358,143,0,0
10482,700,2,426,172,0,0
10482,700,3,366,148,0,0
10482,700,4,288,111,0,0
10482,700,5,195,85,0,0
10482,800,0,287,111,0,0
10482,800,1,356,143,0,0
10482,800,2,428,161,0,0
10482,800,3,354,142,0,0
10482,800,4,278,107,0,0
10482,800,5,195,86,0,0
10482,900,0,292,112,0,0
10482,900,1,355,140,0,0
10482,900,2,445,155,0,0
10482,900,3,360,141,0,0
10482,900,4,288,112,0,0
10482,900,5,217,96,0,0
10482,1000,0,72,21,0,0
10482,1000,1,112,46,0,0
10482,1000,2,112,44,0,0
10482,1000,3,107,40,0,0
10482,1000,4,73,28,0,0
10482,1000,5,56,22,0,0
10490,0,0,97,37,0,0
10490,0,1,151,56,0,0
10490,0,2,135,49,0,0
10490,0,3,105,42,0,0
10490,0,4,71,17,0,0
10490,0,5,54,15,0,0
10490,100,0,94,38,0,0
10490,100,1,141,58,0,0
10490,100,2,145,58,0,0
10490,100,3,101,47,0,0
10490,100,4,76,19,0,0
10490,100,5,56,15,0,0
10490,200,0,97,39,0,0
10490,200,1,148,59,0,0
10490,200,2,146,62,0,0
10490,200,3,99,42,0,0
10490,200,4,79,23,0,0
10490,200,5,54,13,0,0
10490,300,0,94,50,0,0
10490,300,1,139,70,0,0
10490,300,2,145,75,0,0
10490,300,3,102,49,0,0
10490,300,4,77,30,0,0
10490,300,5,55,22,0,0
10490,400,0,94,82,0,0
10490,400,1,153,125,0,0
10490,400,2,156,132,0,0
10490,400,3,102,99,0,0
10490,400,4,86,74,0,0
10490,400,5,54,51,0,0
10490,500,0,97,93,0,0
10490,500,1,146,137,0,0
10490,500,2,157,145,0,0
10490,500,3,96,95,0,0
10490,500,4,89,82,0,0
10490,500,5,56,54,0,0
10490,600,0,92,92,0,0
10490,600,1,149,142,0,0
10490,600,2,157,152,0,0
10490,600,3,101,101,0,0
10490,600,4,87,80,0,0
10490,600,5,55,55,0,0
10490,700,0,100,100,0,0
10490,700,1,144,140,0,0
10490,700,2,162,161,0,0
10490,700,3,100,100,0,0
10490,700,4,93,90,0,0
10490,700,5,58,58,0,0
10490,800,0,92,92,0,0
10490,800,1,142,140,0,0
10490,800,2,168,168,0,0
10490,800,3,105,105,0,0
10490,800,4,87,83,0,0
10490,800,5,55,55,0,0
10490,900,0,91,91,0,0
10490,900,1,152,152,0,0
10490,900,2,163,163,0,0
10490,900,3,109,109,0,0
10490,900,4,91,87,0,0
10490,900,5,58,58,0,0
10490,1000,0,98,98,0,0
10490,1000,1,147,147,0,0
10490,1000,2,157,157,0,0
10490,1000,3,99,99,0,0
10490,1000,4,92,89,0,0
10490,1000,5,58,58,0,0
10490,1100,0,92,92,0,0
10490,1100,1,137,137,0,0
10490,1100,2,155,155,0,0
10490,1100,3,101,101,0,0
10490,1100,4,93,92,0,0
10490,1100,5,56,56,0,0
10490,1200,0,101,101,1,1
10490,1200,1,194,194,13,13
10490,1200,2,609,609,354,354
10490,1200,3,409,409,263,263
10490,1200,4,378,375,235,235
10490,1200,5,237,237,145,145
10490,1300,0,35,35,0,0
10490,1300,1,108,108,35,35
10490,1300,2,265,265,184,184
10490,1300,3,305,305,248,248
10490,1300,4,234,222,177,165
10490,1300,5,152,152,114,114
10695,0,0,10,0,0,0
10695,0,1,10,2,0,0
10695,0,2,13,3,0,0
10695,0,3,26,7,0,0
10695,0,4,17,5,0,0
10695,0,5,2,0,0,0
10695,100,0,9,0,0,0
10695,100,1,10,3,0,0
10695,100,2,17,6,0,0
10695,100,3,29,10,0,0
10695,100,4,17,5,0,0
10695,100,5,1,0,0,0
10695,200,0,9,0,0,0
10695,200,1,11,4,0,0
10695,200,2,15,4,0,0
10695,200,3,26,8,0,0
10695,200,4,18,6,0,0
10695,200,5,2,0,0,0
10695,300,0,9,0,0,0
10695,300,1,9,3,0,0
10695,300,2,16,6,0,0
10695,300,3,29,9,0,0
10695,300,4,20,6,0,0
10695,300,5,2,0,0,0
10695,400,0,9,0,0,0
10695,400,1,11,4,0,0
10695,400,2,18,7,0,0
10695,400,3,22,9,0,0
10695,400,4,20,7,0,0
10695,400,5,2,0,0,0
10695,500,0,10,0,0,0
10695,500,1,9,2,0,0
10695,500,2,15,4,0,0
10695,500,3,25,7,0,0
10695,500,4,19,6,0,0
10695,500,5,1,0,0,0
10695,600,0,8,0,0,0
10695,600,1,10,4,0,0
10695,600,2,14,2,0,0
10695,600,3,32,8,0,0
10695,600,4,20,4,0,0
10695,600,5,3,0,0,0
10695,700,0,9,0,0,0
10695,700,1,11,4,0,0
10695,700,2,14,2,0,0
10695,700,3,28,7,0,0
10695,700,4,15,5,0,0
10695,700,5,3,0,0,0
10695,800,0,10,0,0,0
10695,800,1,11,4,0,0
10695,800,2,11,1,0,0
10695,800,3,29,7,0,0
10695,800,4,19,6,0,0
10695,800,5,3,0,0,0
10695,900,0,9,0,0,0
10695,900,1,10,4,0,0
10695,900,2,12,2,0,0
10695,900,3,31,6,0,0
10695,900,4,16,5,0,0
10695,900,5,6,0,0,0
10695,1000,0,6,0,0,0
10695,1000,1,13,2,0,0
10695,1000,2,13,2,0,0
10695,1000,3,28,3,0,0
10695,1000,4,16,6,0,0
10695,1000,5,5,0,0,0
10695,1100,0,8,0,0,0
10695,1100,1,11,0,0,0
10695,1100,2,12,1,0,0
10695,1100,3,29,6,0,0
10695,1100,4,14,4,0,0
10695,1100,5,6,0,0,0
10695,1200,0,29,19,0,0
10695,1200,1,66,39,4,2
10695,1200,2,81,38,20,10
10695,1200,3,167,34,78,6
10695,1200,4,164,40,80,8
10695,1200,5,72,14,45,3
10695,1300,0,65,15,0,0
10695,1300,1,491,50,327,15
10695,1300,2,1170,7,931,1
10695,1300,3,1402,8,1121,4
10695,1300,4,1489,6,1212,5
10695,1300,5,602,8,504,4
10695,1400,0,52,9,0,0
10695,1400,1,960,10,742,2
10695,1400,2,1357,0,1108,0
10695,1400,3,1450,0,1195,0
10695,1400,4,1604,0,1341,0
10695,1400,5,780,0,651,0
10695,1500,0,119,5,49,0
10695,1500,1,1228,0,988,0
10695,1500,2,1178,0,948,0
10695,1500,3,1373,0,1108,0
10695,1500,4,1405,0,1136,0
10695,1500,5,913,0,738,0
10695,1600,0,261,1,175,0
10695,1600,1,1403,0,1147,0
10695,1600,2,1178,0,936,0
10695,1600,3,1504,0,1232,0
10695,1600,4,1369,0,1108,0
10695,1600,5,1027,0,829,0
10695,1700,0,456,1,343,0
10695,1700,1,1414,0,1124,0
10695,1700,2,1296,0,1051,0
10695,1700,3,1465,0,1192,0
10695,1700,4,1414,0,1130,0
10695,1700,5,1235,0,994,0
10695,1800,0,815,2,664,0
10695,1800,1,1419,0,1150,0
10695,1800,2,1390,0,1148,0
10695,1800,3,1551,0,1266,0
10695,1800,4,1534,0,1255,0
10695,1800,5,1516,0,1233,0
10695,1900,0,504,2,419,0
10695,1900,1,534,0,421,0
10695,1900,2,584,0,465,0
10695,1900,3,705,0,580,0
10695,1900,4,664,0,518,0
10695,1900,5,587,0,461,0
