next_link,pbin,win900,rows,L1rows,stop,L1stop
-1,0,0,54,10,0,0
-1,0,1,109,37,2,1
-1,0,2,115,44,0,0
-1,0,3,96,32,0,0
-1,0,4,100,24,0,0
-1,0,5,122,30,0,0
-1,100,0,52,9,0,0
-1,100,1,111,31,4,4
-1,100,2,131,40,0,0
-1,100,3,104,34,1,1
-1,100,4,121,29,1,1
-1,100,5,125,32,0,0
-1,200,0,300,190,7,7
-1,200,1,486,287,33,31
-1,200,2,690,405,73,53
-1,200,3,523,281,28,26
-1,200,4,490,279,19,18
-1,200,5,529,305,17,17
-1,300,0,345,132,9,2
-1,300,1,573,173,60,8
-1,300,2,835,358,189,32
-1,300,3,595,187,82,20
-1,300,4,534,154,34,7
-1,300,5,600,209,27,9
-1,400,0,264,73,0,0
-1,400,1,340,72,0,0
-1,400,2,318,69,0,0
-1,400,3,316,57,0,0
-1,400,4,340,61,0,0
-1,400,5,377,71,0,0
-1,500,0,280,115,0,0
-1,500,1,364,105,0,0
-1,500,2,327,115,0,0
-1,500,3,312,83,0,0
-1,500,4,357,102,0,0
-1,500,5,375,89,0,0
-1,600,0,369,157,0,0
-1,600,1,450,173,0,0
-1,600,2,452,190,0,0
-1,600,3,432,177,0,0
-1,600,4,451,167,0,0
-1,600,5,464,171,0,0
-1,700,0,369,145,0,0
-1,700,1,467,151,0,0
-1,700,2,453,160,0,0
-1,700,3,416,148,0,0
-1,700,4,454,149,0,0
-1,700,5,465,137,0,0
-1,800,0,371,125,0,0
-1,800,1,464,147,0,0
-1,800,2,423,147,0,0
-1,800,3,410,132,0,0
-1,800,4,450,131,0,0
-1,800,5,471,133,0,0
-1,900,0,371,124,0,0
-1,900,1,433,121,0,0
-1,900,2,424,133,0,0
-1,900,3,422,145,0,0
-1,900,4,436,128,0,0
-1,900,5,457,128,0,0
-1,1000,0,366,115,0,0
-1,1000,1,436,130,0,0
-1,1000,2,436,144,0,0
-1,1000,3,414,138,0,0
-1,1000,4,462,129,0,0
-1,1000,5,472,138,0,0
-1,1100,0,377,112,0,0
-1,1100,1,440,123,0,0
-1,1100,2,423,132,0,0
-1,1100,3,403,123,0,0
-1,1100,4,438,125,0,0
-1,1100,5,462,121,0,0
-1,1200,0,362,112,0,0
-1,1200,1,451,130,0,0
-1,1200,2,420,128,0,0
-1,1200,3,412,150,0,0
-1,1200,4,472,121,0,0
-1,1200,5,482,136,0,0
-1,1300,0,393,115,0,0
-1,1300,1,451,125,0,0
-1,1300,2,421,134,0,0
-1,1300,3,429,135,0,0
-1,1300,4,464,133,0,0
-1,1300,5,484,124,0,0
-1,1400,0,365,109,0,0
-1,1400,1,451,125,0,0
-1,1400,2,415,125,0,0
-1,1400,3,401,131,0,0
-1,1400,4,465,141,0,0
-1,1400,5,487,115,0,0
-1,1500,0,374,108,0,0
-1,1500,1,452,127,0,0
-1,1500,2,424,121,0,0
-1,1500,3,434,133,0,0
-1,1500,4,478,144,0,0
-1,1500,5,497,129,0,0
-1,1600,0,386,117,0,0
-1,1600,1,448,121,0,0
-1,1600,2,435,135,0,0
-1,1600,3,420,128,0,0
-1,1600,4,487,138,0,0
-1,1600,5,519,128,1,0
-1,1700,0,382,112,0,0
-1,1700,1,430,115,0,0
-1,1700,2,429,113,0,0
-1,1700,3,434,131,0,0
-1,1700,4,474,128,0,0
-1,1700,5,496,137,0,0
-1,1800,0,379,101,0,0
-1,1800,1,460,129,0,0
-1,1800,2,424,125,0,0
-1,1800,3,445,137,0,0
-1,1800,4,475,138,0,0
-1,1800,5,500,120,0,0
-1,1900,0,368,103,0,0
-1,1900,1,429,109,0,0
-1,1900,2,424,120,0,0
-1,1900,3,431,139,0,0
-1,1900,4,465,132,0,0
-1,1900,5,508,130,0,0
-1,2000,0,65,19,0,0
-1,2000,1,72,25,0,0
-1,2000,2,69,19,0,0
-1,2000,3,74,25,0,0
-1,2000,4,73,19,0,0
-1,2000,5,62,15,0,0
10646,0,0,147,41,0,0
10646,0,1,343,119,0,0
10646,0,2,363,112,3,3
10646,0,3,333,129,1,1
10646,0,4,321,119,1,1
10646,0,5,262,90,2,2
10646,100,0,138,35,0,0
10646,100,1,406,160,28,28
10646,100,2,394,145,20,20
10646,100,3,332,123,4,4
10646,100,4,320,120,2,2
10646,100,5,266,82,3,2
10646,200,0,206,114,12,9
10646,200,1,789,477,188,136
10646,200,2,1311,601,505,193
10646,200,3,756,476,142,103
10646,200,4,570,379,74,71
10646,200,5,463,289,55,47
10646,300,0,194,87,43,3
10646,300,1,647,252,228,17
10646,300,2,1821,289,1240,37
10646,300,3,784,292,311,42
10646,300,4,560,242,183,21
10646,300,5,549,199,213,17
10681,0,0,53,22,0,0
10681,0,1,126,40,1,1
10681,0,2,145,56,2,2
10681,0,3,98,22,1,0
10681,0,4,90,32,1,1
10681,0,5,79,30,0,0
10681,100,0,15,4,0,0
10681,100,1,16,8,0,0
10681,100,2,24,7,2,0
10681,100,3,22,4,1,0
10681,100,4,19,7,4,0
10681,100,5,10,2,0,0
