next_link,pbin,win900,rows,L1rows,stop,L1stop
-1,0,3,2,0,0,0
-1,0,4,265,81,0,0
-1,0,5,242,69,0,0
-1,100,3,2,0,0,0
-1,100,4,261,77,0,0
-1,100,5,258,74,0,0
-1,200,3,1,0,0,0
-1,200,4,249,76,0,0
-1,200,5,262,71,0,0
-1,300,3,2,0,0,0
-1,300,4,253,77,0,0
-1,300,5,262,69,0,0
-1,400,3,2,0,0,0
-1,400,4,249,70,0,0
-1,400,5,240,68,0,0
-1,500,3,1,0,0,0
-1,500,4,254,74,0,0
-1,500,5,257,72,0,0
-1,600,3,2,0,0,0
-1,600,4,242,65,0,0
-1,600,5,265,74,0,0
-1,700,3,2,0,0,0
-1,700,4,485,325,217,217
-1,700,5,1396,1171,1105,1104
-1,800,3,1,0,0,0
-1,800,4,1375,1251,1048,1048
-1,800,5,3409,2928,2883,2874
-1,900,3,2,0,0,0
-1,900,4,1744,1641,1416,1415
-1,900,5,3561,2985,2950,2930
-1,1000,3,2,0,0,0
-1,1000,4,1888,1823,1621,1621
-1,1000,5,3618,2844,3032,2798
-1,1100,3,1,0,0,0
-1,1100,4,2098,2057,1864,1864
-1,1100,5,3675,2663,3145,2617
-1,1200,3,2,0,0,0
-1,1200,4,1039,993,840,840
-1,1200,5,4118,2694,3652,2638
-1,1300,3,1,0,0,0
-1,1300,4,903,850,750,750
-1,1300,5,4442,2547,4036,2486
-1,1400,4,1033,980,929,929
-1,1400,5,4644,2672,4299,2594
-1,1500,4,570,504,498,496
-1,1500,5,4028,2241,3764,2171
-1,1600,4,185,0,120,0
-1,1600,5,1956,588,1797,558
-1,1700,4,169,0,154,0
-1,1700,5,575,3,534,1
10636,0,0,12,1,0,0
10636,0,1,40,4,0,0
10636,0,2,52,12,0,0
10636,0,3,23,5,0,0
10636,0,4,22,2,0,0
10636,0,5,19,5,0,0
10636,100,0,15,2,0,0
10636,100,1,34,3,0,0
10636,100,2,55,11,0,0
10636,100,3,27,5,0,0
10636,100,4,19,0,0,0
10636,100,5,23,7,0,0
10636,200,0,12,2,0,0
10636,200,1,38,3,0,0
10636,200,2,55,10,0,0
10636,200,3,26,6,0,0
10636,200,4,19,0,0,0
10636,200,5,23,7,0,0
10636,300,0,14,2,0,0
10636,300,1,37,4,0,0
10636,300,2,47,9,0,0
10636,300,3,28,6,0,0
10636,300,4,19,0,0,0
10636,300,5,21,7,0,0
10636,400,0,13,1,0,0
10636,400,1,35,3,0,0
10636,400,2,50,10,0,0
10636,400,3,25,3,0,0
10636,400,4,21,0,0,0
10636,400,5,24,7,0,0
10636,500,0,13,2,0,0
10636,500,1,40,3,0,0
10636,500,2,53,9,0,0
10636,500,3,30,6,0,0
10636,500,4,21,0,0,0
10636,500,5,22,6,0,0
10636,600,0,15,2,0,0
10636,600,1,39,4,0,0
10636,600,2,49,7,0,0
10636,600,3,29,5,0,0
10636,600,4,21,0,0,0
10636,600,5,23,7,0,0
10636,700,0,12,3,0,0
10636,700,1,34,6,0,0
10636,700,2,45,12,0,0
10636,700,3,29,8,0,0
10636,700,4,17,1,0,0
10636,700,5,26,6,1,1
10636,800,0,14,2,0,0
10636,800,1,38,1,0,0
10636,800,2,53,11,0,0
10636,800,3,28,4,0,0
10636,800,4,21,1,0,0
10636,800,5,24,0,0,0
10636,900,0,12,0,0,0
10636,900,1,37,0,0,0
10636,900,2,53,2,0,0
10636,900,3,30,0,0,0
10636,900,4,23,0,0,0
10636,900,5,21,0,0,0
10636,1000,0,15,0,0,0
10636,1000,1,37,0,0,0
10636,1000,2,46,0,0,0
10636,1000,3,29,0,0,0
10636,1000,4,22,0,0,0
10636,1000,5,24,0,0,0
10636,1100,0,12,0,0,0
10636,1100,1,38,0,0,0
10636,1100,2,43,0,0,0
10636,1100,3,29,0,0,0
10636,1100,4,19,0,0,0
10636,1100,5,26,0,0,0
10636,1200,0,13,0,0,0
10636,1200,1,35,0,0,0
10636,1200,2,48,0,0,0
10636,1200,3,31,0,0,0
10636,1200,4,18,0,0,0
10636,1200,5,22,0,0,0
10636,1300,0,15,0,0,0
10636,1300,1,38,0,0,0
10636,1300,2,50,0,0,0
10636,1300,3,29,0,0,0
10636,1300,4,20,0,0,0
10636,1300,5,24,0,0,0
10636,1400,0,11,0,0,0
10636,1400,1,37,0,0,0
10636,1400,2,46,0,0,0
10636,1400,3,29,0,0,0
10636,1400,4,19,0,0,0
10636,1400,5,27,0,0,0
10636,1500,0,15,0,0,0
10636,1500,1,35,0,0,0
10636,1500,2,43,0,0,0
10636,1500,3,31,0,0,0
10636,1500,4,19,0,0,0
10636,1500,5,27,0,0,0
10636,1600,0,14,0,0,0
10636,1600,1,37,0,0,0
10636,1600,2,52,0,0,0
10636,1600,3,29,0,0,0
10636,1600,4,14,0,0,0
10636,1600,5,23,0,0,0
10636,1700,0,10,0,0,0
10636,1700,1,33,0,0,0
10636,1700,2,42,0,0,0
10636,1700,3,28,0,0,0
10636,1700,4,20,0,0,0
10636,1700,5,26,0,0,0
10637,0,0,54,15,0,0
10637,0,1,114,43,0,0
10637,0,2,129,33,0,0
10637,0,3,87,18,0,0
10637,0,4,65,24,0,0
10637,100,0,57,17,0,0
10637,100,1,107,37,0,0
10637,100,2,133,34,0,0
10637,100,3,87,19,0,0
10637,100,4,63,25,0,0
10637,200,0,57,16,0,0
10637,200,1,118,37,0,0
10637,200,2,132,39,0,0
10637,200,3,86,18,0,0
10637,200,4,67,24,0,0
10637,200,5,1,0,0,0
10637,300,0,51,13,0,0
10637,300,1,121,43,0,0
10637,300,2,120,33,0,0
10637,300,3,92,20,0,0
10637,300,4,67,26,0,0
10637,300,5,3,0,0,0
10637,400,0,52,17,0,0
10637,400,1,102,32,0,0
10637,400,2,133,37,0,0
10637,400,3,91,22,0,0
10637,400,4,63,24,0,0
10637,400,5,3,0,0,0
10637,500,0,53,17,0,0
10637,500,1,117,37,0,0
10637,500,2,136,40,0,0
10637,500,3,89,19,0,0
10637,500,4,64,22,0,0
10637,500,5,3,0,0,0
10637,600,0,57,16,0,0
10637,600,1,106,37,0,0
10637,600,2,135,36,0,0
10637,600,3,90,19,0,0
10637,600,4,64,24,0,0
10637,600,5,5,0,0,0
10637,700,0,54,16,0,0
10637,700,1,107,39,0,0
10637,700,2,125,38,0,0
10637,700,3,96,21,0,0
10637,700,4,65,22,0,0
10637,700,5,5,0,0,0
10637,800,0,47,16,0,0
10637,800,1,116,55,0,0
10637,800,2,132,46,0,0
10637,800,3,102,30,0,0
10637,800,4,93,20,3,1
10637,800,5,16,0,0,0
10637,900,0,58,20,0,0
10637,900,1,105,43,0,0
10637,900,2,134,56,0,0
10637,900,3,94,24,0,0
10637,900,4,101,7,0,0
10637,900,5,22,0,1,0
10637,1000,0,51,17,0,0
10637,1000,1,106,40,0,0
10637,1000,2,135,47,0,0
10637,1000,3,100,23,0,0
10637,1000,4,102,2,0,0
10637,1000,5,29,0,0,0
10637,1100,0,57,52,0,0
10637,1100,1,121,84,0,0
10637,1100,2,147,100,0,0
10637,1100,3,104,64,0,0
10637,1100,4,134,12,0,0
10637,1100,5,33,0,0,0
10637,1200,0,56,53,0,0
10637,1200,1,116,97,0,0
10637,1200,2,155,123,0,0
10637,1200,3,109,81,0,0
10637,1200,4,454,338,320,320
10637,1200,5,39,0,0,0
10637,1300,0,50,48,0,0
10637,1300,1,118,110,0,0
10637,1300,2,156,138,0,0
10637,1300,3,106,86,0,0
10637,1300,4,425,314,281,281
10637,1300,5,37,0,0,0
10637,1400,0,55,54,0,0
10637,1400,1,117,114,0,0
10637,1400,2,164,145,0,0
10637,1400,3,119,108,8,8
10637,1400,4,403,305,263,263
10637,1400,5,43,0,0,0
10637,1500,0,58,58,0,0
10637,1500,1,114,113,0,0
10637,1500,2,168,159,0,0
10637,1500,3,108,102,0,0
10637,1500,4,324,245,205,205
10637,1500,5,407,163,349,159
10637,1600,0,53,53,0,0
10637,1600,1,105,105,0,0
10637,1600,2,170,165,0,0
10637,1600,3,107,98,0,0
10637,1600,4,523,370,431,341
10637,1600,5,1512,750,1418,724
10637,1700,0,23,23,0,0
10637,1700,1,47,47,0,0
10637,1700,2,75,73,0,0
10637,1700,3,89,85,39,39
10637,1700,4,396,293,363,283
10637,1700,5,1017,677,952,649
10640,0,0,11,2,0,0
10640,0,1,11,3,0,0
10640,0,2,12,2,0,0
10640,0,3,10,2,0,0
10640,0,4,9,0,0,0
10640,100,0,10,2,0,0
10640,100,1,12,4,0,0
10640,100,2,11,1,0,0
10640,100,3,11,2,0,0
10640,100,4,8,0,0,0
10640,200,0,10,1,0,0
10640,200,1,12,3,0,0
10640,200,2,12,2,0,0
10640,200,3,10,1,0,0
10640,200,4,9,0,0,0
10640,300,0,11,2,0,0
10640,300,1,10,4,0,0
10640,300,2,10,2,0,0
10640,300,3,10,2,0,0
10640,300,4,9,0,0,0
10640,400,0,11,2,0,0
10640,400,1,10,3,0,0
10640,400,2,10,1,0,0
10640,400,3,11,2,0,0
10640,400,4,10,0,0,0
10640,500,0,10,1,0,0
10640,500,1,11,2,0,0
10640,500,2,12,2,0,0
10640,500,3,12,1,0,0
10640,500,4,10,0,0,0
10640,600,0,12,2,0,0
10640,600,1,9,2,0,0
10640,600,2,10,2,0,0
10640,600,3,11,2,0,0
10640,600,4,10,0,0,0
10640,700,0,10,2,0,0
10640,700,1,11,2,0,0
10640,700,2,12,2,0,0
10640,700,3,11,2,0,0
10640,700,4,8,0,0,0
10640,800,0,9,1,0,0
10640,800,1,12,2,0,0
10640,800,2,10,1,0,0
10640,800,3,13,2,0,0
10640,800,4,9,0,0,0
10640,900,0,9,0,0,0
10640,900,1,12,2,0,0
10640,900,2,12,2,0,0
10640,900,3,10,1,0,0
10640,900,4,12,0,0,0
10640,1000,0,9,0,0,0
