next_link,pbin,win900,rows,L1rows,stop,L1stop
-1,0,0,54,10,0,0
-1,0,1,100,38,0,0
-1,0,2,127,46,0,0
-1,0,3,95,39,0,0
-1,0,4,106,39,0,0
-1,0,5,64,27,0,0
-1,100,0,52,9,0,0
-1,100,1,101,43,0,0
-1,100,2,123,34,0,0
-1,100,3,86,27,0,0
-1,100,4,100,27,0,0
-1,100,5,63,26,0,0
-1,200,0,300,190,7,7
-1,200,1,523,289,13,10
-1,200,2,547,277,25,24
-1,200,3,470,273,8,7
-1,200,4,503,289,16,13
-1,200,5,468,293,9,9
-1,300,0,345,132,9,2
-1,300,1,583,175,34,12
-1,300,2,624,187,62,18
-1,300,3,567,183,35,3
-1,300,4,540,161,12,3
-1,300,5,513,152,1,1
-1,400,0,264,73,0,0
-1,400,1,373,61,0,0
-1,400,2,372,55,0,0
-1,400,3,372,84,0,0
-1,400,4,389,61,0,0
-1,400,5,370,62,0,0
-1,500,0,280,115,0,0
-1,500,1,412,112,0,0
-1,500,2,403,109,0,0
-1,500,3,420,133,0,0
-1,500,4,401,116,0,0
-1,500,5,379,102,0,0
-1,600,0,369,157,0,0
-1,600,1,500,182,0,0
-1,600,2,529,217,0,0
-1,600,3,579,242,0,0
-1,600,4,520,199,0,0
-1,600,5,470,184,0,0
-1,700,0,369,145,0,0
-1,700,1,521,158,0,0
-1,700,2,506,178,0,0
-1,700,3,572,214,0,0
-1,700,4,534,182,0,0
-1,700,5,509,175,0,0
-1,800,0,371,125,0,0
-1,800,1,496,142,0,0
-1,800,2,512,175,0,0
-1,800,3,586,208,0,0
-1,800,4,495,174,0,0
-1,800,5,466,159,0,0
-1,900,0,371,124,0,0
-1,900,1,464,131,0,0
-1,900,2,504,177,0,0
-1,900,3,584,195,0,0
-1,900,4,526,182,0,0
-1,900,5,474,155,0,0
-1,1000,0,366,115,0,0
-1,1000,1,503,132,0,0
-1,1000,2,535,178,0,0
-1,1000,3,556,182,0,0
-1,1000,4,525,181,0,0
-1,1000,5,469,163,0,0
-1,1100,0,377,112,0,0
-1,1100,1,467,132,0,0
-1,1100,2,523,168,0,0
-1,1100,3,562,174,0,0
-1,1100,4,500,173,0,0
-1,1100,5,462,139,0,0
-1,1200,0,362,112,0,0
-1,1200,1,481,133,0,0
-1,1200,2,516,163,0,0
-1,1200,3,578,168,0,0
-1,1200,4,532,175,0,0
-1,1200,5,474,140,0,0
-1,1300,0,393,115,0,0
-1,1300,1,465,131,0,0
-1,1300,2,525,160,0,0
-1,1300,3,556,169,0,0
-1,1300,4,513,164,0,0
-1,1300,5,463,152,0,0
-1,1400,0,365,109,0,0
-1,1400,1,463,124,0,0
-1,1400,2,523,155,0,0
-1,1400,3,570,168,0,0
-1,1400,4,498,166,0,0
-1,1400,5,475,138,0,0
-1,1500,0,374,108,0,0
-1,1500,1,479,130,0,0
-1,1500,2,517,139,0,0
-1,1500,3,594,170,0,0
-1,1500,4,527,166,0,0
-1,1500,5,473,134,0,0
-1,1600,0,386,117,0,0
-1,1600,1,455,119,0,0
-1,1600,2,522,147,0,0
-1,1600,3,581,166,0,0
-1,1600,4,530,160,0,0
-1,1600,5,484,146,0,0
-1,1700,0,382,112,0,0
-1,1700,1,462,131,0,0
-1,1700,2,487,136,0,0
-1,1700,3,572,148,0,0
-1,1700,4,515,167,0,0
-1,1700,5,466,129,0,0
-1,1800,0,379,101,0,0
-1,1800,1,476,127,0,0
-1,1800,2,501,130,0,0
-1,1800,3,563,150,0,0
-1,1800,4,534,152,0,0
-1,1800,5,450,126,0,0
-1,1900,0,368,103,0,0
-1,1900,1,453,115,0,0
-1,1900,2,515,136,0,0
-1,1900,3,574,163,0,0
-1,1900,4,496,155,0,0
-1,1900,5,485,124,0,0
-1,2000,0,65,19,0,0
-1,2000,1,74,19,0,0
-1,2000,2,67,18,0,0
-1,2000,3,77,17,0,0
-1,2000,4,86,19,0,0
-1,2000,5,72,19,0,0
10646,0,0,147,41,0,0
10646,0,1,314,106,1,1
10646,0,2,333,124,0,0
10646,0,3,315,129,0,0
10646,0,4,311,118,1,1
10646,0,5,253,82,0,0
10646,100,0,138,35,0,0
10646,100,1,324,109,2,2
10646,100,2,324,120,4,4
10646,100,3,301,109,0,0
10646,100,4,284,84,0,0
10646,100,5,252,76,0,0
10646,200,0,206,114,12,9
10646,200,1,538,358,54,47
10646,200,2,609,402,66,62
10646,200,3,456,321,41,39
10646,200,4,399,253,13,9
10646,200,5,361,240,19,18
10646,300,0,194,87,43,3
10646,300,1,495,248,139,22
10646,300,2,742,326,288,47
10646,300,3,537,202,225,12
10646,300,4,466,204,164,14
10646,300,5,279,176,38,6
10681,0,0,53,22,0,0
10681,0,1,117,45,0,0
10681,0,2,117,35,0,0
10681,0,3,110,31,0,0
10681,0,4,107,34,2,0
10681,0,5,71,20,0,0
10681,100,0,15,4,0,0
10681,100,1,22,7,0,0
10681,100,2,29,6,0,0
10681,100,3,15,4,0,0
10681,100,4,18,7,0,0
10681,100,5,14,4,0,0
