link,win,lg,n_mean,nstop_mean,nstop_max,qmin_pos_min,qmin_pos_med,spd_mean
31,24,L2p,21.233333333333334,0.0,0.0,,,52.21744
31,25,L1,12.2,0.03333333333333333,1.0,617.06,617.06,73.63405
31,25,L2p,15.533333333333333,0.0,0.0,,,66.6967
31,26,L1,15.2,0.0,0.0,,,64.53828
31,26,L2p,18.0,0.0,0.0,,,65.937164
31,27,L1,14.5,0.0,0.0,,,64.55722
31,27,L2p,16.966666666666665,0.0,0.0,,,63.127174
31,28,L1,14.466666666666667,0.0,0.0,,,76.097755
31,28,L2p,16.033333333333335,0.0,0.0,,,64.26632
31,29,L1,17.266666666666666,0.26666666666666666,2.0,723.84,730.26,67.35886
31,29,L2p,16.933333333333334,0.0,0.0,,,67.019875
31,30,L1,13.8,0.06666666666666667,1.0,731.79,731.86,71.60243
31,30,L2p,12.533333333333333,0.06666666666666667,1.0,407.09,407.09,60.948044
31,31,L1,13.733333333333333,0.7666666666666667,5.0,707.73,724.095,65.69076
31,31,L2p,13.833333333333334,0.0,0.0,,,57.646935
31,32,L1,18.6,3.1333333333333333,5.0,708.11,709.63,62.49504
31,32,L2p,20.233333333333334,0.0,0.0,,,63.71352
31,33,L1,16.666666666666668,0.03333333333333333,1.0,397.79,397.79,74.39132
31,33,L2p,15.433333333333334,0.0,0.0,,,66.171104
31,34,L1,19.866666666666667,0.0,0.0,,,62.844948
31,34,L2p,18.866666666666667,0.0,0.0,,,57.01261
31,35,L1,24.766666666666666,0.0,0.0,,,63.992126
31,35,L2p,21.566666666666666,0.0,0.0,,,59.732155
32,0,L1,12.5,0.10714285714285714,2.0,1947.81,1950.91,40.011234
32,0,L2p,11.703703703703704,0.0,0.0,,,40.5316
32,1,L1,22.5,2.533333333333333,10.0,1268.6,1942.75,42.28988
32,1,L2p,28.266666666666666,4.833333333333333,14.0,1906.09,1941.14,38.933846
32,2,L1,30.1,6.266666666666667,14.0,1822.87,1887.39,34.113506
32,2,L2p,49.0,19.2,36.0,1811.01,1854.895,29.683882
32,3,L1,32.9,13.4,22.0,1716.75,1847.2051,25.71087
32,3,L2p,57.6,30.866666666666667,44.0,1725.05,1815.685,20.097857
32,4,L1,47.833333333333336,23.066666666666666,36.0,1626.19,1704.755,21.854588
32,4,L2p,83.5,50.0,73.0,1620.22,1720.075,15.928018
32,5,L1,54.8,33.733333333333334,46.0,1545.35,1635.18,15.107813
32,5,L2p,103.93333333333334,71.43333333333334,88.0,1543.73,1613.255,11.189632
32,6,L1,69.0,37.56666666666667,44.0,1501.12,1521.51,16.072231
32,6,L2p,113.26666666666667,69.43333333333334,83.0,1507.24,1529.11,11.561823
32,7,L1,74.9,40.96666666666667,53.0,1262.85,1514.19,15.095266
32,7,L2p,125.5,68.86666666666666,83.0,1473.54,1513.935,13.3905945
32,8,L1,71.3,40.93333333333333,55.0,1271.17,1489.15,14.663136
32,8,L2p,126.23333333333333,74.0,86.0,1467.44,1491.415,11.627511
32,9,L1,80.4,50.13333333333333,65.0,1271.84,1482.155,13.113829
32,9,L2p,121.16666666666667,72.5,84.0,1459.8,1484.9199,11.067764
32,10,L1,88.13333333333334,55.4,69.0,1246.72,1455.5349,12.796243
32,10,L2p,124.63333333333334,74.86666666666666,83.0,1431.46,1460.76,10.336993
32,11,L1,84.7,56.2,71.0,1272.28,1448.03,11.396096
32,11,L2p,134.23333333333332,86.23333333333333,100.0,1270.09,1451.4099,9.54504
32,12,L1,90.3,56.86666666666667,66.0,1266.0,1433.26,12.156414
32,12,L2p,154.23333333333332,105.6,127.0,1411.22,1434.585,8.757153
32,13,L1,90.4,61.36666666666667,72.0,1273.31,1377.9451,10.604528
32,13,L2p,160.2,114.3,132.0,1358.38,1390.4299,8.245085
32,14,L1,96.9,64.26666666666667,74.0,962.94,1319.8049,10.305234
32,14,L2p,177.63333333333333,120.43333333333334,136.0,967.2,1339.21,9.017885
32,15,L1,116.3,84.1,94.0,752.24,874.055,8.026012
32,15,L2p,200.06666666666666,150.43333333333334,176.0,780.3,862.635,6.879073
32,16,L1,128.23333333333332,88.7,101.0,703.3,754.845,7.825873
32,16,L2p,205.53333333333333,147.6,163.0,721.18,755.115,6.538866
32,17,L1,126.6,84.53333333333333,98.0,633.61,691.36,8.899935
32,17,L2p,201.83333333333334,139.63333333333333,157.0,650.28,698.095,6.822143
32,18,L1,119.3,77.93333333333334,88.0,661.66,781.215,9.426561
32,18,L2p,199.53333333333333,137.66666666666666,164.0,673.73,755.9,7.3494573
32,19,L1,97.96666666666667,68.1,79.0,888.77,1303.405,8.87563
32,19,L2p,177.93333333333334,128.26666666666668,148.0,941.12,1325.03,7.374107
32,20,L1,94.76666666666667,69.73333333333333,81.0,1263.12,1281.5,7.418372
32,20,L2p,176.26666666666668,132.26666666666668,151.0,1273.4,1290.76,6.467854
32,21,L1,99.73333333333333,72.33333333333333,79.0,1259.76,1299.075,7.920454
32,21,L2p,184.53333333333333,132.66666666666666,154.0,1277.96,1311.96,7.8984375
32,22,L1,103.2,74.33333333333333,87.0,1253.29,1289.11,8.320502
32,22,L2p,178.66666666666666,128.4,152.0,1282.29,1309.53,7.6036706
32,23,L1,107.8,78.43333333333334,89.0,1261.14,1294.4099,8.48199
32,23,L2p,176.36666666666667,124.26666666666667,146.0,1280.84,1302.875,7.9449096
32,24,L1,104.9,76.9,85.0,1232.14,1285.62,7.483917
32,24,L2p,185.63333333333333,136.76666666666668,158.0,1282.31,1306.49,7.2435484
32,25,L1,99.2,77.53333333333333,89.0,1249.54,1283.45,6.1398807
32,25,L2p,172.33333333333334,128.76666666666668,149.0,1280.92,1316.84,6.3745675
32,26,L1,98.93333333333334,74.23333333333333,86.0,1253.27,1277.625,7.14677
32,26,L2p,179.06666666666666,137.33333333333334,157.0,1277.5,1296.51,5.9094577
32,27,L1,97.9,77.23333333333333,89.0,1260.48,1278.12,6.142348
32,27,L2p,172.96666666666667,133.9,153.0,1279.9,1291.66,5.5923004
32,28,L1,99.56666666666666,75.26666666666667,86.0,1272.53,1290.46,7.7084045
32,28,L2p,167.53333333333333,125.7,147.0,1274.16,1293.52,6.063524
32,29,L1,99.36666666666666,75.96666666666667,89.0,1267.34,1279.3049,7.5313306
32,29,L2p,168.7,117.5,136.0,1295.38,1309.31,7.0233555
32,30,L1,92.86666666666666,73.5,82.0,1275.61,1297.8,5.8400755
32,30,L2p,167.43333333333334,125.6,148.0,1284.48,1306.9651,6.0373015
32,31,L1,95.56666666666666,74.7,84.0,1271.82,1301.7,6.1932616
32,31,L2p,173.96666666666667,129.6,151.0,1273.1,1296.31,6.512267
32,32,L1,94.3,72.76666666666667,85.0,1265.85,1290.855,6.7082334
32,32,L2p,161.56666666666666,118.96666666666667,142.0,1282.33,1306.16,6.2254806
32,33,L1,90.0,66.63333333333334,77.0,1270.17,1316.855,7.642226
32,33,L2p,155.03333333333333,105.03333333333333,125.0,1295.03,1328.8401,7.262788
32,34,L1,90.96666666666667,71.16666666666667,80.0,1278.47,1314.165,5.8861904
32,34,L2p,170.16666666666666,123.0,145.0,1281.82,1319.8049,6.620835
32,35,L1,89.9,71.53333333333333,85.0,1263.93,1293.4551,6.1208034
32,35,L2p,172.6,135.66666666666666,155.0,1275.57,1301.59,4.815845
66,0,L1,4.633333333333334,0.0,0.0,,,41.887135
66,0,L2p,10.89655172413793,0.0,0.0,,,39.352097
66,1,L1,10.333333333333334,0.4666666666666667,1.0,2657.77,2657.77,39.21477
66,1,L2p,25.6,1.6333333333333333,7.0,2628.04,2639.79,38.02062
66,2,L1,7.866666666666666,0.0,0.0,,,40.560127
66,2,L2p,35.6,9.466666666666667,16.0,2569.6,2587.52,29.627481
66,3,L1,6.9,0.5333333333333333,1.0,2657.8,2657.82,35.693417
66,3,L2p,40.1,14.9,22.0,2529.43,2553.775,25.435417
66,4,L1,7.566666666666666,0.0,0.0,,,39.97405
66,4,L2p,48.06666666666667,19.2,27.0,2466.34,2514.03,23.61165
66,5,L1,8.6,0.0,0.0,,,39.34081
66,5,L2p,59.333333333333336,26.033333333333335,33.0,2421.0,2468.43,22.584583
66,6,L1,10.133333333333333,0.0,0.0,,,38.421696
66,6,L2p,58.93333333333333,27.1,39.0,2420.08,2458.205,21.471174
66,7,L1,10.933333333333334,0.0,0.0,,,42.71322
66,7,L2p,66.96666666666667,28.533333333333335,42.0,2406.79,2448.25,22.34138
66,8,L1,11.133333333333333,0.0,0.0,,,42.287563
66,8,L2p,79.9,38.36666666666667,53.0,2256.18,2341.67,20.51287
66,9,L1,12.9,0.23333333333333334,1.0,2656.81,2657.8,40.81673
66,9,L2p,89.03333333333333,49.96666666666667,63.0,2138.68,2206.72,16.098003
66,10,L1,10.566666666666666,0.36666666666666664,2.0,2652.88,2652.95,36.744705
66,10,L2p,98.06666666666666,59.1,69.0,2105.05,2169.645,14.74891
66,11,L1,7.933333333333334,0.0,0.0,,,39.31389
66,11,L2p,105.16666666666667,69.1,81.0,2018.19,2095.99,12.591572
66,12,L1,10.2,0.0,0.0,,,40.998337
66,12,L2p,119.76666666666667,78.66666666666667,96.0,1930.45,2001.04,12.929794
66,13,L1,10.866666666666667,0.0,0.0,,,41.63911
66,13,L2p,131.9,90.06666666666666,106.0,1801.41,1866.53,11.581618
66,14,L1,11.8,0.0,0.0,,,42.41259
66,14,L2p,143.73333333333332,99.4,116.0,1761.01,1795.6499,10.708614
66,15,L1,8.733333333333333,0.03333333333333333,1.0,2657.34,2657.34,38.11418
66,15,L2p,166.06666666666666,117.4,134.0,1723.68,1748.15,10.128692
66,16,L1,15.266666666666667,0.7666666666666667,1.0,2657.34,2658.1,37.27887
66,16,L2p,175.06666666666666,126.1,137.0,1676.03,1699.82,8.704719
66,17,L1,11.566666666666666,0.6666666666666666,2.0,2651.29,2657.7349,38.286453
66,17,L2p,180.1,131.1,144.0,1680.67,1711.21,7.639872
66,18,L1,8.7,0.36666666666666664,2.0,2651.29,2651.29,39.987007
66,18,L2p,189.46666666666667,139.4,149.0,1694.36,1712.81,7.495323
66,19,L1,11.333333333333334,0.6,2.0,2652.5,2657.84,38.046715
66,19,L2p,203.26666666666668,148.23333333333332,162.0,1693.28,1716.98,7.936643
66,20,L1,10.633333333333333,0.5,3.0,2646.55,2646.55,38.66196
66,20,L2p,223.8,164.03333333333333,175.0,1676.47,1691.695,7.7639914
66,21,L1,14.066666666666666,0.26666666666666666,1.0,2657.81,2657.835,40.63273
66,21,L2p,243.46666666666667,179.0,193.0,1676.73,1684.52,7.2604046
66,22,L1,13.466666666666667,0.6333333333333333,2.0,2651.71,2657.98,39.7197
66,22,L2p,254.76666666666668,200.03333333333333,219.0,1650.62,1674.79,5.6935244
66,23,L1,9.833333333333334,0.16666666666666666,1.0,2657.98,2657.98,40.195793
66,23,L2p,272.73333333333335,223.56666666666666,239.0,1656.57,1668.62,5.164675
66,24,L1,11.366666666666667,0.6666666666666666,1.0,2657.73,2657.73,36.97511
66,24,L2p,282.26666666666665,237.33333333333334,251.0,1668.62,1690.02,4.5062394
66,25,L1,9.333333333333334,1.0,2.0,2652.02,2657.63,36.096733
66,25,L2p,282.53333333333336,247.8,256.0,1678.73,1691.12,3.2884858
66,26,L1,9.433333333333334,0.9666666666666667,2.0,2652.15,2657.77,36.70829
66,26,L2p,283.1666666666667,248.8,255.0,1674.4,1701.495,3.37022
66,27,L1,8.5,0.5333333333333333,3.0,2646.97,2652.15,38.376877
66,27,L2p,287.1,250.2,259.0,1705.74,1726.615,3.5658073
66,28,L1,10.233333333333333,0.9,2.0,2652.28,2657.65,37.390823
66,28,L2p,287.3333333333333,252.13333333333333,262.0,1712.38,1717.85,3.221177
66,29,L1,8.9,0.5333333333333333,1.0,2657.65,2657.93,38.44128
66,29,L2p,285.6333333333333,244.7,257.0,1718.49,1734.92,3.3522005
66,30,L1,7.4,0.23333333333333334,1.0,2657.79,2657.93,40.40165
66,30,L2p,286.1333333333333,245.93333333333334,263.0,1750.3,1756.46,3.4194822
66,31,L1,8.066666666666666,0.9,2.0,2651.24,2657.74,34.12063
66,31,L2p,283.5,252.73333333333332,265.0,1734.69,1752.33,2.9079447
66,32,L1,9.5,0.8333333333333334,4.0,2633.42,2657.74,37.771305
66,32,L2p,277.4,249.7,263.0,1732.5,1732.54,2.8397763
66,33,L1,8.866666666666667,0.9333333333333333,5.0,2618.31,2629.39,38.765926
66,33,L2p,273.93333333333334,243.73333333333332,257.0,1769.51,1773.81,3.3413365
66,34,L1,8.1,0.7,2.0,2652.14,2657.8,37.156948
66,34,L2p,275.46666666666664,241.3,250.0,1767.97,1772.7,3.3871117
66,35,L1,7.4,1.4666666666666666,3.0,2646.02,2651.56,31.548248
66,35,L2p,273.26666666666665,242.76666666666668,254.0,1740.67,1784.26,3.04543
68,1,L1,11.379310344827585,0.0,0.0,,,114.65943
68,1,L2p,11.04,0.0,0.0,,,121.09392
68,2,L1,18.6,0.36666666666666664,4.0,186.97,221.21,95.28329
68,2,L2p,26.533333333333335,0.0,0.0,,,106.21432
68,3,L1,18.2,0.16666666666666666,2.0,224.36,231.39499,93.42116
68,3,L2p,28.8,0.0,0.0,,,93.47396
68,4,L1,18.4,0.4,3.0,100.13,227.86499,75.654785
68,4,L2p,39.46666666666667,0.0,0.0,,,92.16025
68,5,L1,20.333333333333332,0.9,3.0,3.11,193.99,64.1329
68,5,L2p,32.46666666666667,0.0,0.0,,,89.2521
68,6,L1,25.266666666666666,1.1666666666666667,5.0,29.35,213.87,75.93843
68,6,L2p,27.366666666666667,0.0,0.0,,,87.81956
68,7,L1,22.466666666666665,1.2,4.0,167.05,211.92499,70.529625
68,7,L2p,26.266666666666666,0.0,0.0,,,87.667
68,8,L1,20.833333333333332,2.1,6.0,123.59,190.94,57.408367
68,8,L2p,26.3,0.0,0.0,,,85.94877
68,9,L1,22.233333333333334,0.7,4.0,177.84,231.9,76.422905
68,9,L2p,27.7,0.03333333333333333,1.0,237.9,237.9,82.81546
68,10,L1,23.333333333333332,0.8666666666666667,6.0,8.05,136.32,71.5063
68,10,L2p,31.666666666666668,0.0,0.0,,,85.83011
68,11,L1,29.6,4.0,11.0,3.85,148.03,42.185753
68,11,L2p,30.366666666666667,0.0,0.0,,,78.75014
68,12,L1,34.53333333333333,3.5,6.0,10.01,156.5,48.637283
68,12,L2p,29.666666666666668,0.0,0.0,,,75.40527
68,13,L1,32.0,3.2666666666666666,10.0,74.35,158.72,50.198025
68,13,L2p,29.033333333333335,0.0,0.0,,,75.8369
68,14,L1,32.96666666666667,4.0,8.0,32.28,115.71,47.037407
68,14,L2p,28.9,0.0,0.0,,,74.8484
68,15,L1,29.633333333333333,2.9,11.0,4.9,163.44,53.680153
68,15,L2p,22.966666666666665,0.0,0.0,,,80.196304
68,16,L1,35.56666666666667,7.3,14.0,3.55,118.835,38.803135
68,16,L2p,34.166666666666664,0.0,0.0,,,78.251495
68,17,L1,39.7,6.766666666666667,11.0,2.63,62.574997,39.91552
68,17,L2p,32.43333333333333,0.0,0.0,,,79.60209
68,18,L1,36.0,4.9,10.0,4.24,105.99,47.29125
68,18,L2p,26.166666666666668,0.0,0.0,,,77.835815
68,19,L1,29.9,0.6666666666666666,3.0,185.83,227.24,65.78964
68,19,L2p,34.9,0.0,0.0,,,79.86814
68,20,L1,25.7,0.3333333333333333,2.0,220.29,233.655,64.04476
68,20,L2p,37.53333333333333,0.03333333333333333,1.0,246.13,246.13,83.779526
68,21,L1,22.5,0.9,3.0,196.78,220.99,61.81471
68,21,L2p,28.266666666666666,0.0,0.0,,,82.13196
68,22,L1,24.266666666666666,1.0333333333333334,3.0,196.64,226.48,65.862526
68,22,L2p,33.166666666666664,0.0,0.0,,,76.18068
68,23,L1,24.466666666666665,0.36666666666666664,2.0,132.51,219.51,63.15694
68,23,L2p,28.2,0.0,0.0,,,93.357544
68,24,L1,30.0,1.7333333333333334,6.0,122.01,186.67,59.81489
68,24,L2p,23.1,0.0,0.0,,,86.82813
68,25,L1,29.533333333333335,1.3333333333333333,5.0,7.65,176.025,61.53859
68,25,L2p,33.833333333333336,0.0,0.0,,,85.18636
68,26,L1,22.166666666666668,0.36666666666666664,2.0,218.93,239.87,64.50438
68,26,L2p,23.4,0.0,0.0,,,85.78371
68,27,L1,20.166666666666668,0.3,2.0,187.45,238.70999,62.71786
68,27,L2p,32.166666666666664,0.0,0.0,,,78.740425
68,28,L1,22.666666666666668,1.5666666666666667,7.0,4.54,214.6,55.259163
68,28,L2p,26.0,0.0,0.0,,,82.02061
68,29,L1,18.433333333333334,1.1,5.0,99.42,224.255,62.416862
68,29,L2p,23.833333333333332,0.0,0.0,,,85.50267
68,30,L1,20.466666666666665,0.3,1.0,227.2,237.78,73.07933
68,30,L2p,25.1,0.0,0.0,,,86.02751
68,31,L1,20.233333333333334,0.03333333333333333,1.0,245.74,245.74,73.32289
68,31,L2p,34.833333333333336,0.0,0.0,,,90.612114
68,32,L1,16.166666666666668,0.0,0.0,,,75.64763
68,32,L2p,26.866666666666667,0.0,0.0,,,86.21089
68,33,L1,18.266666666666666,0.16666666666666666,1.0,227.74,243.43,68.83648
68,33,L2p,31.266666666666666,0.0,0.0,,,89.99915
68,34,L1,20.4,0.03333333333333333,1.0,225.32,225.32,73.324455
68,34,L2p,27.9,0.0,0.0,,,87.744225
68,35,L1,18.5,0.0,0.0,,,69.98005
68,35,L2p,25.633333333333333,0.0,0.0,,,94.999504
69,0,L1,8.758620689655173,0.0,0.0,,,36.173504
69,0,L2p,12.62962962962963,0.0,0.0,,,41.84912
69,1,L1,21.466666666666665,0.0,0.0,,,38.808952
69,1,L2p,14.833333333333334,0.0,0.0,,,41.50554
69,2,L1,22.4,0.0,0.0,,,40.417427
69,2,L2p,17.033333333333335,0.0,0.0,,,40.86566
69,3,L1,27.933333333333334,0.0,0.0,,,37.71196
69,3,L2p,13.866666666666667,0.0,0.0,,,41.97309
69,4,L1,23.1,0.0,0.0,,,38.07066
69,4,L2p,14.7,0.0,0.0,,,41.02083
69,5,L1,21.8,0.0,0.0,,,37.62555
69,5,L2p,10.433333333333334,0.0,0.0,,,41.130314
69,6,L1,28.033333333333335,0.0,0.0,,,37.267056
69,6,L2p,23.833333333333332,0.0,0.0,,,40.736443
69,7,L1,39.166666666666664,0.0,0.0,,,35.531673
69,7,L2p,23.166666666666668,0.0,0.0,,,40.845627
69,8,L1,43.1,0.0,0.0,,,35.73216
69,8,L2p,34.7,0.0,0.0,,,40.686157
69,9,L1,43.233333333333334,0.03333333333333333,1.0,1147.57,1147.57,31.31069
69,9,L2p,27.033333333333335,0.0,0.0,,,41.691956
69,10,L1,38.233333333333334,0.0,0.0,,,36.53825
69,10,L2p,24.766666666666666,0.0,0.0,,,40.67595
69,11,L1,32.93333333333333,0.0,0.0,,,37.280525
69,11,L2p,24.4,0.0,0.0,,,40.598564
69,12,L1,40.4,0.0,0.0,,,37.060738
69,12,L2p,28.966666666666665,0.0,0.0,,,41.1255
69,13,L1,41.06666666666667,0.0,0.0,,,37.484085
69,13,L2p,32.7,0.0,0.0,,,40.399918
69,14,L1,40.53333333333333,0.0,0.0,,,33.8352
69,14,L2p,22.2,0.0,0.0,,,40.168995
69,15,L1,35.36666666666667,0.0,0.0,,,36.240746
69,15,L2p,24.1,0.0,0.0,,,39.34408
69,16,L1,41.03333333333333,0.0,0.0,,,36.25877
69,16,L2p,32.1,0.0,0.0,,,40.183926
69,17,L1,41.03333333333333,0.0,0.0,,,36.41202
69,17,L2p,29.6,0.0,0.0,,,40.01486
69,18,L1,40.266666666666666,0.0,0.0,,,35.888737
69,18,L2p,29.2,0.0,0.0,,,39.91958
69,19,L1,38.9,0.0,0.0,,,35.088253
69,19,L2p,18.7,0.0,0.0,,,41.664265
69,20,L1,33.333333333333336,0.03333333333333333,1.0,861.73,861.73,37.32423
69,20,L2p,26.866666666666667,0.0,0.0,,,39.452705
69,21,L1,35.266666666666666,0.0,0.0,,,34.337986
69,21,L2p,21.3,0.0,0.0,,,40.59508
69,22,L1,34.166666666666664,0.06666666666666667,2.0,1737.59,1737.59,36.493313
69,22,L2p,21.866666666666667,0.0,0.0,,,42.028492
69,23,L1,50.266666666666666,20.733333333333334,49.0,1438.51,1650.665,22.510231
69,23,L2p,21.6,0.0,0.0,,,41.098587
69,24,L1,88.93333333333334,74.4,93.0,1165.85,1289.44,6.5423374
69,24,L2p,15.533333333333333,0.3,1.0,1735.48,1735.48,37.67094
69,25,L1,120.2,110.4,129.0,917.02,1060.03,2.9504313
69,25,L2p,22.533333333333335,0.0,0.0,,,36.281204
69,26,L1,133.53333333333333,121.06666666666666,138.0,789.86,832.23,2.5739622
69,26,L2p,24.833333333333332,0.3,2.0,824.8,1729.7,25.333982
69,27,L1,106.36666666666666,73.93333333333334,98.0,755.21,760.42,7.867788
69,27,L2p,26.366666666666667,0.06666666666666667,1.0,829.59,896.495,32.017246
69,28,L1,118.83333333333333,95.53333333333333,123.0,755.21,885.1,4.9382844
69,28,L2p,34.4,2.4,8.0,1675.14,1722.11,27.960443
69,29,L1,146.73333333333332,140.2,150.0,797.82,840.855,1.7830259
69,29,L2p,39.333333333333336,12.7,16.0,1420.93,1640.65,20.375483
69,30,L1,157.3,153.13333333333333,155.0,763.56,775.015,1.1062566
69,30,L2p,57.233333333333334,15.866666666666667,21.0,840.4,1606.79,16.60339
69,31,L1,155.06666666666666,149.33333333333334,155.0,758.09,763.56,1.0985692
69,31,L2p,74.26666666666667,35.06666666666667,52.0,950.06,1423.325,11.749448
69,32,L1,146.76666666666668,134.63333333333333,142.0,751.02,758.09,1.7548983
69,32,L2p,81.86666666666666,46.43333333333333,53.0,753.12,1247.56,9.096714
69,33,L1,151.6,142.76666666666668,150.0,751.9,764.11,1.3176092
69,33,L2p,91.03333333333333,61.733333333333334,71.0,998.45,1264.87,7.8603296
69,34,L1,155.76666666666668,152.53333333333333,154.0,768.87,772.35,0.7799015
69,34,L2p,103.4,81.6,91.0,910.56,1156.435,5.327335
69,35,L1,155.36666666666667,147.43333333333334,155.0,751.32,751.32,1.4186424
69,35,L2p,124.6,95.2,102.0,816.23,1007.795,6.1546445
70,1,L1,1.5714285714285714,0.0,0.0,,,48.90143
70,1,L2p,1.3,0.0,0.0,,,114.5495
70,2,L1,1.35,0.0,0.0,,,56.012917
70,2,L2p,1.5,0.0,0.0,,,101.15813
70,3,L1,2.4444444444444446,0.0,0.0,,,49.256363
70,3,L2p,1.9565217391304348,0.0,0.0,,,67.187836
70,4,L1,3.3181818181818183,0.0,0.0,,,45.944557
70,4,L2p,3.9473684210526314,0.0,0.0,,,65.45993
70,5,L1,3.4642857142857144,0.0,0.0,,,51.97751
70,5,L2p,2.8076923076923075,0.038461538461538464,1.0,331.09,331.09,55.74955
70,6,L1,3.16,0.0,0.0,,,48.96938
70,6,L2p,5.448275862068965,1.4827586206896552,7.0,297.64,304.015,31.827763
70,7,L1,3.6333333333333333,0.0,0.0,,,46.797134
70,7,L2p,5.241379310344827,0.5517241379310345,4.0,314.82,323.19,36.863678
70,8,L1,3.8333333333333335,0.0,0.0,,,43.096367
70,8,L2p,4.08,0.0,0.0,,,58.978073
70,9,L1,4.366666666666666,0.0,0.0,,,41.065166
70,9,L2p,4.466666666666667,0.0,0.0,,,50.27808
70,10,L1,4.0,0.0,0.0,,,42.290398
70,10,L2p,2.6551724137931036,0.0,0.0,,,52.862293
70,11,L1,4.666666666666667,0.0,0.0,,,45.194767
70,11,L2p,4.266666666666667,0.0,0.0,,,58.0594
70,12,L1,4.5,0.0,0.0,,,42.710796
70,12,L2p,4.068965517241379,0.0,0.0,,,46.40941
70,13,L1,5.666666666666667,0.03333333333333333,1.0,47.17,47.17,41.98313
70,13,L2p,4.8,0.0,0.0,,,46.030098
70,14,L1,4.068965517241379,0.0,0.0,,,43.852013
70,14,L2p,4.107142857142857,0.17857142857142858,2.0,313.26,323.53,43.18066
70,15,L1,4.133333333333334,0.0,0.0,,,45.14685
70,15,L2p,3.4615384615384617,0.0,0.0,,,59.686886
70,16,L1,5.166666666666667,0.03333333333333333,1.0,44.05,44.05,39.56063
70,16,L2p,4.9,0.03333333333333333,1.0,333.61,333.61,42.683052
70,17,L1,5.2,0.0,0.0,,,42.79036
70,17,L2p,7.166666666666667,1.4333333333333333,9.0,271.49,286.43,40.900547
70,18,L1,4.233333333333333,0.03333333333333333,1.0,49.54,49.54,45.493763
70,18,L2p,4.033333333333333,0.0,0.0,,,51.864853
70,19,L1,10.9,7.233333333333333,16.0,88.3,131.23,14.400174
70,19,L2p,6.166666666666667,0.06666666666666667,1.0,142.27,159.745,38.81072
70,20,L1,21.733333333333334,20.4,25.0,36.24,60.82,2.8255494
70,20,L2p,6.666666666666667,0.06666666666666667,1.0,78.29,114.765,30.522806
