next_link,pbin,win900,rows,L1rows,stop,L1stop
-1,0,5,1,0,0,0
-1,100,5,2,1,0,0
71,0,0,18,6,0,0
71,0,1,32,17,1,1
71,0,2,54,24,0,0
71,0,3,45,18,0,0
71,0,4,23,10,0,0
71,0,5,36,19,0,0
71,100,0,37,11,0,0
71,100,1,53,31,0,0
71,100,2,82,31,0,0
71,100,3,74,31,0,0
71,100,4,41,20,0,0
71,100,5,55,24,0,0
71,200,0,29,12,0,0
71,200,1,58,35,0,0
71,200,2,91,49,0,0
71,200,3,70,31,0,0
71,200,4,63,27,14,0
71,200,5,65,38,0,0
71,300,0,27,14,0,0
71,300,1,42,27,0,0
71,300,2,57,31,0,0
71,300,3,43,27,0,0
71,300,4,27,19,0,0
71,300,5,42,21,0,0
10634,0,2,1,0,0,0
10634,0,4,1,0,0,0
10634,100,0,2,0,0,0
10634,100,2,1,0,0,0
10634,100,4,1,0,0,0
10634,200,4,1,1,0,0
10634,300,0,3,0,0,0
10634,300,2,1,1,0,0
10634,300,4,1,1,0,0
10639,0,0,47,44,0,0
10639,0,1,96,94,0,0
10639,0,2,145,136,1,1
10639,0,3,88,88,1,1
10639,0,4,76,74,0,0
10639,0,5,75,75,0,0
10639,100,0,37,37,0,0
10639,100,1,79,79,0,0
10639,100,2,119,117,0,0
10639,100,3,79,79,0,0
10639,100,4,55,53,0,0
10639,100,5,53,53,0,0
10641,0,0,55,28,0,0
10641,0,1,191,93,0,0
10641,0,2,174,94,0,0
10641,0,3,188,103,1,1
10641,0,4,179,99,0,0
10641,0,5,147,71,0,0
10641,100,0,83,47,0,0
10641,100,1,312,121,0,0
10641,100,2,305,124,0,0
10641,100,3,307,128,0,0
10641,100,4,299,138,0,0
10641,100,5,238,102,0,0
10641,200,0,86,50,0,0
10641,200,1,351,140,19,0
10641,200,2,308,127,2,0
10641,200,3,318,153,0,0
10641,200,4,426,161,87,4
10641,200,5,249,95,0,0
10641,300,0,18,8,0,0
10641,300,1,255,48,118,0
10641,300,2,121,30,27,1
10641,300,3,124,30,22,0
10641,300,4,319,53,165,6
10641,300,5,99,30,16,1
10642,0,2,1,0,0,0
10642,0,4,1,0,0,0
10642,0,5,1,1,0,0
10642,100,0,5,1,0,0
10642,100,1,1,1,0,0
10642,100,2,3,3,0,0
10642,100,4,2,2,0,0
10642,100,5,4,1,0,0
10642,200,0,3,2,0,0
10642,200,1,1,1,0,0
10642,200,2,1,1,0,0
10642,200,4,1,1,0,0
10642,200,5,1,0,0,0
10642,300,0,4,4,0,0
10642,300,1,1,1,0,0
10642,300,2,2,2,0,0
10642,300,3,1,1,0,0
10642,300,4,2,2,0,0
10642,300,5,4,3,0,0
